[00000.00-00007.12] 好的,我们接下来看文说流帮打败了相语,然后结束了处罕之争。
[03339.74-03341.78] 就是說他們就不管
[03341.78-03343.74] 就比如说欢迎采取事了之后
[03343.74-03346.54] 那欢迎采取的儿子就可以取望着捐
[03346.54-03347.66] 所以在这种情况之下
[03347.66-03350.82] 他就用做了一任我们所说的这个验质
[03350.82-03352.38] 就是用作了一任验质
[03352.38-03354.46] 在最开始欢迎采取死的时候
[03354.46-03356.46] 其实那个着捐的小回来
[03356.46-03360.86] 后来就是用为了我们所说的这个汉和胸胸之间的这个和品
[03360.86-03361.70] 就没有回来
[03361.70-03362.74] 然后又做了一任
[03362.74-03363.62] 用作了一任
[03363.62-03366.14] 所以在那边的一共只带了40多年
[03366.14-03369.54] 所以它整体上的供现特别特别大
[03369.54-03373.10] 所以在这个时候经常会有一些师哥来歌送招军
[03373.10-03376.66] 大家就知道这些失聚使用哪些需要同学们去记住
[03378.10-03381.70] 这个失聚第一句叫做青种有情游实际上
[03382.50-03386.62] 这是第一叫青种 青种买招军的地方
[03386.62-03387.98] 种就是那个粉木
[03389.30-03393.02] 把写的旁边叫做青种有情
[03395.26-03397.70] 青种有情游实际上
[03397.70-03404.70] 碰面,那就叫做平沙無處可招魂
[03405.70-03409.70] 平沙無處可招魂
[03409.70-03413.70] 這是我們所說的,說登句話形容是誰,出現了清爪
[03413.70-03416.70] 我們就知道說我們所說的,招軍
[03416.70-03418.70] 又或者還有一句詩邪的,是什麼?
[03418.70-03421.30] 一共四话叫做汉武雄仔
[03421.30-03423.46] 叫做汉武雄土宅使篇
[03423.46-03425.10] 长安万里变风烟
[03425.10-03425.90] 后面的句
[03425.90-03427.74] 叫如何一曲皮怕好
[03427.74-03429.54] 明敌无声无声面
[03429.54-03432.26] 这句话形容的也是着军
[03432.26-03437.70] 叫做如何一曲皮怕好
[03440.90-03443.90] 后面明敌无声无声面
[03446.34-03447.90] 明敌无声
[03447.90-03448.98] 50年
[03448.98-03450.98] 这个就是我们所说的
[03450.98-03451.94] 融化员
[03451.94-03453.38] 形容招军的
[03453.38-03455.14] 形容招军出赛吗
[03455.14-03456.30] 在招军出赛的时候
[03456.30-03458.30] 还有一个我们所说的对照军说
[03458.30-03459.62] 这个美女落厌
[03459.62-03460.94] 你是从这个说来的
[03460.94-03461.78] 这个名顶
[03461.78-03463.02] 就是我之前给大家说的
[03463.02-03464.18] 这个莫独产与
[03464.18-03465.42] 不知道大家还记不记得
[03465.42-03466.26] 名顶是付
[03466.26-03467.30] 就他发明了一个件
[03467.30-03467.86] 那个件的
[03467.86-03469.10] 社会局文文文文
[03469.10-03470.26] 就是有这样的一个声音
[03470.26-03471.74] 所以有的这个名顶是付的
[03471.74-03472.54] 这样的一个说法
[03472.54-03473.50] 所以一般情况之下
[03473.50-03473.90] 我们说了
[03473.90-03474.90] 这个名顶是声
[03474.90-03476.38] 就带着战乱之声
[03476.38-03481.18] 所以这个呢 这两句话形容的就是我们所说的招军的他的一个攻击
[03481.18-03483.34] 先招军的攻击 这是第三个
[03483.34-03487.10] 那第四个点呢 就是我们要知道 其实有很多的这种作品
[03487.10-03490.22] 也是在我们所说的写招军的这个故事
[03490.22-03494.22] 那其中呢 最有名的一个呢 就是我们所说的原代的去做间
[03494.22-03495.58] 他就做马制园
[03495.58-03497.74] 他对他呢 其实应该很熟悉
[03497.74-03501.18] 因为他写过哭腾老鼠昏压 小潮流水人家
[03501.18-03503.58] 那这里面他写了一个原剧本
[03503.58-03504.90] 就做恨功Q
[03504.90-03506.22] 这个恨功Q
[03506.22-03508.06] 写了就是招军的故事
[03508.06-03509.42] 像这样的一个作品
[03509.42-03510.14] 大家注意一下
[03510.14-03512.94] 往往考察的就是作品和人物的对应
[03512.94-03514.86] 以及作品和典物的对应
[03514.86-03517.14] 后面我们在讲文学专题的时候
[03517.14-03518.78] 同样就要隔売地去注意
[03518.78-03520.42] 我们一方面要知道
[03520.42-03521.54] 它说的是什么
[03521.54-03522.66] 另一方面也要知道
[03522.66-03524.06] 这个内容大概是什么
[03524.06-03525.62] 所以在这里面
[03525.62-03527.38] 这是我们所说的第五个
[03527.38-03529.50] 从它身上的业层出来的点
[03529.50-03531.42] 第六个从它身上也是出来点的
[03531.42-03534.10] 就是大家都知道照均i 漠美如花
[03534.10-03534.66] 对吧
[03534.66-03536.14] 有谁会不喜欢美女呢
[03536.14-03537.02] 所以在这个地方
[03537.02-03538.82] 它是四大美女之一
[03538.82-03540.10] 那说到这四大美女
[03540.10-03541.66] 同学没有知道说的是谁
[03541.66-03542.98] 我们经常喜欢四大美女
[03542.98-03544.62] 叫做必乐
[03545.82-03547.22] 修花
[03548.22-03548.78] 然后呢
[03548.78-03549.78] 成余
[03550.78-03552.98] 还有我们所说的 洛艳
[03554.62-03556.10] 那必乐修花成余洛艳
[03556.10-03557.22] 它切斗带纸
[03557.22-03559.06] 必乐纸的是我们所说的谁呢
[03559.06-03561.36] 畢業者是我們所說的 憂慘
[03562.12-03564.96] 憂慘 憂慘了 紀月的時候
[03564.96-03566.96] 那個月呢 一個月呢 一個月呢 一個月呢
[03566.96-03569.96] 還修 拿個雲菜吧 自己蓋著了
[03569.96-03571.36] 那這個覺得 畢業
[03571.36-03574.56] 修花說的是誰呢 修花說的是陽貴妃啊 對不對
[03575.06-03577.56] 陽貴妃 這是長得太美了
[03577.56-03579.36] 讓那個母蛋都修饋
[03579.36-03582.36] 可以碰那個花那花 自己就把花包合上
[03582.36-03584.36] 我覺得碰的應該是韓修草
[03584.36-03586.36] 看完笑啊 所以這是陽貴妃
[03586.36-03590.38] 成羽是70 70 70 换杀的时候
[03590.38-03592.50] 那个羽从那个学弟冒出来
[03592.50-03595.06] 一卡没羽还好漂亮没所了
[03595.06-03596.26] 没所谁了 我不说
[03596.26-03599.56] 然后那个羽孤独独录成成成到那个水垫
[03599.56-03600.68] 叫做成羽
[03600.68-03604.02] 洛阴的话说的就是周军 说的就是周军
[03604.02-03605.48] 那这里为什么会洛阴呢
[03605.48-03608.56] 就是他出赛的这个路上谈他那个皮牌吗
[03608.56-03611.08] 大爷听话好好听啊 对吧
[03611.08-03613.22] 然后低头一卡 还没羽没死了
[03613.22-03614.28] 然后从天上掉下来了
[03614.28-03616.04] 这个就是跨江的行动
[03616.04-03617.16] 只长得非常好看
[03617.16-03618.64] 叫做成于落业
[03618.64-03619.84] 地域越修花
[03619.84-03621.08] 成于落业必修花
[03621.80-03624.36] 这个就是我们所说的关于
[03624.36-03626.36] 西汉到了这个时候
[03626.36-03628.00] 它的一个大改的情况
[03628.00-03628.84] 大家要知道
[03628.84-03630.12] 那个皇帝的时期
[03630.12-03631.28] 他做了什么样的事
[03631.28-03631.88] 汉务地的时候
[03631.88-03633.04] 用于三大事
[03633.04-03635.16] 这里面到汉务地的后人的时候
[03635.16-03636.92] 汉宣地社区都库府
[03636.92-03637.92] 汉与原地
[03637.92-03639.92] 就是我们所说的招军出赛
[03639.92-03640.76] 招呼出赛
[03640.76-03641.52] 当然了
[03641.52-03642.72] 到了我们后面的时候
[03642.72-03643.72] 我们前面展白社
[03643.72-03646.80] 其中给大家留下一个小小的服务币
[03646.80-03648.64] 就是我们前面所说的
[03648.64-03650.64] 说白时跟那个刘邦说
[03650.64-03651.64] 说你还我命来
[03651.64-03653.88] 然后刘邦说现在是在新的老林的上点
[03653.88-03654.84] 还上面还你命
[03654.84-03656.08] 平地还命
[03656.08-03657.48] 平地还命的话
[03657.48-03659.80] 就它的意思是到开户的地方
[03659.80-03661.32] 结果就是我们所说到了
[03661.32-03663.24] 汉平地出现了一个事情
[03663.24-03664.72] 汉平地出现这个事情
[03664.72-03666.44] 就是我们所说的
[03666.44-03668.04] 网网码杀掉了汉平地
[03668.04-03669.40] 建立了新炒
[03669.40-03670.60] 所以在这个时候
[03670.60-03672.84] 就说的就做网网码新炒
[03672.84-03675.24] 王猛欣赏 会叫做王猛欣赚
[03677.60-03678.64] 王猛欣赚
[03678.64-03680.40] 大家都知道王猛欣赚
[03680.40-03683.20] 就历史上关于他的传说也比较多
[03683.20-03685.04] 一般球又使出来形容他的话
[03685.04-03686.92] 就说这个人他有点行为意常
[03686.92-03687.64] 行为意常
[03687.64-03690.88] 所以在我们所说的这个班顾的出俩说他赚权
[03690.88-03692.04] 就算汉
[03692.04-03694.64] 但是他其实推行了很多的这种
[03694.64-03697.16] 非常有先见之名的这些政策
[03697.16-03698.56] 所以有很多人说王猛
[03698.56-03701.20] 他是不是从现在穿越过去的
[03701.20-03705.16] 比如说他推行的政策当中,他说什么呢,推行王田
[03705.16-03707.12] 大家知道这个王王行政就可以了
[03707.12-03710.36] 这是这个王王行政,他是从汉平地之后啊
[03711.76-03715.76] 汉平地之后,他杀了汉平地之后,建立了新朝,建立新朝
[03715.76-03720.60] 比如说他在这里提到的一个措施,叫做王田,王田是什么呢?就是土地国有化
[03720.60-03722.28] 他们土地国有化什么时候的?
[03722.28-03727.28] 在今天咱们国家,对吧,叫做公有之位主体,土地搜全国家所有,对吧
[03727.28-03729.80] 那你看那时候就提到了王天
[03729.80-03731.32] 投入所有国有换
[03731.32-03735.08] 第二个军产军产就是我们所说的公有制
[03735.08-03737.72] 然后他还提到了我们所说的政府和关条控
[03737.72-03739.00] 这错是你不用被要
[03739.00-03740.96] 只是被人家同行没有印象
[03740.96-03743.08] 这里有提到什么政府和关条控
[03743.08-03745.84] 他从他们居然还神奇得提到了什么制度
[03745.84-03747.44] 提到了这个说代
[03747.44-03749.32] 就是搞我们所说的代款
[03749.32-03750.84] 然后代款就类似这种
[03750.84-03751.80] 叫说代
[03751.80-03753.76] 所以很多人就说说他
[03753.76-03755.56] 数字现在传越过去了
[03755.56-03756.76] 但是大家也能看得出來
[03756.76-03760.12] 它這些政策其實不符合當時的那種實際情況
[03760.12-03762.68] 所以它的這些政策沒有推進下去
[03762.68-03765.12] 後來到了我們所說的新聞話運動之後
[03765.12-03766.72] 胡事當然應該還記得
[03766.72-03767.80] 胡事先生呢
[03768.44-03769.84] 還給王王評伐
[03769.84-03772.72] 說他說它是中國的第一位社會主義者
[03772.72-03774.76] 就是當時它寫了一個文章
[03774.76-03775.88] 就是新聞王王
[03775.88-03777.48] 這是我們所說的王王新政
[03777.48-03779.68] 所以王王在新朝的這個時期
[03779.68-03781.52] 其實推行了很多的政策
[03781.52-03782.96] 但是由於我們都知道
[03782.96-03785.44] 它政策在當時的那種社會條件之下
[03785.44-03787.48] 根本怎麽樣根本存不下來
[03787.48-03791.04] 所以到了後面的時候王王到了新朝末年的時候
[03791.04-03793.42] 其實也出現了很多的這樣那些
[03793.42-03795.02] 我們所說的農民起義
[03795.02-03797.38] 而這些農民起義當中最典型的
[03797.38-03799.02] 大家知道這個名字就行了
[03799.02-03801.02] 是要赤眉路林起義
[03801.02-03803.10] 赤眉的話就是把眉貓圖紅
[03803.10-03804.80] 你說老師沒想到被眉貓圖紅
[03804.80-03806.76] 那你上站上打起來的時候
[03806.76-03809.44] 那這很難提到哪些是我的人還是他的人
[03809.44-03811.16] 那這時候就必須要有一個標誌
[03811.16-03813.90] 所以這把眉貓圖紅叫做赤眉軍起義
[03813.90-03816.14] 那还有一个就是在新朝末年的时候
[03816.14-03817.86] 就有一个牧林军起羊
[03817.86-03819.26] 现在说牧林好汉
[03819.26-03820.50] 其实就是这个时候
[03820.50-03822.22] 所以大家知道我们都知道现在
[03822.22-03824.10] 汉平那之后有王猛新政
[03824.10-03826.62] 然后他在这个期间出现了
[03826.62-03828.90] 就这个赤梅牧林起就可以了
[03828.90-03830.10] 其他的不用去计
[03830.10-03831.82] 这是我们所说的这个
[03831.82-03834.02] 西汉这我们所说西汉
[03834.02-03836.66] 而在王猛新朝的这个期间之内
[03836.66-03839.50] 其实说句实话整个我们所说的天下
[03839.50-03840.78] 他是奔宝里夕的
[03840.78-03842.14] 就天下是大乱的
[03842.14-03845.82] 而在天下大亂期间就有一个不一袖材
[03845.82-03847.42] 在他的家乡期明了
[03847.42-03849.82] 最后建立了我们所说的东汉
[03849.82-03852.58] 这个就是我们所说的东汉时期的建立
[03852.58-03854.86] 刚才我们所说的不一袖材是谁呢
[03854.86-03856.70] 就是我们所说的汉光五地
[03856.70-03858.70] 柳修 汉光五地柳修
[03858.70-03862.54] 所以在这里大家要注意一下我们所说的汉光五地柳修
[03862.54-03866.06] 汉光五地 一个东汉的建立者是光五地柳修
[03866.06-03869.10] 和柳修有关的点顾其实也很多
[03869.10-03870.62] 和柳修关的点顾有很多
[03870.62-03872.90] 那这里面的比较长间的有三个
[03872.90-03874.82] 第一个就是我们都知道有一个
[03874.82-03876.82] 就做了和它有关的一个战争
[03876.82-03878.18] 就做科技养质战
[03880.46-03881.62] 就困养质战
[03881.62-03882.62] 而困养质战呢
[03882.62-03884.38] 它也是我们所说的一少
[03884.38-03885.74] 胜多的战亿
[03885.74-03887.22] 一少胜多的战亿
[03887.22-03888.02] 当时呢
[03888.02-03890.58] 这个困养质战在打起来的这个时候呢
[03890.58-03892.22] 当时这个流血啊
[03892.22-03893.58] 它只有十三年齡其命
[03893.58-03895.26] 因为当年流血20九岁
[03895.26-03896.98] 同时想一起风发的年纪
[03896.98-03898.10] 20九岁
[03898.10-03898.78] 然后当时呢
[03898.78-03899.70] 新朝大军
[03899.70-03900.90] 傳說是百萬
[03900.90-03901.30] 然後呢
[03901.30-03902.50] 這新朝大軍幹嘛呢
[03902.50-03905.02] 從洛陽南下直鋪坤一樣
[03905.02-03906.02] 然後這種情況之下
[03906.02-03906.90] 留續就站起來說
[03906.90-03907.30] 不行
[03907.30-03908.38] 我們要保衛坤一樣
[03908.38-03908.82] 然後呢
[03908.82-03909.46] 當時他說
[03909.46-03910.34] 保衛坤要說
[03910.34-03911.22] 沒人敢應他
[03911.22-03913.22] 因為人家百萬大軍
[03913.22-03914.38] 你這世代沒有人
[03914.38-03916.42] 後來留續就找了13多人
[03916.42-03917.10] 齊兵
[03917.10-03918.26] 齊爾大馬和他一塊
[03918.26-03919.86] 突違推出去之後
[03919.86-03920.86] 就拉來了
[03920.86-03921.70] 三天多個
[03921.70-03923.18] 我們所說的猛事
[03923.18-03925.30] 就是類似於那種感死隊
[03925.30-03926.22] 然後就跟他一塊
[03926.22-03926.94] 是保衛坤一樣
[03926.94-03928.46] 結果他們就搞凸襲
[03928.46-03930.00] 而且我还被他们打赢了
[03930.00-03933.06] 这是我们所说的典型的一首剩多的战亿
[03933.06-03935.82] 所以我们把这一场战亿称的称就被叫做亏洋之战
[03935.82-03937.66] 而后就是我们所说的
[03938.16-03940.10] 我们所说的这个留修
[03940.10-03942.68] 他就建立了我们所说的东汉
[03942.68-03944.26] 在东汉在他的治理之下
[03944.26-03946.98] 大家知道开国皇帝都比较秦政
[03946.98-03950.10] 所以在东汉实际上出现了我们所说的一个圣试
[03950.10-03951.46] 叫做光武中心
[03951.46-03952.58] 这就是光武中心
[03952.58-03954.94] 所以第二个大家知道是光武中心
[03954.94-03955.98] 这光武中心
[03955.98-03960.58] 第三个就是我们所说的在留序光中心这个时间还出现了一个点顾
[03960.58-03962.58] 叫做做洗谈精
[03964.58-03966.22] 做洗谈精
[03966.58-03969.10] 最团精就是他们当时搞了一个冰论赛
[03969.10-03972.10] 然后说这个冰论赛如果说谁打勇乐的话
[03972.10-03976.98] 那这个时候时间拿走冰的一条作在披布底下做点
[03976.98-03979.90] 就是那种做洗就那种洗子 谁都拿结果
[03979.90-03982.22] 当时有一个大城就赢了50多条
[03982.22-03983.78] 就是冰论赛高手
[03983.78-03985.26] 所以就有了我们所说的
[03985.26-03987.50] 多习坦经的这样的美唐
[03987.50-03988.50] 所以大家注意一下
[03988.50-03990.10] 这是和我们所说的
[03990.10-03992.10] 留袖它有关的一些
[03992.10-03994.02] 开过黄地有关的一些点顾
[03994.02-03994.66] 大家要知道
[03994.66-03995.86] 只在东汉时期
[03995.86-03996.90] 在东汉时期
[03996.90-03997.98] 那东汉时期
[03997.98-03999.06] 还有我们所说的
[03999.06-04000.22] 非常有名的
[04000.22-04001.06] 就是我们所说的
[04001.06-04001.86] 班超
[04001.86-04003.30] 班超经有稀
[04003.30-04004.34] 说了班超
[04004.34-04005.38] 其实大家都知道
[04005.38-04007.14] 它其实是班家的后人
[04007.14-04008.10] 班超
[04009.70-04011.22] 首先它的父亲
[04011.22-04013.54] 和父亲是一个住民的时学家
[04013.54-04016.04] 就做班标
[04018.04-04019.90] 他的哥哥大助一下
[04019.90-04022.44] 他的哥哥是我们所说的班顾
[04022.44-04023.72] 也是助名的时学家
[04023.72-04026.44] 大家知道班顾他助有汉书
[04026.44-04027.44] 助有汉书
[04027.44-04028.94] 他有一个妹妹
[04028.94-04031.04] 他的妹妹就做班州
[04032.24-04033.44] 这个班州
[04033.44-04034.64] 这个班州
[04034.64-04036.92] 他其实是皇帝的妃子
[04036.92-04038.14] 皇帝的妃子
[04038.14-04040.74] 而我们所说的班州
[04040.74-04041.94] 他其实也写过
[04041.94-04044.74] 什么呢?血温女界,只温女界的不太烤
[04046.74-04050.70] 所以咱们就说句实话,单家不养闲人,单家不养闲人
[04050.94-04056.02] 而这个班超最开始的时候,它其实也是我们所说的,就是记载,记东西的
[04056.02-04060.14] 因为它家都是文观,后来他就觉得,这样不行
[04060.14-04066.70] 所以他就想我们所说的打空续通道,于是他就有了,和班超有关的第一个点顾
[04066.70-04068.10] 就叫做投幣从容
[04068.10-04069.26] 就是不写了
[04069.26-04069.70] 然后呢
[04069.70-04071.04] 去我们所说的
[04071.04-04072.34] 去守护西域
[04072.34-04072.98] 所以就
[04072.98-04073.54] 我们所说的
[04073.54-04075.98] 这个投幣从容的这样的一个点购
[04075.98-04076.70] 那这个
[04076.70-04078.10] 说到这个投幣从容呢
[04078.10-04079.62] 他当时其实是在了多少个人
[04079.62-04081.06] 办了36人
[04081.06-04082.18] 一块去通西域
[04082.18-04083.86] 就是他身边的能文能物的
[04083.86-04085.66] 朋友用在了36人通西域
[04085.66-04087.54] 他通西的第一站去了哪呢
[04087.54-04089.22] 去了我们所说的善善果
[04089.22-04090.26] 去了这个国家
[04090.26-04092.06] 叫做善善果
[04092.06-04093.70] 他去到善善果之后
[04093.70-04096.22] 然后大家一定要有汉草来弱
[04096.22-04099.94] 那大股 所以当时山上国对他的态度特别好
[04099.94-04102.02] 结果就太不好了 没几天
[04102.02-04103.58] 然后后来什么样的呢
[04104.18-04106.14] 后来的时候山上国
[04106.14-04108.54] 就是给他们的吃得也不好 住也不好
[04108.54-04110.30] 后来这个时候半朝就知道
[04110.30-04113.06] 他态度准备了之间是因为虚努人过来了
[04113.06-04115.02] 他不敢表现得对他们的太好
[04115.02-04120.66] 然后他就把我们所说的国家的招待他们的人抓住了
[04120.66-04123.82] 抓住的时候说说了 说虚努来了多少人
[04123.82-04126.42] 然后就往这下当时这个人就说说完了完了
[04126.42-04127.42] 他可能都知道了
[04127.42-04129.42] 然后就跟他说说修论来了多好人
[04129.42-04133.62] 然后当时这个班超就带着他这36朋友
[04133.62-04136.42] 就说那我们就把这些来的修论人都干掉
[04136.42-04138.42] 一共是大概是三百多人
[04138.42-04139.82] 然后说把他们都干掉
[04139.82-04141.02] 然后他们就兵分两路
[04141.02-04143.02] 然后这兵分两路的一路去放火
[04143.02-04144.42] 然后一路去搞吐席
[04144.42-04147.22] 然后按照当时我们所说的班超的话就说
[04147.22-04148.82] 咱们再去做这一票
[04148.82-04150.02] 为什么要去做这一票呢
[04150.02-04153.02] 说不入虚烟的胡子
[04153.02-04155.22] 所以在政務情況下就有了我們所說
[04155.22-04158.14] 第二個點顧叫不如虛煙德胡思
[04158.14-04161.86] 所以在政務情況下就36人把好幾百個人都拿下了
[04161.86-04164.42] 那這背面一旦一下就打出來了
[04164.42-04166.10] 這扇上國的國軍就說說
[04166.10-04168.06] 那他只做在能力超盟的
[04168.06-04168.42] 對吧
[04168.42-04170.42] 如果說現在我現在得對他
[04170.42-04172.94] 那可能也把我隨便隨便地就給我收拾了
[04173.30-04176.06] 所以在政務情況下就有了我們所說的
[04176.06-04179.50] 扇上國就把他自己的軍隊就給了班朝說
[04179.50-04180.46] 不要客氣
[04180.46-04180.90] 對吧
[04180.90-04181.66] 拿去用
[04181.66-04186.62] 后来的班超军用善善国的军队来守护了我们所说的这个西域
[04186.62-04188.14] 到了班超晚年的时候呢
[04188.14-04190.10] 他其实是多次上书
[04190.10-04191.66] 而说我想撤着回家不干了
[04191.66-04193.90] 但是当地的人就西域这些人不让他走
[04193.90-04194.86] 他还喜欢他了
[04194.86-04197.82] 就在这这就相当于一片天就称起来了
[04197.82-04201.22] 然后当时他就说他要回到这个汉朝的时候
[04201.22-04202.38] 当时很多人就不让他走
[04202.38-04203.86] 来那那儿就跟他说
[04203.86-04205.06] 说你走完走过就抹补了
[04205.06-04206.18] 就死给你看
[04206.18-04206.98] 就不让他走
[04206.98-04208.90] 所以他就在那个地方待了30多年
[04208.90-04210.46] 后来说年60年实在是太大了
[04210.46-04213.58] 没有办法他就回到了我们所说的汉炒
[04213.58-04214.82] 然后最后就是
[04215.58-04217.78] 就算是火龜骨里吧
[04217.78-04218.66] 就类随这种
[04218.90-04221.46] 而他去世之后他的儿子搬用
[04221.74-04224.78] 又在我们所说的西域就守护了50多年
[04224.78-04229.26] 所以我们所说的这个搬家这一家就是在这个西域这个地方带了很久
[04229.26-04231.18] 所以因为搬炒的供兴很大
[04231.18-04233.82] 所以搬炒也被称略叫做定元后
[04233.82-04235.10] 也被称略叫定元后
[04235.10-04237.02] 所以需要同们掌握的就是第一个
[04237.66-04239.02] 搬炒的风号第二个
[04239.02-04240.22] 搬炒有关的点顾
[04240.22-04243.34] 第三个就是和班超有关的另外一个人物
[04243.34-04245.14] 它也是东汉的一个名件
[04245.14-04246.26] 东汉一共两大名件
[04246.26-04247.14] 一个是班超
[04247.14-04250.22] 另外一个就是我们所说的马源
[04250.22-04252.94] 马源也被称为叫做福波将军
[04252.94-04254.18] 平定了运的
[04254.18-04256.34] 我们说平定交纸就是当年运的
[04256.34-04258.66] 和马源有关的点柜两个
[04258.66-04261.06] 一个就是我们所说的叫做老当一撞
[04262.38-04263.50] 老当一撞
[04263.50-04265.50] 还有一个就是马格国师
[04267.82-04269.14] 马格国师
[04269.14-04271.70] 所以这个就是我们所说的有关源
[04271.70-04276.14] 马源呢我们经常听说老当一座大一员是逃抨不是逃抨啊
[04276.14-04278.86] 行为呢是马源啊是我们所说的福波将军
[04278.86-04279.74] 福波将军
[04279.74-04284.50] 当时有很多的失聚来形容他们两个叫做福波维院果施馆
[04284.50-04286.66] 定源核虚入生官
[04286.66-04288.26] 福波维院果施馆
[04288.26-04290.66] 这里的福波就只得就是福波将军
[04290.66-04294.98] 马源换来的句话说叫做定源核虚入生官
[04294.98-04297.30] 生入官定源只得是定源后
[04297.30-04299.10] 所以在这里形容的是他们两个
[04299.10-04302.82] 包括孙然先生当年来形容菜压将军的时候
[04302.82-04304.66] 其实也是原因了他俩的点户
[04304.66-04306.74] 叫做平身康开班都户
[04306.74-04308.78] 万里见过马服务
[04308.78-04310.62] 那班都户指的是班超
[04310.62-04313.70] 然后马服务指的是我们所说的马源了
[04313.70-04314.70] 所以在这里呢
[04314.70-04316.50] 这是我们所说的两大名叫
[04316.50-04317.78] 大家一定要注意一下
[04317.78-04319.90] 这是我们所说的这个东汉
[04319.90-04320.90] 这是我们所说的东汉
[04320.90-04322.18] 而到了东汉的时候呢
[04322.18-04324.78] 我们就知道朝代根年的也是比较乱
[04324.78-04326.90] 后来朝代根本相当于说一辆平凡
[04326.90-04328.38] 后来就到了东汉莫年
[04328.38-04330.42] 有了分三国的这样一个情况
[04330.42-04333.26] 而三国的点例之后就有了三国两进南北朝
[04333.26-04335.30] 我们就进入到了下一个朝代
[04335.30-04338.10] 下一个朝代我们等到后面再给大家去讲解
[04338.10-04339.62] 讲到东汉这个地方
[04339.62-04341.34] 我们其实是把整体上
[04341.34-04343.66] 我们的这个情喊的历史教题
[04343.66-04345.58] 就给同学们说清楚了
