[00000.00-00004.20] 好的,我们看完个试歌体材之后,我们来看一下
[03493.42-03495.14] 所以像这个智学三庆
[03495.14-03497.74] 也是给我们在目前的背靠当中
[03497.74-03499.18] 也能提高很大的借奖
[03499.18-03500.66] 我希望这样的三床
[03500.66-03502.62] 能够和同学们一起供免
[03502.62-03503.10] 好吧
[03503.10-03504.82] 我们再去说那种太多
[03504.82-03505.78] 记不下来的时候
[03505.78-03506.78] 没有其他的方法
[03506.78-03508.54] 你就只有不停地去重复
[03508.54-03510.46] 重复重复再重复就给的记住
[03510.46-03512.78] 只有记忆也是别人帮不到你的
[03512.78-03515.18] 很多的记忆扣觉,很多的记忆技巧
[03515.18-03518.04] 扣觉也要去背送的,技巧也要去背送的
[03518.04-03523.02] 在学习当中,最基本的,基础的执使就只要去扎实的学技一样
[03523.02-03527.02] 所以我希望同学们能够,再多一点代行给到你这些科目的分配
[03527.02-03531.14] 如果你所在订师所参加的这些考试,它的占比真的非常大的话
[03531.14-03535.18] 就不要去想要儿竞的背考线相对的说调充足的话
[03535.18-03539.22] 就不要去想着走结尽,学习呢,它可能会有技巧方法
[03539.22-03541.06] 但它永远都没有结尽
[03541.06-03542.80] 所以需要同学们多一些耐心
[03542.80-03544.10] 在我们进步住的时候
[03544.10-03545.66] 总有同学不停的
[03545.66-03547.30] 三辩五辩两辩的许停
[03547.30-03548.46] 它在不停的重复
[03548.46-03550.80] 它就不停地去加深这样的一个印象
[03550.80-03553.18] 所以玩一些同学们去背靠的时候
[03553.18-03556.10] 能够有一个科学的适合自己的方法
[03556.10-03557.66] 并不是适合别人的风格
[03557.66-03558.86] 就一定适合大家
[03558.86-03561.22] 这个就是我们所说的关于
[03561.22-03562.42] 这个送辞
[03562.42-03563.26] 大家要注意一下
