[00000.00-00002.00] 蘇上蘇頂道的第二名確實是什麼
[03392.18-03394.58] 就是好像给我们的感觉就是从红关上
[03394.58-03396.58] 就进行了一个相应的公数
[03396.58-03400.02] 所以这钱4个大家要能够知道
[03400.74-03402.78] 后面的宽价其实都一样的
[03402.78-03403.02] 对吧
[03403.02-03406.22] 党的领导总任务收一种矛盾节总不举
[03406.22-03407.42] 具体不给大家说了
[03407.42-03410.50] 在这里面具体的内容咱们都给大家讲过了
[03410.50-03419.52] 好,那这是我们所说的前4个明确,前4个明确,前4个明确说完了之后,我们接下来看下第5个明确
[03419.52-03427.40] 从第5个明确开始,其实就是把我们小时先中华民族伟大附星,这一个目标的内容,去给他进行了一个什么?
[03427.40-03434.24] 简单的,这样的一个差分,就是换句话说,你小时先中华民族伟大附星,这个目标太龐大了,那我们怎么样?
[03434.24-03436.24] 来保证它的实现呢
[03436.24-03438.52] 于是它就提出来了一些总目标
[03438.52-03441.36] 这总标的内容在考察的时候大家注意一下
[03441.36-03442.88] 怕往往会考察
[03442.88-03444.48] 就是内容的对应
[03444.48-03445.84] 比如说在这里我们说了
[03445.84-03447.60] 想要实现中方民族的伟大幅行
[03447.60-03449.24] 父亲你需要一个动力
[03449.24-03450.80] 那你的动力就来做什么
[03450.80-03452.00] 就来自于改革
[03452.00-03453.96] 于是它提到了叫做全面
[03453.96-03456.08] 深化改革的总标
[03456.08-03457.44] 这个内容我们在
[03457.44-03458.72] 四个全面当中
[03458.72-03460.20] 还会去给大家去讲到
[03460.20-03463.24] 所以这个点我们留在后面给大家做相夕的讲解
[03463.24-03466.24] 我需要大家在10个明确这里面去掌握的
[03466.80-03469.04] 就是去把它先背下来
[03469.04-03470.92] 怎么背呢?咱们来看一下
[03470.92-03472.96] 说明确全面身化改革的总标
[03472.96-03476.20] 是晚上和发展中国特斯社会主义制度
[03476.20-03478.60] 推定国家治理体系和制理能力
[03478.60-03479.36] 现在化
[03479.36-03481.80] 不需要大家把这些字全背下来
[03481.80-03483.20] 你化3个关键词
[03483.20-03484.88] 第一个把制度化出来
[03484.88-03486.64] 第二个把体系化出来
[03486.64-03489.04] 第三个把能力化出来
[03489.04-03490.52] 你把这3个字都化出来
[03490.52-03491.92] 我告诉你怎么背
[03491.92-03495.60] 首先第一個全面是話改革改革,你出來改
[03495.60-03499.04] 但是中國要改得東西很多,你從哪開始改比較合理
[03499.76-03503.12] 能不能改生產烈,改不了生產烈
[03503.12-03504.88] 你說老師為啥不能改生產烈
[03504.88-03507.52] 因為生產烈是人利用自然改造自然的能力
[03507.52-03510.64] 它是隨著我們所說的人類社會發展不斷發展的
[03510.64-03512.80] 不是說我想動,它就能動了
[03512.80-03516.48] 那是生產烈說我想動就能動,咱們早就實現共產主義了
[03516.48-03519.60] 所以你看對於國家的發展當中,你改生產烈能不能改
[03519.60-03520.64] 改不了
[03520.64-03523.20] 咱們國家能不能改生產關係呢
[03523.20-03526.68] 你說老師生產關係有啥咱們在馬上當中講過
[03526.68-03530.12] 說生產關係包括生產資料所有智慶市
[03530.12-03532.08] 比如說生產資料規誰
[03532.08-03533.80] 規大家所有的功誘之
[03533.80-03535.92] 規我自己所有的這個叫做私有智
[03535.92-03538.68] 咱們國家的生產資料規誰所有
[03538.68-03539.68] 規大家所有
[03539.68-03541.36] 所以我們國家的生產關係
[03541.36-03546.72] 它其實是公有智慶主體多種所有智慶的共同發展
[03546.72-03549.84] 那你能不能改這個基本經濟智慶之主類的東西
[03549.84-03551.32] 能不能把共有质改了
[03551.84-03552.92] 我朋友说能
[03552.92-03555.20] 能的时候你恰一下自己大腿
[03555.20-03557.40] 但自多大眼你还想把共有质改了
[03557.40-03558.36] 共有质是啥
[03558.36-03560.84] 共有质是社会主义的一条根本原则
[03560.84-03561.56] 你不能改
[03561.56-03563.36] 所以你还你改生产关系也不行
[03563.60-03565.12] 这个现在可完了
[03565.12-03566.68] 生产力你动不了
[03566.68-03567.16] 对吧
[03567.16-03568.76] 你不能通过改革去改
[03568.76-03569.80] 然后你生产关系
[03569.80-03570.80] 你基本坚持质度
[03570.80-03572.20] 你也不能通过改革去改
[03572.20-03573.20] 那你能改啥
[03573.20-03574.80] 我们能够改其他质度
[03574.80-03577.32] 比如说我可不可以把现在的政治质度
[03577.32-03578.28] 完善一下
[03578.28-03579.28] 当然可以
[03579.28-03582.68] 所以你看 所以我們說了那改其他的改不了 那我們就只能改什麼
[03582.68-03585.32] 就只能改我們所說的政治制度這樣
[03585.32-03587.64] 也就是說他所提到的社會主義制度
[03587.64-03589.12] 所以改革從哪兒改呢?
[03589.12-03591.76] 大家知道改革從制度開始改
[03591.76-03594.12] 因為你改生產力改生產關係都改不了
[03594.12-03595.80] 咱們只能去去現就過
[03595.80-03598.04] 所以改革從制度入手
[03598.04-03599.96] 但是中國的制度多不多
[03600.96-03602.40] 中國制度太多了
[03602.40-03604.20] 你就看一下十五屆四龍全會
[03604.20-03605.80] 那把制度書裡的
[03605.80-03608.00] 把中國制度分為根本制度
[03608.00-03610.00] 基本制度重要制度
[03610.00-03610.76] 其他制度
[03610.76-03611.96] 然后在根本制度当中
[03611.96-03613.60] 给到了根本政治制度
[03613.60-03615.20] 还有根本文化制度
[03615.20-03616.64] 还有一个什么根本
[03616.64-03618.20] 就是中国共产党的领导
[03618.20-03619.32] 也是根本制度
[03619.32-03620.80] 然后在基本制度当中
[03620.80-03622.48] 又给到了基本经济制度
[03622.48-03624.32] 然后又给到了基本政治制度
[03624.32-03624.84] 等等
[03624.84-03626.64] 而它的制度化成特别多
[03626.64-03629.28] 所以我们都知道中国的制度很多
[03629.28-03630.64] 但是我们说了
[03630.64-03632.64] 我们给大家去描述制度的时候
[03632.64-03633.36] 你不能说
[03633.36-03634.52] 中国的制度好
[03634.52-03636.68] 中国的制度能够管理好国家
[03636.68-03638.92] 我们要把制度又是转化成制力效能
[03638.92-03640.36] 然后你不能光说制度好
[03640.36-03641.92] 那制度好那么多条
[03641.92-03643.32] 你不能都给它螺丽出来
[03643.32-03648.16] 于是我们就把制度会总相成了什么制度体系
[03648.16-03649.56] 什么叫制理体系呢
[03649.56-03650.48] 听我这句话
[03650.48-03654.60] 说制理体系就是中国共产党领导下德
[03654.60-03657.16] 制国理政德制度体系
[03657.16-03659.48] 所以什么叫制理体系
[03659.48-03660.68] 就是制度体系吗
[03662.72-03664.84] 就是把制度放在一块给它怎么样
[03664.84-03666.40] 给它又形成了一个东西
[03666.40-03669.44] 所以我们所说的制度形成什么
[03669.44-03671.58] 制度形成体系
[03671.58-03673.44] 所以你就知道从制度改
[03673.44-03677.06] 从制度改就有了后面的制度形成体系
[03677.06-03678.40] 于是就有了制力体系
[03678.40-03680.20] 但是制力体系有啥伦呢
[03680.20-03682.50] 我们说了在19节四轮权会当中
[03682.50-03683.76] 非常明确的提到
[03683.76-03685.60] 说中国的制度特别好
[03685.60-03686.82] 那中国的制度好
[03686.82-03690.40] 就因为它能够解决很多现实的问题
[03690.40-03692.20] 那中国的制度能解决问题
[03692.20-03695.72] 我们就要让这种制度给它发挥出作用来
[03695.72-03697.46] 但是制度发回出罪用
[03697.46-03699.12] 可不是说我红口白呀
[03699.12-03700.08] 上罪说彭下的丑
[03700.08-03702.12] 这个制度它就一定能治理好国家了
[03702.12-03704.04] 就好比我给大家制定半规
[03704.04-03705.32] 我给大家制定半规手说
[03705.32-03706.68] 这就是咱们搬起的制度啊
[03706.68-03708.72] 你要遵守,你要不遵守的话
[03708.72-03709.40] 那可不行
[03709.40-03711.26] 那你看我如果没有
[03711.26-03713.32] 给你让你去运用这个制度
[03713.32-03714.72] 我只能说我只给大家说
[03714.72-03716.32] 这就是咱们的搬起的制度
[03716.32-03717.72] 咱们搬起的制度特别好
[03717.72-03719.72] 那它的效果发回不出来
[03719.72-03721.96] 就是这个制度的优势到底好不好
[03721.96-03724.32] 对不对,你带去优一用才知道
[03724.32-03727.32] 你经常大家就说说强女的瓜布田的甜不甜
[03727.32-03728.92] 那你可能以后才知道嘛
[03728.92-03730.72] 所以这个制度到底好不好
[03730.72-03732.32] 你要用以用才知道
[03732.32-03736.52] 所以如何把制度优势转化成实际的作用呢
[03736.52-03737.92] 这个时候就要遇用
[03737.92-03740.52] 而你遇用制度就体现的你的什么
[03740.52-03741.72] 制理能力
[03741.72-03743.12] 你制度用得越好
[03743.12-03744.12] 那你制理能力越巧
[03744.12-03745.32] 你制度越越差
[03745.32-03747.52] 这个时候你的制理能力就怎么样越差
[03747.52-03748.92] 所以全面深化改革
[03748.92-03749.72] 从哪儿改
[03749.72-03750.92] 从制度开始改
[03750.92-03752.72] 制度形成体系
[03752.72-03753.92] 体系用起来形成
[03753.92-03754.56] 能力啊
[03754.56-03757.28] 所以在这里不需要大家把整个剧子都被送下来
[03757.28-03759.16] 而只需要大家把这三个词
[03759.16-03760.08] 觉得找不住
[03760.08-03761.56] 邏輯关系你明确了
[03761.56-03763.64] 那这个时候你搞定他搜一锁
[03763.64-03765.44] 那这个就是我们给大家说的
[03766.16-03767.44] 有关于改革
[03767.44-03770.04] 那改革其实为发展提供的是什么
[03770.04-03770.64] 动力
[03770.64-03773.24] 它其实是有一点取线救握的这种改革
[03773.24-03774.52] 比如说我们说了制度
[03774.52-03777.28] 制度它其实是在咱们折血当中讲的什么
[03777.28-03778.60] 讲的上层建筑
[03780.04-03783.16] 而如果说你改革制度把制度调整好了之后
[03783.16-03787.52] 你会使你的上层建筑是要经济基础的发展
[03789.12-03790.40] 而经济基础是什么
[03790.40-03794.24] 而经济基础是生产关系的总合
[03795.36-03799.12] 所以当你把经济股条件好了之后生产关系就好了
[03799.40-03803.76] 你生产关系一号生产关系就能够适用谁的发展生产力的发展
[03803.76-03806.00] 生产力一发展杀都有了
[03806.00-03806.40] 对吧
[03806.40-03808.20] 所以在这里面大家要知道
[03808.20-03811.48] 所以全面生化改革改革能够被现代化
[03811.48-03814.44] 或者是能够被中華民族對大附近提供的是什麼呢
[03814.44-03816.84] 其實本質上提供的就是動力
[03816.84-03819.32] 但這裡面會存在一個問題大家思考一下
[03819.32-03821.32] 改革固然提供的是動力
[03821.32-03824.32] 但是改革它本身意味著是破舊力心
[03824.32-03826.44] 你要把不好的去給它踢除掉
[03826.44-03828.12] 你要把好的確立起來
[03828.12-03830.04] 也是改革它就是要破
[03830.04-03831.64] 也嘲發了老話說了好了
[03831.64-03832.64] 不破不立
[03832.64-03835.00] 但是對於這麼龐大的一個國家運生來說
[03835.00-03837.12] 你破舊力心
[03837.12-03838.92] 你力心總是要一個過程
[03838.92-03840.84] 但是你已經把舊的體制打翻了
[03840.84-03843.36] 那这个时候虽然发展有动力了
[03843.36-03845.96] 但是社会的稳定行强强
[03846.24-03848.16] 社会的稳定行就不一定那么强了
[03848.16-03850.28] 所以改革固然提供了动力
[03850.28-03852.04] 但是它可能造成一定的问题
[03852.04-03855.00] 就是社会的稳定行可能会受到挑战
[03855.00-03856.64] 而和国家的目标是什么
[03856.64-03858.08] 我就就想发展了好
[03858.08-03860.04] 那这个时候还想要社会稳定
[03860.04-03861.80] 那社会稳定靠谁来维护呢
[03861.80-03862.48] 我们说了
[03862.48-03866.04] 某种程度上我们也可以一靠法制来维护社会稳定
[03866.04-03869.96] 所以在这里提到了全面依法制国的总标
[03869.96-03872.76] 全民一法治國的總標在這裡同一來看一下
[03872.76-03876.48] 全民一法治國的總標是建設收入主義法治體系
[03876.48-03877.72] 把法治體系話出來
[03877.72-03878.88] 建設什麼
[03878.88-03880.56] 法治國家
[03880.56-03883.04] 所以在這裡面同一標住一下
[03883.04-03887.40] 法治他能夠被收回的運行提供穩定因素
[03887.40-03889.16] 因為他畢竟是一個什麼
[03889.16-03893.48] 規則一下規範他就能夠約束你的行為
[03893.48-03895.36] 所以在這裡面我們就提到了
[03895.36-03897.72] 改革他提供洞立
[03897.72-03900.92] 动力只负责往前走 但社会稳定性不一定得到保障
[03900.92-03904.52] 小宝责社会平衛院行 符合现在它介绍的要求
[03904.52-03909.44] 我们需要反制 所以全民一法的制国的总比较低个 先由法制体系
[03909.44-03912.52] 因为国家必须要搞法制嘛 你不能搞人质
[03912.52-03916.20] 那你要搞法制就各方面都有法可异
[03916.20-03920.32] 所以在这里面 你看 在人权方面 又有立法
[03920.32-03924.16] 在社会运行方面 民事就会上 又有法 对吧
[03924.16-03926.84] 在我们和国外的交往道路又有相适国际法
[03926.84-03929.66] 也就是我们所说的法制中国法制中国
[03929.66-03931.70] 首先应该先有法才行
[03931.70-03935.04] 我们在各个领域当中都要有自己的法制
[03935.04-03939.38] 这个时候把所有的法律规分放在话就叫做什么法制体系
[03939.38-03943.48] 然后再用法制体系去建设法制国家
[03943.48-03946.54] 所以这是现代进程当中一个非常重要的要求
[03946.54-03948.50] 所以第六个明确就是明确是什么
[03948.50-03950.40] 明确全面一法制国的总表
[03950.40-03954.18] 我刚才说了改革提供动力法制为或稳定
[03954.18-03958.66] 所以在四个全面当中,全面深化改革
[03960.98-03963.02] 和全面依法之国
[03963.02-03965.18] 他给到了一个非常形象的比喻
[03965.18-03966.10] 什么比喻呢?
[03966.10-03970.38] 说全面深化改革全面依法之国被预为车之两文
[03973.54-03974.54] 你要这两一
[03977.38-03978.78] 是不是形象啊?你看
[03978.78-03980.78] 像那个车,车跑起来
[03980.78-03983.60] 他确实跑 但是你要保证他怎么不翻
[03983.60-03986.04] 车跑起来就是车在往前走
[03986.04-03987.90] 那你怎么样保证他不翻车
[03987.90-03990.00] 你需要他问定 问定靠什么
[03990.00-03992.14] 靠法制 你看多形象 车之两个
[03992.14-03993.34] 你要这两个也是一样的
[03993.34-03994.86] 你要的赤保负责往前随
[03994.86-03996.54] 但是你只有一个赤保你也非不搞
[03996.54-03997.26] 你也非不远
[03997.26-03999.46] 那需要找一个平衡找一个问定
[03999.46-04001.62] 那这个就是我们所说的法制
[04001.62-04004.06] 所以在这里叫车之两轮
[04004.06-04005.86] 你有之两一
[04005.86-04008.10] 所以在这个地方 大家一定要注意
[04008.10-04011.34] 这是我们所说的全面依法之国的总部标
[04011.34-04013.34] 所以在这前面依法之国总部标
[04013.34-04016.62] 也是我们经常会考到的一个实际型的点
[04016.62-04018.94] 就问全面依法之国的总部标是什么
[04018.94-04020.78] 你要在这里面能够给它
[04021.42-04022.22] 背出来
[04022.22-04023.42] 你能够给它背出来
[04023.42-04026.02] 这个就是全面依法之国
[04026.02-04029.10] 到这我们就把这两个总部标给大家说完了
[04029.10-04031.18] 整理上这两个地方的内容
[04031.18-04034.86] 在后面还有一大做一个完整的一个产数
[04034.86-04038.58] 所以这时我们所提到的第六名确
