[00000.00-00005.36] 好的,我们今天来往下看一下第四节,第四节叫做生活城市,
[03394.48-03397.68] 把称着围教作正元深度
[03397.68-03398.88] 这个点代表注意一下
[03398.88-03400.32] 第一个考点就出来了
[03400.32-03402.04] 同样在旁边击好笔记
[03402.04-03403.96] 第一个考点就是正元深度
[03407.80-03408.88] 现在旁边
[03408.88-03411.44] 第一个就是我们所说的正元深度
[03411.44-03412.80] 正元深度就是正元到
[03412.80-03415.72] 地面正中间正中的距离教正元深度
[03415.72-03416.20] 对吧
[03416.20-03419.92] 那这个政员深度根据它的这个深淺度不一样
[03419.92-03422.12] 我们可以把它分为3种
[03422.12-03426.56] 如果说这个政员到真中的距离是小于60千米的话
[03426.56-03430.68] 那这种情况之下我们把的称率叫做千元地震
[03433.96-03435.88] 把称率叫做千元地震
[03435.88-03439.76] 如果说它是60到300千米的话
[03439.76-03442.68] 在地下大于60小于300的话
[03442.68-03444.92] 这时候就叫做中原地震
[03449.00-03451.52] 如果它的正任身数是大于三百千米的话
[03451.52-03454.52] 我们就把这种地震成为多往下了
[03454.52-03456.92] 这种地震成为叫做深圳地震
[03463.00-03464.64] 这里面会遇到一个问题
[03464.64-03465.76] 通知思考一下
[03465.76-03467.24] 这是哪一种地震
[03467.24-03469.56] 它的破坏程度会更强一些
[03469.56-03470.84] 大于没有思考过
[03470.84-03473.84] 深圓中原还是欠人
[03473.84-03477.24] 一般情况之下大主要是欠人地震
[03477.24-03480.24] 他的迫回性会更强一些
[03480.24-03481.44] 所以在这里面
[03481.44-03485.24] 我们在前面地震旁边写上他的迫回性更强
[03487.84-03490.64] 土老师这早点说理学
[03490.64-03494.44] 为什么说欠人地震他的迫回性会更强
[03494.44-03495.64] 从来看一下
[03495.64-03497.44] 如果说深圓地震的话你看
[03497.44-03502.00] 正元月生就意味着他的真元的深度就越越深
[03502.00-03503.44] 如果是深元地震的话
[03503.44-03505.64] 同时来看一下从正元开始
[03505.64-03508.28] 像地面释放能量的话
[03508.28-03509.92] 如果他的深度越深的话
[03509.92-03512.56] 他是不是像地面释放能力会越少
[03512.56-03514.96] 因为你地震的这个能量往来释放的时候
[03514.96-03517.84] 你要经过我们所说的这种各种各样的土层
[03517.84-03521.96] 或者经过这种我们所说的这种地稍的这种地窖
[03521.96-03523.20] 就是你深度越深
[03523.20-03525.72] 就是这些土或者这些土地
[03525.72-03528.86] 他对这个能量的虚弱能力出去越强
[03528.86-03530.06] 也就换换的话说
[03530.06-03532.12] 就是这个能量从地下往地上走
[03532.12-03535.08] 如果他到达地面这个深度越深的话
[03535.08-03536.56] 他其实要走的路就越长
[03536.56-03538.64] 那他消耗的能量就会怎么样越多
[03538.64-03541.20] 那到达地面的能量就会相对来说怎么办
[03541.20-03542.16] 少一些
[03542.16-03543.40] 那这只深圳地震
[03543.40-03544.64] 那如果是潛人地震
[03544.64-03546.96] 潛地震如果只是在地下实际上
[03546.96-03548.88] 20,000米这样的一个位置的话
[03548.88-03549.48] 那这种情况
[03549.48-03551.32] 就像那个能量很快就上来了
[03551.32-03553.96] 根本都没有来得及太区弱很多
[03553.96-03554.96] 他就到达地面了
[03554.96-03557.10] 那流存在地面的能量就会很多
[03557.10-03560.00] 那就请大家造成的破坏就会更大
[03560.00-03561.20] 所以对于我们来说
[03561.20-03562.92] 一般请我们这下我们认为欠缘
[03562.92-03566.68] 地震它的破坏性是在三个当中最巧呢
[03566.68-03568.28] 这是我们所说的第一个
[03568.28-03568.80] 叫做
[03568.80-03571.88] 震度把震度大注意 这是第一个点
[03571.88-03575.40] 第二点就是每次地震的话我们经常都会看到
[03575.40-03578.84] 说这次地震是5.2G 是2.2G 其实是3.2G 对吧
[03578.84-03580.18] 那这个时候我们说了
[03580.18-03581.84] 那如何去评判一个地震
[03581.84-03582.60] 它的一个情况
[03582.60-03584.00] 我们要用到的是啥呢
[03584.00-03587.20] 我们用到一个概念就叫做正级
[03587.84-03588.96] 这做正级
[03588.96-03591.60] 在这个正级里面其实有两个细节点的
[03591.60-03592.72] 哪两细节点的
[03592.72-03595.84] 第一个细节点就是大家一定要明确就是一个地震
[03598.32-03602.48] 一个地震只有一个正级
[03602.48-03604.08] 不可能有多个
[03605.68-03607.84] 一个地震只有一个正级
[03607.84-03609.76] 因为对一次地震来说
[03609.76-03613.20] 从我们所说的震源一直到整个地震结束之后
[03613.20-03615.80] 它是方的能量是一定的
[03615.80-03618.32] 它只能释放一个能量的总量
[03618.32-03620.76] 所以对于一次地震来说它就只有什么
[03620.76-03622.28] 它就只有一个震截
[03622.28-03624.44] 它在这地方考试的时候它如果说
[03624.44-03626.32] 地震它有多个震截
[03626.32-03627.56] 那种说话就是达达的
[03627.56-03628.56] 就是错误的
[03628.56-03629.16] 没办法了
[03629.16-03631.64] 所以一个地震只有一个震截
[03631.64-03632.64] 只有一个震截
[03632.64-03634.48] 因为它释放的能量是一定的
[03634.48-03635.20] 咱们说了
[03635.20-03636.52] 像地震的话
[03636.52-03637.92] 我们怎么去撤这震截
[03637.92-03639.80] 它有什么样的这样的一个标准
[03639.80-03642.44] 我们一般说了就是理事多少级
[03642.44-03647.56] 所以我们在这里面 横亮地震有一个 理事 地震分析表
[03651.08-03657.92] 叫做理事 地震分析表
[03657.92-03661.08] 把理事 协在旁边 是性时的事
[03661.08-03663.60] 理事 地震分析 它一共是多少呢
[03663.60-03666.76] 它一共是9集 它一共是9集
[03666.76-03669.92] 大家注意下 在理事 地震分析表 它有些细节
[03669.92-03673.76] 首先大家知道理事地这一共是有9个级别的
[03673.76-03677.60] 而每差一个级别能量释放相差30倍
[03677.60-03679.12] 每一个级别比如说
[03679.12-03681.20] 三级和四级之间
[03681.20-03682.40] 差这么一个级别
[03682.40-03684.24] 它的能量释放相差就是30倍
[03684.24-03686.80] 就知道它能释放出多大的能量了
[03686.80-03688.04] 这是非常非常可怕的
[03688.04-03688.88] 大家注意一下
[03688.88-03692.12] 而第二个就是我们所说的对于这个正级的化分的话
[03692.12-03693.96] 它有这么几个化分的形式
[03693.96-03696.28] 因为它只有我们所说的9个
[03696.28-03698.84] 所以它的化分就是这么几种情况
[03698.84-03702.24] 如果说这次的计真是小月2.5的话
[03702.24-03704.24] 那我们就认为它是要小地震
[03704.64-03706.76] 这是没什么大问题
[03706.96-03709.84] 如果说它的这个政级12.5到4.7的话
[03709.84-03711.96] 我买的称度就做有感地震
[03711.96-03715.16] 就是你能够感受得到就是有感地震
[03715.16-03718.44] 比如说像今年在山东抖州的这一次
[03718.44-03720.44] 对吧 那它就是很明显的有感地震
[03720.64-03723.96] 那很如果是大于我们所说的4.7的话
[03723.96-03725.44] 也就是到达武级了
[03725.44-03727.44] 忘了抖州的那个是几几乎了
[03727.44-03729.76] 但是也是当时非常可怕的一件事对的
[03729.76-03731.44] 但是如果是大于427的话
[03731.44-03734.08] 那他就被称入了一辆座破坏地震
[03737.36-03739.52] 这个就是我们所说的这个地震
[03739.52-03740.80] 它的一个花分
[03740.80-03741.52] 它有花分
[03741.52-03742.32] 大家注意一下
[03742.32-03744.80] 而这里面我们刚刚给大家讲到了两个
[03744.80-03746.64] 一个是我们所说的在这
[03746.64-03747.92] 一个是我们所说的这个
[03747.92-03749.04] 震源的深度
[03749.04-03750.64] 一个是我们所说的震集
[03750.64-03753.60] 而震源的深度和震集会影响什么问题呢
[03753.60-03756.56] 会影响到这次地震的波及范围
[03757.44-03763.14] 那会影响到我们所说的这次地账
[03763.14-03764.80] 它的一个波及范围
[03764.80-03768.54] 这个波及范围就是看这次地账他给哪些地区带了影响
[03768.54-03770.18] 对哪些地区造成的破坏
[03770.18-03772.98] 那他这个波及范围就是涉一到两个概念
[03772.98-03773.94] 哪有个概念呢
[03773.94-03776.64] 如果说波及范围越大
[03776.64-03780.24] 那就意味着这次地账它的震集就是越大的
[03780.24-03783.64] 所以波及范围越震集成政筆
[03783.64-03785.64] 用一位圈圖
[03785.64-03787.64] 用一位圈圖
[03787.64-03789.64] 用一位圈圖
[03789.64-03791.64] 用一位圈圖
[03791.64-03793.64] 用一位圈圖
[03793.64-03794.64] 用一位圈圖
[03794.64-03795.64] 用一位圈圖
[03795.64-03798.64] 用一位圈圖
[03798.64-03799.64] 用一位圈圖
[03799.64-03800.64] 用一位圈圖
[03800.64-03801.64] 用一位圈圖
[03801.64-03802.64] 用一位圈圖
[03802.64-03803.64] 用一位圈圖
[03803.64-03804.64] 用一位圈圖
[03804.64-03805.64] 用一位圈圖
[03805.64-03806.64] 用一位圈圖
[03806.64-03807.64] 用一位圈圖
[03807.64-03808.64] 用一位圈圖
[03808.64-03809.64] 用一位圈圖
[03809.64-03810.64] 用一位圈圖
[03810.64-03811.64] 用一位圈圖
[03811.64-03813.40] 那第一真除了有波及範圍
[03813.40-03815.04] 波及範圍代表的是什么
[03815.04-03815.64] 同们注意一下
[03815.64-03817.84] 波及範圍代表的是他的影响灭
[03817.84-03820.04] 它可能会影响到哪些地区
[03820.04-03821.48] 这个叫做波及範圍
[03821.48-03822.64] 除了有波及範圍
[03822.64-03825.04] 我们说了第一真它有自己的破坏程度
[03825.04-03827.00] 我们把第一真代来的破坏程度
[03827.00-03829.04] 称住了一叫做列度
[03829.04-03830.28] 所以什么是列度
[03830.28-03833.28] 所以列度就是对地面的破坏程度
[03837.68-03838.44] 大家注意一下
[03838.44-03840.16] 列度就对地面的破坏程度
[03840.16-03840.80] 比如说
[03840.80-03842.84] 到底是造成了人員的燒網
[03842.84-03844.48] 還說造成了防護的擋
[03844.48-03845.52] 還說這個地方
[03845.52-03847.20] 它只是地面列了一下
[03847.20-03849.76] 那就是說它對地面的這種破壞程度不一樣
[03849.76-03852.48] 我們把這個概念稱為叫做列度
[03852.48-03854.12] 列度這個點也考過
[03854.12-03855.36] 它當時考的是什麼呢
[03855.36-03857.44] 它說當然考了一個這麼一個點
[03857.44-03860.20] 它說正級越大列度越大
[03860.20-03862.64] 它就是當時給了一個選項
[03862.64-03864.08] 它是一道單選體
[03864.08-03865.32] 它當然給的選項說
[03865.32-03867.16] 說正級越大列度越大
[03867.16-03868.72] 然後說這種說法對不對
[03868.72-03872.30] 大距下 列度它代表的是一种破坏程度
[03872.30-03875.90] 能够影响种破坏程度的因素特别多
[03879.60-03881.48] 而并不是只有券几一个
[03881.48-03883.82] 也用说一般情况之下来说的话
[03883.82-03885.36] 可能说券几标大的时候
[03885.36-03887.16] 它可能会列度表大
[03887.16-03888.80] 但是你不能直接说说
[03888.80-03890.22] 券几个大列度的
[03890.22-03891.24] 原因在什么呢
[03891.24-03892.18] 这个列度
[03892.18-03893.28] 或者说这个破坏程度
[03893.28-03894.68] 它除了和券几有关之外
[03894.68-03895.54] 它和什么有关
[03895.54-03897.52] 它可能和这个地区的图上
[03897.52-03899.06] 或者是土之结构有关系
[03899.32-03901.36] 如果说这个地方就是特别的监猎
[03901.36-03903.92] 然后他就不太会受到地震的影响
[03903.92-03905.20] 那这种情况之下你
[03905.20-03908.78] 这个地震来了之后他因为他的地址构造不要特殊
[03908.78-03910.44] 他这个地方几乎就是换了几下
[03910.44-03911.60] 就没有造成什么
[03911.60-03912.88] 楼房导塌
[03912.88-03914.92] 或者地面他显就没有这些问题
[03914.92-03918.00] 那如果没有这些问题的话他哪怕是震几标大
[03918.00-03919.54] 他的破坏程度也比较小
[03919.54-03921.06] 但是反关一些地区
[03921.06-03923.62] 反关一些地区如果他土之结构比较疏松
[03923.62-03924.08] 对吧
[03924.08-03925.16] 楼松软的话
[03925.16-03927.72] 那以地震的话 楼房也倒了 地也踢些了
[03927.72-03931.04] 那哪怕只是一个我们所说的 相对来说 极别比较小的地震
[03931.04-03932.84] 那它的破坏程度也很大
[03932.84-03935.40] 所以在这里面同时就一定要保住一个点
[03935.40-03937.00] 同时不需要去记得那么复杂
[03937.00-03940.76] 你知道这个列度 它的影响因素很多的
[03940.76-03942.32] 它的影响因素很多的
[03942.32-03944.68] 你不能说 地震极别越大 列度也短
[03944.68-03946.16] 你说只能是有可能
[03946.16-03947.16] 明白这个意思吧
[03947.16-03949.48] 所以在这里大家注意下 这是列度当中的
[03949.48-03950.24] 第一个点
[03950.24-03952.92] 那列度当中的第二点就是一次地震
[03952.92-03955.12] 它的破坏程度可能是有多个的
[03955.12-03956.72] 所以在这里面大家注意下
[03956.72-03960.52] 写上第2个点就是列度可能是有多个
[03963.12-03967.72] 这次一次地震可能有多个列度
[03970.12-03971.92] 这个点和哪个点去分呢
[03971.92-03974.12] 当时考虑一个点是和这个点去分的
[03974.12-03977.72] 和一次地震只有一个震集相去分
[03977.72-03979.72] 一次地震可以有多个列度
[03979.72-03982.12] 于是一次地震它是方的能量是一定的
[03982.12-03984.52] 这有时候就叫做一个震集
[03984.52-03989.08] 但是这一次地震他可能造成多种不同程度的破坏
[03989.08-03993.80] 那他有多种不同程度的破坏就会有多个列度
[03993.80-03995.72] 这几个点大家一定要去分啊
[03995.72-03999.16] 这是我们所说的这个第四个点叫做列度
[03999.16-04002.12] 那除了列度之外呢同们注意
[04002.12-04003.72] 你说老师你怎么还没玩笑
[04003.72-04008.36] 还有最后一个还有最后一个和地震相关的点就是地震波
[04008.36-04011.32] 我们把地震波三为重波和红波
[04011.32-04016.32] 作为宗博和宗博
[04016.32-04018.88] 大家注意一下宗博和宗博和宗博
[04018.88-04021.12] 他们两个这件也是会考虚分的
[04021.12-04024.32] 这个点在国考厂式当中考察过
[04024.32-04026.72] 当然在国考厂式当中是怎么考察的呢
[04026.72-04029.72] 当时给到了一个四地选项目影响特别深刻
[04029.72-04032.72] 大家注意一下在这里面我们所说的宗博
[04032.72-04035.72] 当时四地选项考的宗博和宗博是什么呢
[04035.72-04038.72] 宗博就是让你感到上下顶博
[04038.72-04044.72] 现在旁边 总播能让人感到是上下顶播的这种
[04047.72-04050.72] 上下顶播的这种 就是我们所说的这种
[04050.72-04053.72] 总播 一般情况下大家注意一下
[04053.72-04056.72] 总播 他一定是先到达地面的
[04058.72-04060.72] 总播一定是先到达地面的
[04060.72-04064.72] 先到地面之后 人们是先能感到上下顶播
[04064.72-04067.72] 然后又会感到什么水平晃度
[04067.72-04070.52] 晃动水平晃动的话就是什么
[04070.52-04071.88] 就是红波
[04071.88-04074.04] 水平晃动的这个红波的话
[04074.04-04076.04] 它其实是后到达
[04076.04-04076.68] 地面的
[04076.68-04077.80] 那后到达地面呢
[04077.80-04078.44] 我们也知道
[04078.44-04080.68] 那对于地面造成影响最大的
[04080.68-04081.72] 其实不是众波
[04081.72-04085.32] 而且红波是水平晃动造成的破坏最大
[04085.32-04085.80] 对吧
[04085.80-04089.08] 所以在这里红波才是造成破坏的主要原因
[04091.72-04096.20] 然后红波是造成破坏的主音
[04097.72-04101.04] 当年国口是业单位考试的时候
[04101.04-04103.20] 考过地震相关的内容
[04103.20-04105.16] 这几个点都涉及到了
[04105.16-04107.72] 尤其当时在红波后总播这一块
[04107.72-04109.36] 他考了两个选项
[04109.36-04110.44] 考了两个选项
[04110.44-04111.80] 所以大家一定要注意一下
[04111.80-04113.64] 这是我们所说的有关于
[04113.64-04114.88] 地震的一些基本之事
[04114.88-04116.28] 我们掌握着这些支持的话
[04116.28-04117.32] 应对我们所说的
[04117.32-04118.16] 是业单位考试
[04118.16-04120.12] 或者是国生考当中的一部分选项
[04120.12-04121.48] 就没有问题了
[04121.48-04123.76] 这是我们所说的有关于地震
[04123.76-04125.80] 所以在关于地震相关概念当中
[04125.80-04126.96] 我们讲了五个点
[04126.96-04128.96] 第2就是政策
[04128.96-04130.96] 第3就是政策
[04130.96-04134.96] 政策会影响到地震的波及范围
[04134.96-04137.96] 所以大家知道波及范围和谁成反比和谁成政比
[04137.96-04139.96] 波及范围说的是灭
[04139.96-04140.96] 而我们还要重申研究一下
[04140.96-04142.96] 这次地震带来的破坏程度
[04142.96-04143.96] 叫做列度
[04143.96-04145.96] 所以列度影响它的因素很多
[04145.96-04147.96] 所以不能说政治越大
[04147.96-04148.96] 列度越大
[04148.96-04150.96] 而且一次地震
[04150.96-04153.96] 它可能会产生多个不同程度的破坏
[04153.96-04154.96] 这种情况之下
[04154.96-04155.96] 就以为这一次地理有多个列度
[04155.96-04156.80] 多个劣毒
[04156.80-04157.50] 那最后一个呢
[04157.50-04159.54] 就是大家在有事剧当中也好
[04159.54-04160.74] 或者在线上的当中也好
[04160.74-04161.84] 总得看到地震的话
[04161.84-04163.88] 他看到那个楼房都有化
[04163.88-04166.48] 那他主要是和地震的地震播有关
[04166.48-04168.46] 那地震播的话就是我们所说的
[04168.46-04169.98] 总播和红播
[04169.98-04171.50] 那总播先到达地面
[04171.50-04173.78] 然后红播是后达达地面的
[04173.78-04175.78] 那造成破坏的主要原因是什么
[04175.78-04177.28] 是红播是红播
[04177.28-04179.18] 那这个是我们所说的地震相关的
[04179.18-04180.42] 所以地震现在呢
[04180.42-04182.96] 一直也是一个非常我们所说的
[04182.96-04185.64] 把这个研粋的问题
[04185.64-04188.00] 就是它没有办法被精准预测
[04188.00-04190.20] 但是现在我们已经坚可能了
[04190.20-04193.20] 去我们所说的提供相当的这样的一些预测
[04193.20-04195.88] 比如说大家现在手机当中就前段时间
[04195.88-04197.48] 得周发生地震之后
[04197.48-04199.76] 大家都开始去看到自己的手机当中
[04199.76-04201.60] 是不是它有地震预警了
[04201.60-04203.20] 那个地震预警就是距离地震到
[04203.20-04204.44] 大海多头通常秒
[04204.44-04207.20] 这个其实就是我们某种程度上预测
[04207.20-04209.12] 但是如果我做到精准预测的话
[04209.12-04211.60] 现在任何国家还是很难做到的
[04211.60-04213.96] 好,这个就是我们所说的和地震
[04213.96-04215.00] 相应的支持
[04215.00-04217.16] 我们就在这里给大家拖展这么多
[04217.16-04219.20] 这个点是一个非常重要的点了
[04219.60-04221.80] 好,这个是我们所说的,地震
[04221.80-04225.08] 那算地震还有一些其他的一些厂时
[04225.08-04227.88] 在这里面比较长见的红水和泥士流
[04227.88-04227.92] 泥士流
[04227.92-04231.44] 泥士流是同们注意一下,泥士流就可以了
[04231.44-04233.48] 在这里面它提到的泥士流
[04233.48-04237.20] 它说泥士流,逃生的方向是监固的高地
[04237.20-04240.40] 或者说是雨泥士流成垂直方向的一边
[04240.40-04241.72] 山坡山跑去
[04241.72-04243.98] 所以就是说当你是留发生的时候
[04243.98-04245.52] 最主要就是跑
[04245.52-04246.72] 但是问题是王德跑
[04246.72-04247.88] 立刻高的地方跑
[04247.88-04248.84] 这个是不用之一的
[04248.84-04249.56] 第二是
[04249.56-04251.16] 与你是留成坏下
[04251.16-04253.96] 垂直方向的一边山坡跑
[04253.96-04255.12] 所以不要留在地地
[04255.12-04257.36] 因为你是留是从高往第一的
[04257.36-04259.04] 那如果说这是山的话
[04259.04-04259.92] 现在发生了
[04259.92-04261.00] 你是留这么现来
[04261.00-04262.16] 那你跑的时候怎么跑
[04262.16-04262.92] 你要跑的时候
[04262.92-04263.68] 你不能说
[04263.68-04264.72] 往这个低出跑
[04264.72-04266.52] 你也不能顺着你是留方向跑
[04266.52-04268.84] 你要找和你是留垂直的
[04268.84-04270.64] 旁边的这个山坡上去跑
[04270.64-04272.68] 这个才是正确的逃程方向
[04272.68-04274.22] 所以大家注意一下这是
[04274.22-04276.26] 第一个需要我们去注意的点
[04277.02-04279.02] 就是你是刘安宁是刘
[04279.02-04279.84] 我们的逃程
[04279.84-04281.18] 逃程的时候不能爬述
[04281.18-04282.16] 不能躲在山洞里
[04282.16-04284.20] 因为很容易被堵在里面
[04284.20-04284.96] 这是第一个
[04284.96-04286.76] 第二个就是在这里面
[04286.76-04288.80] 我们要去区分尼是刘河华坡
[04291.62-04294.50] 我们经常会听到就是山体华坡或者怎么样
[04294.50-04298.84] 大家如果說去自家的時候開車的時候
[04298.84-04300.90] 你總能看到有很多的那種山
[04300.90-04303.20] 或者是它在山的中間開路的話
[04303.20-04306.74] 它就經常會掛一些牌子或者山上就會都一些網子
[04306.74-04308.84] 對吧這比如說山
[04308.84-04310.12] 然後這是路嘛
[04310.12-04312.68] 對吧路就是順著山休的
[04312.68-04316.52] 然後在這種情況下如果說山是落的山時的話
[04316.52-04320.10] 那它往往就會在山上弄上一層網子
[04320.10-04321.38] 不知道大家有沒有見過這種
[04321.38-04322.66] 就整上很多的網
[04322.66-04324.10] 把這個山都一下
[04324.10-04328.36] 那它的目的者就是是为了防止山体华坤
[04328.36-04330.02] 所以山体华坤一般都是什么
[04330.02-04331.22] 一般都是延体
[04331.22-04332.22] 一般都是延体
[04332.22-04333.70] 只为覆蓋掉吸收的
[04333.70-04336.90] 所以山体华坤一般请问这些是不需要
[04336.90-04338.44] 我们所说的水的
[04338.44-04339.70] 但是你是留的话
[04339.70-04341.10] 它是泥沙剧下
[04341.10-04342.34] 所以它是要有
[04342.34-04343.30] 我们所说的什么
[04343.30-04346.30] 突发的几就是关键的水流的
[04346.30-04347.66] 所以在这里面大家标准一下
[04347.66-04349.70] 你是由它的产生条件
[04349.70-04350.78] 除了土之苏通之外
[04350.78-04354.02] 它要有突发的水流
[04354.02-04375.02] 所以保望是在暴雨时,对吧,才可能发生你是有,而华坡呢,他不需要水,就是他不是我们所说的,就是不能说不需要水啊,咱说的沉浴点之我现在怎么会出大白话,也就是华坡呢,水流不是他的避备条件。
[04375.02-04383.38] 水流不是它的必備條件,大一點注意下。
[04383.38-04388.58] 而在這裡面,你是有和我們所說的這個華破之間有一定的關係,
[04388.58-04396.26] 你是有它是可能,你是有它是可能會導致華破的。
[04396.26-04400.46] 但是華破不一定會導致你是有,所以大家注意下,這幾個點就可以了。
[04400.46-04402.00] 所以这是我们所说的
[04402.00-04403.54] 你是留和红水
[04403.54-04404.82] 那针于红水的话
[04404.82-04406.98] 我们在这场生活当中见的票多
[04406.98-04409.22] 所以在这不给大家去追溯了
[04409.22-04410.64] 那这是我们所说的
[04411.14-04412.24] 安全厂使
[04412.24-04413.78] 好安全厂使咱们讲了很多
[04413.78-04415.78] 同们注意两星期的重点
[04415.78-04416.68] 一个是火灾
[04416.68-04417.98] 一个是刚才所讲到的
[04417.98-04421.82] 地阵这两个点是一定要全面的全方位的掌握的
[04421.82-04423.58] 其实在第一阵当中除了考察
[04423.58-04425.38] 我们刚才所说的很多众播之外
[04425.38-04426.32] 他还考过什么
[04426.32-04428.42] 他还考过第一阵的主要发生区域
[04428.42-04430.54] 就是我们国家的地震转房去
[04430.54-04433.98] 那也是在那一年有一年国口当中还是省口当中
[04433.98-04435.22] 考卫一个选项
[04435.22-04436.78] 当然那个选项的考的是
[04436.78-04440.06] 我们所说的西南地区主要发生地震的区域
[04440.06-04442.02] 所以我国的主要地震区域这个点
[04442.02-04444.14] 它其实也是比较容易考察的
[04444.14-04446.18] 但是它考察的频率就没有这些
[04446.18-04447.74] 基础这是考察的高
[04447.74-04449.26] 所以在这 但注意一下
[04449.26-04451.74] 好 那我们就把安全厂是一大说完了
[04451.74-04453.06] 安全厂说了之后
[04453.06-04454.66] 涉嫌的内容超简单的
[04454.66-04457.98] 涉嫌的就还有一个就是我们所说的居家厂舍
[04457.98-04460.34] 就要嘗試就是將電器的使用
[04460.34-04461.88] 首先第一個就是微波爐
[04461.88-04464.52] 微波爐它的一個加熱的原理
[04464.52-04467.98] 這個點其實是考察的是能量手衡定律
[04467.98-04469.48] 微波爐它怎麼加熱呢
[04469.48-04473.86] 是我們所說的利用電轉化微電磁
[04473.86-04475.14] 然後再轉化微內
[04475.14-04476.78] 所以微波爐它不是直接加熱
[04476.78-04478.12] 微波爐是怎麼是通電
[04478.12-04479.82] 通電之後才是要用我們所說的
[04479.82-04481.56] 各種各樣的電磁波
[04481.56-04483.46] 這個電磁波可能是各種各樣的設限
[04483.46-04485.22] 也就是它這裡面所說的微波
[04485.22-04486.70] 微波是一種電磁波
[04487.98-04490.82] 通过我们所说的电子波
[04490.82-04493.78] 然后让这个比如说你的米饭
[04493.78-04494.66] 然后再跟里面呢
[04494.66-04495.90] 就是让米饭分子
[04495.90-04497.90] 内部开始发生激烈的运动
[04497.90-04500.06] 那分子内部发生激烈运动之后
[04500.06-04501.58] 米饭就会热起来
[04501.58-04503.90] 所以在这里是在将电子能转发成
[04503.90-04504.66] 内能
[04504.66-04505.90] 所以在这里面大家知道
[04505.90-04508.42] 微光鲁不是直接加热的就可以了
[04508.42-04509.94] 它中间是有一双转发的
[04509.94-04512.38] 它和我们所说的这种电风包
[04512.38-04513.70] 主饭就不太一样了
[04513.70-04515.46] 电风包主饭的话是直接怎么样
[04515.46-04516.22] 直接加热的
[04516.22-04518.66] 是把電能直接轉化成了內能
[04518.66-04520.74] 這兩個是有一個很大的區分的
[04520.74-04521.90] 大家注意一下這事
[04521.90-04522.86] 點份包主範
[04522.86-04523.62] 還有一個點
[04523.62-04524.54] 同樣注意一下
[04524.54-04525.18] 就在這裡
[04525.18-04526.66] 同樣把排氣算化出來
[04526.66-04527.66] 排氣算的話
[04527.66-04528.90] 就是家裡的抽淵機
[04528.90-04529.90] 你就炒菜的手錶
[04529.90-04531.10] 把抽淵機打開
[04531.10-04532.34] 那他主要是幹嘛呢
[04532.34-04533.38] 把這句話化出來
[04533.38-04535.30] 使用電能轉化為機現的
[04535.30-04536.74] 你把抽淵機打開
[04536.74-04538.46] 你那個抽淵就開始轉
[04538.46-04540.78] 是不是這時候轉是不是就產生了動呢
[04540.78-04543.38] 我們把這個就衝著為叫做機現的
[04543.38-04545.50] 他是把電能轉化為機現的
[04545.50-04548.54] 然后怎么办呢 大助一下 空气对流化出来
[04548.54-04552.14] 利用空气对流原理进行空气的之幻
[04552.14-04554.14] 比如当它一旦专起来的时候
[04554.14-04560.02] 我们所说的流体的流速变大 流速 越大 压强就会越小
[04560.02-04562.30] 你这个时候这个地方的空气就被抽空了
[04562.30-04564.86] 那就是就要有新鲜的空气补充进来
[04564.86-04566.82] 所以在这里面 大家一定要注意一下
[04566.82-04572.14] 这是我们所说的排息山 排息山不要长间的就是在窗户当中所看到的
[04572.14-04574.58] 大距下這個善業一旦賺起來的話
[04574.58-04576.48] 你會發現賺起來之後
[04576.48-04577.68] 流體就速度了
[04577.68-04579.70] 你原本的空氣就會抽走了
[04579.70-04581.44] 就空氣就會抽走了
[04583.62-04584.68] 抽走了怎麼辦呢
[04584.68-04587.90] 抽走了之後壓成變小了就會有新的空氣
[04587.90-04588.66] 流進來
[04589.82-04593.10] 這時候就把炒菜的流淹換走了
[04593.10-04594.66] 所以在這裡大家知道排機善
[04594.66-04596.30] 排機善當年烤的是哪個電
[04596.30-04597.74] 就是空氣對流這幾個字
[04597.74-04599.14] 就空氣對流這幾個字
[04599.14-04601.62] 他說排機善是把電能轉化成熱鬧
[04601.62-04605.26] 然后对空气形容最利用
[04605.26-04607.42] 我们所说的空气的对流传道
[04607.42-04609.38] 然后怎么进行换气
[04609.38-04610.38] 当时考的是这个
[04610.38-04612.26] 大家注意一下不是热呢
[04612.26-04613.94] 不是传到的问题
[04613.94-04615.74] 它是空气之患的问题
[04615.74-04617.02] 就是空气对流
[04617.02-04619.42] 所以在这里大家注意下这个排气善
[04619.42-04621.34] 所以这是我们所说的将电器
[04621.34-04623.18] 将电器还有不要长间的一个呢
[04623.18-04624.14] 就数码相机
[04624.14-04625.34] 同时只需要掌握
[04625.34-04627.10] 知道数码相机
[04627.10-04629.30] 和以前的普通照相机不一样
[04629.30-04630.58] 数码相机是啥呢
[04630.58-04634.78] 是把电子传感器把光血的把电传器化出来
[04635.42-04638.98] 是电子传感器把光血影像转化成电子数据
[04638.98-04640.18] 就是捕捉到了我
[04640.18-04642.42] 然后把我变成了一些电子数据
[04642.42-04644.18] 储存在是马相机里面
[04644.18-04646.38] 所以他不需要交票这些东西了
[04646.38-04646.78] 对吧
[04646.78-04651.18] 但是普通的证据不是普通的照相机是光化血反应
[04651.18-04652.98] 他是用绣化影化学记录
