[00000.00-00002.82] 那么了解了整个单宝制度的宽价之后
[03548.34-03552.62] 所以在这里面 你把这个按利模型给它顺利清楚
[03552.62-03555.90] 这个时候我们所说的对于这个迭权的这个处分
[03555.90-03558.06] 它其实是没有什么太大的问题的
[03558.06-03560.26] 这个就是我们所说的有关于
[03560.26-03563.26] 迭权、有关于迭权、它的一个处分问题
[03563.26-03564.90] 第一个就是一物多压
[03564.90-03567.26] 第二个就是我们所说的转让
[03567.26-03570.34] 转让当中可能会出现三个小问题
[03570.34-03571.34] 大家要注意一下
[03571.34-03573.78] 这是对于迭权的处分
[03573.78-03576.26] 迭权的设立还有最后一个问题
[03576.26-03578.22] 就是敌压不破租利
[03578.22-03581.10] 我们经常在合同当中会提到美美不破租利
[03581.10-03583.62] 那底壓不貨租力 它也是一種情況
[03583.62-03587.14] 也就是說 我現在在北京 對吧
[03587.14-03590.94] 我如果在北京租房子的話 那房東在我租房子期間
[03590.94-03594.90] 把我的這個租的這個房子給別人設立了底壓
[03594.90-03597.26] 那這時候如果到期的話
[03597.26-03600.86] 我們所說 如果到期人家要救這個房子
[03600.86-03603.50] 又先受償能不能把我趕出去的問題 對吧
[03603.50-03605.26] 所以在這裡面我們來看一下
[03605.26-03608.26] 那它能不能到時候說我的房東還不上前
[03608.26-03610.74] 把這個房子賣了 讓我趕 讓我出去住
[03610.74-03612.54] 这个时候就会涉及到一个问题
[03612.54-03614.70] 就是Dia到底能不能破足力的问题
[03614.70-03617.10] 他说在Dia前涉及之前
[03617.10-03619.14] 打住一下Dia到底破足力
[03619.14-03621.50] 他是一个时间点的问题
[03621.50-03624.66] 先起来旁边他是一个时间点
[03624.66-03626.22] 这个时间点就在什么呢
[03626.22-03630.66] 就在于Dia前涉及的这个点
[03630.66-03631.82] 我先来写 好吧
[03631.82-03634.74] 就在Dia前涉及的这个点
[03634.74-03638.22] 如果在Dia前涉及之前
[03638.22-03640.70] 这个时间点就是Dia前涉及时间
[03640.70-03645.18] 如果在底下全設立之前是一種情況
[03645.18-03647.50] 在底下全設立之後又是一種情況
[03647.50-03648.54] 朋友來看一下
[03648.54-03650.94] 如果在底下全設立之前
[03650.94-03652.62] 房東把房子租給我了
[03652.62-03656.06] 比如說我和房東簽訂的是
[03656.06-03658.90] 2023年的1月1號
[03658.90-03661.50] 我就開始租他的房子租其實多少呢
[03661.50-03665.34] 租其實一年一直到2024年的1月1號這一天
[03665.34-03665.82] 對不對
[03665.82-03670.06] 那這個時候是我們之間的租列合同簽訂的時間
[03670.06-03673.90] 而我在租房的期间房东欠银行一筆钱
[03673.90-03675.02] 房东欠银行一筆钱
[03675.02-03677.18] 旅行债务的期限是啥时候呢
[03677.18-03681.98] 旅行债务的期限应该是2023年的6月份
[03681.98-03684.38] 而且我就去看了
[03684.38-03686.22] 说2023年6月份应当旅行了
[03686.22-03687.66] 那借款是一年
[03687.66-03689.18] 那借款如果是一年的话
[03689.18-03691.02] 那这里面就会摄一到一个问题
[03691.02-03692.84] 就是它的给银行
[03692.84-03695.14] 色裏的这个底下全是什么时候的
[03695.14-03695.92] 假设
[03695.92-03697.28] 我起来下面
[03697.28-03699.48] 如果说我现在的这个房东
[03700.64-03701.28] 房东
[03701.28-03703.60] 像银行
[03704.48-03705.38] 接款了
[03706.04-03708.20] 那像银行接款的时间是啥时候呢
[03708.20-03712.04] 是2023年的3月5号
[03712.04-03713.06] 像银行接款了
[03713.06-03717.68] 然后在2023年的4月10号吧
[03717.68-03719.72] 给银行办理了底下登记
[03722.84-03727.20] 然后说万里比较登记要求他如期还款
[03727.20-03729.00] 他的还款应该是在哪一天呢
[03729.00-03730.40] 假设他的还款
[03730.40-03734.12] 假设他的还款应该是在2023年的10月10号这一天
[03734.12-03735.12] 像一号还款
[03735.12-03736.40] 结果到10月10号这一天
[03736.40-03737.56] 他的前面还上
[03737.56-03740.12] 也行就要把我房东的房子拍卖掉了
[03740.12-03741.28] 然后结果一看好家伙
[03741.28-03743.36] 这个房子里面还住了一个大婚人物
[03743.36-03743.92] 对吧
[03743.92-03746.40] 那他如果说10月10号那一天
[03746.40-03747.28] 他就
[03747.28-03750.08] 这个银行就要求房东还钱
[03750.08-03751.00] 房东没有还的话
[03751.00-03755.16] 您好像转积进接着就要去拍卖这个房子结会一看我住在里面
[03755.16-03756.56] 能不能把我赶走的问题
[03756.80-03758.60] 那这时候就是睡一到啊你看
[03758.80-03761.48] 他的这个底下登记的设立时间是在什么时候
[03761.48-03763.24] 是在4月10号
[03763.24-03764.88] 而我租房子的期
[03765.36-03767.64] 最开始是在那一天是在1月1号
[03767.64-03770.64] 那这里面就意味着我的什么
[03770.64-03774.92] 租练在前底下再后明白了吧
[03775.44-03776.48] 要不我这么写吧
[03777.80-03778.60] 那我这么写吧
[03778.60-03782.24] 我就把这个写在这,比如说租令在前
[03785.24-03786.40] 底下再后
[03789.88-03792.72] 如果租令在前底下再后的话,你看他咋说的
[03792.72-03796.42] 说底下凯是已经出租病转租的,就是我租令在前
[03796.42-03800.60] 原租令关系不受该的影响,也就是我们所说的破不破租令
[03800.60-03804.40] 不破租令,也就是他把房子拍卖了,他也不能给我赶出去
[03804.40-03805.28] 明白这个意思吧
[03805.28-03807.80] 所以在这里叫做不破族利
[03807.80-03809.00] 这都不破族利
[03811.36-03812.92] 但是同们注意一下
[03812.92-03814.24] 但是如果是什么呢
[03814.24-03816.60] 如果是底压在前处理在后呢
[03819.44-03821.00] 如果是底压在前
[03821.16-03822.24] 族利在后呢
[03822.24-03824.28] 他先给您和社里的安全然后
[03824.28-03826.60] 再组给我结果最后没还让前
[03826.60-03827.56] 银行怎么办
[03827.56-03830.76] 银行去要求拍卖他的这个房子优先收藏
[03830.76-03833.56] 结果一看我的天安的好家伙还给我大活人做里面
[03833.56-03835.56] 也好像有没有全的要求我搬出去
[03835.56-03836.44] 有哦
[03836.44-03837.52] 因为这个时候干嘛
[03837.52-03839.72] 从城里在先的原则上来看
[03839.72-03841.04] 是租令在后
[03841.04-03842.32] 这时候破破租列了
[03842.32-03843.64] 这个时候就破租列了
[03847.64-03848.92] 这个时候就破租列了
[03848.92-03849.64] 明白了吧
[03849.64-03851.32] 所以它是一个时间点的问题
[03851.32-03854.44] 就看你的租令是在前
[03854.44-03855.96] 还是在后的
[03855.96-03857.72] 租令是在前还是在后的
[03857.72-03858.52] 所以就这样
[03858.52-03860.92] 如果租令在前你是无辜的
[03860.92-03861.92] 你是不值情的
[03861.92-03863.68] 那保护你的全影不破足力
[03863.68-03866.24] 那如果你明明人家已经办理完点灯境
[03866.24-03868.76] 租房内的时候你也没有把这个事情问清楚
[03868.76-03871.36] 那这时候就意味着你应该治小这个事情
[03871.36-03872.56] 而你也没有治小
[03872.56-03874.32] 那这时候报疑损破足力
[03874.32-03876.48] 那你造成的損身体只能找谁要
[03876.48-03878.16] 那种找你的房东取耀了
[03878.16-03880.28] 那这个呢就是我们所说的有关于
[03880.28-03882.44] 点权他的一个内容
[03882.44-03884.92] 那我们把点权整体的内容就给大家讲完了
[03884.92-03886.32] 咱们做一个简单的回顾
[03886.32-03886.84] 好吧
[03886.84-03888.72] 我们在整个点权当中
[03888.72-03890.56] 给大家讲的这么几个问题
[03890.56-03891.08] 第一个呢
[03891.08-03891.58] 我们说了
[03891.58-03892.82] 雕围的概念
[03892.82-03893.64] 在这个地方说了
[03893.64-03894.84] 雕围不转叶
[03894.84-03895.56] 战友
[03896.06-03896.88] 不转叶战友
[03896.88-03897.22] 什么呢
[03897.22-03897.98] 不转叶战友
[03897.98-03898.68] 雕围产
[03898.68-03899.60] 所以我们在雕围的
[03899.60-03900.28] 设立当中
[03900.28-03900.68] 我们说了
[03900.68-03901.58] 雕围的设立
[03901.58-03902.48] 它一定要有
[03902.48-03903.88] 底亚物的
[03903.88-03904.38] 对吧
[03904.38-03904.88] 这个
[03904.88-03906.38] 底亚物就是我们所说的
[03906.38-03907.18] 底亚标地
[03907.18-03908.58] 这个底亚物就会涉到
[03908.58-03909.28] 第一个
[03909.28-03910.28] 先能作为底亚物
[03910.28-03911.68] 哪些不可以做的底亚物
[03911.68-03912.58] 所以我们就讲了
[03912.58-03913.88] 就做不可以
[03913.88-03915.28] 底亚的财产
[03915.28-03916.08] 那在不可以
[03916.08-03917.28] 底亚的财产当中
[03917.28-03918.48] 我们讲了好几个
[03918.48-03920.22] 不是你的东西你只能不行的
[03920.22-03921.28] 比如说土地
[03921.58-03924.08] 所有权集体用地的使用权
[03924.08-03925.48] 最为常见的是杂基地
[03925.48-03925.78] 对吧
[03925.78-03926.74] 还有我们所说的
[03926.74-03928.16] 为公益所需要的公益
[03928.16-03930.12] 是是还有我们所说的
[03930.12-03932.16] 争议全数不明的这些
[03932.16-03933.78] 还有我们所提到的
[03933.78-03934.94] 就是第一
[03934.94-03936.02] 叫做查风
[03936.02-03937.50] 扣压监管的材诚
[03937.50-03940.22] 而扣点的就在这种查风扣压监管的
[03940.22-03941.12] 这个材诚要看一下
[03941.12-03942.84] 它的这个查扣监管的行为
[03942.84-03944.04] 在前还在后的问题
[03944.04-03944.48] 对吧
[03944.48-03945.38] 那他们呢
[03945.38-03946.94] 是不可以进行
[03946.94-03947.96] 底壓的財產
[03947.96-03948.82] 這是第一個
[03948.82-03950.78] 大家知道不可以低壓財產的哪些
[03950.78-03952.50] 第二個就是我們要知道
[03952.50-03954.74] 在整個不可以低壓財產的
[03954.74-03956.40] 它會聯合
[03956.40-03959.22] 我們所說的民事行為來考察大家
[03959.22-03960.86] 這個地方大家要注意一下
[03960.86-03962.26] 這是我們所說的第一個
[03962.26-03963.26] 我們所說的底壓物
[03963.26-03964.70] 就是不可以作為底壓物的
[03964.70-03966.14] 或底壓財產的哪些
[03966.14-03966.90] 這是第一個
[03966.90-03967.94] 那第二個就是
[03967.94-03968.94] 底壓物
[03969.46-03971.94] 它決定了底壓權設立的規則
[03971.94-03972.94] 所以我們就來看一下
[03972.94-03974.34] 第二個底壓權的設立
[03974.34-03977.10] 如果雕錢它是不動產的話
[03977.10-03978.60] 我們說了 那不動產怎麼辦
[03978.60-03981.04] 第一個要有雕和頭
[03981.04-03984.04] 第二個要加上登基 對不對
[03984.04-03986.48] 這是我們所說的動不動產
[03986.48-03988.04] 那如果是動產的話
[03988.04-03990.72] 動產的話要雕和頭
[03990.72-03993.64] 雕和頭就等於雕錢的什麼 設立了
[03993.64-03994.96] 因為我們前面也大說了
[03994.96-03996.52] 雕錢轉轉贊有
[03996.52-03999.28] 雕錢不轉一贊有
[03999.28-04002.26] 不轉一贊有就是意味著不需要
[04002.26-04003.46] 就要付
[04004.56-04005.46] 不转一站有
[04005.46-04006.74] 因为这不需要交付
[04006.74-04007.86] 那不需要交付的话
[04007.86-04008.86] 在这个时候
[04008.86-04011.94] 动产和同成立就等于点确设立
[04011.94-04016.34] 而不动产它是和同家登记才等于点确设立
[04016.34-04018.74] 这个点一定要给它去分清楚
[04018.74-04021.06] 所以我们在整个大原则的技术之上
[04021.06-04021.98] 又给大家讲了
[04021.98-04023.98] 比如说不动产当中我们讲的是啥
[04023.98-04025.14] 我们讲了房屋
[04025.14-04025.98] 讲了土地
[04025.98-04027.34] 讲了新中建族误
[04027.34-04027.98] 对不对
[04027.98-04029.74] 那这是我们所说的不动产
[04029.74-04030.70] 不动产
[04030.70-04033.44] 这是我们所说的有关于它的摄理问题
[04033.44-04034.18] 而我们说了
[04034.18-04036.74] 这是由于我们所提到的这个
[04036.74-04038.54] 底下权它不转移战友
[04038.54-04039.98] 所以东西在你手里
[04039.98-04041.46] 你一就可以对这个
[04041.46-04042.74] 底下误机性什么
[04042.74-04044.02] 谢谢主问
[04044.02-04045.42] 处分我们讲的两个
[04045.42-04046.50] 一个是一物
[04046.50-04047.22] 多压
[04047.22-04048.58] 你的东西你可以
[04048.58-04049.90] 把它底下给银行
[04049.90-04050.86] 底下给小A
[04050.86-04052.34] 也可以同时底下给小B
[04052.34-04054.86] 只问到时候在优先受传的时候怎么办
[04054.86-04055.70] 我们就说了
[04055.70-04056.74] 登记的
[04056.74-04058.46] 要看时间成立在先
[04058.46-04060.02] 登记的又于未登记的
[04060.02-04063.00] 如果都没有登记的话就按比例来清朝
[04063.00-04064.40] 对不对这是一物多压
[04064.40-04067.52] 那第二个呢就是还可能会睡到一个问题
[04067.52-04069.68] 就是财产转要的问题
[04069.68-04071.28] 在整个我们所说的
[04071.28-04073.86] 的安全设立期间财产可不可以转让
[04073.86-04076.76] 同们首先注意一下财产可以转让对不对
[04076.76-04078.66] 那转让续续经
[04078.66-04082.74] 的安全人同业就是不经同业直接怎么样
[04082.74-04085.88] 不经同业直接通知就可以了
[04085.88-04087.66] 那如果你通知到位了之后
[04087.66-04090.70] 人家觉得損害你的这个底下
[04090.70-04093.10] 你的转上行为損害人家的权利怎么办
[04093.10-04097.18] 人家可以要求你提前清常或者说
[04097.18-04100.86] 你卖这个底下物的这个前提别动
[04100.86-04102.78] 你像有关机关提存是不是就可以了
[04102.78-04105.82] 所以叫做提前清常或者是提存
[04107.10-04109.18] 或者是提存这是处分
[04109.18-04111.50] 最后一个点这位社遇到底下到底
[04111.50-04112.94] 迫不迫足烈的问题
[04112.94-04114.62] 底下到底迫不过足烈
[04114.62-04116.86] 就看我们所说的这个租利
[04116.86-04118.58] 它的时间是成立
[04118.58-04121.82] 在先还是成立在后的了
[04121.82-04123.26] 如果是成立在先
[04123.26-04125.70] OK 买卖不破租利
[04125.70-04127.42] 如果是成立在后
[04127.42-04129.78] 是我们所说的先设立的杨权
[04129.78-04131.78] 后使我们所说的签训的
[04131.78-04132.42] 买卖合同
[04132.42-04134.02] 那么OK 买卖要怎么样
[04134.02-04134.78] 破租利
[04134.78-04136.18] 所以以后就这么几个点
[04136.18-04137.38] 给他说的清楚
[04137.38-04138.94] 这是我们所提到的
[04138.94-04139.82] 第一个只是点
[04139.82-04141.62] 就是底杨权的设立
