[00000.00-00003.72] 大家好,我是杰瑞老师,欢迎大家来学习。
[03695.74-03696.58] 就可以了
[03696.58-03697.54] 在我后的话
[03697.54-03698.66] 同时就不用去说
[03698.66-03699.78] 小鱼30小月
[03699.78-03700.62] 是怎么样不用冷
[03700.62-03702.94] 你就知道富裕是在30-40这个等
[03702.94-03704.34] 然后往下组四去推
[03704.34-03706.14] 後面這個烤得比較少
[03706.14-03707.38] 在往下的就是
[03707.38-03709.38] NV系數我們要去調整它
[03709.38-03712.58] 調整NV系數只能從兩條路徑下手
[03712.58-03713.42] 低調路徑
[03713.42-03714.94] 我們前面講過了是山
[03714.94-03716.50] 這是從收入下手
[03718.10-03719.34] 從收入下手
[03719.34-03720.86] 這時候增加收入
[03720.86-03722.26] 也減小一個系數
[03722.26-03723.90] 要我們就是調整消費結構
[03723.90-03724.70] 消費結構
[03724.70-03726.82] 對於生存資料消費減少
[03726.82-03728.62] 對於後面這兩個增加
[03728.62-03729.34] 就OK了
[03729.34-03732.14] 這次我們所說的消費者的收入水平
[03732.14-03733.18] 除了这个之外呢
[03733.18-03735.02] 还有相关商品的价格
[03735.02-03736.34] 相关商品的价格两个
[03736.34-03737.50] 替代平和户物品
[03737.50-03739.34] 考试的角度都是一样的
[03739.34-03740.50] 大家一定要注意一下
[03740.50-03741.98] 对于它的变动情况
[03741.98-03742.58] 它有的时候
[03742.58-03744.78] 不直接考同方向或反方向
[03744.78-03746.94] 你一定要通过画图
[03746.94-03749.22] 它如果说同方向就假定
[03749.22-03750.38] 价格上升
[03750.38-03751.86] 这时候判则剧图要怎么样
[03751.86-03752.58] 一定要画图
[03752.58-03754.66] 这种不画图就很容易做不对
[03754.66-03755.50] 是第一个
[03755.50-03757.38] 第二个就是在户品这一块
[03757.38-03759.38] 它的多了一个考察的角度
[03759.38-03761.66] 打配销售会搭配使用的这个
[03761.66-03764.74] 这叫做相关商品 它的一个情况
[03764.74-03767.66] 除了这些之外 它其实还有一个叫做消费者
[03767.66-03771.14] 偏好 对于消费者偏好 和价格预期这一块
[03771.14-03772.26] 好的就比较少了
[03772.26-03774.14] 这里面同一们了解下就行了
[03774.14-03777.58] 重点放在前三个 把前三个就分一透车
[03777.58-03779.26] 这个就是我们所说的
[03779.26-03781.66] 叫做影响需求的因素
[03781.66-03782.66] 影响需求因素
[03782.66-03785.98] 我们到这就把需求试着
[03785.98-03788.50] 把影响需求的因素给大家讲完了
[03788.50-03792.60] 但是在虚主当中,我们还有第3个大点和第4个大点
[03792.60-03795.90] 第3个大点就是虚球价格坦信
[03795.90-03799.88] 虚价格坦信这个地方,它理解起来稍微有一点点的难
[03799.88-03804.72] 但是,大概要注意,它其实考试的时候,没有想象的那么难
[03804.72-03806.92] 什么叫做虚球价格坦信呢?
[03806.92-03808.72] 它在这里,我们给我们下了一个定义
[03808.72-03814.30] 它说,如果虚右价格坦信出化分的话,它先了解,什么是坦信
[03814.30-03815.84] 它什么是弹性呢?
[03816.34-03820.50] 它是弹性是音变量对自变量变化的反应的敏感程度
[03820.50-03822.10] 老师他不不解释
[03822.10-03823.90] 对吧?解释完了之外听不懂
[03823.90-03826.18] 这个弹性呢?咱们不用管他
[03826.18-03827.54] 咱们直接看什么呢?
[03827.54-03831.40] 从弹性之下也认出来的叫做虚求弹性
[03832.56-03834.50] 从来看什么是虚求弹性啊?
[03834.50-03836.26] 在虚求弹性的弹性的弹性里面
[03836.26-03837.30] 考过一个点
[03837.30-03838.30] 那大家注意一下
[03838.30-03841.14] 它说虚求弹性值得是什么呢?
[03841.14-03842.44] 是一种商品
[03842.44-03845.84] 需求量变动对于该商品
[03845.84-03848.04] 价格变动的反成度
[03848.04-03851.52] 同时先把这个点标注一个一星级的实际性
[03851.52-03853.52] 体目 它要么是判断体
[03853.52-03856.08] 要么是选择体育当中的一个选项
[03856.08-03858.64] 这个需求加个弹性考过综合考察
[03858.64-03861.08] 就是以下关于需求加个弹性说法
[03861.08-03862.16] 正确和错误的是
[03862.16-03864.64] 它本身是一个两星级的支持模块
[03864.64-03866.96] 要么考察的是综合形的体目
[03866.96-03869.52] 要么考察的是理解形的体目
[03869.52-03870.80] 大家一定要注意
[03870.80-03872.80] 我们来看一下它的含义
[03872.80-03876.60] 它是需求的价格弹性是一种商品的需求量变动
[03876.60-03879.10] 对该商品价格变动的反应程度
[03879.10-03882.60] 也就是说对于一个商品来说价格变
[03882.60-03885.40] 它的需求量也会发生变化
[03885.40-03885.90] 对吧
[03885.90-03887.20] 那不同的商品
[03887.20-03889.20] 它的价格变化
[03889.20-03891.90] 和需求量变化的数量不一样
[03891.90-03894.20] 有的商品可能只是价格
[03894.20-03895.40] 波动了一块钱
[03895.40-03897.80] 比如说我现在给一个商品降价于块钱
[03897.80-03899.20] 我可能只给的降价于块钱
[03899.20-03902.20] 当然他一下子需求让卖出去成买上钱
[03902.20-03903.76] 但又有的商品是那种
[03903.76-03905.20] 我给他降加降到五百
[03905.20-03906.40] 降了五百多块钱
[03906.40-03908.20] 他还是卖不出去多少
[03908.20-03910.20] 你看是不是不同的商品
[03910.20-03913.20] 对于价格变动的反应程度一遍一遍一遍
[03913.20-03914.20] 不一样
[03914.20-03917.20] 这个我们所说的反应程度就被称就为什么
[03917.20-03920.20] 就被称就被叫做需求价格弹性
[03920.20-03921.20] 所以需求价格弹性
[03921.20-03922.20] 大家注意下是谁变
[03922.20-03924.20] 是价格变
[03924.20-03925.20] 明白了吧
[03925.20-03928.20] 是对价格变动的反应程度
[03928.20-03931.42] 他在这里说了是需求量变动对价格变动的产丑
[03931.42-03936.12] 你说老师我已经蒙了需求量变动对价格变动的反应程度
[03936.12-03937.72] 其实本账他表达是什么
[03937.72-03943.42] 是你价格先发生变化价格变化之后看一下需求量
[03943.42-03945.62] 他的这个坦信大不大
[03945.62-03948.48] 也是价格变动一块钱的时候
[03949.28-03951.40] 你的需求量变了多少呢
[03953.00-03954.70] 需求量变了多少
[03954.70-03958.70] 那这个翻译过来就叫做
[03958.70-03963.70] 就叫做需求亮变动对什么对价格变动的反应程度
[03963.70-03967.70] 也就是你直摆去计就记得是对价格变动的反应程度就行了
[03967.70-03969.70] 这就是看这个价格下降一块钱
[03969.70-03972.70] 我能多卖出去多少 或能少卖出去多少
[03972.70-03974.70] 这个就叫做什么需求价格坦信
[03974.70-03976.70] 所以在这里面大家注意考试的时候
[03976.70-03978.70] 在这里考判断提出怎么考呢
[03978.70-03980.70] 就是把这两个点反过来
[03980.70-03983.70] 你了记得是对价格变动的反应程度
[03983.70-03986.10] 那你说老师谁对家格变动反尘路啊
[03986.10-03987.38] 那就是需求
[03987.38-03990.50] 所以价格谈刑价格谈刑是对谁的反应
[03990.50-03991.94] 是对价格的反应
[03991.94-03994.50] 看一下你这个东西对于价格名不名的
[03994.50-03996.34] 那这个就知道了需求价格谈刑
[03996.34-03997.26] 所以他考试的时候
[03997.26-03998.90] 远把这两个字寸出来
[03998.90-04001.38] 说指的是一种商品的价格变动
[04001.38-04004.30] 对需求量变动的反应刑刑
[04004.30-04005.30] 没出反了
[04005.30-04006.90] 需求价格谈刑
[04006.90-04008.90] 就是看对价格的反应
[04008.90-04009.70] 明白了吧
[04009.70-04010.66] 你不要反过来
[04010.66-04012.50] 他考试的时候特别容易反过来
[04012.50-04019.20] 如果你这个东西,你或者是你这个商品,价格变动一点点,它的需求量变动程度特别大
[04019.20-04024.20] 对吧,那这种情况之下,我们就把这一类商品称的位叫做富有谈性的产品
[04024.20-04029.70] 所以富有谈性产品他说了,说需求量对于价格变动呢,反正程度非常敏感
[04029.70-04035.40] 你只降加了一块钱,但是你的需求量,你的这个商品的数量多卖出去一万个
[04035.40-04037.96] 明露免感是太明感了
[04037.96-04039.24] 还以内产品啥呢
[04039.24-04040.84] 就无论这个价格怎么变
[04040.84-04042.32] 它的需求量变动
[04042.32-04044.56] 都很慢 都很吃滚
[04044.56-04046.24] 变动的数量都不多
[04046.24-04047.56] 这个就叫做什么
[04047.56-04049.08] 缺反彈性
[04049.08-04050.52] 这个地方头那么注意
[04050.52-04051.92] 缺的弹确实还能点
[04051.92-04052.60] 你不用去计
[04052.60-04053.08] 你就记得
[04053.08-04053.96] 缺的弹性是
[04053.96-04055.20] 价格变动一点点
[04055.20-04056.08] 需求量变动程度
[04056.08-04057.40] 垮一下就出去了
[04057.40-04059.48] 我确实弹性是价格无论怎么变
[04059.48-04061.48] 它的需求量变动都不免感
[04061.48-04062.96] 几乎数量
[04062.96-04064.40] 不会出现太拉翻脸的不斗
[04064.40-04066.20] 那这个就要做确发的弹性
[04066.20-04068.08] 是不是就有点像那种弹黄
[04068.08-04069.88] 你说我说你这个弹黄弹性怎么样
[04069.88-04070.52] 那老好了
[04070.52-04071.52] 你给他施在这儿里
[04071.52-04073.04] 他能给你崩到外派工具
[04073.04-04074.20] 那这种就要什么
[04074.20-04074.92] 速弹性
[04074.92-04076.32] 那我如果说说这个呢
[04076.32-04077.68] 你说那这种弹黄不行
[04077.68-04079.40] 你就死上大劲你压不动弹
[04079.40-04081.96] 你看像那种那种弹黄特别紧的
[04081.96-04083.60] 你手都开恩死了
[04083.60-04084.80] 它是为弹推多少
[04084.80-04085.92] 那这种就要什么
[04085.92-04086.80] 确发的弹性
[04086.80-04087.96] 你就简单里的
[04087.96-04089.16] 它像弹黄一样
[04089.88-04092.28] 所以这是速弹性和确发的弹性
[04092.28-04093.60] 难道这儿都不用记
[04093.60-04096.12] 你只记得刚才他的那个需求价格
[04096.12-04099.52] 谈性含义里面是对价格的反应
[04099.52-04101.16] 因为谈性的谈性
[04101.16-04101.96] 价格谈性嘛
[04101.96-04104.16] 一定要去看对价格的反应程度
[04104.16-04105.68] 就记住这个点就行了
[04105.68-04106.60] 这是第一个
[04106.60-04109.32] 我们知道了什么叫做需求价格谈性
[04109.32-04111.44] 知道了什么叫做需求价格谈性
[04111.44-04112.96] 那你说老师你刚才说的
[04112.96-04115.60] 就是这里刚才说的那些东西的
[04115.60-04116.44] 我都能一会
[04116.44-04116.80] 对吧
[04116.80-04117.92] 他都是那种说
[04117.92-04119.40] 需求让变动一点点
[04119.40-04120.48] 然后价格变动一点点
[04120.48-04121.64] 训绝让变动特别大
[04121.64-04121.92] 对吧
[04121.92-04125.00] 只是你通过这样的一些具体案例说明了
[04125.00-04127.28] 但是其实在我们的经济学当中
[04127.28-04130.32] 用我刚才的那样的表数去形容的东西特别少
[04130.56-04132.96] 但反而是经济学他认为万物接客怎么办
[04132.96-04134.28] 万物接客量化
[04134.28-04137.16] 所以他认为这个弹性也是可以量化的
[04137.16-04138.64] 所以对于虚有价格弹性
[04138.64-04141.12] 他认为他就给到了一个计算公事
[04141.12-04142.72] 这个计算公事是啥呢
[04143.44-04144.44] 朋友们来看一下
[04144.44-04146.40] 都是虚求价格弹性
[04146.40-04149.36] 他的计算公事就叫做弹性细数
[04149.36-04152.40] 也就是这个弹性的大小要找一个细数来表示
[04152.40-04155.56] 这个弹性细数叫做需求量编农率
[04155.56-04157.80] 以上价格变动率
[04157.80-04160.78] 这个就叫做需求价格弹性
[04160.78-04164.48] 比如说你的需求量原本只卖了100个
[04164.48-04166.28] 现在你卖了多少呢
[04166.28-04167.72] 卖了120个
[04167.72-04170.52] 那同们来看一下你的需求变动率是多少
[04170.52-04173.68] 是120的減需100比上100
[04173.68-04175.48] 这个就要的需求变动率
[04175.48-04177.24] 什么叫做价格变动率呢
[04177.24-04179.32] 价格变动率就是你别来这个东西
[04179.32-04180.86] 是賣10000億塊
[04181.62-04182.90] 現在你是賣多少呢
[04183.16-04184.18] 賣100塊
[04184.70-04185.72] 那同我們來看一下
[04185.72-04187.26] 那你的價格變成6變了多少錢
[04187.26-04188.02] 變了1塊錢
[04188.28-04189.82] 相對於之前的10000億
[04190.08-04190.84] 說變了1塊錢
[04191.10-04193.40] 那這時候就是1比上10000億
[04193.66-04194.68] 這是兩個變動率
[04194.94-04196.48] 再把這兩個變動率在怎麼樣
[04196.72-04198.52] 在一處就能得到這個
[04198.78-04199.04] 稀數
[04199.28-04201.34] 老實總之這麼負擋有什麼用
[04201.60-04202.62] 說通知不用管
[04202.88-04203.64] 這個地方
[04203.90-04205.18] 考得非常少
[04205.44-04206.46] 幾個別地區考過
[04206.72-04209.26] 比如說像考經濟考得比較難
[04209.32-04218.32] 这些地方,每个人像咱们的四川的小伙伴,你可以去记一下这个需求变动率和价格变动率,他们之间的笔绿叫做弹心细数。
[04218.32-04227.72] 如果不是像这些地区考的经济特别难的小伙伴,比如说咱和北的山西的山东,那像这样的,咱们几年的,我大纪连的了名的等等。
[04227.72-04230.08] 这种情况之下大家不需要去记住公式
[04230.08-04232.60] 你只需要去记得这个弹心细数
[04232.60-04235.64] 它是一个两个数相处得出来的结果
[04235.64-04239.08] 所以这个细数它就是会有一定的数值表示
[04239.08-04240.92] 我们只需要记到这里就可以了
[04240.92-04242.84] 当弹心细数大于一的时候
[04242.84-04244.44] 你看大于就越来什么呢
[04244.44-04247.24] 大于就越来续组量变动大
[04247.24-04248.44] 价格变动比较小
[04248.44-04251.24] 这时候价格变动一点点
[04251.24-04252.52] 续成了变动特别多
[04252.52-04253.72] 它就叫做什么
[04253.72-04254.76] 所有弹性
[04254.76-04257.60] 如果是彈性吸收小衣
[04257.60-04258.84] 彈性吸收小衣
[04258.84-04262.12] 就意味着需求变动率变动怎么样
[04262.12-04263.88] 变动很小
[04263.88-04266.28] 但是价格变动很大
[04266.28-04268.44] 就意味着价格变动那么大
[04268.44-04269.96] 需求量变动反而很小
[04269.96-04273.96] 这种商品对于价格明不明感
[04273.96-04274.36] 不明感
[04274.36-04275.48] 就叫什么彈性
[04276.04-04277.00] 富有彈性
[04277.00-04279.24] 所以我们知道富有彈性的彈性吸收
[04279.24-04280.12] 大语言
[04280.12-04282.36] 却彈性的彈性吸收小衣
[04282.36-04285.18] 那还有一根呢就是中间这一个点同们注意啊
[04285.18-04287.48] 中间这个地方它考过一个单选题
[04287.48-04290.04] 它说呢有一种商品它说
[04290.04-04293.36] 无论它的价格怎么变化
[04294.64-04296.96] 那叫做无论价格如何变
[04299.76-04301.16] 无论价格如何变
[04301.16-04303.36] 它的需求量
[04305.40-04306.16] 不变
[04307.44-04309.84] 那你看一下无论价格如何发生变化
[04309.84-04311.28] 它的需求量相对来说
[04311.28-04313.28] 都是不怎么发生变化的
[04313.28-04315.00] 这么说可能不太准确
[04315.00-04316.20] 你可以这么去理解
[04316.20-04317.60] 就是有的这种商
[04317.60-04318.64] 有的这种产品
[04318.64-04319.92] 它是这种情况
[04319.92-04322.60] 就是它的需求量的变动率
[04322.60-04325.20] 和价格的变动率是一致的
[04327.48-04328.28] 应该这么说
[04328.28-04329.72] 刚才说说说反而不准确
[04329.72-04330.80] 同时这么去接
[04330.80-04334.56] 就是需求量的变动率和价格的变动率是一致的
[04334.56-04335.48] 需求量变动
[04335.48-04337.08] 百分之十价格变动
[04337.08-04337.72] 百分之十
[04337.72-04339.20] 这样的商品就属于什么
[04339.20-04341.44] 主持人单一谈性的商品
[04341.44-04342.92] 主持人单一谈性的商品
[04342.92-04343.92] 大家注意一下
[04343.92-04345.36] 还有一种商品中山
[04345.36-04347.24] 无论他的价格怎么变
[04347.24-04348.48] 他的需求量都无变
[04348.48-04349.56] 这个才叫做什么
[04349.56-04351.28] 这个才叫做完全无弹性
[04351.28-04352.96] 有些需求量变动率
[04352.96-04354.16] 使中都是什么
[04354.16-04355.60] 使中都是零
[04355.60-04357.16] 就说无论价格怎么办
[04357.16-04358.24] 那你分子是零的时候
[04358.24-04359.72] 你这个需求中只能使零
[04359.72-04360.92] 所以这个才是什么
[04360.92-04361.80] 这个才是
[04361.80-04362.96] 很旁边写上
[04362.96-04364.40] 他们变动是一致的
[04364.40-04367.00] 下面这个才是无论价格怎么变
[04367.00-04370.00] 无论价格如何便
[04371.00-04374.00] 这种情况下,我们所说的需求量
[04376.00-04377.00] 便东律不便
[04380.00-04384.00] 需求量的便东律是不便的,需量便东律不便
[04384.00-04387.00] 这种情况下就是你无论你怎么使劲
[04387.00-04390.00] 我在这个过程里面我是不为你所动的
[04390.00-04392.00] 它其实这种绝要做完全无弹性
[04392.00-04394.30] 但是相自己种谈的西俗呢
[04394.30-04395.20] 大家注意一下
[04395.20-04397.38] 相谈西俗等于一谈西俗等于连
[04397.38-04398.84] 你就知道等于一时单一谈西
[04398.84-04400.20] 等于连是完全无谈西俗
[04400.20-04400.70] 可以了
[04400.70-04403.66] 反而是这个谈西俗大一会小于这两个点
[04403.66-04405.32] 是我们经常喜欢考的点
[04405.32-04407.10] 所以这是谈西俗的计算
[04407.10-04410.42] 如果给这个谈性给他的一个量化的指标
[04410.42-04411.56] 就说谈西俗
[04411.56-04413.12] 西俗大一一富有谈性
[04413.12-04415.12] 西俗小于一确谈性
[04415.12-04415.80] 大家注意一下
[04415.80-04418.80] 这是第2个点就说谈西俗
[04418.80-04420.72] 那知道了什么是谈西俗之外呢
[04420.72-04425.06] 那我們就來看一下到底影響這些談性的因素都哪些
[04425.06-04426.36] 這個點他就給到了
[04426.36-04429.12] 說第一個說商品的可替代性
[04429.12-04431.72] 他說一般來說商品的可替代品越多
[04431.72-04433.26] 他的談性就會越大
[04433.26-04435.82] 為什麼可替代品越多談性就會越大呢
[04435.82-04436.94] 其實很簡單
[04436.94-04440.18] 當我給你比較多的可替代的這種商品的時候
[04440.18-04442.72] 你就會發現原本那個商品他不是很重要
[04442.72-04445.18] 他確實也好他價格商長也好
[04445.18-04446.14] 都沒有關係
[04446.14-04448.36] 你可以找到代替他的產品
[04448.36-04452.08] 就是替代品越多,我们所说的这种商品
[04452.08-04454.64] 它对于你的重要程度就会越小
[04454.64-04459.08] 那这种情况是下当其他的商品家个发生变动的时候
[04459.08-04461.32] 你就可以转而去选择其他的产品了
[04461.32-04465.76] 所以在这里你看,可替代品越多谈信往往就越大
[04465.76-04467.92] 就是因为你选择的机会越多
[04467.92-04470.56] 那这个叫做商品的可了,替代信
[04470.56-04473.84] 第二个就是商品对于消费者生活的重要程度
[04473.84-04476.64] 同样如果这个东西对你生活非常重要
[04476.64-04479.46] 那他的價格無論怎麼變動,你都需要他
[04479.46-04483.40] 那這時候他的變動對他的需求量影響比較小
[04483.40-04486.06] 對吧,那這種就叫做缺乏彈性
[04486.06-04487.90] 或者叫做彈性比較小的
[04487.90-04490.14] 那如果這個東西對你生活來說不重要
[04490.14-04492.14] 他一長這樣,這個東西可有可無
[04492.14-04493.78] 那他長這樣只能就不買了
[04493.78-04495.84] 那這種情況之下,他價格變弄一點點
[04495.84-04497.06] 你都不去買他了
[04497.06-04499.22] 那這時候,是不是他的價格變動
[04499.22-04502.08] 會很大程度上影響到他的需求量變動
[04502.08-04503.36] 那這種就叫做什麼?
[04503.36-04505.44] 就叫做非必須品
[04505.44-04507.44] 所以在这里对于生活的重要程度
[04507.44-04508.72] 越重要
[04508.72-04510.20] 谈性越小
[04510.20-04511.16] 叫做越重要
[04511.16-04512.04] 谈性越小
[04515.24-04516.32] 越重要
[04516.32-04517.76] 谈性越小
[04519.36-04520.68] 这是第二个
[04520.68-04521.84] 第三个就是
[04521.84-04523.20] 所考察的消费者
[04523.20-04525.24] 条结需求量的时间
[04525.24-04526.44] 有些这个东西
[04526.44-04528.08] 它的需求量
[04528.48-04530.72] 它对于它的这个影响是从什么来的
[04530.72-04531.08] 同样的
[04531.08-04533.60] 最低的谈性的影响是从时间来同样的
[04533.60-04535.32] 如果给你的这个产品
[04535.32-04540.32] 你調節的時間越長就在旁邊寫就是時間越長
[04541.32-04542.72] 彈性就越大
[04545.52-04547.28] 時間越長彈性越大
[04547.28-04548.92] 這個就是第3個
[04548.92-04551.32] 他其實主要強調是怎麼做看這個東西
[04551.32-04553.80] 你對於這個東西的需求
[04553.80-04554.72] 招部招級
[04554.72-04557.32] 如果這個東西非常招級的去用它
[04557.32-04560.52] 這時候他在短時間內價格發生了變動
[04560.52-04563.32] 這種情況下你刻不得也是不還在選他
[04563.32-04567.00] 举个简单例子比如说我现在我从山东干满呢
[04567.00-04568.12] 我要回家一趟
[04568.12-04568.96] 我妈跟我说
[04568.96-04572.76] 今天讲完客战后的你24%是真的必须从山东回到
[04572.76-04573.96] 这个几天白山
[04573.96-04575.00] 我说我打回去
[04575.00-04576.84] 我没有其他的交红工具了
[04576.84-04578.44] 妈说不管自己开车回来了
[04578.44-04579.76] 那这里面你要回不来
[04579.76-04581.12] 我就跟你断你的目的关系
[04581.12-04582.88] 我听到这个热耗之后
[04582.88-04584.84] 我当时我就想跟我指定要带回去
[04584.84-04585.84] 我就开车
[04585.84-04587.52] 就我车开到一半的时候
[04587.52-04589.16] 它还车没有油了
[04589.16-04591.24] 这个时候我就跑到家旋去加油
[04591.24-04592.58] 然后跑家尔政加油的时候
[04592.58-04593.60] 他一看要说
[04593.60-04595.52] 你是不是你是不是交进用这个有碗
[04595.52-04597.04] 我说当然是他说那好
[04597.04-04598.34] 你居然交进有有的话
[04598.34-04599.28] 那我就给你掌架
[04599.28-04600.28] 我说要多少钱一声
[04600.28-04601.74] 他说他三万一声
[04601.74-04602.68] 那这种情况之下
[04602.68-04603.24] 我一想
[04603.24-04604.30] 24时真的不回家
[04604.30-04605.58] 过断警目的关系
[04605.58-04606.98] 那三万一声怎么办
[04606.98-04607.88] 我一咬咬
[04607.88-04608.76] 我说家
[04608.76-04609.96] 那这里面你看
[04609.96-04612.36] 是不是在这个消费过程当中
[04612.36-04614.68] 我对于这个去游的虚求
[04614.68-04616.84] 他其实是短时间内的这种
[04616.84-04618.04] 比较对我来说比较
[04618.04-04619.32] 继续用的这种商品
[04619.32-04620.64] 也认判的话来说
[04620.64-04622.84] 他給我的條件的時間長還是短
[04622.84-04624.66] 他給我的條件的時間怎麼樣
[04624.66-04625.44] 比較短
[04625.44-04628.00] 如果給我的條件時間越短
[04628.00-04628.96] 或者越小的話
[04628.96-04630.20] 他的彈性就會怎麼樣
[04630.20-04630.88] 彈性越小
[04630.88-04632.00] 他都散烂了
[04632.00-04632.72] 這種情況之下
[04632.72-04633.92] 我說該加還得加
[04633.92-04635.00] 說他價格變動
[04635.00-04636.76] 對需求量影響不大
[04636.76-04638.56] 但是如果給我時間不要長
[04638.56-04639.84] 我們還說你這天回來的
[04639.84-04640.32] 我說那天
[04640.32-04641.68] 他人不知道幾點多想
[04641.68-04643.32] 我這個時候突然看到
[04643.32-04644.96] 我們所說的這個氣候漲價了
[04644.96-04646.68] 漲到三百塊錢一生
[04646.68-04648.28] 那這種情況之下
[04648.28-04649.68] 我還會不會開車回去
[04649.68-04650.28] 不會
[04650.28-04651.88] 那我不开车我就可以选
[04651.88-04653.68] 看一下其他的出行工具吧
[04653.68-04656.24] 比如说能不能骑这种车回去
[04656.24-04657.80] 或者能不能腿着回去
[04657.80-04660.80] 或者是我能不能做高铁火车,器车回去
[04660.80-04662.72] 你说给我的选择鱼力很多
[04662.72-04664.04] 那这种情况之前你看
[04664.04-04666.24] 你此时气有价格上漲
[04666.24-04668.16] 你因为给我的挑释很长
[04668.16-04669.64] 我就可以选择其他的
[04669.64-04671.28] 而不选择开车回去
[04671.28-04673.32] 从而舍去了对于具有的需求
[04673.32-04675.32] 那这种你的气有价格在漲
[04675.32-04677.40] 那是不是我就可以不要他了
[04677.40-04679.16] 那你的价格变动是不
[04679.16-04682.44] 对于既有的需求量就会产生巨大的影响
[04682.44-04685.00] 这种就叫做这种就叫做
[04685.52-04688.12] 我们所说的时间越长 弹性越大
[04688.12-04690.00] 所谓的弹性大就是要进
[04690.40-04692.08] 这里面的价格一遍动
[04692.08-04694.60] 对于商品的需求量变动影响很大
[04694.60-04697.00] 这个就是我们所说的 电三个因素
[04697.00-04699.24] 老人说了这么多 它到底想表达什么呢
[04699.24-04702.52] 它其实想从这三个因素里面去抽象出来
[04702.52-04705.36] 到底哪些商品是弹性大的
[04705.36-04707.16] 或者是叫做富有弹性的商品
[04707.16-04712.60] 到底哪些商品是谈刑角或者叫做缺乏谈刑的商品
[04712.60-04718.52] 根据刚才我们所说的这三个因素其实得出来三类商品
[04718.52-04722.72] 第一就是对于我们所说的这种生活的重要程度
[04722.72-04725.08] 那这有时候如果对我们不重要的
[04725.08-04728.64] 比如说就是说是射射射片或者是具有可替代物品的商品
[04728.64-04731.36] 以及有教长时间调整其行为的商品
[04731.36-04734.72] 这种商品咱们刚才说了都是怎么样谈刑比较大的
[04734.72-04736.60] 这里面同们去记得做事
[04736.60-04737.44] 烧吃品
[04737.44-04739.76] 它其实是非常素谈性的商品
[04739.76-04742.08] 或者还有一类就做高党耐用品
[04742.08-04742.92] 其实在旁边
[04744.12-04745.44] 高党耐用品
[04745.44-04747.36] 烧吃品和高党耐用品
[04747.36-04749.80] 它其实都是谈性比较大的商品
[04749.80-04751.44] 既然谈性大就越长
[04751.44-04753.00] 价格变动一点点
[04753.00-04754.84] 对需求量的影响出一种办法
[04754.84-04756.48] 对需求量的影响出会
[04756.48-04757.08] 很大
[04757.08-04758.20] 不久得简单的例子
[04758.20-04759.28] 这么说你也不值观
[04759.28-04760.32] 我有一个朋友
[04760.32-04761.72] 要喜欢美包
[04761.72-04764.16] 其实是我入制以后才认识的这样子
[04764.16-04765.16] 他说我把他客回意思
[04765.16-04766.16] 他喜欢买包
[04766.16-04767.16] 他在买包的时候
[04767.16-04768.16] 他说突然
[04768.16-04770.16] 有一天他给我打了电话
[04770.16-04771.16] 千里天他没有买包
[04771.16-04773.16] 他那天他说他去思川
[04773.16-04774.16] 程度上了客
[04774.16-04775.16] 然后那个客气
[04775.16-04776.16] 说之后他给我打了电话
[04776.16-04777.16] 说我今天心情特别好
[04777.16-04779.16] 我以为他种踩票了
[04779.16-04780.16] 我说你怎么心情这么好
[04780.16-04782.16] 他说我今天买了个包
[04782.16-04783.16] 我是买个包
[04783.16-04784.16] 这怎么高下
[04784.16-04785.16] 他说抱着百病
[04785.16-04786.16] 我说你这个包多少钱
[04786.16-04787.16] 他给我说他说他说
[04787.16-04788.16] 他说他说花了三万多块钱
[04788.16-04789.16] 我当时我就经待了
[04789.16-04790.16] 我说什么包呢
[04790.16-04791.16] 三万多
[04791.16-04792.16] 我当时我都没有想到
[04792.16-04793.32] 我都没有想到
[04793.32-04794.36] 他说这个包啊
[04794.36-04795.36] 打折
[04795.36-04797.40] 我在我印象里面什么叫打折呢
[04797.40-04800.56] 打折呢就是一定要打到五折一下才到打折
[04800.56-04801.84] 他跟我说打折了说
[04801.84-04803.92] 啊一个包啊打五折三了
[04803.92-04804.84] 我说原下多少钱
[04804.84-04806.00] 他说不是打五折
[04806.00-04807.00] 我说打多少折
[04807.00-04808.48] 他说打九折
[04808.48-04809.68] 我当时我就门了
[04809.68-04810.92] 九折在我的印象里面
[04810.92-04812.12] 其实都不算打折
[04812.12-04813.44] 我说你买这个包
[04813.44-04814.72] 我说当时买的人多嘛
[04814.72-04816.20] 他说当时买的人可多了
[04816.20-04817.08] 他为了验包
[04817.08-04819.96] 他都在门在那个店附近等了一个小时
[04819.96-04821.28] 那从来看一下
[04821.28-04823.04] 那个包 我虽然我不是很懂
[04823.04-04825.00] 但是他应该是一个品牌包 对吧
[04825.00-04826.76] 那像这样的一个品牌包你看
[04826.76-04829.48] 他的价格指折扣了百分之十
[04829.48-04834.36] 指折扣了百分之十就相当于他的价格电动一点点
[04834.36-04836.92] 但是当时买包的人变得很多
[04836.92-04839.12] 是不是他为了验包而是会等了一个小时
[04839.12-04841.12] 那你还像这样的烧吃铁
[04841.12-04843.12] 他其实就是非常典型的什么
[04843.12-04845.04] 价格变动一点点
[04845.04-04847.76] 但是需求量变动 特别大
[04847.76-04850.16] 这个就是我们所说的什么
[04850.16-04851.92] 这个就是我们所说的叫做
[04851.92-04853.00] 蛇质品
