[00000.00-00002.74] 好的 那我们接给来往下看
[00002.74-00005.58] 咱们前面给大家去讲了什么是高兴技术
[03552.24-03554.08] 这是在烈烈历史上存没有的
[03554.08-03557.04] 而中国的航空航天技术的发展
[03557.04-03560.04] 就是大国崛起信号的一个标志
[03560.04-03562.84] 那知道我们在2020年完成了空间战的建造
[03562.84-03566.04] 现在在整个太空当中,运行的最大的空间战
[03566.04-03567.72] 叫做國際空間戰
[03567.72-03572.12] 國際空間戰是由發達國家他們共同去管理的
[03572.12-03575.12] 只能美國英國 日本等等他們共同管理的
[03575.12-03578.40] 但是現有的國際空間戰將在2024年推一一了
[03578.40-03579.60] 他一旦推一之後
[03579.60-03580.84] 我們所說的中國
[03580.84-03584.76] 或將成為2024年當中唯一有太空空間戰的國家
[03584.76-03587.84] 所以這是非常了不起的這樣的一個
[03587.84-03589.40] 我們所說的標誌
[03589.40-03591.48] 它其實不一方面御時的中國的
[03591.48-03592.72] 科研實力的增強的
[03592.72-03594.38] 因為是同時另一方面也是
[03594.38-03597.22] 遇適的中國紀念大國崛起實力的不斷的
[03597.22-03598.32] 修後啊
[03598.32-03599.82] 你如果沒有錢的話
[03599.82-03601.52] 你其實是搞不了可言的
[03601.52-03606.12] 大家知道航空航片被稱為人類金字塔加上的技術
[03606.12-03607.42] 就是不僅要技術
[03607.42-03608.32] 而且要有錢
[03608.32-03610.92] 整個世界航天使的發展
[03610.92-03612.22] 它所花費的錢
[03612.22-03615.02] 是我們所說的世界錢
[03615.02-03617.62] 其他奇蹟所花費所有錢才的總合
[03617.62-03618.82] 原來已經超過了它
[03618.82-03620.12] 所以大家能夠看到
[03620.12-03621.42] 這個航空航天技術
[03621.42-03624.38] 他太能突显一个国家整体实力了
[03624.38-03626.74] 这是中国的整个航空航天
[03626.74-03628.22] 所以在整个航天期当中
[03628.22-03630.70] 我们掌握着三个大的方面
[03630.70-03632.30] 汉月天问
[03632.30-03633.70] 在人航天的三部总
[03633.70-03635.70] 你是空间站的建造的流程
[03635.70-03636.46] 达住一样
[03636.46-03637.74] 这是我们所说的
[03637.74-03639.54] 第2大内容航天期
[03639.54-03642.30] 那么说了在整个航空航天期
[03642.30-03643.62] 就是当中三大之重
[03643.62-03644.66] 除了运载
[03644.66-03645.62] 除了航天期之外
[03645.62-03647.10] 还有一个叫地面测空技术
[03647.10-03650.34] 所以地面测空技术就是对它几乎关策
[03650.34-03651.98] 这个点减的了解一下就行了
[03651.98-03653.02] 这是第3个
[03653.82-03654.82] 就地面测控
[03655.22-03657.46] 我们来开一下第4个点
[03657.46-03659.06] 第4点其实就在说啥呢
[03659.06-03659.78] 就是在讲
[03660.18-03662.82] 除了我们前面所说的那三大技术之外
[03663.06-03664.68] 想要进行成功的
[03664.68-03665.90] 卫星发射也好
[03665.90-03668.02] 或者是我们所说的航天气发射也好
[03668.22-03670.06] 他都必须有合适的航天
[03670.18-03671.38] 发射场地
[03671.38-03673.70] 没有航天的发射场地
[03673.90-03674.90] 你打击有发射呢
[03675.06-03677.06] 所以在这里面还要来开一下第4个点
[03677.18-03678.50] 就航天发射场
[03678.50-03683.26] 航电发射场呢 同没有注意下 第一个就是我们怎么去选航电发射场
[03683.26-03685.18] 叫做航电发射场的原则
[03685.18-03686.74] 航电发射这个东西
[03686.74-03689.62] 它一般情况这些邀请选 第十票开货的
[03689.62-03693.42] 那是因为第一个它本身的这些航电器 火箭
[03693.42-03694.74] 这就比较大支
[03694.74-03696.90] 对吧 所以你如果选标小的地方
[03696.90-03697.98] 它就不太便宜发射
[03697.98-03698.98] 第二个就是
[03698.98-03700.62] 像这种东西 发射飞行的时候
[03700.62-03701.66] 它可能会脱落
[03701.66-03704.54] 那这里面就要选一些没有人的地方
[03704.54-03706.74] 这样才不会危机到人生和猜申选
[03706.74-03709.98] 第三個就是你一年之中你發了這個
[03709.98-03711.40] 我們所說的內心也好
[03711.40-03713.38] 發的航明器好數量數不特別多
[03713.38-03714.90] 那如果現在氣候不好
[03714.90-03717.58] 你這時候你發生的頻率一定會降低的
[03717.58-03720.44] 所以在整個航天發生上選擇的要求上首先
[03720.44-03723.50] 第一個他必須要求人員洗手地時開闊
[03723.50-03724.82] 這個沒想好說的
[03724.82-03728.42] 第二個就是要選擇有利的地理位置
[03728.42-03731.78] 閃耀的叫有利的就是理次到越進越好
[03731.78-03732.94] 因為理次到越進
[03732.94-03734.78] 他就可以藉著地球的資賺
[03734.78-03736.10] 不用那麼多的人了
[03736.10-03738.24] 所以第二个要有有有力的地理位置
[03739.04-03739.94] 越进越好
[03739.94-03742.58] 第三个就是选择发射场
[03742.58-03744.74] 它要有良好的气候条件
[03744.74-03745.62] 天天下有不行
[03745.62-03748.06] 但是这清天比我多的风速比较低的
[03748.06-03749.30] 干涩比较少的地方
[03749.30-03752.74] 那就是税文气象和地址条件在这里
[03752.74-03754.26] 它也有一定的要求
[03754.26-03758.82] 所以这是它发射场的选择原子同一面了解一下
[03758.82-03761.86] 但中典的通过这样的一个原子篩查
[03761.86-03763.46] 不会发现并不是所有的地方
[03763.46-03765.14] 都是合作航片发射场
[03765.14-03769.50] 所以我们国家目前根据这一上几个条件选定的好像发现成
[03769.50-03773.54] 一个有五个我们把它称为我国的内心发生中心
[03773.54-03776.66] 我国目前有五大微信发生中心同样注意
[03776.66-03780.26] 这五大微信发生中心就是第一个干诉的九全
[03780.26-03782.30] 第二个山西的太远
[03782.30-03784.42] 第三个四川的西川
[03784.42-03786.50] 然后在网上海南的文昌
[03786.50-03790.74] 以及目前刚刚有的海上发生中心的谋果
[03790.74-03794.14] 山东阴台的东方航空航天港
[03794.14-03796.74] 这是五大魅性发尔中心
[03796.74-03798.18] 同样讲过的是想的
[03798.18-03799.26] 这五大魅性发尔中心
[03799.26-03801.46] 第一个他们的位置是在哪里
[03801.46-03802.90] 他对应的省份
[03802.90-03804.06] 要能够对应上
[03804.06-03806.30] 第二个就是这几个魅性发尔中心
[03806.30-03808.34] 他的特点是什么
[03808.34-03810.26] 这个点在过去的考试当中
[03810.26-03812.06] 也是一个考察的重点
[03812.06-03813.54] 那么就一个一个来看
[03813.54-03814.74] 神第九权
[03814.74-03816.42] 大家也都知道九权在哪里
[03816.42-03818.34] 九权是在干肃
[03818.34-03818.66] 对吧
[03818.66-03820.02] 所以我们说的是干肃的
[03820.02-03821.54] 九权魅性发尔中心
[03821.54-03822.74] 而大业知道九权
[03822.74-03824.54] 这个名字由来和谁武关呢
[03824.54-03826.42] 就全这个名字由来是和
[03826.42-03827.54] 或去并有关的
[03827.54-03829.86] 咱们之前再给大家去讲古代史的时候
[03829.86-03830.86] 已经提到过
[03830.86-03832.86] 或去并当时长达的特别漂亮
[03832.86-03833.14] 对吧
[03833.14-03833.98] 号帝说
[03833.98-03836.86] 好像不会是咱们一家人
[03836.86-03837.74] 打着很梦
[03837.74-03839.06] 后来就刺他
[03839.06-03839.90] 每一九
[03839.90-03841.10] 刺他每一九之后
[03841.10-03842.66] 他不敢一个人独演
[03842.66-03844.34] 所以把九撒带了全日当中
[03844.34-03845.78] 重酱是一起演
[03845.78-03846.66] 所以他有了什么
[03846.66-03847.30] 就全
[03847.30-03848.10] 所以我们当时说了
[03848.10-03849.42] 和或去并有关的点过
[03849.42-03850.14] 第一个
[03850.14-03851.30] 九全的由来
[03851.30-03853.18] 第二个 风浪居区嘛
[03853.18-03854.50] 对吧 第三个就是我们所说的
[03854.50-03856.68] 用官三军当中的关军侯
[03856.68-03858.10] 这都回货局并管
[03858.10-03859.50] 所以在这里面大家注意一下
[03859.50-03861.58] 如果结合文学来考察的话
[03861.58-03863.38] 干诉的九圈来自货局并
[03863.38-03864.82] 大家注意一下 这第一个
[03864.82-03866.86] 那第二个就是干诉的九圈
[03866.86-03868.46] 他作为一个卫星发生中心
[03868.46-03870.62] 他有什么特点呢 同时换一下
[03870.62-03872.74] 他是中国创建最早
[03872.74-03874.90] 规模最大的终合型
[03874.90-03876.30] 导弹卫星发生中心
[03876.30-03877.78] 也是中国唯一的
[03877.78-03879.46] 在人航天发生上
[03879.46-03881.98] 有时候刚才不所说的神州系列
[03881.98-03884.64] 所有的神州系列都是在面发的
[03885.38-03888.98] 所有的神州系列都是在干诉就全发的
[03888.98-03890.78] 所以在这里方向打着注意下
[03890.78-03892.26] 这是我们所说的第一个
[03892.26-03894.86] 叫做就全卫星发生中心
[03894.86-03895.66] 整第一个点
[03895.66-03898.50] 那第二个点就是我们所说的叫做太远
[03898.50-03899.46] 太远是在哪呢
[03899.46-03900.82] 山西这不用我说了
[03900.82-03901.22] 对吧
[03901.22-03902.10] 山西呢
[03902.10-03905.74] 它的卫星发生中心主要就是多设向多违到的发射
[03905.74-03907.10] 所以它主要担负的是啥
[03907.10-03911.50] 换下就太阳统部轨道的气象资源核通行威行
[03911.50-03917.70] 所以在这里是太阳统部轨道为兄主要是在太阅为行发射
[03917.70-03918.90] 所以这是第二个
[03918.90-03927.10] 第三个就是山西超西超西超西超西超四川的西超你发射中
[03927.10-03931.30] 主要是地球的统部轨道为兄比如说我们所说的广播
[03931.30-03935.10] 气象等等在这里面是我们所说的在西超市
[03935.10-03937.86] 所以就知道它是地球同步轨道微星就行了
[03937.86-03940.58] 最后一个就是海南的文昌
[03940.58-03942.14] 海南的文昌大距像
[03942.14-03944.10] 海南主要是偏难的
[03944.10-03947.14] 所以海南的文昌的发生中心是世界上画一下
[03947.14-03949.82] 维术不多的地位度发生成
[03949.82-03951.70] 因为它距离吃到很近 对吧
[03951.70-03954.38] 所以它是维术不多的地位地位度发生成
[03954.38-03957.62] 而维度越低 距离吃到越近好处在什么
[03957.62-03960.90] 它能够进出地球的自软的力量
[03960.90-03963.02] 就可以把我们为新
[03963.02-03965.54] 截住地球自然力量也给他发生出去
[03965.54-03968.98] 这时候就会使得染料损耗比较少
[03968.98-03972.02] 而且截住地球自装的理心力
[03972.02-03974.66] 他就可以发一些别的地区发布了
[03974.66-03975.94] 都比较大的东西
[03975.94-03977.62] 所以你看一般情况之下
[03977.62-03980.70] 大治量的卫星大顿卫的困境战
[03980.70-03981.86] 都是在哪儿发的
[03981.86-03983.10] 都是在跟超发的
[03983.10-03987.46] 比如说我们说的天和核心草
[03987.46-03989.38] 天和核心草莊莊的东西在老多了
[03989.38-03990.98] 这时候莊东西多
[03990.98-03992.54] 你要再其他地方发
[03992.54-03994.78] 你这个时候需要后的染料就多
[03994.78-03998.34] 但是你在海南安文昌这个地方需要后的染料就会少一些
[03998.34-04000.58] 所以你看像我们所说的天会和一双
[04000.58-04002.62] 你包括我们所说的天会以后
[04002.62-04004.50] 在外面飞了大半年的时间
[04004.50-04006.46] 续不需要承载过多的染料
[04006.46-04007.18] 当然需要
[04007.18-04011.18] 那这种时候这么中的东西在其他刚才提到那几个微星发尔
[04011.18-04012.90] 发射场来发的话
[04012.90-04014.14] 所好太多了
[04014.14-04015.78] 所以在这里面他就可以在哪
[04015.78-04017.06] 在文昌发
[04017.06-04019.46] 记住地球资传的这样的一个关键
[04019.46-04021.90] 记住他的离心力给他发出去
[04021.90-04025.46] 所以在这里面大致两大堆味的都是在文昌
[04025.46-04027.02] 我们看到的常语5号
[04027.02-04028.46] 我们看到的天文1号
[04028.46-04030.06] 我们看到的天文核心昌
[04030.06-04031.18] 都是在海南
[04031.18-04033.26] 所以这是它的一个特点
[04033.26-04034.50] 这是第4个
[04034.50-04035.50] 第5个就是
[04035.50-04037.66] 近几年提高的比较多的叫做
[04037.66-04038.82] 海上发射
[04038.82-04039.86] 一件多少形容
[04039.86-04040.10] 对吧
[04040.10-04041.90] 一件三形一件实行
[04041.90-04043.14] 在这里面就要
[04043.14-04045.14] 我们要求建设海上发射几个
[04045.14-04046.82] 海上发射什么好处
[04046.82-04049.06] 第1个就是海面开门
[04049.06-04049.42] 对吧
[04049.42-04050.30] 相当于录底面
[04050.30-04051.94] 海上相当开过了
[04051.94-04053.10] 所以你在发射的时候
[04053.10-04054.74] 你想朝那一块发都行
[04054.74-04057.02] 所以它整体上住可以多选择
[04057.02-04058.42] 就是因为它叫开过
[04058.42-04060.74] 第二就是海面上人间吸手
[04060.74-04063.10] 它可能造成的这种
[04063.10-04065.22] 伤往的概率又大大渐效了
[04065.22-04066.58] 所以在这里面我们说了
[04066.58-04067.94] 必须有海上发射基地
[04067.94-04069.82] 那我们在海上发射基地就是
[04069.82-04071.58] 中国东方航天稿
[04071.58-04074.66] 它就做在那山东阎台的海洋市
[04074.66-04077.06] 同样把山东阎台海洋化出来
[04077.06-04078.66] 如果你是山东的小伙伴
[04078.66-04080.66] 大家一定要记住
[04080.66-04084.06] 这是我们所说的航天发射场
[04084.06-04084.66] 好像发射场
[04084.66-04086.66] 这个就是空间技术
[04086.66-04089.66] 所以我们来简单的回顾一下这一节咱们讲的什么
[04089.66-04091.66] 咱们再整个空间技术当中讲了
[04091.66-04093.66] 第一个叫做运载器
[04093.66-04094.66] 我们主要是要火箭
[04094.66-04097.66] 我们在火箭当中主要讲了火箭的分类
[04097.66-04099.66] 按照它的推进器分类
[04099.66-04101.66] 固体业体和固业混合的
[04101.66-04103.66] 按照它的技术分类有单级和多级的
[04103.66-04106.66] 多级有分类并脸,串脸和串蝶混脸的
[04106.66-04107.66] 中国的主要的
[04107.66-04108.38] 主要的
[04109.38-04110.74] 运载火箭就叫做什么
[04110.74-04112.14] 就叫做长争
[04112.14-04112.98] 那这是我们所说的
[04112.98-04114.14] 第一个叫运载器
[04114.14-04115.50] 那除了运载器之外
[04115.50-04116.62] 第二你要往上发言
[04116.62-04117.54] 那这说就有什么
[04117.54-04118.42] 行天气
[04118.42-04120.26] 行天气的第一个分类很重要
[04120.26-04120.98] 我们按试过
[04120.98-04122.58] 再认认认认为无人和
[04122.58-04123.74] 再认行天
[04123.74-04124.42] 无人的话
[04124.42-04125.22] 主要有两个
[04125.22-04127.14] 一个是人造地球卫星
[04127.14-04128.58] 一个是空间探测器
[04128.58-04130.02] 人造地球卫星的话
[04130.02-04130.66] 是人的第一个
[04130.66-04131.58] 它的地位就是
[04131.58-04133.78] 最先问是用途最广的
[04133.78-04134.66] 为什么用途过
[04134.66-04136.58] 因为它能够用于科学事业
[04136.58-04141.50] 用于通信,用于气象,倒好反回世衛星,还有地球同步卫星
[04141.50-04144.98] 这里面的重点在于通信类型当中的东方红一号
[04144.98-04148.98] 我们给大家说了,对吧4月24号是第五个独立研发
[04148.98-04154.34] 卫星的,我们国家发射的第一个,我们所说的卫星,对吧,所以这是第一个
[04154.34-04160.26] 那第二个呢,这七想卫星,七想卫星它就风雨,它可能会结果10-3辆的点来考察
[04160.26-04166.62] 第四个,我们所说的到行内行,四大到行系统的注意下我们国家的北斗,它是一个细节
[04166.62-04169.54] 这就是我们所说的,你关于人造地球卫星
[04169.54-04174.26] 在无人好点起当中除了人造地球卫星,这边我们还讲到了空间探测
[04174.26-04177.82] 在空间探测里面,大家注意下,我们主要讲的是什么呢?
[04177.82-04181.98] 主要在空间探测当中,就是在这里没有展开
[04181.98-04187.38] 框菊炭测气里面,大家注意一下,我们其实是有两个非常重要的点的
[04188.28-04192.88] 一个就是我们可能要在框菊炭测气当中给大家去讲到一会儿
[04192.88-04197.36] 在我们提到的那个天问,还有我们所说的这个
[04198.22-04202.48] 常隔工程,所以这两个是比较重要的,所以就框菊炭测,这是无人
[04202.48-04208.74] 在人当中的主要就是神州,然后我们就根据神州它的一个基本的情况
[04208.74-04210.74] 这个也没有展开
[04210.74-04212.74] 这种你看看这里都有圈圈
[04212.74-04214.74] 其实都也大家去做好了标助
[04214.74-04216.74] 想大家还回顾一下结果我
[04216.74-04218.74] 在这里放在这给他忘了给他展开了
[04218.74-04220.74] 我这是结了图
[04220.74-04222.74] 这里面无所说的在人航天
[04222.74-04225.74] 我们都知道从11一直到16
[04225.74-04228.74] 他御时的中国航空航天的3步走
[04228.74-04232.74] 这3步第一个在人第二初藏家家就会对接
[04232.74-04234.74] 第三个就是在北京造
[04234.74-04242.94] 在我尖造的是12,一直到10,我们所说的14完成了在我尖造
[04242.94-04246.54] 15和16是不是就到了运营随段了,这是在人好天
[04246.54-04249.34] 那我说了在我尖造,见什么,见空间站
[04249.34-04251.54] 所以没有讲了空间站的基本形态
[04251.54-04253.94] 大家要注意一下这两个点是比较重要的点
[04253.94-04256.34] 这是好天气技术,只是第二个
[04256.34-04260.54] 那讲了好天气呢,我还要讲避免坚测,但避免坚测不是一个考点
[04260.54-04262.18] 那大家放过它就行了
[04262.18-04264.54] 这三样技术被称为空间技术的
[04264.54-04266.18] 三大之主
[04266.18-04268.06] 那这是我们所说的空间技术
[04268.06-04268.98] 那除了这个之外
[04268.98-04271.54] 我们又讲到了这种航片发射场
[04271.54-04275.46] 航片发射场就是要把我们原本的火箭也好在人
[04275.46-04277.98] 航片的这些东西好发射到太空当中去
[04277.98-04279.26] 那就需要航片发射场
[04279.26-04281.46] 我们一共是五大航片发射基地
[04281.46-04282.50] 那大家就要知道
[04282.50-04285.58] 他们的位置以及他们的特点
[04285.58-04287.18] 我们刚才对大家讲过
[04287.18-04289.66] 所以这种空间技术能给大家去整理
[04289.66-04290.98] 放在那个导徒章中了
[04290.98-04292.58] 我还是给大家说的那一块
[04292.58-04293.98] 整个思维导徒
[04293.98-04295.62] 它就是一个知识导演
[04295.62-04297.94] 幻用它说它就是一个知识观念词的体验
[04297.94-04299.66] 有导徒会更清晰性
[04299.66-04302.78] 这次我们所说的有关于空间技术
[04302.78-04303.78] 空间技术
