[00000.00-00002.52] 我们接着来往下看
[03296.22-03297.42] 我也知道我受期待了
[03297.42-03297.78] 对吧
[03297.78-03298.94] 然后我是我形势撤销权
[03298.94-03300.10] 我在心里墨念
[03300.10-03301.90] 很我要形势撤销权
[03301.90-03304.54] 我要把这个房子卖给你
[03304.54-03305.66] 我要把这个房子退给你
[03305.66-03306.42] 把钱还给我
[03306.42-03307.66] 我在心里墨墨的说
[03307.66-03308.86] 那这种情况之下
[03308.86-03309.98] 法律会不会保护我
[03309.98-03310.66] 不会
[03310.66-03311.90] 因为你要形势要权
[03311.90-03312.74] 我要吗
[03312.74-03313.90] 是想法院起诉你
[03313.90-03314.42] 要吗
[03314.42-03317.46] 咱俩在河通当中约定重裁的话我去重裁你
[03317.46-03319.90] 只有通过这样的方式才叫做形式超缺
[03319.90-03321.86] 所以形式超缺的方式
[03321.86-03323.06] 本标注意下
[03323.46-03325.16] 叫做货塑或裁
[03325.16-03325.70] 货塑或裁
[03325.70-03326.82] 你如果在心里说
[03326.82-03327.54] 哎呀
[03327.54-03328.58] 我要撤销
[03328.58-03329.22] 我要撤销
[03329.22-03330.22] 反率不完美
[03330.22-03330.54] 对了
[03330.54-03332.10] 所以在这里打扰注意下
[03332.10-03332.50] 好
[03332.50-03333.94] 这个是可撤销的名式
[03333.94-03334.78] 法律性委
[03334.78-03335.38] 那到这呢
[03335.38-03337.06] 我们就把民事法律性委的效力
[03337.06-03338.34] 给大家说完了
[03338.34-03339.82] 咱们简单的回忆一下
[03339.82-03341.58] 民事法律性委的效力分潮
[03341.58-03342.06] 五个
[03342.06-03342.78] 第一个叫做
[03342.78-03344.50] 有效的明式法律行为
[03344.50-03345.46] 我们说了几个字
[03345.46-03348.34] 四个字 强 功 主
[03348.34-03350.82] 一 你只要能够怀应出来就行了
[03350.82-03353.90] 不为反法律强制定不为被工区量所
[03353.90-03356.14] 主体和格 主体和国人就够
[03356.14-03357.22] 挂在哪个点上
[03357.22-03358.70] 咱们讲到的
[03358.70-03360.14] 完全明式行为能力人
[03360.14-03361.42] 现代明式行为能力人
[03361.42-03362.74] 以及无名是行为能力人
[03362.74-03363.94] 内无句话的总结上
[03363.94-03364.90] 就要主体和格
[03364.90-03366.58] 意思表示真实 这是有效
[03366.58-03368.18] 无效就是他的背面
[03368.18-03370.30] 无效的话就是强工主义
[03370.30-03371.22] 热 对吧
[03371.22-03373.82] 这个强弄主义就不要求在无效当中
[03373.82-03375.18] 不要求意思表示真实
[03375.18-03376.92] 而是意思表示虚假
[03376.92-03378.58] 恶指的是什么恶意传统
[03378.58-03379.74] 你就记吃回后
[03379.74-03380.14] 对吧
[03380.14-03383.78] 吃回后是非常典型的恶意传统的战友情况
[03383.78-03384.70] 那这是无效
[03384.70-03385.90] 那没有讲了什么呢
[03385.90-03386.62] 效力带定
[03386.62-03387.62] 就是这个事情
[03387.62-03388.94] 它发生了之后
[03390.18-03392.22] 它到底发发生法律效果
[03392.22-03393.42] 那这咱不一定
[03393.42-03394.78] 那效力带定只有两个
[03394.78-03397.26] 第一个就是限制迷失行为能力人
[03397.26-03398.70] 超出它的什么
[03399.70-03400.82] 在这里大家注意一下
[03400.82-03405.16] 是限制民事行为能力人超出它的能力范围的
[03405.16-03412.98] 限制民事行为能力人超出它的能力范围前进的双方民事法律合同
[03412.98-03416.20] 效力代定要等第三人之一任他之任了有效
[03416.20-03419.72] 拒绝拒任无效第二就是无权案代理
[03419.72-03422.08] 好 那这个就叫做效力代定
[03422.08-03426.42] 还有就是我们所说的可撤销的可撤销的民事法律合同
[03426.42-03428.24] 就是核动成立生销了
[03428.24-03429.80] 但是因为存在销里显
[03429.80-03431.80] 我们所说的意思表示的瑕疵
[03431.80-03433.64] 这种手机可以形使撤销权
[03433.64-03436.68] 让河洞从新毁规到我们所说的什么
[03436.68-03438.28] 河洞成立之前的状态
[03438.28-03440.56] 所以可撤销重大物权
[03440.56-03441.88] 显示公平
[03441.88-03443.96] 而我们所说的欺账以及写破
[03443.96-03445.32] 这个属于可撤销
[03445.32-03447.76] 可撤销的河洞一旦撤销了干嘛
[03447.76-03449.12] 就是自使无效的
[03450.88-03453.04] 就是自使无效的
[03453.04-03456.00] 我们所说的销里带进的河洞也是一样的
[03456.00-03458.04] 它如果被拒绝之人的话也是
[03458.04-03458.76] 這是無效的
[03458.76-03462.38] 那自主無效就意味著要回到河通成立之前的狀態
[03462.92-03465.38] 好 那這個就是可撤銷的民視法律行為
[03465.38-03466.68] 那了解了這麼多
[03466.68-03468.42] 那我們就來看一下題目吧
[03468.42-03470.88] 說王猛同們注意一下16歲
[03470.88-03474.88] 做題的時候一定要能夠徒勢拆解法律關係
[03474.88-03477.08] 那就要畫詞一定要動筆畫
[03477.08-03478.94] 王猛16歲同們告訴我
[03478.94-03482.44] 完全明是行為的力量限制還是無緬
[03482.44-03483.44] 限靈敗
[03483.44-03513.40] 线名,我们说了,我们说了,红粒的行为,如果说,行为能力相适应的行为,抽出它的行为能力的单方法的行为,无效,抽出它的能力范围的双方明是法律行为效力的,但我们来看一下他做了啥事,你看你要能够,什么叫做徒势体系,我们就说了。
[03513.44-03517.80] 只是就要能够从你学的这个点里面一层一层去往外推
[03517.80-03519.92] 你做提的时候又是做法律题目的时候
[03519.92-03523.44] 就画一画鞋一鞋圈一圈 它修过金人
[03523.44-03527.02] 所以在这里咱们来看一下16岁长得像成年人
[03527.02-03528.52] 这种对线成熟
[03528.52-03530.08] 12人17年9月1号
[03530.08-03533.60] 说王某用10万块钱人民币在说这品店购买了
[03533.60-03535.96] 因为赚借雙方米是法律性位
[03535.96-03538.38] 在哪呢?在这了看一下
[03538.38-03539.68] 雙方米是法律性位
[03539.68-03542.92] 对吧,它发钱赚借店把赚借给它
[03542.92-03547.12] 共乃一个赞借送给他16岁的流墨作为生日
[03547.12-03551.42] 对吧 那你看 猛猛一套製品店 购买的赞借买买贺通效率如何
[03551.42-03555.92] 超越它能力范围的双方明是法律性为效率
[03555.92-03558.92] 对不对 所以你看 就是往里扣
[03558.92-03562.72] 我说了 为什么要被这些药架 就是为了把它回后进去
[03562.72-03564.92] 所以效率在地地旋
[03564.92-03567.92] 第二体来下来属于无效无效 几个字
[03567.92-03568.92] 5個字 牆
[03570.12-03571.72] 公主
[03571.72-03573.92] 意思表示 虛假恶惡一傳統
[03573.92-03574.92] 來看一下
[03574.92-03576.20] 只要符合這5個字
[03576.20-03578.16] 當中任何一個都屬於五校的
[03578.16-03579.28] 來看一下一選項
[03579.28-03580.40] 說七歲的小王
[03580.40-03581.84] 將父親的高級相機
[03581.84-03583.80] 一五千元的價格
[03583.80-03585.32] 然後我們所說的什麼
[03585.32-03587.12] 賣給二手電
[03587.12-03588.00] 來通過關鍵詞
[03588.00-03590.60] 幾歲七歲的屬於什麼
[03590.60-03592.80] 無限之名是無名是行為能源
[03592.80-03594.88] 無名是行為能力人行使的
[03594.88-03597.24] 法律行為一律無效
[03597.24-03600.88] 所以A選項你看是不是主體不合格啊
[03600.88-03601.40] 對吧
[03601.40-03603.56] 就是我們所說的無敏是行為能力人的
[03603.56-03604.80] 所以賣給老二手電
[03604.80-03607.48] 民視法律行為有沒有效無效啊無效
[03607.48-03609.36] 所以這要提A選項的選
[03609.36-03611.64] 並且像小紅的夫婿叫小紅
[03611.64-03615.36] 關押在房間內數日逼迫期大應了
[03615.36-03618.96] 同們逼迫屬於什麼屬於寫迫的
[03620.12-03622.28] 屬於寫迫的那寫迫
[03622.28-03623.84] 它屬於什麼樣的行為
[03623.84-03625.96] 它屬於可測銷的行為
[03625.96-03627.96] 而可撤銷的民事法律行為
[03627.96-03631.06] 放在婚姻黨中變成了可撤銷的婚姻
[03631.06-03633.70] 可撤銷的民事法律行為放在合同當中
[03633.70-03635.50] 就叫做可撤銷的合同
[03635.50-03636.46] 明白了吧
[03636.46-03639.10] 所以我們說了民事法律行為是抽象的
[03639.10-03640.50] 他是紅官的
[03640.50-03642.38] 而我們所設的他的具體的擁有用
[03642.38-03645.50] 就運用在我們所說的合同婚姻繼承等等
[03645.50-03647.54] 他是一般以個別之間的關係
[03647.54-03649.32] 其實大家如果掌握好了
[03649.32-03650.12] 我們所說的
[03650.12-03651.58] 民事法律行為的效力
[03651.58-03653.18] 你會發現在學合同的時候
[03653.18-03655.46] 就能够非常轻松的去理解
[03655.46-03657.10] 为什么核通是可撤销的
[03657.10-03658.30] 为什么核通是无销的
[03658.30-03660.06] 所以在这里可鞋破
[03660.06-03661.34] 鞋破可撤销
[03661.34-03662.54] 所以逼选项不行
[03662.54-03664.66] 虽然像小红称
[03665.66-03667.54] 这个小租家里要继续用钱
[03667.54-03669.26] 说是一幅台地加那样的自己
[03669.26-03670.58] 称人之位
[03671.30-03672.90] 同时们称人之位是啥
[03672.90-03674.78] 称人之位是我们所说的
[03674.78-03675.98] 显示公平
[03675.98-03677.10] 所以所以选项不能选
[03677.10-03678.42] 定下像小张
[03678.42-03679.82] 将500万元的
[03680.82-03682.58] 合同答应成了500
[03682.58-03683.86] 和答案上了5百
[03683.86-03685.64] 答案上了5百雙方签断了
[03685.64-03686.16] 和同
[03686.16-03688.98] 从5百万到5百块钱
[03688.98-03690.26] 是个天差地点
[03690.26-03691.28] 这是属于什么
[03691.28-03692.82] 这属于我们所说的
[03692.82-03693.34] 第一个
[03693.34-03694.60] 这中达物解了
[03694.60-03695.90] 中达物解属于什么
[03695.90-03696.92] 中达物解属于
[03696.92-03697.68] 可
[03697.68-03698.72] 车销的
[03698.72-03699.98] 明是法律行为
[03699.98-03703.06] 所以在这里面它也不属于我们所说的无效
[03703.06-03704.86] 无效的就是强功主义
[03704.86-03706.38] 恶你要对上就行了
[03706.38-03707.92] 所以第二体选择的是
[03707.92-03709.98] 这我们就把整个
[03709.98-03711.00] 明是法律
[03711.00-03712.02] 行为的
[03712.02-03715.10] 秀利,就给大家说完了,在整个迷事法律行为
[03715.10-03720.22] 这个截当中咱们讲了两个点,第一个我们说了,迷事法律行为
[03720.22-03723.22] 他是引起迷事法律关系的一个情况
[03723.22-03726.50] 我们把能够引起迷事法律关系的这些称率位叫做
[03726.50-03729.42] 迷事法律
[03730.46-03731.42] 事实
[03731.98-03737.10] 对不对,而迷事法律事实有两个,一个是行为,一个是事件
[03738.26-03741.46] 那事件当中的有包括,在事件和事件,
[03741.46-03742.94] 这两个社人控制不了的
[03742.94-03747.06] 而在行为当中我们才讲了有民事法律行为
[03747.06-03750.94] 然后在民事法律行为咱们就讲了有效的民事法律行为
[03750.94-03752.38] 无效的民事法律行为
[03752.38-03754.54] 效力带定的民事法律行为
[03754.54-03757.54] 一节可撤销的民事法律行为
[03757.54-03760.10] 好 到这我们只要把这个框架里分清楚
[03760.10-03762.22] 能够去分能够去往里对
[03762.22-03764.66] 就像做公式提仰往里去对
[03764.66-03766.94] 这有时候他就没有什么太大的问题了
[03766.94-03768.62] 所以这一件到这就结束了
[03768.62-03773.38] 同時回去了的時候也要把這一節去做一個簡單的道土的
[03773.38-03775.92] 這樣一個我們所說的啥呢
[03775.92-03777.26] 就是自己去輸了一個道土
[03777.26-03779.06] 那大家數理完了這個道土之後呢
[03779.06-03780.98] 也可以把大家自己輸了一個道土呢
[03780.98-03782.90] 留在評論區當中會司法給我
[03782.90-03785.14] 然後會看一看有沒有什麼問題
[03785.14-03788.10] 那希望能夠讓大家通過這樣一個輸了
[03788.10-03789.58] 對這個支點能更清晰
[03789.58-03790.10] 好
