[00000.00-00004.90] 國民革命時期講完之後我們來看一下第二個階段
[02811.46-02812.42] 这是搭导军法
[02812.42-02813.02] 处内乱
[02813.02-02814.26] 并不是那么容易的
[02814.26-02814.72] 军法
[02814.72-02815.58] 手力有军队
[02815.58-02816.62] 那我们怎么样
[02816.62-02817.74] 能够搭导军法
[02817.74-02818.26] 我们说了
[02818.26-02819.22] 那联合一些
[02819.22-02820.50] 可以联合的力量
[02820.50-02821.38] 于是我们就开始
[02821.38-02822.38] 想着去干嘛
[02822.38-02823.10] 搞联合
[02823.10-02824.06] 联合谁
[02824.06-02824.86] 联合国民党
[02824.86-02826.74] 去搞国民革命
[02826.74-02828.66] 那联合国民党搞国民革命
[02828.66-02830.62] 怎么办 先开会讨论一下呗
[02830.62-02832.42] 看一下咱们怎么跟着联合
[02832.42-02835.02] 说我们要一个人身份加入国民党
[02835.02-02837.38] 我们想加入人家人家同同意
[02837.38-02839.06] 来看人家的看法
[02839.06-02840.50] 所以召开了国民党
[02840.50-02842.98] 一大1924年虽然先生召开的
[02842.98-02844.58] 那国民党一大提到了一个
[02844.58-02846.58] 叫做联合联合联合服住農宫
[02846.58-02847.94] 新三年主义 对吧
[02847.94-02849.90] 是对就三民主义的修正
[02849.90-02851.26] 所以新又三民主义
[02851.26-02851.98] 大家注意一下
[02851.98-02852.58] 我给大家说了
[02852.58-02854.38] 去处打鸿市啥 对吧
[02854.38-02855.98] 创丽民国是啥平均地钱
[02855.98-02857.54] 是啥 他和现在的
[02857.54-02858.82] 新三民主义的不同
[02858.82-02860.34] 咱们在前面讲过 对吧
[02860.34-02861.70] 那国民党一大就意味着
[02861.70-02864.82] 国共第一次合作正式行丑
[02864.82-02866.90] 那国共第一次合作行丑之后
[02866.90-02868.50] 那开始怎么样搞北法
[02868.50-02871.30] 于是1926年发动了北法战争
[02871.30-02873.34] 北法战争在这种情况之下
[02873.34-02875.94] 本来可以生存力的进行下去
[02875.94-02877.30] 战力已经忍 对吧
[02877.30-02879.62] 但是需要和敲武反革命政变
[02879.62-02882.22] 国共第一次合作全面破裂
[02882.22-02884.26] 在这里面412是什么
[02884.26-02886.06] 是部分失败
[02886.06-02887.46] 是转折
[02887.46-02888.62] 而敲武是什么
[02888.62-02890.46] 敲武是最后破裂
[02890.46-02892.94] 所以在这里面完全失败了
[02892.94-02895.14] 那这是我们所说的国民革命
[02895.14-02896.18] 国民革命换句话说
[02896.18-02898.54] 我们被人被刺了 对吧
[02898.54-02899.38] 412敲武
[02899.38-02901.50] 那这种情况中国共产的不可能
[02901.50-02902.22] 闷生的
[02902.22-02902.98] 就让人说
[02902.98-02904.14] 怎么起伏都行
[02904.14-02906.46] 所以在半月之后发动了什么
[02906.46-02907.46] 难常起意
[02907.46-02908.90] 半一难常起意的发动
[02908.90-02909.70] 其实标志着
[02909.70-02911.90] 中国共产党开始探索自己的
[02911.90-02912.94] 道路去发展
[02912.94-02915.82] 这个时期就叫做土地革命使弃
[02915.82-02917.54] 那探索自己的道路首先
[02917.54-02918.70] 手里的有军队
[02918.70-02921.06] 所以在这里们提到了南昌起意
[02921.06-02922.66] 叫人民军队创建
[02922.66-02925.10] 叫做发端与南昌起意
[02925.10-02926.94] 电机于三个改变
[02926.94-02928.02] 并行员
[02928.02-02928.74] 骨填
[02928.74-02929.58] 会议 对吧
[02929.58-02930.54] 所以在这里面
[02930.54-02932.42] 这是它的总体的思路
[02932.42-02934.70] 南昌起的内容在这里不多说了
[02934.70-02937.42] 我们都知道南昌起一个星期之后开始干嘛
[02937.42-02938.26] 开会
[02938.26-02938.90] 反思
[02938.90-02940.46] 为什么会出现这些问题
[02940.46-02941.90] 所以有87回忆
[02941.90-02943.14] 87回忆的内容
[02943.14-02944.18] 非常重要
[02944.18-02945.94] 第一个总方针
[02945.94-02946.86] 土地革命
[02946.86-02947.94] 武装反国民党
[02947.94-02949.30] 武装反国民党
[02949.30-02950.38] 手里的武枪
[02950.38-02952.06] 所以提到了枪改的旅出政权
[02952.06-02953.38] 并且在这一次提到了
[02953.38-02955.74] 我们要把车楼起一所为主要任务
[02955.74-02956.78] 于是我们就讲了
[02956.78-02958.14] 车楼起一反会事
[02958.14-02959.34] 共大厂山
[02959.34-02960.86] 大营了没打营
[02960.86-02961.70] 说了怎么办
[02961.70-02962.46] 退回去
[02962.46-02964.14] 所以又退回到了门家事
[02964.14-02966.62] 咱们家事的时候提到了战略中心转去的
[02966.62-02967.50] 去弄村
[02967.50-02968.38] 去弄村
[02968.38-02969.50] 在这种情况之下
[02969.50-02970.30] 就给到了
[02970.30-02971.50] 去弄村干嘛
[02971.50-02972.30] 去弄村一旦
[02972.30-02973.10] 机到山里
[02973.10-02974.14] 人都跑了
[02974.14-02975.18] 所以在这里面
[02975.18-02976.78] 才进行了三个改变
[02976.78-02978.06] 三个改变在这里提到了
[02978.06-02980.46] 就是党对军队的绝对领导
[02980.46-02982.30] 政治和组织上的领导
[02982.30-02984.06] 如何时间组织上的领导
[02984.06-02985.58] 直部建在联上
[02985.58-02986.78] 第二个点就是
[02986.78-02988.06] 去弄轸村之后
[02988.06-02989.58] 去弄村干嘛
[02989.58-02991.66] 建设自己的革命根据地
[02991.66-02992.62] 所以我们在后面
[02992.62-02994.62] 才提到了革命根据地的建立
[02994.62-02995.66] 三个改变
[02995.66-02996.62] 三个改变
[02996.62-02998.30] 只是在这种情况之下
[02998.30-02999.58] 它是有了
[02999.58-03000.46] 我们所说的
[03000.46-03001.42] 一定的发展
[03001.42-03002.46] 就是让军队知道
[03002.46-03003.82] 为谁抗强为谁打招了
[03003.82-03004.94] 而正式人民军队的
[03004.94-03005.90] 确实在
[03005.90-03006.86] 骨填会议
[03006.86-03008.06] 所以骨填会议两个点
[03008.06-03008.54] 第一个
[03008.54-03009.82] 创建新型人民军队
[03009.82-03010.78] 是什么军队
[03010.78-03011.50] 人民军队
[03011.50-03012.14] 人民军队
[03012.14-03012.86] 党只会
[03012.86-03014.06] 所以思想见到
[03014.06-03014.70] 第二个党
[03014.70-03015.50] 直到军队
[03015.50-03016.62] 叫政治建军
[03016.62-03019.26] 那确定党队军队的绝对领导
[03019.26-03019.98] 它形成了
[03019.98-03021.10] 书面绝议
[03021.10-03022.22] 叫骨填会议
[03022.22-03023.42] 那这是我们所说的
[03023.42-03024.62] 人民军队的创建
[03024.62-03025.18] 创建
[03025.18-03025.74] 所以人民军队
[03025.74-03026.22] 我们所说的
[03026.22-03026.50] 进込
[03026.50-03027.22] 萤职的
[03027.22-03027.74] 革命
[03027.74-03028.38] 根据地
[03028.38-03029.02] 所以我们见了
[03029.02-03029.90] 警杠山
[03029.90-03030.30] 有
[03030.30-03031.34] 中央苏奇
[03031.34-03031.98] 最后
[03031.98-03032.86] 在1931年
[03032.86-03033.58] 10月的时候
[03033.58-03034.02] 我们开始
[03034.02-03034.54] 和国民党
[03034.54-03035.26] 分停抗力
[03035.26-03035.94] 建立了自己的
[03035.94-03036.86] 随爱政权
[03036.86-03037.74] 那觉得国民党
[03037.74-03038.94] 它会做事不理吗
[03038.94-03039.50] 并不会
[03039.50-03040.22] 所以在这里
[03040.22-03041.42] 开始微教我们
[03041.42-03042.62] 于是第五次反微教
[03042.62-03043.10] 失败
[03043.10-03044.14] 红军开始背破
[03044.14-03044.94] 长征
[03044.94-03046.62] 路线要一路北上
[03046.62-03047.50] 非常休选
[03047.50-03048.78] 所以从相江战疫
[03048.78-03049.66] 开始北上
[03049.66-03050.46] 到了跪州
[03050.46-03051.42] 然后四多
[03051.42-03052.06] 赤水
[03052.06-03052.78] 然后
[03052.78-03054.26] 进沙江大度和
[03054.26-03055.34] 然后一路北上
[03055.34-03056.78] 到达山北武器阵
[03056.78-03057.82] 第一阶段结束
[03057.82-03058.94] 再到干诉会领
[03058.94-03060.06] 第二阶段结束
[03060.06-03061.10] 红军
[03061.10-03062.30] 长征圣理结束
[03062.30-03063.18] 在这里面
[03063.18-03064.30] 我们所说到的
[03064.30-03065.42] 长征当中有一个
[03065.42-03066.70] 非常重要的会议
[03066.70-03067.42] 就叫做
[03067.42-03068.06] 尊议会议
[03068.06-03069.18] 尊议会议的内容
[03069.18-03070.86] 大家一定要注意一下
[03070.86-03072.78] 这是我们所说的土地
[03072.78-03073.66] 革命事情
[03073.66-03075.18] 我们就把前两个时期的点
[03075.18-03075.90] 给大家
[03075.90-03076.94] 书里好了
[03076.94-03077.50] 同时没
[03077.50-03079.66] 也一定要演这帳的一个主线思路
[03079.66-03080.70] 把它去
[03080.70-03081.82] 据到心里
[03081.82-03084.06] 也就是要有这样一个框架了
[03084.06-03084.86] 有这样一个框架
[03084.86-03085.58] 一这样一个框架
[03085.58-03086.70] 你可以对着框架
[03086.70-03087.66] 一点点去书里
[03087.66-03088.62] 时间很重要
[03088.62-03088.94] 我们说了
[03088.94-03090.54] 以时间世界为主
[03090.54-03092.22] 以人物为父
[03092.22-03093.34] 这次土地
[03093.34-03094.14] 革命事情
