[00000.00-00002.32] 同一番好 我是杰瑞老师
[00002.32-00005.64] 今天我们就要进入到文学知识的学习了
[03427.30-03428.94] 就是在以下属于区院住座的
[03428.94-03430.12] 放在一个选项的种
[03430.12-03430.78] 你要知道
[03430.78-03431.98] 和住座明昌的对应
[03431.98-03432.58] 第二个呢
[03432.58-03434.50] 就说考察一些具体的失聚
[03434.50-03436.22] 其实考察具体失聚呢
[03436.22-03437.30] 是我们最讨厌的
[03437.30-03438.66] 但是它把我会考察一个
[03438.66-03440.66] 所以第二个它会考察一个具体的失聚
[03440.66-03441.22] 在这儿呢
[03441.22-03441.94] 我们要知道
[03441.94-03443.14] 知识有关于区院
[03443.14-03445.58] 它在自身考察的这两个角度
[03445.58-03446.70] 大家要明确
[03446.70-03448.66] 那么就在这里来看一下有关于
[03448.66-03451.02] 它的这几个住座的具体的内容
[03451.02-03451.82] 好吧
[03451.82-03452.66] 那在这里面呢
[03452.66-03454.18] 首先第一个离搜
[03454.18-03455.06] 在离搜中
[03455.06-03456.50] 有一句非常著名的话
[03456.50-03457.42] 大家要知道
[03457.42-03457.98] 就是
[03458.86-03460.54] 常太息以眼替息
[03460.54-03461.98] 愛民生之多間
[03461.98-03462.30] 對吧
[03462.30-03462.90] 叫做
[03462.90-03463.90] 物疆上下的籌所
[03463.90-03464.94] 就類所以這種
[03465.10-03466.66] 那第二個就是天問
[03466.66-03467.50] 這個天問
[03467.50-03468.22] 大家就要知道
[03468.22-03469.82] 它其實是和我們所說的什麼
[03470.50-03471.38] 我們之前給大家講
[03471.38-03472.50] 科技場的時候說了
[03472.50-03473.06] 叫做
[03473.06-03474.02] 問天系列
[03474.02-03474.18] 對吧
[03474.18-03475.22] 其實就來自一天問
[03475.22-03476.02] 在天問當中
[03476.02-03477.22] 問了180個問題
[03477.22-03479.22] 上文天下文地中間問軍王
[03479.22-03480.90] 問司機為什麼會流準
[03480.90-03482.30] 為什麼會有日生
[03482.30-03482.86] 遠落
[03482.86-03484.34] 反正就問了很多的問題
[03484.34-03485.82] 所以在這個地方就要的天問
[03485.82-03487.90] 它和实正当中有一个点
[03487.90-03489.62] 所以在这里面大家注意一下
[03489.62-03491.42] 这是由关于确案当中的
[03491.42-03494.46] 第一个点就是它的具体的注作大家要明确
[03494.46-03496.70] 第二个就是我们要来看一下
[03496.70-03497.54] 由关于区域
[03497.54-03499.18] 它身上还有一些其他的点
[03499.18-03501.02] 就是在这朋友标注一下
[03501.02-03502.98] 在旁边做一个简单的补充
[03502.98-03504.90] 这是我们现在知道区域
[03504.90-03506.98] 它的注作里面有很多
[03506.98-03508.58] 其实写的最好的就是什么
[03508.58-03509.78] 就是理骑
[03509.78-03511.14] 所以在这种情况之下
[03511.14-03512.18] 大家也都知道
[03513.02-03514.62] 我们经常提到区域
[03514.62-03518.34] 我们就知道 屈然所有的住座当中 离骚写了最好
[03518.34-03520.70] 所以我们就把这个骚子拿出来了
[03520.70-03525.14] 我们刚才说了 在中国适个远头当中 还有一个就是我们所说的
[03525.14-03527.82] 时间当中 哪个地方写得最好
[03527.82-03530.46] 时间当中 国风写得是最好的
[03530.46-03532.22] 所以我们就把风拿出来了
[03532.22-03535.46] 所以在这里面就有了我们所说的 风骚
[03535.46-03538.46] 所以风骚一般带纸的 就是我们所说的
[03538.46-03542.42] 住座 风骚自然一般带纸的 就是文人末刻
[03542.42-03544.22] 所以在这里面 大家注意一下
[03544.22-03548.18] 这个地方所给到的风骚来自于什么
[03548.18-03549.30] 这是第二个考点
[03549.30-03550.26] 大家要能够明确的
[03550.26-03551.58] 风骚其实来自于
[03551.58-03554.66] 时间当中的国风以及区元所写的
[03554.66-03555.94] 历骚只是第二点
[03555.94-03557.22] 这个大家应该都明确
[03557.22-03560.94] 第三一个就是会考察人物还有点辜的对应
[03560.94-03562.38] 我把这个点辜写在上面
[03562.38-03562.66] 好吧
[03562.66-03565.14] 它的对应考察除了考证做还有点辜
[03565.14-03566.14] 那这个点辜呢
[03566.14-03567.26] 一般情况就是靠
[03567.26-03568.58] 去年和哪个节日有关
[03568.58-03569.18] 那大家就知道
[03569.18-03570.90] 去年和短午节有关
[03570.90-03572.22] 最后国破之后
[03572.22-03574.50] 他没有办法调了秘罗江
[03574.50-03575.70] 调了秘罗江之后
[03575.70-03576.94] 大家都很喜欢区员
[03576.94-03578.74] 因为区员爱民
[03578.74-03579.54] 对吧
[03579.54-03583.14] 我们说了当时的大区员的评价
[03583.14-03583.94] 非常的高啊
[03583.94-03585.90] 就认为区员他是一个数人
[03585.90-03587.70] 所以当时区员投降自杀之后
[03587.70-03589.38] 很多人自发的组成
[03589.38-03590.66] 传对去楼塔
[03590.66-03592.02] 所以就有了无所说的
[03592.02-03592.98] 端物件
[03592.98-03594.30] 为什么说吃肉子呢
[03594.30-03595.42] 因为当时是怕那个
[03595.42-03597.58] 将里的鱼砂把区员的身体吃掉
[03597.58-03598.50] 所以就往那个
[03598.50-03599.70] 将里面去争东西
[03599.70-03600.86] 然后就给他们吃
[03600.86-03602.18] 所以在这里就有了
[03602.18-03605.56] 这个就是我们所说的端午节是巨年区缘的
[03605.56-03607.30] 那像这样的话大家都知道
[03607.30-03608.54] 所以这是前三个点
[03608.54-03610.12] 第四个点就是在这儿
[03610.12-03611.34] 需要同们补充一下
[03611.34-03612.06] 这是我说了
[03612.06-03613.44] 它还有一口茶
[03613.44-03616.54] 人物它的注作和具体剧组的对应
[03618.38-03619.98] 首先第一个咱们来看看
[03619.98-03621.64] 第一个就是我们所说的这个
[03621.64-03622.34] 离骚
[03622.34-03623.62] 这是我们所说的离骚
[03623.62-03625.10] 任何离骚有两句话
[03625.10-03626.18] 需要同们必须掌握
[03626.18-03629.66] 第一个叫长太西、演、替西、艾米、甚至波间
[03629.66-03631.90] 有一年在国口考什么呢
[03631.90-03634.14] 考过托平公监表彰总结大会
[03634.14-03636.10] 在那个里面就给到了说
[03636.10-03637.90] 从5月年前的区员
[03637.90-03639.46] 跨了一条线 写上圈一
[03639.46-03641.86] 然后再到肚腐 跨了一条线 写上圈
[03641.86-03644.98] 再到圈三 孙中还线上分别三句话
[03644.98-03647.02] 其中画到区员的那句话就是什么
[03647.02-03650.14] 长太西面气 验替西艾民生制多件
[03650.14-03651.58] 其实就是敢开什么
[03651.58-03652.38] 老百姓生活
[03652.38-03654.66] 他真的是一个非常艾民的这样一个人
[03654.66-03658.66] 所以叫长太西 验替西艾民生制多件
[03658.66-03659.66] 这是第一个
[03659.66-03663.62] 第二名就是路漫漫其休遠西無江上下而求所
[03663.62-03665.94] 這也是在李騷當狀非常著名的
[03665.94-03668.06] 這樣一句話也需要同樣去理他
[03668.06-03670.30] 標注在旁邊就寫下來
[03670.94-03671.94] 也標注一下
[03671.94-03674.78] 體現了他對真理的這樣一種可求
[03674.78-03678.22] 路漫漫其休遠西無江上下而求所殺手是個頭亂
[03678.46-03680.50] 這是我們所說的李騷
[03680.50-03681.02] 這在這
[03681.02-03681.94] 大家注意一下
[03681.94-03683.66] 第二名就是不要常見
[03683.66-03684.74] 它寫了一首
[03684.74-03686.54] 做叫做娛富
[03686.54-03688.94] 也有稱之為叫做娛富的
[03688.94-03691.46] 在这里面有两句话需要同时去掌握
[03691.46-03693.74] 第一句话叫举示接着我读轻
[03693.74-03695.30] 重人接着我读性
[03695.30-03697.70] 第二句话就叫双浪资水清洗
[03697.70-03699.58] 可以着无音
[03699.58-03701.90] 双浪资水着洗也可以
[03701.90-03703.18] 着无足
[03703.18-03704.30] 这里面其实是这样的
[03704.30-03705.14] 这是当年
[03705.14-03706.38] 就是去年到年
[03706.38-03707.90] 大概66岁吧
[03707.90-03708.90] 去年到年
[03708.90-03711.34] 工严前227年了
[03711.34-03713.14] 差不多就是66岁左右
[03713.14-03715.14] 当时去源已经被流放了
[03715.14-03717.38] 后来他就走到一个江边
[03717.38-03719.46] 当时就碰到打鱼的老翁
[03719.46-03721.82] 打鱼的老翁就开收于网的时候
[03721.82-03724.18] 看到有一个男子站在那个江边
[03724.18-03727.46] 当时老翁就照到男子的身边
[03727.46-03729.34] 看了一会儿一眼就认出来
[03729.34-03732.42] 这个人就是我们所说的区域
[03732.42-03735.14] 后来那个老翁就给区域败了一半
[03735.14-03736.10] 败了一半之后
[03736.10-03738.10] 区域给他骨手回了个礼
[03738.10-03739.78] 然后老翁就问他
[03739.78-03742.02] 说您为什么会在这里
[03742.02-03743.86] 当时区域就说
[03743.86-03746.42] 这个事实我没有地方可以区
[03746.42-03749.30] 你就沒有任何地方可以融得下握了
[03749.30-03751.64] 所以我被流放飄補支持
[03751.64-03753.64] 當時老人就跟他說
[03753.64-03755.12] 他說你作為一個社人
[03755.12-03756.58] 你不應該是這樣的
[03756.58-03757.88] 說社人可不是
[03757.88-03759.58] 應該像您現在這個樣子
[03759.58-03762.48] 說社人應該是隨世俗的風氣
[03762.48-03764.18] 隨世改變自己的看法的
[03764.18-03766.20] 要深縮自如
[03766.20-03767.18] 眾人接著
[03767.18-03769.00] 為什麼你不能混同在裡面
[03769.00-03770.30] 就是大家都抓虎透
[03770.30-03772.18] 你為什麼不能難都虎透一回呢
[03772.18-03773.14] 當時去源啊
[03773.14-03774.06] 就說了一下
[03774.06-03775.58] 當時去源就幹嘛呢
[03775.58-03777.82] 当时说了叫心目者必谈惯
[03777.82-03779.10] 这刚喜欢头
[03779.10-03780.50] 一定是洗头的人
[03780.50-03781.34] 一定是党弹
[03781.34-03782.54] 帽子上的灰
[03782.54-03784.22] 再去带上这个帽子
[03784.22-03785.86] 却然说叫心预者
[03785.86-03788.78] 必正一说新鞋洗脑出来的人
[03788.78-03790.06] 他必须把衣服抖了抖了
[03790.06-03791.06] 他才要穿
[03791.06-03793.58] 他说安能以身之茶茶
[03793.58-03795.74] 受物之温溫者户
[03795.74-03797.94] 他说我怎么就能够随不主流呢
[03797.94-03799.58] 后来他说我做不到
[03799.58-03800.22] 他说
[03800.22-03802.34] 所以当时就说了一句话说什么
[03802.34-03804.78] 说叫举世接着我读青
[03804.78-03807.60] 重人接罪我毒性说我做不到
[03807.60-03808.60] 说如果
[03809.10-03811.70] 一定让我和私族同流合物的话
[03811.70-03814.00] 让我省清我的张的一些想法的话
[03814.00-03815.28] 你可去死
[03815.28-03816.62] 所以他说他做不到
[03816.62-03817.84] 后来老温啊
[03817.84-03819.00] 就在那个江边圈了
[03819.00-03819.50] 好长时间
[03819.50-03821.00] 但屈然到时听不进去
[03821.00-03822.24] 老温的圈不动
[03822.24-03823.22] 圈不动就不圈了
[03823.22-03824.10] 累了疲悲了
[03824.10-03824.34] 对吧
[03824.34-03825.90] 老温就华着存走了
[03825.90-03826.90] 老温一走
[03826.90-03829.22] 屈然当时就放生大倉雷手
[03829.22-03830.00] 叫什么呢
[03830.00-03830.82] 就要做
[03830.82-03832.72] 倉浪之水清洗
[03832.72-03834.04] 可以着无音
[03834.04-03837.84] 操浪之水 主席可以着入族
[03837.84-03840.28] 在这里就写了这样的一句话
[03840.28-03842.36] 所以这个出自于确言的语服
[03842.36-03843.44] 或者于服
[03843.44-03845.28] 在这里面有两句话
[03845.28-03846.28] 大家要给它知道
[03846.28-03847.80] 第一个举示接着我读情
[03847.80-03848.84] 中人接着有读情
[03848.84-03852.72] 第二 操浪之水清洗 操浪之水 主席
[03852.72-03854.28] 确实没有办法设计
[03854.28-03855.68] 它心中这样的一个信仰
[03855.68-03857.32] 对国家的这种热爱
[03857.32-03860.16] 这是我们所说的这样的一个语服
[03860.16-03862.20] 所以确实一直处在背流放
[03862.20-03865.44] 他流放的路線其實是一直向東邊走的
[03865.44-03866.72] 一直向東的
[03866.72-03868.68] 而我們到了後面的時候大家都知道
[03868.68-03872.80] 這是他走到大幹什麼時候
[03872.80-03874.52] 他走到大幹是到了
[03874.52-03876.80] 漂裹到了密羅江這一代的時候
[03876.80-03878.36] 他我說了他都逐漸向東
[03878.36-03879.80] 興趣向北向向西嘛
[03879.80-03880.84] 但是沒有辦法
[03880.84-03883.08] 後來他就在流放的是過程當中
[03883.08-03884.28] 他就聽說了一件事情
[03884.28-03885.08] 什麼事呢
[03885.08-03886.20] 就是
[03886.60-03889.60] 請我把楚國的國度給破了
[03889.60-03891.80] 當時是誰破了楚國的國度呢
[03891.80-03894.88] 就大家知道杀人模 杀人模 白期
[03894.88-03896.84] 那大家知道白期的战机
[03896.84-03899.12] 也真的就是图承的战机
[03899.12-03900.24] 大家应该都知道
[03900.24-03901.64] 当年的时候
[03901.64-03904.36] 秦国和韩国和弊国打的时候
[03904.36-03906.40] 当时24万人 全部杀掉
[03906.40-03906.80] 对吧
[03906.80-03908.96] 当时照国 长平之战 白期大的
[03908.96-03910.52] 45万人全部杀掉
[03910.52-03912.60] 当时秦国和弊毒单挑的时候
[03912.60-03914.00] 13万人全部杀掉
[03914.00-03914.96] 和韩国单挑的时候
[03914.96-03916.08] 5万人全部杀掉
[03916.08-03917.92] 所以当时就是
[03917.92-03920.24] 白期当年的杀人狂魔
[03920.24-03921.52] 雖然是一個漢奸
[03921.52-03923.04] 但確實是相對來說
[03923.04-03925.42] 首不亂也是後面很辣的這樣一個人
[03925.42-03927.28] 所以當時他的流放的過程當中
[03927.28-03928.88] 他聽聽到了
[03928.88-03930.72] 白起要去攻打
[03930.72-03932.56] 出國的這樣一個果度了
[03932.56-03935.20] 所以當時他聽到這個事就比較決望了
[03935.20-03937.36] 因為白起在攻出國的果度之前
[03937.36-03940.20] 已經把出國的周邊的城市打了一隻差不多了
[03940.20-03942.56] 因為當時出國周邊有兩個城市
[03942.56-03944.48] 相當於一個平障一樣
[03944.48-03945.32] 都被突破了
[03945.32-03946.28] 一個是燈城
[03946.28-03948.24] 一個是我們所說的這個煙城
[03948.24-03952.58] 所以當時燈煙兩個成破了之後當時的影程的國度
[03952.58-03954.38] 就是當時出國的國度
[03954.38-03956.18] 相當於是一座孤層
[03956.18-03958.74] 而這時候居然就是一個流放的罪人
[03958.74-03961.56] 所以當白期打到國度的時候大成本都不頂事
[03961.56-03963.60] 當時打到國度的時候大成本怎麼樣呢
[03963.60-03965.14] 大成本就說怎麼大有人說
[03965.14-03966.94] 肯定跑外有人說要死手
[03966.94-03968.98] 當時的這個處罰他就說
[03968.98-03970.64] 說現在這個危難時刻
[03970.64-03973.08] 我們必須做一個非常正確的一個決策
[03973.08-03974.86] 當時廚房說什麼呢?說跑
[03974.86-03976.92] 於是當時所有人就汽承著好了
[03976.92-03978.32] 那对于当地的百姓来说
[03978.32-03980.28] 这些非常苦难的一个事情了
[03980.28-03983.08] 因为当时的大城和国军都跑了之后
[03983.08-03986.08] 百姓相当于失去了最后的一个避护
[03986.08-03987.16] 所以当时
[03987.84-03989.92] 楚国的国度轮线了
[03989.92-03992.28] 所以当时圈听说了这样事之后
[03992.28-03993.64] 整个人都不好了
[03993.64-03994.72] 这活不下去了
[03994.72-03995.92] 国度都轮线了
[03995.92-03997.08] 这根本就没有办法了
[03997.08-03998.04] 如果说圈说
[03998.04-03999.12] 他如果还在的话
[03999.12-04000.36] 以前那些大材在的话
[04000.36-04001.24] 一定会强掉什么
[04001.24-04002.32] 一定会强掉主战
[04002.32-04003.32] 这是你不能跑
[04003.32-04004.56] 现在你跑了
[04004.56-04005.48] 国家也丢了
[04005.48-04008.94] 所以當他流放之密羅江一代的時候
[04008.94-04010.84] 他真的跟內心他已經考不了了
[04010.84-04013.04] 他根本就沒有辦法改變這種現狀
[04013.04-04015.56] 他太深承地去熱愛他的那個國家
[04015.56-04017.82] 他那個國家當中施展了很多的報復
[04017.82-04019.90] 他愛這個國家當中所有的子面
[04019.90-04022.28] 當然當國度迫的那一刻
[04022.28-04023.84] 他什麼也改變不了
[04023.84-04026.24] 但是他很矛盾他很增長
[04026.24-04027.68] 他改變不了現狀
[04027.68-04029.64] 但是他也改變不了他自己的信仰
[04029.64-04030.56] 所以我們經常說
[04030.56-04031.90] 說去年走到這一步
[04031.90-04033.80] 就是一個非常悲撞的這樣一個人
[04033.80-04036.78] 所以我们说他足激相冬心确相惜
[04036.78-04038.00] 所以在这个时候呢
[04038.00-04039.76] 他知道楚国国度破了之后
[04039.76-04043.24] 就给他破掉的国度写了一首识
[04043.24-04044.48] 就是我们所说的这有识
[04044.48-04046.52] 你看他在这有识里面怎么说的
[04046.52-04048.52] 然后黄天之不纯命的一些
[04048.52-04050.12] 可百姓之政签
[04050.12-04052.92] 就是老百姓是无辜的
[04052.92-04054.08] 但是他没有办法
[04054.08-04054.80] 后面他说了
[04054.80-04058.36] 叫民力赛而相识习方正出的而动签
[04058.36-04061.96] 叫妙非反顾相惜胡死避守求
[04061.96-04063.24] 他说了这句话的时候
[04063.24-04066.48] 他说 谁不劉练自己的加箱
[04066.48-04069.16] 你看你脑 非反不相信你
[04069.16-04070.36] 你也都知道回家
[04070.36-04072.72] 胡子 闭手兄 胡历子的时候
[04072.72-04074.00] 独立的头
[04074.00-04076.28] 永远都是吵着动血的土窮
[04076.28-04077.32] 那个方位的
[04077.32-04079.40] 所以到这个时候
[04079.40-04080.60] 确实就已经崩不住了
[04080.60-04083.60] 所以在青江王22年5月5日的时候
[04083.60-04084.88] 就是端午节的时候
[04084.88-04085.88] 投降自杀了
[04085.88-04088.88] 所以当时司马千点的确实非常高的一个平价
[04088.88-04090.44] 司马千在平价区院的时候
[04090.44-04099.44] 就说了说,与日月珍光可以,现在旁边就是平建,三百千既去源的平建,
[04103.44-04110.44] 就与四百千,四百千既去源的平建,现在旁边,就是日月珍光可以,
[04110.44-04118.96] 这个呢?这说我们所说的这个伟大的浪漫的
[04118.96-04121.04] 悲众爱国深的一生亡
[04121.04-04124.52] 这个就说我们所说的有关于区员啊,有关于区员
[04124.52-04127.08] 好,这个点待就要知道了
[04127.08-04131.68] 那我们到这就把整个中国适个的源头在这里就给大家去讲完了
[04131.68-04134.12] 咱们来看一下这样的一个试题吧
[04134.12-04136.92] 在这个试题当中他说了,关于文学长史
[04136.92-04138.32] 要素不正確的是
[04138.32-04139.06] 他說在這裏
[04139.06-04139.68] A選項
[04139.68-04140.98] 如果我們學史上
[04140.98-04142.10] 下來以封鎖
[04142.10-04143.66] 並稱封指的是
[04143.66-04144.20] 岳府
[04144.20-04145.46] 鎖者的士李騷
[04145.46-04146.18] 封指的是
[04146.18-04147.26] 《世經當中》的
[04147.26-04147.92] 《國封》
[04147.92-04149.00] 《岳教》之前
[04149.00-04149.04] A
[04149.04-04150.76] B選項高爾激蘇聯作家
[04150.76-04152.08] 從年自然體三不舉
[04152.08-04153.34] 同年在人間偶的大學
[04153.34-04153.90] 沒有問題
[04153.90-04155.02] 派國二印度
[04155.02-04155.82] 著名作家
[04155.82-04156.62] 諾北爾文學角
[04156.62-04157.12] 分享幾
[04157.12-04157.58] 沒有問題
[04157.58-04158.76] 所以想留有
[04158.76-04159.72] 我們在後面講
[04159.72-04160.86] 此個主要講到他
[04160.86-04161.70] 北約此人
[04161.70-04162.52] 晚約派
[04162.52-04163.84] 排行老期
[04163.84-04164.84] 又稱柳期
[04164.84-04165.88] 也叫柳三遍
[04166.92-04169.96] 所以在这里面大家注意一下照题选
[04169.96-04172.36] 这个就是中国适歌的源头
