[00000.00-00004.38] 今天我们就从考试的角度来聊聊整个明天时期
[03479.26-03483.02] 第二点就是在这里叫做满台湾正式政权
[03483.02-03484.74] 叫设立台湾府
[03484.74-03488.02] 所以同时把第二话出来叫做设立台湾府
[03488.02-03490.66] 台湾府是在康西地的时候设立的
[03490.66-03493.70] 因为我们在讲收拾台湾的时候会大家说到这个事
[03493.70-03494.70] 这第二事
[03494.70-03498.74] 第三个事就在这里发动了中俄之间的战争
[03498.74-03500.74] 大家注意一下这是亚克萨之战
[03501.70-03502.74] 亚克萨之战
[03502.74-03506.02] 亚克萨之战其实我们所说的发生在康西时期
[03506.02-03509.86] 但是俄羅斯人他們那邊對於我們土地的這個技餘
[03509.86-03512.86] 其實是在民清交接這個時候就已經有了
[03512.86-03516.52] 因為那時候我們還忙著民清之間的作戰
[03516.52-03518.70] 這個交接就說也是比較多動亂的
[03518.70-03521.86] 所以他們就在這裡面就是差了這麼空
[03521.86-03524.34] 然後就開始來侵戰我們的土地
[03524.34-03526.22] 當時的省主康徑說這不幸
[03526.22-03527.70] 這不能關著他們
[03527.70-03529.58] 於是就發動了亞薩之戰
[03529.58-03530.66] 亞薩之戰呢
[03530.66-03533.90] 我們都知道當時的康徑皇帝
[03533.90-03536.74] 当时派了不少我们所说的军队去
[03536.74-03539.86] 当时派军队一共是打了两次
[03539.86-03543.18] 两次进军 几乎都是杀击用牛刀
[03543.18-03545.02] 就是靠什么的靠兵力压制
[03545.02-03548.34] 往往都是隔居数倍的这样的一个人数
[03548.34-03549.38] 严焦而下
[03549.38-03551.86] 当时把葛派打的实验是没有办法了
[03551.86-03553.54] 所以只能跟青超坦坦
[03553.54-03555.14] 跟只要坦坦的时候
[03555.14-03557.74] 当时就签定了你一部处条约
[03557.74-03559.70] 你不处条约用说的是我们
[03559.70-03561.74] 对于签定了第一个平等的条约
[03561.74-03565.74] 宣教評論了,但其實我們在這個尼部主條簽訂的時候
[03565.74-03567.74] 做了很多的讓步
[03567.74-03570.74] 讓步在比如說我們把背駕的糊鬥讓給他們了
[03570.74-03573.34] 其實在這裡面,我們能夠看到
[03573.34-03574.74] 這是尼部主條約
[03574.74-03578.74] 尼部主條約之後,其實我們的江雨相對來說就不一定了
[03578.74-03584.74] 我們來看一下,當時清朝的江雨是吸到西國利亞,難道南海豬島
[03584.74-03588.74] 也是現在所說的,中沙西沙東沙群島
[03588.74-03591.70] 然后冬到太平洋洗到冲里
[03591.70-03592.90] 稀北到
[03592.90-03594.66] 8日开始湖
[03594.66-03596.14] 冬北到外行安里
[03596.14-03598.02] 半项里亏到现在都是有落四个
[03598.02-03598.34] 对吧
[03598.34-03601.14] 冬南到了台湾彭胡列和调遇到
[03601.14-03602.30] 所以江玉面景的
[03602.30-03604.34] 可以说是相当之大的
[03604.34-03605.14] 相当之大的
[03605.14-03607.54] 而到了我们所说的前龙皇帝时期
[03607.54-03608.98] 整个清朝的江玉
[03608.98-03611.26] 大概是一千三百多万平方攻里
[03611.26-03612.82] 咱们来看一下这个板土
[03612.82-03614.02] 千龙看到出来
[03614.02-03615.42] 这个板土之上
[03615.42-03617.98] 我们的面景是非常非常之大的
[03617.98-03619.98] 我們來看一下從最開始的
[03621.18-03623.54] 弄而哈翅在後面這個地方
[03623.54-03626.38] 一帶來把他的地牌擴大了到了黃太級
[03626.38-03628.38] 這個地方在到了順制
[03628.38-03629.46] 滅了勇力
[03629.46-03631.42] 然後多滾這個時期
[03631.42-03632.10] 路關
[03632.10-03632.50] 對吧
[03632.50-03633.26] 就是在這個地方
[03633.26-03634.30] 你看底子層在這兒
[03634.30-03636.34] 後來引輕軍路關
[03636.34-03637.50] 多了路關之後
[03637.50-03638.50] 面積變大了
[03638.50-03641.18] 然後到了生主抗襲的這個時候
[03641.18-03641.86] 擁證
[03641.86-03644.22] 大家都知道年龄能量平靈輕害
[03644.74-03645.82] 羅婆丹京
[03645.82-03647.62] 然後在到我們所說的前龍
[03647.62-03650.30] 大小合作判论 满了准个二 对吧
[03650.30-03652.22] 或者是准个二 叫啥都有
[03652.22-03654.54] 所以它整体上的面积 你看多大
[03654.54-03655.82] 整体面积多大
[03655.82-03659.50] 而到后面的时候师了平台 这是抗戏的时候
[03659.50-03662.74] 在这里面整体的面积高大一千三百多万平方公里
[03662.74-03664.86] 但这里想给大家说明一个什么问题
[03664.86-03667.66] 因为发现中国现在的这个板图
[03667.66-03670.58] 是否和当时轻炒的时候很像
[03670.58-03672.22] 而我们到了轻炒的时候
[03672.22-03674.54] 其实整个板图基本上就已经干嘛
[03674.54-03676.54] 基本上就已经电定了
[03676.54-03677.62] 你说老师不对
[03677.62-03678.42] 我们那个版图
[03678.42-03680.02] 应该说是在原炒的时候
[03680.02-03681.14] 将于达到最大吗
[03681.14-03681.98] 但那个时候
[03681.98-03683.38] 我们的这个版图
[03683.38-03684.38] 就是在原炒时期
[03684.38-03685.62] 它其实不太固定
[03685.62-03686.62] 就这些地方
[03686.62-03687.38] 今天是我们的
[03687.38-03688.30] 明天打仗的时候
[03688.30-03689.22] 变成了别人的
[03689.22-03690.18] 它就不固定了
[03690.18-03691.26] 而到了清朝
[03691.26-03693.22] 我们所画下来的这些
[03693.62-03694.54] 将于
[03694.54-03695.74] 我们所画下这些将于
[03695.74-03697.38] 其实就几乎是固定不变了
[03697.38-03698.42] 就到清朝这么大
[03698.42-03699.30] 就是这么大了
[03699.30-03701.62] 就是原本我手的助的地方
[03701.62-03702.98] 那我就是我的
[03702.98-03704.42] 我没有的地方
[03704.42-03705.18] 我就不要了
[03705.18-03707.50] 我就是把我线我这些地方给他手的住
[03707.50-03709.18] 所以我们经常会说一句话
[03709.18-03710.58] 什么话呢 同没有注意
[03710.58-03711.90] 在旁边标注意下
[03711.90-03715.30] 就是你可以写在康西的哪边都行
[03715.30-03717.34] 这是我们所说的现代的
[03718.14-03719.46] 我们所说的版图
[03719.46-03722.26] 就是比如说今天我们所看到的将军版图
[03722.26-03724.90] 其实是在轻炒的时候电击了
[03727.78-03728.78] 轻炒了电击
[03728.78-03731.26] 这个地方有一个地区的谁单位考过
[03731.26-03734.02] 关于我国将预说法正就错的事
[03734.02-03737.40] 把不各式记得将于都拿出来去考了一下
[03737.40-03739.10] 其中当时有一个选稍说
[03739.10-03740.90] 我们现在的将于版图是在
[03740.90-03743.14] 什么汉朝的时候电灵呢
[03743.14-03745.80] 还有这种说话说在原朝的时候电灵都不对
[03745.80-03747.14] 是在清朝的时候电灵呢
[03747.14-03748.72] 因为到了清朝是这么大的地方
[03748.72-03749.70] 我们就守得住了
[03749.70-03751.88] 我们已经有地方一块都不丢了
[03751.88-03753.58] 所以在这里大家要注意一下
[03753.58-03755.28] 所以这里面一共是这么几个点
[03755.28-03757.18] 平定三番第二个
[03757.18-03759.24] 设立台湾的3个亚
[03759.24-03760.90] 杂志在同时在这个地方
[03760.90-03762.12] 电灵了我们的版图
[03762.12-03765.02] 這是我們所說在剩族康夕的時候
[03765.02-03766.28] 大家注意的點
[03766.28-03767.72] 這是第一個康夕
[03767.72-03770.70] 康夕的第四個孩子就是我們所說的擁證
[03770.70-03773.12] 而在擁證時期又這麼幾個事
[03773.12-03775.50] 第一個就是實行了改土規流
[03775.50-03776.56] 大家標準一下
[03776.56-03778.68] 改土規流途指的是什麼呢
[03778.68-03781.84] 途指的是土斯面包
[03781.84-03783.64] 大半夜都收個了
[03783.64-03784.02] 對吧
[03784.02-03785.48] 我現在都染個了
[03785.48-03787.20] 途不是土斯面包
[03787.20-03789.00] 只得是土斯觀
[03790.52-03791.56] 土斯觀
[03791.56-03800.12] 把他沒有看我一定是句,就做夜天子,學愛教驗,還有不適容作,送作人驗,當時他們就在那個
[03800.12-03805.90] 四川的地區遇到了一個土斯,他們管那個叫大土斯,這個就是我們所說的土斯官,
[03805.90-03812.00] 這個土斯的這個官指,其實原資於之前的我們所說的,他的一個
[03812.00-03824.80] 立史一流吧,就是以前我們在管西南這些地區的時候,就適用的吃這些土斯的關制土斯的關制的主要的意思就是在西南少數民族地區研系員朝都關了一半反
[03824.80-03834.00] 就搞這個世纪土斯長官,這個土斯呢,其實就相當於一個一個小的王國,但是它其實不會對中央造成什麼樣的影響
[03834.00-03836.08] 那改土规流就是把这种土思的
[03836.08-03838.48] 这种世纪的这种关止拿掉
[03838.48-03841.04] 流就变成了什么 变成了流观
[03841.04-03843.08] 什么叫流观呢 就是土思不要了
[03843.08-03845.48] 你这地方管理的官员都是朝廷派来的
[03845.48-03847.28] 有任期的不是世纪的
[03847.28-03849.04] 那这个就叫做改土规流
[03849.04-03851.92] 把原的世纪的关止改成了流动的关止
[03851.92-03854.32] 那这有时候是会加长了清朝队
[03854.32-03856.56] 新的少数地区的这样的一个统治
[03856.56-03858.24] 那这个就叫做改土规流
[03858.24-03860.48] 那第二个呢 搞的就是探丁任务
[03860.48-03862.08] 同时把探丁任务换出来
[03862.08-03863.40] 他能问问在这里面
[03863.40-03866.56] 其实强调的就是把人头睡去销了
[03868.76-03869.96] 你简单了解
[03869.96-03871.44] 就是把人头睡去销了
[03871.44-03872.60] 人头睡去销之后
[03872.60-03874.68] 把这个钱都画定到了土地郎种
[03874.68-03876.44] 人头睡去销的好出是什么
[03876.96-03879.00] 人头睡去销的好出就在于
[03879.16-03880.72] 在这这种情况下
[03880.72-03884.16] 我们就不需要在那人头睡了
[03884.16-03886.08] 不那人都睡就不交句
[03886.08-03886.92] 不分钱
[03886.92-03888.28] 你就可以生孩子了
[03888.28-03889.44] 那反正不交钱了
[03889.44-03891.84] 你这说不待可就生人口迅速跨大
[03891.84-03892.86] 人口去了困难
[03892.86-03895.24] 这个就是谈丁入目
[03895.24-03896.20] 到了后面的时候
[03896.20-03898.40] 就是后面到的青草默代的时候
[03898.40-03899.52] 那个皇帝时期
[03899.52-03901.28] 当时全世界人口11人
[03901.28-03903.30] 青草就加了4.1亿
[03903.30-03904.88] 加到了40%
[03904.88-03907.12] 所以你看那个时候人口非常清澈
[03907.12-03909.76] 这个人口的这种大量
[03909.76-03910.96] 我们所说的这种产生
[03910.96-03912.56] 它其实是和我们所说
[03912.56-03914.72] 谈丁入目的制度分开的
[03914.72-03916.68] 第三个也是最重要的一个
[03916.68-03918.12] 就是在用正皇帝时期
[03918.12-03919.28] 射力了军机处
[03919.28-03922.12] 所以军衣充的标志者封建军主专制
[03922.12-03926.48] 达到了顶封同一们把军衣充化出来把顶封化出来
[03926.48-03930.24] 这是在用正皇帝时期用正设立军衣充的原因
[03930.24-03934.40] 其实只有一个就是当时的西北战士比较吃几
[03934.40-03937.20] 所以当时设立军衣充来商量军事
[03937.20-03940.80] 军衣充的大成叫做贵受比路
[03940.80-03943.68] 当时在商量这些事的时候那些人都是贵着几
[03943.68-03944.88] 叫做贵受比路
[03944.88-03949.12] 军衣充就是我们所说的就类似于皇帝的秘书充
[03949.12-03951.36] 就是皇帝的秘书就有点之重感觉了
[03951.36-03953.00] 但金居处特别的神秘
[03953.00-03954.88] 就是非有赵不得入
[03954.88-03956.00] 他也是亲往
[03956.00-03959.20] 如果没有赵你就是皇帝没有赵点念
[03959.20-03960.16] 你自己散闯
[03960.16-03961.60] 居居住的话也把头看掉
[03961.60-03963.24] 这时候就是御时的风见
[03963.24-03965.72] 居住专制达到了顶风
[03965.72-03966.64] 达到了顶风
[03966.64-03970.24] 就是原本的权力从外朝走上的内朝
[03970.24-03971.64] 大概就是这个样子
[03971.64-03972.40] 所以大家注意一下
[03972.40-03974.20] 这是在拥振皇帝时期
[03974.20-03977.12] 就是真环当中的四郎
[03977.12-03979.94] 其实拥有那个皇帝是很有意思的一个人
[03979.94-03983.26] 用政的第四个孩子就叫做前龙
[03983.26-03986.34] 前龙首先第一个就是我们所说的大小合作
[03986.34-03988.14] 判乱也是新疆地去判乱
[03988.14-03989.92] 平略大合作判乱之后
[03989.92-03992.48] 涉制了伊里将军统治新疆
[03992.48-03993.76] 所以在这里大家注意下
[03993.76-03995.42] 前龙十七大合作判乱
[03995.42-03998.58] 涉伊里将军统治新疆
[03998.58-03999.66] 所以新疆那个时候
[03999.66-04002.72] 相对来说稳定很多了
[04002.72-04005.54] 大合作大家其实应该也听过
[04005.54-04006.94] 这个大合作叛乱呢
[04006.94-04009.04] 其实在环绪格里面应该是有提到的
[04009.04-04011.54] 这个相非就是我们所说的
[04011.54-04012.94] 这个十七的人
[04012.94-04014.24] 就是这个十七的人
[04014.24-04017.14] 传说相非就是这个合作的女儿
[04017.14-04018.04] 合作的女儿
[04018.04-04020.14] 所以这是第一个大家要注意的
[04020.14-04020.94] 第二个呢
[04020.94-04023.04] 也是让我特别感动的事情
[04023.04-04024.14] 就是在前东十七
[04024.14-04026.74] 出现了一个叫做脱尔互特部
[04026.74-04027.94] 规果的事
[04027.94-04030.62] 就是脱尔互特部
[04030.62-04032.54] 规果的这样的一个事情
[04032.54-04035.94] 其实当时这个事情放在今天来看
[04035.94-04037.94] 其实是一个非常感人的这个故事
[04037.94-04041.34] 就是东规故乡不此万里东规故乡
[04041.34-04043.74] 那么来看一下这个图头的图头
[04043.74-04046.94] 它这个东规到底说了一个什么样的事情
[04047.94-04048.94] 咱们来看一下
[04048.94-04051.94] 就是万里东规新像无香
[04051.94-04053.14] 万里东规新像无香
[04053.14-04057.54] 其实这个事情还要从名诺清出的时候说起
[04057.54-04059.54] 当时名诺清出的时候
[04059.54-04062.14] 蒙古其实是分泪三个部分的
[04062.14-04064.54] 当时的蒙古 三位末南蒙古
[04064.54-04066.70] 末北蒙古已经末西蒙古
[04066.70-04068.66] 末南隐南的地方
[04068.66-04069.94] 就是我们所说的
[04069.94-04071.30] 隐南是否往下呀
[04071.30-04073.82] 说的就是末南蒙古说的是今天内蒙
[04073.82-04075.78] 末北蒙古 北边
[04075.78-04076.94] 那就是外蒙古了
[04076.94-04080.74] 末西蒙古其实当时说的是新疆的北部地区
[04080.74-04082.06] 而在康西的时候
[04082.06-04083.74] 准个尔盘地 判论
[04083.74-04086.86] 康西就把整个尔盘地的这个判论给拼了
[04086.86-04089.58] 所以当西便用整个尔之后就在清朝
[04089.58-04092.26] 那个时期就射了污里亚苏台
[04092.26-04095.42] 所以当时射将军来掌管蒙古的军权
[04095.42-04097.90] 而到了前浪皇帝的时候
[04097.90-04099.46] 其实又出现了一个事情
[04099.46-04103.46] 当时的墨西蒙古的有一个不足
[04103.46-04105.10] 就叫做脱尔湖特部
[04105.10-04109.06] 它当时就要摆脱杀饼土之来规到祖国当中去
[04109.06-04110.54] 当时规果的一个主要原因
[04110.54-04112.10] 其实它也是一个
[04112.70-04115.66] 我们所说的令人比较新算的一个故事
[04115.66-04118.86] 当时其实我们所说的整个二的时候
[04118.86-04121.90] 他們是強大人 就是我們所說的被靠些平定了
[04121.90-04123.46] 但被靠些平定之前的
[04123.46-04126.86] 其實整個兒內部其實他出現了一些小小的一些中端
[04126.86-04129.58] 當時的整個兒實際是有四個不足的
[04129.58-04132.54] 這四個不足分別是我們所說的在這裡
[04132.54-04133.50] 叫做
[04134.14-04135.26] 多少波特部
[04135.26-04136.78] 還有一個叫合說特部
[04136.78-04138.26] 還有叫脫耳戶特部
[04138.26-04141.14] 當時整個兒也是我們所說的這個
[04141.14-04143.50] 瓦拉韓國的斯拉布路之一
[04143.50-04145.02] 當時整個兒強大了之後
[04145.02-04147.34] 他就欺負這三個兒這三個不足
[04147.34-04150.34] 七五十三个副主当时这三部主就出走了
[04150.34-04153.18] 当时的对我特部就走到了墨北
[04153.18-04155.18] 合说特部门到了青海
[04155.18-04157.34] 脱尔河头部就门到了欧洲
[04157.34-04159.74] 到了富尔家和的那个下午地区
[04159.74-04161.98] 到了那个地方建立了自己的航果
[04161.98-04163.06] 本来发展得挺好的
[04163.06-04164.18] 但就在这时候
[04164.18-04165.58] 富尔家和这个地方
[04165.58-04166.82] 绝起了一个帝国
[04166.82-04169.22] 这个帝国就是俄罗斯帝国
[04169.22-04170.58] 但是俄罗斯帝国
[04170.58-04172.34] 绝起了之后就开始压价他们
[04172.34-04173.70] 跟他们说说
[04173.70-04174.70] 你带江水啊
[04174.70-04177.78] 你也就跟我打仗,你也在校中于杀房俄国
[04177.78-04181.86] 当时脱出互特人,其实就忍不了,就干嘛就想起犯法
[04181.86-04186.22] 想回到北京,然后回到祖国所在的地方
[04186.22-04192.10] 所以当时就是在康西广地的事情,当时脱出互特部的可函
[04192.10-04197.54] 其实就是派人肉道,从西文里走了一年,见到了生主皇帝
[04197.54-04201.94] 见到了康西,康西当时非常高兴,派他的那个学师
[04201.94-04203.90] 就跟他们回到脱尔湖特部
[04203.90-04205.00] 就跟他们去说
[04205.00-04207.38] 你们去宣传清朝的政策
[04207.38-04208.90] 宣传清朝的民主政策
[04208.90-04210.34] 当时脱尔湖的人听了
[04210.34-04211.62] 说还自政策真好
[04211.62-04212.54] 特别像回家
[04212.54-04213.54] 但可惜因差养错
[04213.54-04214.98] 就过了很长时间
[04214.98-04216.06] 没有回来
[04216.06-04217.14] 一直到什么时候呢
[04217.14-04218.98] 一直到脱尔湖特的可喊
[04218.98-04221.06] 患成了就做磨巴西
[04223.94-04225.54] 患成了就做磨巴西
[04225.94-04227.62] 患成了他的时候
[04227.62-04230.26] 这边清朝就已经不再是抗戏了
[04230.26-04231.90] 而就換成了錢龍
[04231.90-04233.14] 而就換成了錢龍
[04233.14-04234.34] 而當時這個握拔寫
[04234.34-04235.62] 他所處的這個環境
[04235.62-04237.10] 也是比較堅心的
[04237.10-04239.02] 他當時處在俄國
[04239.02-04240.78] 一個殺皇都同志時期
[04240.78-04243.94] 這個殺皇是俄國著名的女殺火
[04243.94-04245.94] 叫做葉卡吉林那女殺火
[04245.94-04248.02] 當時我們所說的
[04248.02-04249.10] 這個殺王俄國
[04249.10-04251.86] 我們所說的一般情況之下
[04251.86-04253.82] 他應該是本地的人
[04253.82-04254.78] 才能做了殺皇
[04254.78-04256.46] 但是這個女人是一個德國女人
[04256.46-04258.42] 他加到了俄國羅斯之後做了殺皇
[04258.42-04260.30] 他跟比德大利一樣消入稱號
[04260.30-04262.70] 利待殺謊就有兩個
[04262.70-04263.46] 相差好
[04263.46-04264.86] 一個是比德
[04264.86-04267.30] 一個就是我們剛才所說的女殺謊
[04267.30-04269.34] 這個女殺謊的擴張預防特別強烈
[04269.34-04270.74] 連連對外增戰
[04270.74-04273.06] 當時脫护特部的四萬多年
[04273.06-04275.06] 都為俄羅斯帝國戰死殺炒了
[04275.06-04277.26] 當時這個可能一看說在這麼下去的話
[04277.26-04278.70] 整個步族就打沒了
[04278.70-04280.74] 所以他們就想著必須要回國
[04280.74-04283.66] 當時他們是住在富爾加和這個留譽的
[04283.66-04285.54] 當時這個戶巴西的這個手領就說
[04285.54-04287.18] 富爾加和東京會結冰
[04287.18-04290.38] 那东西解冰的时候当时的核案有
[04290.58-04291.94] 我们所说的两案
[04292.14-04293.30] 都有不同的人的
[04293.30-04295.18] 当时他说东西的核案
[04295.18-04296.18] 一旦解冰的时候
[04296.18-04297.22] 两案的不重
[04297.22-04297.82] 就会合
[04297.82-04300.46] 会合之后咱们一块回到祖国的怀报就行了
[04300.46-04301.66] 没想到那一年深暖
[04301.66-04303.42] 东西的核案怎么也动不上
[04303.42-04304.74] 但是他们要走的消息
[04304.74-04307.50] 早就传到这个女傻谎的这个耳朵里面
[04307.50-04309.82] 所以当时这个核案
[04309.82-04310.66] 就忍痛
[04310.66-04312.94] 抛下了西案的九万步众
[04312.94-04314.30] 因为他们在核案
[04314.30-04320.62] 有17萬人,很有9萬人,和又不結明,那這時候香港人就過來
[04320.62-04327.66] 所以當時就抛棄了這9萬的步眾,帶領東岸的17萬人開始東歸這17萬人裡面
[04327.66-04332.54] 有老人有孩子,然後托家戴口殺鬥戴著,舉族東歉
[04332.54-04340.54] 他們前面在跑17萬人在跑,俄軍在後面警覺當時的這個握拔夕就把他的弟弟派出去了
[04340.54-04343.14] 他的弟弟率9000用是斷厚
[04343.14-04344.64] 来互送这10千万回去
[04344.64-04346.94] 最后这9000人全部站死差场
[04347.20-04348.98] 这10千万人东规
[04348.98-04350.52] 达到中国境内的时候
[04350.52-04352.56] 只剩下了4万3千人了
[04353.08-04354.62] 他们所走的地方
[04354.62-04355.64] 没有就是
[04355.64-04356.92] 都没有人
[04356.92-04357.70] 我们所说的
[04357.70-04358.98] 天上无非妙
[04358.98-04360.26] 地下军人烟
[04360.26-04362.30] 根本就没有人去过那个地方
[04362.30-04363.58] 好不容易就回来了
[04363.58-04365.38] 回来之后的强冬非常高兴
[04365.38-04367.42] 北江给他们化出了一块地方
[04367.42-04368.44] 他们就居住
[04368.44-04369.98] 所以当时的拖护的人
[04369.98-04371.46] 在那么艰难的情况
[04371.46-04374.82] 这下万里冯规像着太阳生气的地方
[04374.82-04376.34] 走回自己的加想
[04376.34-04377.90] 这就说明了一个问题
[04377.90-04380.06] 中华民族资古以来
[04380.06-04382.70] 就着强大的拧据力和相亲力
[04382.70-04384.34] 这是没有办法去改变的
[04384.34-04386.94] 所以我们所说脱尔货特冯规
[04386.94-04388.54] 即使一个非常感人的故事
[04388.54-04391.86] 它也是能够体现中华民族内核的
[04391.86-04392.90] 这样的一个时间
[04392.90-04394.02] 所以大家要注意一下
[04394.02-04397.42] 这就是发生在我们所说的前龙皇帝时期
[04397.42-04398.50] 前龙皇帝时期
[04398.50-04400.50] 好 那这时需要大家去熟悉的
[04400.50-04403.16] 或者大家需要注意的三个地方的故事
[04403.16-04404.38] 每一个人物
[04404.38-04406.76] 它所处的这个时期都做了哪些事
[04406.76-04407.78] 大家要注意一下
[04407.78-04409.90] 这是我们所说的第二个
[04409.90-04411.78] 它的清朝的发展一种共故
[04411.78-04414.90] 第三个就是我们所说的叫做舒服台湾了
[04414.90-04416.42] 那舒服台湾的首先
[04416.42-04418.06] 在清朝的时候
[04418.06-04420.22] 清出的时候是正成功
[04420.22-04421.74] 打败了核兰的殖民者
[04421.74-04423.58] 舒服了台湾
[04423.58-04425.26] 大陆只要正成功这个人
[04425.26-04428.50] 他其实是反清复名的一个人物
[04428.50-04430.04] 对吧反清复名的一个人物
[04430.04-04431.04] 他的爸爸呢
[04431.04-04432.48] 当时是一个海道
[04432.48-04434.54] 后来的名朝的时候被招安了
[04434.54-04438.56] 所以当时就成了一个名朝的这个官员
[04438.56-04442.06] 而正从公就是从小就有接受如家思想
[04442.06-04443.38] 所以非常的终于爱国
[04443.38-04446.78] 所以当时正从公就一心想反清复名
[04446.78-04449.58] 这是正从公他的这样的一个背景
[04449.58-04451.34] 而正从公在这个过程当中
[04451.34-04453.06] 其实反清复名过程当中
[04453.06-04455.88] 他就遇到了一系列的问题
[04455.88-04460.18] 首先第一点是当时清军南下的时候
[04460.18-04463.80] 他老爹把当时的名朝的后代
[04463.80-04468.16] 当时他认为这个名朝有希望的人
[04468.16-04471.06] 把他交给了清朝
[04471.06-04472.64] 当时正常公布的这个事
[04472.64-04476.90] 不知道他把名朝的这个网页就交出去了
[04476.90-04478.10] 应该是那个时候
[04478.10-04481.22] 属于是南面小朝庭当中的一个军网了
[04481.22-04484.02] 不能教人家网页 反正就是主要人家的后人
[04484.02-04490.74] 然后把这个人教着的当政成功在外地练地听说这个事之后都气死了当场兔血兔血了之后呢
[04490.74-04491.78] 气到兔血啊
[04491.78-04495.82] 气到兔血之后呢当时就挂出了大企啊 这做杀复暴无啊
[04495.82-04498.02] 就是他老爹做这个事太质了
[04498.02-04500.42] 所以他就一定要把这个事情呢
[04500.42-04504.26] 就是中校难以两权嘛 所以他当时提到杀复暴国这个事
[04504.26-04507.58] 他老爹呢其实当时呢就是规算了清朝嘛
[04507.58-04509.12] 他归正清朝之后
[04509.12-04510.80] 清朝庭跟他老爹说
[04510.80-04512.44] 你跟女儿的政成功写信
[04512.44-04513.72] 然后让他想了
[04513.72-04515.44] 当时他爹给政成功写信
[04515.44-04518.34] 政成功每一次收到这个信就把信丝掉
[04518.34-04519.22] 不仅丝掉
[04519.22-04521.48] 然后还把这个来使得展杀了
[04521.48-04522.56] 反正就是不想
[04522.56-04524.48] 就是就知道这个清朝
[04524.48-04526.72] 就对政成功他爹失去了那些
[04526.72-04528.16] 最后把他爹给杀了
[04528.16-04531.66] 本来清庭的想用政成功他爹威胁政成功
[04531.66-04534.80] 结果他政成把他爹杀了就政成功
[04534.80-04536.58] 没有任何的心理负担了
[04536.58-04539.42] 在重庆王之下就是和我们所说的清朝
[04539.42-04542.62] 就开始明幕张胆的这样的进行对制
[04542.62-04543.50] 这些对制
[04543.50-04544.98] 反正最开始对制的时候
[04544.98-04546.78] 他一路北上打到哪
[04546.78-04548.34] 打到了这个长江
[04548.34-04550.50] 但是后来就重继了
[04550.50-04552.90] 中了两江总督的管名之继
[04552.90-04553.94] 后来没有办法
[04553.94-04556.14] 中继之后逃回了福建
[04556.14-04558.98] 然后在金闻和下面的两个小道上
[04558.98-04560.94] 然后最后在这两小道之后
[04560.94-04562.22] 就收负了台湾
[04562.22-04563.46] 还在建设台湾
[04563.46-04565.62] 那他后面他就住手在台湾了
[04565.62-04569.02] 那这个就说我们所说的 台湾的正式正确
[04569.02-04572.82] 他做了台湾之后呢 清朝其实几次派人去跟正确公团判
[04572.82-04577.02] 谈判的条件其实也是类似于一国两制的这样的条件
[04577.02-04581.22] 他说只要台湾信封大清的这样的一个传统
[04581.22-04582.78] 这个替发衣服感染
[04582.78-04587.22] 就你不要听那话给原起 挂个那个名朝的那个歧视在那儿就行
[04587.22-04588.82] 把头发替了 把衣服换了
[04588.82-04592.22] 你只要大人这三个条件 那你这个台湾呢
[04592.22-04595.22] 就留给你们 朝廷不派兵不收税
[04595.22-04596.76] 然后也不太管理而过去
[04596.76-04598.62] 那你们就是自己在这就行了
[04598.62-04600.46] 这个就是当时给他的条件
[04600.46-04602.64] 当时正常公收入台湾之后
[04602.64-04604.34] 没过半年他就死了
[04604.34-04606.10] 他的儿子正经
[04606.10-04609.10] 纪位正经纪位之后面对青朝
[04609.10-04610.94] 刚才给到这三个条件
[04610.94-04612.74] 去不太同意
[04612.74-04614.42] 当时正经的说法是什么呢
[04614.42-04618.42] 我们愿意向青朝称成纳工
[04618.42-04619.30] 同一们想一下
[04619.30-04622.02] 如果说当时正同公的儿子这个正经
[04622.02-04626.02] 如果正经而一旦说像青朝称纳共那就一位这什么
[04626.02-04629.38] 就一位这台湾正情而这就要跟朝鲜越南一样了
[04629.38-04630.42] 就要独立出去了
[04630.42-04632.38] 但是台湾不是不是的
[04632.38-04635.26] 朝鲜和越南不是我们国家林土在台湾市
[04635.26-04638.14] 所以当时青朝的朝鲜是不能接受这个事情的
[04638.14-04639.94] 所以接谈判谈不后
[04639.94-04640.78] 那就干嘛呢
[04640.78-04642.14] 那就只能打了
[04642.14-04645.06] 所以就是我们所说的青朝廷
[04645.06-04647.26] 就可以台湾就进行了大量的对制
[04647.26-04648.62] 而正经死后
[04648.62-04650.50] 他的孩子就叫做正克爽
[04650.50-04651.84] 正文爽的又比較小
[04651.84-04653.10] 後來這種情況之下
[04653.10-04653.96] 看正文爽很小
[04653.96-04654.84] 正經死了
[04654.84-04656.54] 當時康夕就派誰呢
[04656.54-04658.44] 就派失了
[04658.44-04659.52] 競軍臺灣
[04659.52-04661.00] 所以在這裡面就有了
[04661.00-04661.76] 我們所說的
[04661.76-04664.18] 1683年福建水市提出失了
[04664.18-04665.42] 水軍收入臺灣
[04665.42-04668.16] 失了原本是正成功的手下
[04668.88-04670.88] 到後來正成功把它跌殺了
[04670.88-04671.74] 不僅把它跌殺了
[04671.74-04673.20] 它全家都滅足了
[04673.20-04674.04] 所以當時失了
[04674.04-04674.88] 打回臺灣的時候
[04674.88-04676.36] 正過爽都下死了
[04676.36-04677.12] 當正可爽
[04677.12-04677.88] 想著說
