[00000.00-00006.00] 好的,我们接着上次客的内容来往下看,咱们再上一期看到中,其实给大家讲完了。
[03644.30-03646.14] 社会主义制度是战大头
[03646.14-03647.30] 它就是主要方面
[03647.30-03649.22] 港澳实行的是自分主义制度
[03649.22-03650.18] 它是战小头
[03650.18-03651.10] 它是测方面
[03651.10-03653.50] 主要方面决定了社会的性质
[03653.50-03655.70] 我们所说的社会主义制度
[03655.70-03657.54] 就决定了我们一定是什么
[03657.54-03658.62] 社会主义的国家
[03658.62-03659.26] 所以你看
[03659.26-03660.86] 这条主要方面决定了
[03660.86-03661.82] 是我的性质
[03661.82-03662.86] 我们是有根据的
[03662.86-03666.82] 马斯从社会运行的整体的原理来看就是这个样子的
[03666.82-03668.50] 所以你看其他国家批判我们
[03668.50-03669.78] 你会用早你说吗
[03669.78-03672.02] 对吧你不懂让会多看看马斯得了
[03672.02-03674.26] 所以在这里面这是我们所说的什么
[03674.26-03676.18] 叫做主要方面的筹画面
[03676.18-03679.18] 这是个对于生活当中很多的定义都是一样的
[03679.18-03681.58] 你为什么定义你身边的人是好人呢
[03682.38-03683.98] 他身上难道没有缺点吗
[03683.98-03685.14] 他身上有缺点
[03685.14-03686.66] 但是这些缺点怎么办
[03686.66-03687.70] 瞎不眼语啊
[03687.70-03689.82] 所以在这里面就能够发现
[03689.82-03691.30] 能够决定他是好人的
[03691.30-03692.94] 是它身上的一些閃光的點
[03692.94-03694.46] 那那些閃光的點就是什麼
[03694.46-03696.90] 就是主要方面
[03696.90-03697.94] 就是主要方面
[03697.94-03698.74] 所以在這裡
[03698.74-03699.90] 我們要去理解
[03699.90-03701.06] 什麼是主要的矛盾
[03701.06-03702.30] 什麼是主要方面
[03702.30-03704.14] 在這裡給大家解釋清楚了
[03704.14-03707.10] 接下來就需要給同邊去進行一個總結
[03707.10-03708.46] 我們在考試的時候
[03708.46-03710.98] 經常會考察的一個點
[03710.98-03713.30] 就是去分主要矛盾
[03713.30-03714.78] 以及矛盾的主次方面
[03714.78-03716.58] 很多同學在這裡去分的說
[03716.58-03717.42] 就分不清了
[03717.42-03719.22] 前了腳糊路糊路腳企業的
[03719.22-03720.38] 这说怎么办呢
[03720.38-03721.98] 我们有两种区认方法
[03721.98-03724.02] 同时可以在旁边标主一下
[03724.02-03726.78] 第一种区认方法就做关键词法
[03729.98-03732.42] 第一种区认方法就做关键词法
[03732.42-03733.82] 在关键词法当中
[03733.82-03734.58] 就看
[03734.58-03736.74] 他如果考察的是主要矛盾
[03736.74-03738.18] 我就解决主毛了
[03738.18-03740.50] 在这里的天安当中就会出现什么呢
[03740.50-03741.30] 我们说了
[03741.30-03742.74] 主要矛盾是最重要的
[03742.74-03745.22] 那你就一定要先解决主要矛盾
[03745.22-03747.46] 那怎么样能够凸解出他都重要呢
[03747.46-03749.58] 那要么就是他是中心
[03749.58-03751.78] 要么就是他是中心
[03751.78-03754.30] 要么就是他处在核心地位
[03754.30-03754.82] 对吧
[03754.82-03756.58] 或者出现了重点
[03757.70-03758.66] 关键
[03759.78-03761.10] 还有我们常说的
[03761.10-03762.38] 重中之重
[03764.26-03766.50] 什么千牛要千牛笔字
[03769.70-03771.50] 那千牛要千牛笔字
[03771.50-03774.46] 或者说对数发展过程
[03774.46-03780.98] 起到军天做人,能够决定是五个发展过程,决定是五个发展方向的。
[03780.98-03786.34] 这个都在考什么?主要某个都是在靠着某的。
[03786.34-03790.06] 比如说在国家整体建设过程当中,我们在发展经济,
[03790.06-03793.30] 发展经济是以谁为核心以人民为中心,
[03793.30-03797.70] 那强康人民中心地位了,那在考察人民就是所有问题当中最重要的一个。
[03797.70-03802.90] 这个时候在所有问题当中最重要就叫做主要某个,
[03802.90-03806.10] 这个就叫做观念茨当中的靠着猫顿
[03806.10-03810.02] 那如果靠主要方面我们简单写就叫做主方
[03810.02-03812.18] 那他如果在靠着主要方面的时候
[03812.18-03813.82] 他们就要知道他会出现啥呢
[03813.82-03815.94] 比如说出现新质
[03815.94-03818.02] 新质就是给食物定性
[03818.02-03820.14] 这时候出现了新质这个次
[03820.14-03821.78] 只能好坏
[03821.78-03823.86] 就是和主要方面有关的
[03823.86-03826.26] 又或者出现了主流和滋流
[03829.78-03830.90] 主流和滋流
[03830.90-03832.66] 出现类似这样的迟的时候
[03832.66-03834.74] 考察的是主要方面
[03834.74-03839.02] 那你是他考那个声就上提了当中去找观念刺就可以了
[03839.02-03841.58] 那你说老师很多题目他其实是没有观念刺了
[03841.58-03844.14] 现在越考虑记责那这时候宅办呢
[03844.14-03846.34] 那咱们就看提干表数
[03849.46-03851.10] 咱们就看提干表数
[03851.10-03853.54] 如果提干表数他特种的是什么呢
[03853.54-03856.86] 如果他特种的是解决问题
[03856.86-03862.74] 告诉你这个是他应该怎么做的时候
[03862.74-03866.84] 那同们觉得他应该是主要矛盾还主要方便
[03866.84-03869.60] 他只能是主要矛盾呢
[03869.60-03872.48] 对吧这种情况是下一定是我们所说的主要矛盾
[03872.48-03875.56] 因为主要矛盾去分出来了组次
[03875.56-03878.88] 那这个时候我们说了一定要集中力量解决主要矛盾
[03878.88-03880.68] 所以告诉我们怎么做的时候
[03880.68-03882.20] 那他就是主要矛盾
[03882.20-03884.84] 但是如果这个提干啊他特种的是啥呢
[03884.84-03886.84] 特种的是分析问题
[03889.56-03892.40] 告诉我们这个东西它是什么的时候
[03893.12-03896.40] 这个时候应该是主要方面了
[03896.40-03899.76] 你看 因为是什么就是再给事务定性
[03899.76-03901.24] 咱们举两个例子来说
[03901.24-03902.00] 比如说
[03902.00-03905.44] 社人先社马 秦贼 心情忙
[03908.36-03909.68] 来吧 同一边分析一下
[03909.68-03911.52] 主要矛盾还主要方面呢
[03911.52-03941.52] 很明顯,社人先設滿情貼心情王,你看寫了個啥,社人先設網,那你看這裡面,雖然沒有出現關鍵子,但高速們怎麼做,強調怎麼做,強調就是主要矛盾,又或者說是要三分毒,很多同學總都聽到這個例子,是要三分毒,它是要,當然它身上也有毒性,但是毒性也不能掩蓋它的要性,所以最後給它定性是啥,
[03941.52-03944.60] 是要是要是不是再跟我說性的問題
[03944.60-03948.08] 那在分析問題定性者那就是什麼主要方面
[03948.08-03949.40] 所以有時候區分
[03949.40-03953.52] 主要矛盾和主要方面的時候通過這樣的一個角竅會更好區分一點
[03953.52-03958.04] 但這個角竅只是幫助我們去區分考察主要矛盾和主要方面
[03958.04-03961.36] 它們兩個一本小的時候我們去如何去判判的題目
[03961.36-03962.88] 但是從門獨體的說
[03962.88-03965.40] 不要就是一概而論死性
[03965.40-03966.60] 就是一頭炸進這裏
[03966.60-03967.28] 它有的題呢
[03967.28-03969.16] 它就是提幹考的非常明顯
[03969.16-03972.88] 比如說重要家重要的語言
[03972.88-03974.96] 全都重要 那就不重要了
[03974.96-03976.76] 那這時候就是因為沒有突出什麼
[03976.76-03977.80] 沒有突出重點嘛
[03977.80-03979.60] 所以在這裡面 你看他有說
[03979.60-03981.76] 體幹呢 一定會遵循這樣的
[03981.76-03983.64] 我們所說的出題的角度去
[03983.64-03984.96] 但是 大家就也
[03984.96-03986.60] 如果沒有遵循這兩個出題的角度
[03986.60-03989.32] 就因為這個體考的會比較簡單一點
[03989.32-03991.68] 就不需要我們華盧多的心思
[03991.68-03994.16] 但是如果選項當中一旦出現了混想
[03994.16-03996.64] 你就要從這兩個角度去考慮
[03996.64-03999.98] 这个是主次矛盾以及矛盾的主次方面
[03999.98-04005.08] 前面的概念不重要的是它们两个之间的区分打住一下
[04005.08-04007.76] 这是我们所说的原理问题
[04007.76-04011.68] 除了原理之外我们要知道还有什么方法论
[04012.78-04015.84] 我们所说的主次矛盾以及矛盾的主次方面
[04015.84-04017.62] 它的方法论要求是什么呢
[04017.62-04019.94] 在搜射有一句话给它画出来
[04019.94-04023.78] 要求我们坚持两点论和重点论的统议
[04023.78-04027.36] 如果刚才这个打提个区认方法是第一个徒弟角度的话
[04027.36-04029.92] 那两点论会重点论的同意就是第二点
[04029.92-04032.48] 他也考察理解形的题目
[04032.48-04034.02] 所以两点论是想的
[04034.02-04037.36] 两点论就是激刊到折毛顿又看到策毛顿
[04037.36-04039.90] 激刊到折毛方面又看到手方面
[04039.90-04042.48] 所以两点论换成大白话
[04042.48-04044.52] 起来跑面就是全看到
[04047.08-04049.38] 你只要全看到这个就要做两点论
[04049.38-04051.88] 激刊到好的一面又看到坏的一面
[04051.88-04052.96] 只要做两点论
[04052.96-04054.96] 两点乐酸是全看到了
[04054.96-04056.54] 但是我们做事情的时候
[04056.54-04057.72] 可不能平均用力啊
[04057.72-04058.70] 如果平均用力的话
[04058.70-04060.90] 做事情的效率一定会非常低
[04060.90-04062.68] 所以我们要在两点论当中
[04062.68-04064.80] 抓重点什么叫抓重点呢
[04064.80-04066.70] 就是要看到事务的主要矛盾
[04066.70-04068.86] 以及矛盾的主要方面
[04068.86-04071.90] 所以在这里重点论强调的是抓重点
[04071.90-04073.24] 它考试的时候
[04073.24-04075.30] 你只需要读出来一个感觉
[04075.30-04077.34] 就是它既强调全看到
[04077.34-04078.88] 又强调抓重点
[04078.88-04080.04] 那这个时候就知道
[04080.04-04081.40] 那它提到的就要什么论
[04081.40-04084.60] 就叫做两点论和中联论的统一 比如说
[04084.80-04087.20] 我们国家搞唯一体的建设
[04087.20-04090.00] 来同的唯一体建设是否全看到了
[04090.00-04091.80] 什么论 两点论
[04091.80-04095.40] 在唯一体建设当中我们强调以经济建设为中心
[04095.40-04097.20] 是不是又提到了经济的地外
[04097.20-04102.20] 即使全看到又抓了中联 两点论和中联论的统一
[04102.20-04104.20] 所以在这里大家知道
[04104.20-04106.00] 两点论中联论啥意思
[04106.00-04107.80] 不要只是单纯的去备这个字
[04107.80-04108.96] 哲學就是這樣的
[04108.96-04110.52] 你如果是單純的去被
[04110.52-04111.48] 講義
[04111.48-04112.56] 你就是做對提的
[04112.56-04114.32] 你要把咱們之前說的
[04114.32-04115.48] 要把這個話理解
[04115.48-04116.76] 從你生活當中的
[04116.76-04118.16] 熟悉的話語
[04118.16-04119.56] 完成第一次轉換
[04119.56-04120.72] 第二次轉換
[04120.72-04123.12] 通過這種熟悉的理解
[04123.12-04124.32] 給它體諒出箱的
[04124.32-04125.32] 打體積强
[04125.32-04126.12] 所以在這裡
[04126.12-04127.88] 這是我們所說的矛盾發展的
[04127.88-04128.88] 不平衡性
[04128.88-04130.08] 但咱們講到這
[04130.08-04131.16] 同樣的發現
[04131.16-04133.68] 我們一直在強調的是什麼問題
[04133.68-04135.96] 我們一直在強調矛盾是什麼
[04135.96-04137.40] 矛盾有什麼樣的
[04137.40-04138.12] 特性
[04138.12-04140.48] 但是对立统一规律要解决的是什么呢
[04140.48-04142.12] 对立统一规律要解决的是
[04142.12-04144.00] 是我为什么会发展
[04144.00-04146.16] 我们讲到现在都没有去发展
[04146.16-04147.64] 分析事务发展的什么
[04147.64-04149.40] 原因所以接下来
[04149.40-04150.44] 第四个问题
[04150.44-04153.00] 我们要回归到事务发展的原因上
[04153.00-04154.16] 事务发展的原因
[04154.16-04155.76] 到底什么推动事务发展呢
[04155.76-04158.04] 我们看了一下中内因和外因
[04158.04-04159.28] 什么是内因的
[04159.28-04161.08] 内因就是内部矛盾
[04161.08-04163.24] 外因就是外部矛盾
[04163.24-04164.60] 这个概念不重要
[04164.60-04166.20] 重要的是它的地位
[04166.20-04167.04] 来看一下
[04167.04-04169.44] 那一核外因是推用事物发展的
[04169.44-04171.00] 原因在这里还说了
[04171.00-04172.92] 说那一因是
[04172.92-04175.08] 化官的次根据是
[04175.08-04177.08] 第一位的原因
[04177.08-04178.48] 外因是
[04178.48-04179.76] 条件是
[04179.76-04181.04] 第二位的原因
[04181.04-04182.96] 这两个点大家要注意
[04182.96-04185.00] 考试的时候经常会考
[04185.00-04187.24] 实际形体目和利业停停目
[04187.24-04188.24] 并重
[04188.24-04190.76] 如果考实际形体目考得非常简单
[04190.76-04191.88] 就是考它的地位
[04191.88-04193.56] 谁是根据实际条件
[04193.56-04195.48] 如果考理解形的体目的话
[04195.48-04197.36] 他有可能考这么几个角度
[04197.36-04199.16] 第一个单个撤重强调
[04200.76-04202.28] 这单个撤重强调
[04202.28-04204.00] 这是这时候你要去分析
[04204.48-04206.20] 他到底考的是那一一呢
[04206.20-04207.24] 还是外音呢
[04207.24-04208.76] 这时候要去分析清楚
[04208.76-04209.36] 第二个呢
[04209.36-04212.48] 就是考15发展是内外音的统一
[04213.08-04215.04] 就是他机会强调内音
[04215.04-04215.92] 也会强调外音
[04215.92-04217.68] 就是会给你一个提干
[04217.68-04219.64] 然后让你能看出出来
[04219.64-04220.92] 既有内音有外音
[04220.92-04222.64] 咱们把内音和外音
[04222.64-04223.44] 它的地位
[04223.44-04225.08] 通过一个小的故事和安力
[04225.08-04226.00] 给大家去讲清楚
[04226.00-04227.04] 但小的时候
[04227.04-04228.76] 因为听过那个同胖故事吧
[04228.76-04230.36] 这是我也忘了是歌林同胖
[04230.36-04231.32] 安途生同胖
[04231.32-04232.64] 说当时有个老国王
[04232.64-04234.68] 然后也没有紫丝
[04234.68-04236.92] 但是老国王知道自己年纪大了嘛
[04236.92-04237.76] 所以他需要给他
[04237.76-04239.64] 这个王国找一个继承人
[04239.64-04242.40] 然后他就把这个这个国家所有的小孩
[04242.40-04244.28] 都叫了自己的这个城报当中来
[04244.28-04245.56] 然后这个所有的小朋友说
[04245.56-04247.96] 他说你看我呢已经送大碎子了
[04247.96-04249.80] 然后你们呢是个想当国王啊
[04249.80-04250.48] 所以小朋友都说
[04250.48-04252.36] 是的是的我们想当国王
[04252.36-04254.24] 那这个国王就说他说那好的
[04254.24-04256.80] 我给你们每个人发一例种子
[04256.80-04258.44] 然后你们回去把这个种子
[04258.44-04259.88] 中到你们的小盘子里
[04259.88-04260.88] 一路月之后
[04260.88-04263.08] 谁的小盘盘里面长出来的直播
[04263.08-04263.96] 长最大
[04263.96-04265.00] 这种情况下
[04265.00-04266.52] 我就让这当过往好好
[04266.52-04268.04] 所以要小盘子都说好击了
[04268.04-04269.72] 他就给每个人发了一个种子
[04269.72-04272.44] 然后就小孩都回去种
[04272.44-04273.44] 一路月之后
[04273.44-04275.24] 所有小盘又回到了这个城报当中
[04275.24-04276.88] 大家说里拿什么的都有
[04276.88-04278.08] 拿花的拿草的
[04278.08-04279.88] 拿参加大数逐资的都有
[04279.88-04281.40] 而所有的小朋友
[04281.40-04283.56] 那个盘里面长东西长得特别好
[04283.56-04285.10] 只有小朋友是离外
[04285.10-04287.52] 那个小朋友的盘里光突突的
[04287.52-04288.48] 什么都没有
[04288.48-04289.44] 除了土
[04289.44-04290.72] 那根毛都没长出来
[04290.72-04293.04] 后来就过往看了一个小水
[04293.04-04294.76] 很奇怪呀 你想说
[04294.76-04299.28] 其他的小孩的盘里面都长出了很好的植物
[04299.28-04301.08] 你这个盘里小啥都没有
[04301.08-04302.00] 小孩就说
[04302.00-04303.20] 是我也不知道
[04303.20-04305.48] 他说我回去就把这个种子
[04305.48-04306.80] 做到这个土地了
[04306.80-04310.56] 每天给他焦水给他吃飞给他唱歌
[04310.56-04312.24] 跟他谈人生谈理想
[04312.24-04314.28] 然后跟他谈心性谈愿量
[04314.28-04319.36] 我甚至还给他讲遥远的东方有一个神秘的国度叫中国为大父亲的故事
[04319.36-04322.24] 他听了之后他也不敢动他也不长出来
[04322.24-04324.08] 这是我做了我所能做的
[04324.08-04326.48] 但是他就是不长出来我也不知道为什么
[04326.48-04327.64] 后来这个国王啊
[04328.24-04330.00] 就拍了拍这个小孩的头
[04330.00-04330.80] 这个他说
[04330.80-04332.40] 很你小子啊真不错
[04332.40-04334.80] 以后我的这个王位啊就是你得了
[04334.80-04336.08] 其他的小孩都咋的
[04336.08-04336.88] 都没圈了
[04336.88-04338.32] 所以你就国王怎么能骗人
[04338.32-04340.32] 对吧你当初骗我们的时候可是说了
[04340.32-04341.84] 谁都都能长得最好
[04341.84-04343.38] 那我们就是国王
[04343.38-04344.66] 然后这个国王就说了
[04344.66-04345.68] 其实是这样的
[04345.68-04347.72] 我给你们每个人发的种子
[04347.72-04349.52] 都是主手的种子
[04349.52-04350.80] 就是主手的种子
[04350.80-04351.82] 它就不可能
[04351.82-04353.36] 长出东西来
[04353.36-04355.66] 所以这个小孩就成了国王
[04355.66-04359.24] 那其实同这个故事里面我们可以能够看出来一个点
[04359.24-04361.04] 就对于一个事务的发展来说
[04361.04-04362.84] 对于刚才的那个种子来说
[04362.84-04365.14] 那个小孩说我给它唱歌跳舞
[04365.14-04369.48] 谈人生谈理想教水师飞给它讲中华民族偉大夫心的故事
[04369.48-04370.40] 这都是什么
[04370.40-04372.00] 这都是外部条件
[04372.00-04372.52] 对吧
[04372.52-04374.72] 所以这些都是外言
[04374.72-04377.80] 但是因为种子内部能够长成职务的这种条件
[04377.80-04378.84] 被恶杀掉了
[04378.84-04380.12] 内疑已经死了
[04380.12-04381.08] 内疑疑死
[04381.08-04382.44] 外疑还能不能起座
[04382.44-04383.48] 不能起座了
[04383.48-04384.76] 所以在这里能看得出来
[04384.76-04388.40] 内疑是根据外疑是条件
[04388.40-04388.72] 对吧
[04388.72-04389.92] 所以内疑是第一位的
[04389.92-04390.88] 外疑是第二位的
[04390.88-04393.32] 这个地方经常考实验题目的时候
[04393.32-04394.44] 给你反过来
[04394.44-04395.12] 掉过来
[04395.12-04395.60] 对吧
[04395.60-04396.56] 就整反了
[04396.56-04398.08] 你这时候能够判判判出来
[04398.08-04399.08] 能判判判出来
[04399.08-04399.80] 那是在这
[04399.80-04401.32] 那第二个点呢就是
[04401.32-04402.92] 既然他强定那一根
[04402.92-04404.52] 是根据万一是条件
[04404.52-04405.56] 而且我们刚才说了
[04405.56-04406.92] 刚才交水施伪
[04406.92-04408.44] 他有一个前提施用
[04408.44-04409.72] 就交水施伪
[04409.72-04410.36] 讲故事
[04410.36-04412.28] 他人人谈理想要发挥状的话
[04412.28-04413.80] 他一定是内因
[04413.80-04415.80] 还有可能发挥状的时候
[04415.80-04417.32] 万一因才能起作用吧
[04417.32-04418.20] 所以这句话
[04418.20-04419.72] 也要给他换出来
[04419.72-04422.20] 叫万一因通过内因起作用
[04422.20-04423.16] 考试的时候呢
[04423.16-04424.28] 也反过来说
[04424.28-04426.28] 说内因通过万一因起作用
[04426.28-04427.72] 这种说话就什么错的
[04427.72-04431.82] 那我刚才强斗了这三个点都是这些细节大家知道
[04431.82-04434.88] 它是在考实际行题目的时候会给到我们
[04434.88-04437.18] 先去理解它知道它什么意思
[04437.18-04440.12] 那这是我们刚才这个故事起到的作用
[04440.12-04443.08] 那第二个呢就是我们要从理解行题目去看
[04443.08-04446.66] 它考那一万一的时候到底咋考
[04446.66-04448.20] 如果它考察那一的话
[04448.20-04450.00] 它会强斗自身的作用
[04452.04-04453.58] 强斗自身的作用
[04453.58-04456.14] 比如说师傅两进门修行在个人
[04456.14-04457.68] 那你看 强刀内因外言
[04457.68-04458.30] 内因
[04458.30-04460.74] 对吧 又或者打铁还去自身用
[04460.74-04461.78] 强刀内因外言
[04461.78-04463.94] 内因他强刀自身作用的时候
[04463.94-04465.10] 那他就是内因
[04465.10-04467.90] 那外因的玩望就和外部还没有有关
[04467.90-04470.22] 你比如说我们经常会提到的
[04470.22-04471.26] 叫做
[04473.30-04475.26] 叫做你看卡住了
[04475.26-04477.90] 有时候讲课的时候就突然就卡住了好干看
[04477.90-04483.02] 比如说我们经常提到的叫东方部与周朗变同确春身所二小
[04483.02-04484.70] 那你看在这个故事里面说
[04484.70-04486.88] 吃必支柔打贏是不是寄冬风啊
[04486.88-04489.52] 所以冬风是战争的内因还是外言
[04489.52-04490.48] 只能是外因啊
[04490.48-04492.38] 因为战争的内因是各国家
[04492.38-04493.80] 它的这个情况对吧
[04493.80-04497.04] 所以冬风部与周朗变当中的冬风强调的是呀
[04497.04-04498.14] 外因发生作用
[04498.14-04499.60] 那这个其实就是我们所说的
[04499.60-04501.40] 它会考察单个内容
[04501.40-04503.96] 于是你要去判断这个案例和这句话
[04503.96-04505.96] 它强调的是内因还是外因
[04505.96-04508.16] 有的时候它选项可能给得都对
[04508.16-04510.36] 但是它不一定在提案当中强调哪个
[04510.36-04512.86] 那这个大家要知道只要单个强调中点
[04512.86-04513.58] 比如说
[04513.58-04515.58] 進入者吃進墨者黑
[04515.58-04516.98] 強調外部環境吧
[04516.98-04518.78] 那這個時候就是來應
[04518.78-04520.34] 比如說結構顧問
[04520.34-04523.34] 遇度愛聯之初餘女而不染著清理而不妖
[04523.34-04525.62] 為啥初餘女不染著清理而不妖
[04525.62-04527.62] 那之一因為他自身結身之後
[04527.62-04528.90] 那這個時候強調的是
[04528.90-04529.78] 內因
[04529.78-04532.22] 所以他比較喜歡初題的一個角度
[04532.22-04533.54] 就是單個去考察
[04533.54-04534.58] 內因還是來應
[04534.58-04535.94] 可能給你的選項都對
[04535.94-04538.02] 那這個時候就要自撤重分析體幹
[04538.02-04539.62] 又或者有一種考察角度
[04539.62-04541.22] 就是他內因也考慮一考
[04541.22-04542.66] 在天當中的既提到的內因
[04542.66-04543.80] 又提到了外因
[04543.80-04545.84] 那这个时候他有可能给到的话
[04545.84-04547.96] 就说那一是根据外因是条件
[04547.96-04549.70] 有可能给到的选项交捉
[04549.70-04550.94] 内外因统议
[04550.94-04553.78] 比如说他提到说中国的发展呢
[04553.78-04556.86] 一方面我们要坚持独立自主自立公司
[04556.86-04559.22] 另一方面中国的发展离开世界
[04559.22-04561.06] 我们要和世界接规
[04561.06-04562.66] 进一步打开中国的国门
[04562.66-04565.18] 使中国对开放的不凡越买越大
[04565.18-04567.74] 那一方面我们要独立自主自立公司
[04567.74-04569.18] 靠自己
[04569.18-04570.94] 因为咱们靠别人吃过虧
[04570.94-04574.46] 对吧我们会在后面的时候会讲 给大家去讲到
[04574.96-04576.66] 中国北都导行的研发
[04576.66-04579.58] 对吧 那有时候中国是吃了很大的这个亏的
[04579.58-04581.06] 中国天眼的这个建造
[04581.06-04582.82] 我们当时镜头也没有头上
[04582.82-04585.58] 那你看这种情况之下我们强调要靠自己
[04585.58-04587.58] 那同时我们的发展里面
[04587.58-04589.90] 还世界余中国来说是万一
[04589.90-04592.98] 那就说说 那关于这个案例说法正确
[04592.98-04594.02] 或错误的是
[04594.02-04596.02] 那这很明显交选择啥
[04596.02-04598.30] 这要选择内外音箱 统一
[04598.30-04600.14] 那这个呢就是我们所说的
[04600.14-04601.80] 內因和外因
[04601.80-04604.88] 內因和外因才真真正的捷释了15發展
[04604.88-04605.98] 語言權和動力
[04605.98-04606.68] 為什麼發展
[04606.68-04607.78] 靠原因發展
[04607.78-04609.74] 內因和外因當中
[04609.74-04612.82] 到底誰才是推動15發展的根源
[04613.44-04614.68] 內因才是根據
[04614.68-04615.40] 在這嗎
[04615.40-04616.32] 所以在這裡
[04616.32-04617.26] 大家注意一下
[04617.26-04619.54] 這個就是我們所說的矛盾
[04619.54-04620.66] 矛盾這個點
[04620.66-04621.84] 同時不要顯它多
[04621.84-04623.06] 它是整個在
[04623.06-04624.38] 哲學考試當中
[04624.38-04625.58] 考察頻率最高
[04625.58-04626.74] 設計角度最多
[04626.74-04628.70] 考的題目也是最多的一個地方
[04628.70-04631.22] 所以一定要把它拿下
[04632.22-04633.94] 好 那咱們做幾道題吧
[04633.94-04635.74] 在這裡他有這麼幾句話
[04635.74-04638.62] 他說叫靜希時寫人精神
[04638.62-04641.90] 中粹部門清府人確實頻率無時處時時
[04641.90-04643.10] 文說有成論
[04643.10-04646.22] 說那那種吸股比較顯的地方
[04646.22-04647.98] 你走過去的時候都比較小心解釋
[04647.98-04648.78] 就怕一小心
[04648.78-04650.54] 巴巴一下 掉到那個坑臉
[04650.54-04652.78] 所以中粹部門清府人就是
[04652.78-04653.98] 到頭了一年
[04653.98-04655.74] 我也沒聽說幾個人都要合理的
[04655.74-04657.42] 他說確實頻率無時處
[04657.42-04659.62] 没有时空那些地方总有人怎么样
[04659.62-04661.26] 掉个康里掉到水里去
[04661.26-04662.30] 但是说白了
[04662.30-04665.34] 在这里面原本应该掉人的地方
[04665.34-04667.26] 比如说实险处应该掉人
[04667.26-04670.02] 但是有没有人掉去不文清楚人
[04670.02-04672.14] 像是平留无时处
[04672.14-04673.54] 确实很安全的地方
[04673.54-04674.58] 不忘变成了什么
[04674.58-04675.58] 最危险的地方
[04675.58-04677.50] 那这有时候强调的是什么
[04677.50-04678.66] 转化的问题
[04678.66-04681.18] 原本危险的地方变成了
[04681.18-04682.22] 安全的地方
[04682.22-04684.78] 原本安全的地方变成了
[04684.78-04685.66] 危险的地方
[04685.66-04687.76] 对吧,那其实是强调转花的问题
[04687.76-04689.18] 那来看一下,A选项
[04689.18-04691.46] 说15发展是亮面和这边的同一
[04691.46-04694.30] 没有点低机类,所以A选项不能选
[04694.30-04697.46] B选项收了整体对部分有同算作用
[04697.46-04701.22] 整体的部分是系统和要素,是一个15和它的组成部分
[04701.22-04704.86] 这里面有组成和背组成的讨论吗?没有
[04705.66-04706.90] B选项不能选
[04706.90-04711.30] 所以想说矛盾的特殊性决定了15的特殊本质
[04711.30-04713.62] 在这里,可能没有强调各个不同
[04713.62-04716.02] 所以这句话强斗的是第四个
[04716.02-04718.74] 安全和危险之间的转换
[04718.74-04720.54] 所以第1体旋死定
[04721.98-04722.38] 好
[04722.38-04724.86] 这个就是我们整个矛盾的内容
[04724.86-04726.06] 矛盾内容非常多
[04726.06-04727.56] 咱们来给同们做一个简单的
[04727.56-04728.86] 数里和回顾
[04728.86-04731.06] 我们说了对立统一规律
[04731.06-04732.70] 接受了数发展的
[04732.70-04734.14] 完全和动力
[04734.14-04736.10] 所以我们说了他在探讨
[04736.10-04737.82] 为什么发展
[04737.82-04739.42] 而对立统一矛盾
[04739.42-04742.14] 他其实是整个变成发的核心
[04742.14-04745.14] 那我们说了对一统一规律也叫做某顿规律
[04745.14-04747.14] 那到底什么是某顿呢
[04747.14-04750.42] 我们说了某顿就叫做对列统一
[04750.42-04753.14] 那某顿的对列统一关系
[04753.14-04755.70] 我们用自己的话去理解他不够全面
[04755.70-04761.14] 所以我们就把某顿的对列统一变成了通过某顿的基本属性来去解释他
[04761.14-04763.14] 那某顿的统一
[04764.14-04766.30] 就是某顿的同一性
[04766.30-04769.22] 某顿的对列就是某顿的痘症性
[04769.22-04771.32] 所以矛盾的对立同一关系
[04771.32-04774.32] 就转化成了同一性和斗争性之间的关系
[04774.32-04776.42] 也就是矛盾的基本手形
[04776.42-04778.32] 那矛盾的同一性咱们说了
[04778.32-04780.62] 在打体当中有相互依存
[04780.62-04782.22] 还有相互转化
[04782.22-04783.82] 这两个点是重点
[04783.82-04786.12] 所以同时没掉知道他考试都这么考
[04786.12-04788.92] 而矛盾的斗争性强调的是分离
[04790.22-04791.42] 还我们所说的
[04791.42-04793.62] 竞争等等这系列的
[04793.62-04794.72] 对吧此消逼上
[04794.72-04796.02] 这个叫斗争性
[04796.02-04798.82] 那他们是矛盾说方关系的体现
[04798.82-04800.30] 所以豆燉性和同一層之间
[04800.30-04801.38] 一定有点杀关系
[04801.38-04802.66] 叫豆燉性预约
[04802.66-04803.70] 同一層之中
[04803.70-04805.06] 想想为大家讲的
[04805.06-04807.26] 但清和蛋黄
[04807.26-04809.46] 但清多一分蛋黄就少一分
[04809.46-04810.54] 这叫做豆燉性
[04810.54-04812.62] 但是前提是在一个极弹里面
[04812.62-04815.06] 这必须是在一个矛盾同一体当中
[04815.06-04816.74] 所以叫预约同一層之中
[04816.74-04818.46] 这叫矛盾是什么
[04818.46-04821.34] 矛盾基本属性强调的矛盾是什么
[04821.34-04822.74] 那第二个我们要看一下
[04822.74-04824.62] 矛盾还有什么样的特征
[04824.62-04826.98] 这个就要个普遍性和特出性
