[00000.00-00002.60] 好的 那我们接着往下看
[00002.60-00008.20] 咱们讲完了自愿配方式 讲完了市场经济 那我们接下来来看一下第三个问题
[00008.20-00013.20] 是市场与市场体系 因为我们说了无论是什么样的经济
[00013.20-00018.68] 它在运行的时候 它都是要在市场当中运行的 那我们就来看很到底什么事
[00018.68-00023.56] 市场 那我们来看一下首先第一个就是市场的含义
[00023.56-00027.56] 他市场是交换关系的总合后面给到了
[03306.52-03309.76] 說爭取市場就要以需求為導向
[03309.76-03312.68] 尋找空白點戰領至高點開發增長點
[03312.68-03313.88] 然後在這裡面說
[03313.88-03317.32] 尋找空白點從根本上來說是什麼
[03317.32-03319.56] A選項價值規律的要求
[03319.56-03322.76] B選項符合商品生產者的議員
[03322.76-03326.24] C選項因為美方市場導致攻大於球
[03326.24-03327.24] 攻大於球
[03327.24-03330.24] 第四個說只有市場的空白點才能賺錢
[03330.24-03332.92] 通常为什么要选择空白电吗?
[03332.92-03334.86] 因为空白电是无人区
[03334.86-03337.48] 你只不选择空白电价格才能怎么样
[03337.48-03340.88] 空白电就因为只要无人生产
[03340.88-03342.44] 而无人生产的话
[03342.44-03344.24] 在这里面就可能会出现什么
[03344.24-03347.40] 公不应求的情况
[03347.40-03350.36] 跟不应求价格才可能上升
[03350.36-03350.76] 对吧
[03350.76-03352.00] 这里面出现了说
[03352.00-03354.24] 空白电代表的是公布应求
[03354.24-03356.32] 公不应求就是我们强调的什么?
[03356.32-03357.32] 价值规律
[03357.32-03360.60] 對價格別肉價值上下不得動嘛
[03361.12-03363.20] 如果在這個點上我們就知道
[03363.20-03365.24] 是價格上升就是啊
[03365.24-03366.16] 公布英雄
[03366.16-03368.44] 所以詢組空白點其實根據價值
[03368.44-03370.80] 規律的要求去詢組經濟發生模式
[03370.80-03371.52] 幣選項
[03371.52-03374.08] 所以詢組空白點是符合生產者運演
[03374.08-03375.24] 空白空白
[03375.24-03376.52] 以誰味道向
[03376.52-03377.48] 需求微老項
[03377.48-03379.28] 值得是按照需求
[03379.28-03380.84] 也就消費者的越來的
[03380.84-03382.12] 而不能是生產者
[03382.12-03382.92] 所以選項
[03382.92-03384.68] 說是因為買方市場
[03384.68-03386.24] 導致公司大於窮嗎
[03386.24-03389.64] 空白点是工不英求
[03389.64-03391.34] 工不英求才叫空白
[03391.34-03392.44] 你要是工大一球
[03392.44-03393.14] 那还空白吗
[03393.14-03395.24] 那都一个点了
[03395.24-03396.34] 都满了
[03396.34-03397.64] 就不能是工大一球
[03397.64-03400.84] 第四个说市场空白点才能赚钱
[03400.84-03403.14] 也不单单是因为只有市场空白点才能赚钱
[03403.14-03404.54] 它是赚钱的原因之一
[03404.54-03406.14] 所以这要停个选择的是
[03406.14-03407.24] A选项
[03407.24-03408.34] 这是第五题
[03408.34-03409.34] 大家要注意一下
[03409.34-03410.04] 好
[03410.04-03412.84] 这个就是我们整个低章的全部的内容
[03412.84-03414.04] 我把整个低章的
[03414.04-03416.24] 也给大家收理出来了一个思维导图
[03416.24-03417.24] 咱们来看一下
[03417.24-03418.40] 第一个我们在抢
[03418.40-03420.24] 讲市场经济理论的时候我们强调了
[03420.24-03422.24] 为什么出现市场经济理论呢
[03422.24-03424.84] 因为第一个点是在资源配置方式上
[03424.84-03426.72] 怎么讲了两种配置方式
[03426.72-03429.44] 一种是计划配置一种市场配置
[03429.44-03432.16] 计划配置的主体是政府
[03432.16-03434.20] 政府是在什么时候调节经济
[03434.20-03435.80] 第二年经济开始之前
[03435.80-03437.88] 所以他叫做事前调节
[03437.88-03439.64] 政府看得健康不健
[03439.64-03440.64] 看得健
[03440.64-03442.12] 所以叫做看得健的手
[03442.12-03445.52] 出罪什么 凯斯的通论 这是计划
[03445.52-03448.16] 但是计划咱们说了 他的销率怎么办
[03448.16-03449.80] 计划就是销率太低了
[03449.80-03451.60] 虽然时间公平的销率低
[03451.60-03454.04] 于是又出现了市场配置
[03454.04-03456.36] 市场配置就是谁来配置自然
[03456.36-03457.96] 市场来配置自然
[03457.96-03459.48] 市场怎么调节自然呢
[03459.48-03461.36] 价格新好发出之后
[03461.36-03462.92] 所以它是失货调节
[03462.92-03465.68] 市场看得见看不见看不见
[03465.68-03468.92] 看不见的手出自于亚当司密的国复论
[03468.92-03471.76] 这两个点是一个一混小烤点
[03471.76-03473.76] 对吧,咱们之前给大家说了
[03473.76-03476.52] 那市场配置,它有优点,有缺点
[03476.52-03478.86] 市场配置的优点就在于
[03479.50-03483.26] 效率高,但市场配置有自发的自身的缺险
[03483.26-03485.38] 有自发性,毛孟星之后性
[03485.38-03487.72] 两星期的理解性的支持点
[03487.72-03493.08] 考试的时候,出哪些关键词哪些话,怎么考,大家一定要注意
[03493.08-03495.84] 那这是第一个,就是市场配置
[03495.84-03499.36] 那我们在市场配置当中,会最原配置当中得到了
[03499.36-03503.44] 說市場配置它是最有效的 最安配置方式
[03504.80-03507.60] 所以在市場配置主導之下的經濟
[03507.60-03509.68] 就叫做什麼經濟 市場經濟
[03509.68-03512.00] 咱們就來看一下市場經濟的內容
[03512.00-03513.56] 咱們上經濟當中第一個
[03513.56-03515.56] 說市場經濟怎麼配置資源
[03515.56-03517.60] 通過市場機制配置資源
[03517.60-03519.12] 幾個機制四個
[03519.12-03522.56] 兩星級的是價格機制和競爭機制
[03522.56-03523.88] 所以價格機制第一個
[03523.88-03526.80] 它的地位是整個市場機制的核心
[03526.80-03528.88] 而價格機制包括三個機制
[03528.88-03530.88] 那这三个记得当中最重要的是
[03531.48-03533.60] 我们所说的价格形成记者
[03533.72-03537.24] 价格记者和共求记者是一提两面的
[03537.24-03538.84] 所以他们在功能上市
[03538.84-03539.60] 一致的
[03539.60-03542.76] 而资源的流动还要一靠竞争记者
[03542.76-03543.96] 为什么会有竞争
[03543.96-03545.32] 因为要赚钱吗
[03545.32-03547.80] 第二个竞争记者的地位是内在记者
[03547.80-03550.36] 是最基本最重要的记者
[03550.36-03551.52] 风险记者里面
[03551.52-03553.80] 大家都知道不把记得放在同一个蓝字里
[03553.80-03556.72] 最为我们所说的最高层次就是
[03556.72-03586.32] 其破产,所以大家注意像,这是市场机制,市场机制它主导的市场经济的运行,而市场军体的运行要遵选相的基本规律,所以在基本规律当中给到了3个,有钱只有3个没有其他的,这里面最基础的就是要价值规律,这个价值规律的理解,大家注意下,同满四主义正经济学师,一致的,那市场经济它和计划经济相比它有什么样的特点,特征咱们给到了5个,大家知道它其实不限于这5个,
[03586.32-03587.80] 但最重要的是两个
[03587.80-03589.12] 一个是主体的频道
[03589.12-03590.80] 一个是经济行为的法制性
[03590.80-03591.80] 进行为的法制性
[03591.80-03593.68] 经常会考察到一个判断体
[03593.68-03596.16] 是常经济也是法制经济
[03596.16-03598.00] 这个叫做市场经济
[03598.00-03601.44] 市场经济要在市场当中运行楼
[03601.44-03602.76] 于是我们就要来开一看
[03602.76-03604.40] 到底什么事是常
[03604.40-03606.80] 所以在这我们就讲到了市场及前
[03606.80-03607.88] 構成要素
[03607.88-03609.88] 那想要構成市场第一个
[03609.88-03611.16] 你买我的券子
[03611.16-03613.00] 你和我都是市场的主体
[03613.00-03614.40] 所以主体三个考点
[03614.40-03615.52] 一定要注意
[03615.52-03619.10] 第一個 特徵第二個企業第三個公司公司制
[03619.10-03621.92] 你買我的居然子 你是不是存在一個支付行為
[03621.92-03623.46] 這個就要做市場行為
[03623.46-03625.50] 是買的是居然子 就要客廳
[03625.50-03628.32] 你是支付而不是搶 那是因為你
[03628.32-03630.62] 要追尋相的市場規則或秩序
[03630.62-03632.94] 所以在市場規則當中 一行級的點
[03632.94-03636.52] 要知道只入境徵和交易 他們之間的取紛
[03636.52-03638.30] 在我們所說的
[03638.30-03641.64] 公司制也好 或者講到市場主席當中的企業也好
[03641.64-03644.18] 我們就提到了一個制度 就現在企業制度
[03644.18-03645.96] 两星期的知识点要知道
[03645.96-03649.10] 现在起制度有哪些特征以及它的地位
[03649.10-03651.22] 这是我们所说的市场
[03651.22-03654.02] 无数个市场就够成了市场体系
[03654.02-03655.30] 体系就多败
[03655.30-03658.66] 所以市场体系第一个三大之处人财务
[03658.66-03659.38] 第二个
[03659.38-03661.34] 我们要够见什么样的市场体系
[03661.34-03663.02] 同一开放竞争有趣
[03663.02-03664.14] 放在前面的时
[03664.14-03664.90] 同一
[03664.90-03666.50] 这是市场
[03666.50-03669.10] 我们知道了什么是市场经济
[03669.10-03670.10] 什么是市场
[03670.10-03672.58] 我们就要把目光放在我国来看一下
[03672.58-03674.46] 我们国家的市场经济什么样
[03674.46-03676.46] 是会主页市场经济
[03676.46-03677.70] 所以就三句话
[03677.70-03679.70] 我们知道有且只有三句话
[03679.70-03680.74] 是它的特征
[03680.74-03682.50] 公有制红官条控
[03682.50-03684.34] 以及共同富裕
[03684.34-03686.66] 这个就是整个市场经济
[03686.66-03688.38] 认为它的一个重点
[03688.38-03689.46] 同一位调把它
[03689.46-03690.50] 是日后框架
[03690.50-03691.70] 就给它输了一清楚
[03691.70-03693.54] 我们整个第一张的内容
[03693.54-03694.54] 到这里就结束了
[03694.54-03695.58] 冠康啊
[03695.58-03696.78] 咱们第二张再见
