[00000.00-00003.34] 好 那我们今日来看一下 犯罪论郎中的最后一个问题
[00003.34-00005.26] 我们在整个犯罪论郎中
[03369.46-03370.46] 那這是主辦
[03370.46-03374.06] 從飯的話,大家知道從飯是從清簡卿會面出
[03374.06-03375.80] 沒有比較主辦這一說
[03375.80-03379.94] 那寫從飯的話,想再說要簡單,了解一下就可以了,就是簡卿和面出
[03379.94-03383.64] 如果是教縮飯的話,我們說了,說使他人反對
[03383.64-03387.18] 那這個時候就要看,定了什麼罪,看我所起的作用
[03387.18-03393.78] 可以是主辦,可以是從飯,才還做過花朵了,應當從中,教縮未罪的可以簡卿或者是重清
[03393.78-03396.86] 这个就是我们所说的共同犯罪
[03396.86-03398.38] 那了解了共同犯罪之后
[03398.38-03399.94] 咱们做几个题要来感受一下
[03399.94-03401.70] 看一下下面他所给到了
[03401.70-03403.78] 说下令罯于共同犯罪的是
[03403.78-03405.10] 共同犯罪成立条件
[03405.10-03408.94] 了人以上共同故意犯罪
[03408.94-03411.02] 一定要共同故意共同的行为
[03411.02-03412.42] 这三个条件
[03412.42-03413.50] 三个条件放在这
[03413.50-03414.50] 一个一个帮你对
[03414.50-03415.94] 看一下
[03415.94-03418.50] 比如将体门敲开
[03418.50-03420.06] 让丁 笔合丁
[03420.06-03422.10] 险入到倘库形劲
[03422.10-03424.70] 那這是兩個人以上共同故意吧
[03424.70-03425.50] 這個沒有問題
[03425.50-03426.46] 說丁德手後
[03426.46-03429.14] 未通這邊就是跑立現場
[03429.14-03431.90] 你跑不跑的也不單位你們成立共同番罪
[03431.90-03434.10] 他只要符合兩人故意行為
[03434.10-03435.54] 這三個點是不是都可以
[03435.54-03437.26] 所以A選想說法正確
[03437.26-03437.94] 並選項
[03437.94-03441.70] 假靈成翻弱翻弱進入某倉庫道歉
[03441.70-03444.18] 說歐御行切多少的影響
[03444.82-03446.38] 兩個人有沒有翻譯聯絡
[03446.38-03448.98] 有沒有共同故意的意思通貓
[03448.98-03450.66] 沒有他們數於什麼犯
[03450.66-03452.38] 他们数约同时犯
[03452.38-03453.84] 那同时犯的话
[03453.84-03454.50] 数约什么
[03454.50-03456.58] 同时犯不够成共同犯罪吧
[03456.58-03458.22] 所以避选项是不行的
[03458.22-03460.74] 所以选项说假糟一强多
[03460.74-03462.02] 假糟一强多
[03462.02-03463.42] 低导婚离在路边
[03463.42-03464.50] 路人比尽状
[03464.50-03466.58] 选手将假手而上的表去做
[03466.58-03469.62] 你看这两个人有没有实施共同的犯罪行为
[03469.62-03470.62] 没有
[03470.62-03471.66] 有没有共谋
[03471.66-03473.38] 有没有说在市中商量
[03473.38-03473.98] 没有
[03473.98-03475.58] 那他们的时间现实上
[03475.58-03476.98] 既没有意思的
[03476.98-03479.78] 共同故意也没有共同犯罪行为
[03479.78-03482.14] 这种分别成立犯罪就行了
[03482.14-03485.42] 假成立什么罪 假成立乡夺罪
[03485.42-03486.14] 对
[03486.14-03488.14] 如果说眼中的话
[03488.14-03489.70] 这种可能转发成乡解
[03489.70-03490.78] 并成立什么罪
[03490.78-03492.22] 并成立到切罪
[03492.22-03493.22] 所以在这里面
[03493.22-03494.42] 所以宣输不醒
[03494.42-03495.38] 第四个
[03495.38-03496.38] 也不对
[03496.38-03498.82] 说小宣小魁和小现在洋谈上玩
[03498.82-03500.22] 物疆物疆
[03500.22-03501.02] 共同
[03501.02-03501.90] 过失
[03501.90-03503.58] 我们说了一定要共同不一
[03503.58-03504.82] 所以共同过失犯罪
[03504.82-03505.90] 不成立共同犯罪
[03505.90-03507.26] 所以照听该选择的是
[03507.26-03511.10] 哎,选项,把我前面给大家只三个条件的框架
[03511.36-03514.68] 以及我从这三个条件框架当中,眼神出来的点
[03515.96-03518.40] 给它输立,你做铁的手怎么办,头选
[03518.52-03522.48] 你就只一个一个房里对,你就眼睁那个框架一点点,房里对
[03522.48-03524.56] 你一定不会做错的,这样的题目
[03524.80-03526.98] 所以最要体宣则的是,哎啊
[03527.24-03530.56] 第二题来看一下,从半两种,第一个是啥,企业
[03531.06-03532.46] 刺药作用的
[03532.76-03536.14] 实行犯,第二期符作用的,帮助犯对吧
[03536.14-03538.98] 所以只要提選AB
[03539.78-03541.06] 零到他人分罪了
[03541.06-03541.82] 可能是主犯
[03541.82-03542.86] 叫做他是分罪的
[03542.86-03543.58] 叫做分
[03543.58-03545.10] 所以第二題選AB
[03545.10-03545.86] 第三題
[03545.86-03546.86] 說方某
[03546.86-03548.22] 方某需一道切
[03548.22-03550.14] 炒旁附近對方的交媒
[03550.14-03551.50] 偏講某
[03551.50-03552.54] 將自己
[03552.54-03554.10] 偏講某自己買了一堆美
[03554.10-03555.34] 要給他拉回去
[03555.34-03556.62] 然後講某申興不爺
[03556.62-03557.62] 就給他答應了
[03557.62-03558.42] 後來
[03558.86-03560.50] 講某幫他把這個沒拉回來了
[03560.50-03561.30] 這個時候問說
[03561.30-03562.58] 講某個行為屬於什麼
[03562.58-03565.02] 講某屬於對於他的幫助行來
[03565.02-03566.26] 不属于吧
[03566.26-03569.78] 因为这个时候他们两个算算共同犯罪不算
[03569.78-03572.06] 因为共同犯罪又有共同的意思连落
[03572.06-03573.06] 又有共同故意
[03573.06-03574.54] 他们两个也没有共同故意也没有
[03574.54-03577.02] 他偏讲他偏讲某
[03577.02-03578.78] 如果他偏讲某的话
[03578.78-03580.14] 讲某就是他的什么
[03580.14-03582.42] 讲某就是他的工具
[03582.42-03584.22] 那讲某件是他的工具的话
[03584.22-03586.50] 讲某要么在这个时候
[03586.50-03587.74] 他不够成犯罪
[03587.74-03591.14] 他而方某成为成立成立建计的政犯案
[03591.14-03592.82] 他如果利用讲某去偷的话
[03592.82-03594.26] 他就是建政犯
[03594.26-03596.98] 如果让讲某像自己提供帮助行为
[03596.98-03598.74] 他就属于中立的帮助行为
[03598.74-03599.70] 他不知道啊
[03599.70-03601.90] 这时候讲某就不够成反罪
[03601.90-03603.94] 所以第三体选择死地
[03603.94-03605.18] 第四体来看一下
[03605.18-03606.82] 说按照他所起的作用
[03606.82-03608.06] 咱们分成集中来
[03608.06-03609.62] 主饭从饭
[03609.62-03610.90] 鞋从饭
[03610.90-03611.62] 理解
[03611.62-03612.26] 叫做饭
[03612.26-03613.06] 应该是四种
[03613.06-03613.38] 对吧
[03613.38-03615.10] 所以第四体说饭错误
[03615.10-03616.38] 所以到这来看一下
[03616.38-03617.06] 我们说了
[03617.06-03618.26] 我们讲了两个大的
[03618.26-03619.58] 快速回顾一下
[03619.58-03621.42] 第1个就是成立条件
[03621.42-03622.66] 两个以上饭对主体
[03622.66-03624.82] 没啥好说的共同犯罪行为
[03624.82-03626.86] 我给大家记得共同犯罪行为有哪些
[03626.86-03627.38] 对吧
[03627.38-03630.02] 那这里面如果不是实施共同犯罪行为
[03630.02-03631.30] 要是利用他人的话
[03631.30-03633.46] 建议政策不实行共同犯罪
[03633.46-03635.94] 实行过现在的行为也不过成共同犯罪
[03635.94-03638.46] 第二共同故意却有意思俩落
[03638.46-03640.46] 那如果共同过失不算
[03640.46-03643.82] 没有意思俩落的事情和事后帮也不算
[03643.82-03644.94] 那它的一个分类
[03644.94-03646.02] 咱们刚刚回过了
[03646.02-03647.58] 在这儿不给大家去证数了
[03647.58-03649.14] 一定要能够去给它去分开
[03649.14-03652.78] 那这个就是我们所说的叫做共同反对
