[00000.00-00006.54] 好的,我们看完了飞机属元素以后,我们来看一下第二个部分,就是常见的金属元素
[03606.88-03609.52] 来减少它的这样的一个繁致
[03609.52-03612.00] 它这个点就会和哪个点结合在块呢
[03612.00-03615.08] 这一下它的原理就会和我们前面讲到的
[03615.08-03616.64] 子外线结合在块
[03618.36-03619.94] 我们在这样子外线的时候说
[03619.94-03622.12] 子外线也可以用于杀军消毒
[03622.12-03624.54] 那这个子外线的杀军消毒到原理是什么
[03624.54-03626.08] 是破坏一传物质
[03628.88-03631.40] 是破坏一传物质
[03631.40-03634.28] 这个是我们所说的有关于
[03634.28-03636.78] 百分之七数能度的一纯
[03636.78-03638.40] 它身上的一些细节点
[03638.40-03639.32] 这是第一个
[03639.32-03640.86] 那我说了这个百分之七数
[03640.86-03642.32] 用于是用于什么
[03642.32-03643.52] 一用消毒
[03643.52-03644.18] 当然了
[03644.18-03645.42] 我们不担内有一用消毒
[03645.42-03646.88] 我们还有一些气血消毒
[03646.88-03647.76] 所以气血消毒
[03647.76-03649.12] 同标证一下敲二
[03649.12-03650.28] 对气血消毒
[03650.28-03651.96] 一般请按这下我们用的是
[03651.96-03654.08] 百分之九十五左右的一纯
[03654.08-03655.92] 这比如说给一约的气血消毒
[03655.92-03657.92] 又或者是我们不要常见的
[03657.92-03659.92] 大家有的时候身体不舒服的时候
[03659.92-03661.80] 是不是要挂着啥打关子
[03661.80-03663.08] 那你只能把果关
[03663.08-03664.48] 它是不是也会用到酒精
[03664.48-03665.76] 把火关的酒精
[03665.76-03668.00] 一般情况之下的酒精能够是多少
[03668.00-03669.28] 995
[03670.00-03674.00] 还有一个就是你比如说有很多的那种大型的地位
[03674.00-03674.44] 对吧
[03674.44-03676.24] 你大经常看的那种涉象机
[03676.24-03678.32] 涉稀有了说要消毒
[03678.32-03679.36] 就对于涉象机
[03679.36-03682.08] 它的那个镜头要对它竞清洗
[03682.08-03684.08] 那对涉象机竞头清洗的话
[03684.08-03688.52] 那一般也是因为75%的95%的995%的酒精
[03688.52-03698.72] 我们就要去,请请是让头等等,这是我们所说的第二个,这两个是在考试当中,经常会考到的。
[03698.72-03703.62] 但是九经的一条注意下,它不同的农度,它其实是有不同的用处的。
[03703.62-03715.92] 比如说,我在举一个例子,我们经常会看到,那种小孩或小朋友发生,小朋友小朋友小孩发烧的话,我们说经量的能避免输叶就避免输叶,所以经常会有妈妈,
[03715.92-03717.80] 或者是家里的这种长胃
[03717.80-03719.68] 会给小朋友将门怎么将闻呢
[03719.68-03721.04] 他找一平酒
[03721.04-03721.96] 找一平酒之后
[03721.96-03724.76] 然后把这个酒放一个棉花
[03724.76-03725.60] 然后再留酒里面
[03725.60-03727.12] 他先把这个酒点了
[03727.12-03728.64] 点了之后的家肉之后
[03728.64-03730.64] 用这个棉花站着这个酒精
[03730.64-03732.16] 给小孩擦事身体
[03732.16-03734.12] 那这个时候也可以起到什么作用
[03734.12-03735.40] 可是使到将门的作用
[03735.40-03735.64] 对吧
[03735.64-03736.64] 因为酒精意义
[03736.64-03737.28] 恢复
[03737.28-03738.88] 然后在这个时候用它擦事身体
[03738.88-03740.20] 用手鱼物理将闻
[03740.20-03741.88] 这个时候是不是也会用到酒精
[03741.88-03742.92] 这个时候的酒精
[03742.92-03744.16] 董度大量是多少呢
[03744.16-03747.14] 同标主一下 大概是50%左右
[03747.14-03748.74] 在50%左右的酒精
[03748.74-03754.24] 它可以用于降温
[03754.24-03758.52] 或者是皮膚按摩擦示之类的
[03758.52-03760.60] 因为它这个農度的话
[03760.60-03762.88] 不太会伤到皮膚
[03762.88-03764.88] 所以在这里面一般情况下物理交温的话
[03764.88-03768.18] 用到50%左右的一串
[03768.18-03769.52] 所以这里面打扰主义下
[03769.52-03771.26] 当然还有其他的一些
[03771.26-03773.36] 比如说像我们所说30%
[03773.36-03777.92] 但是30的一臣女孩子有的时候比如说你的投赫经常打击啊
[03777.92-03780.16] 去投赫是会发烧太干了
[03780.16-03781.44] 就是打接到一块了
[03781.44-03783.44] 就是说心里如果特别闹心的话
[03783.44-03784.80] 都想拿减自己的剪断
[03784.80-03788.48] 那就很喜欢这就是用30的酒精去突满它的话
[03788.48-03792.08] 其实可以让这个打击投赫就给它松开
[03792.08-03795.92] 那当然还有20到30的这个弄度的酒精
[03795.92-03799.36] 它比如说极星废水种的时候可以给它实化机样
[03799.36-03800.56] 那就可以用到这个
[03800.56-03801.92] 但这几个不太烤
[03801.92-03804.60] 比较常见的是这三个弄度的
[03804.60-03806.76] 我们就把这三个弄度它的用途
[03806.76-03808.56] 就给它掌握住就可以了
[03808.56-03810.44] 这是我们所说的第一个
[03810.44-03813.04] 小达掌握的叫做一用酒精
[03813.04-03815.04] 第二个在这里我们来看一下
[03815.04-03816.76] 和酒精相关的另外一个考点
[03816.76-03819.04] 这是我们提到的叫做引用酒
[03819.04-03820.80] 我们经常在电视看到
[03820.80-03822.88] 喝车不开酒开酒不喝车
[03822.88-03823.40] 对吧
[03823.40-03825.48] 就不能喝酒鸡鸡鸡
[03825.48-03826.92] 这里面大家考我鸡鸡
[03826.92-03827.88] 其实应该都知道
[03827.88-03830.08] 同们在这儿要去分两个概念
[03830.08-03832.38] 第二概念的最叫做研究價車
[03832.38-03835.20] 第二個就是我們所說的最主價車
[03835.20-03836.80] 研究價車就是你喝酒了
[03836.80-03838.72] 但這時候意識可能還是清醒的
[03838.72-03841.44] 那這個時候你的血液當中的酒精含量是多少
[03841.44-03842.10] 化一下
[03842.10-03845.08] 大於或者是等於20日的客戚小魚
[03845.08-03846.08] 80日的客戚
[03846.08-03848.92] 也是最主價車是20到80之間的
[03848.92-03850.92] 我們所說的沒百爭血當中你的血液
[03850.92-03853.24] 你的酒精含量叫做研究
[03853.24-03855.12] 那如果有的人他是那種最有
[03855.12-03857.12] 他都已經喝了的五米三道的了
[03857.12-03858.92] 对吧,这种时候都已经喝得多
[03858.92-03861.72] 速六不分了,然后就开着这种车
[03861.72-03863.26] 然后去去到马路上
[03863.26-03864.54] 这种是不危险其他
[03864.54-03866.08] 这种情况,喝的五米三道车
[03866.08-03867.10] 情况,你还太车
[03867.10-03870.68] 现在可以入行的,但这个是在咱们法律少给大家讲的
[03870.68-03872.48] 我们把这个称这个叫什么呢?
[03872.48-03874.02] 这个称这个叫做最酒家车
[03874.02-03877.60] 也是没摆毫生血当中,你的酒精含量是大一多少了
[03877.60-03879.14] 是大于80好颗了
[03879.14-03881.44] 所以在这里面,大家一定要注意一下
[03881.44-03885.02] 他们两个概念上的区分,也就是它的酒精含量的区分
[03885.02-03886.58] 需要同行做掌握
[03886.58-03887.26] 是
[03887.26-03888.06] 一个是
[03888.06-03889.94] 大余等于20小余八十
[03889.94-03891.14] 因为是在八十以上
[03891.14-03893.54] 就来定义研究价车和最有价车
[03893.54-03894.54] 这是第一个
[03894.54-03896.26] 我们有关于价车的问题
[03896.26-03898.46] 第二个就是有关于研究过程当中
[03898.46-03899.74] 我们也会提到另外一个点
[03899.74-03901.46] 如何结酒
[03901.46-03902.94] 有的人喝酒的时候
[03902.94-03903.74] 大家会发现
[03903.74-03904.74] 他有的人喝酒的时候
[03904.74-03906.18] 他就喝酒会上脸
[03907.02-03908.30] 大家有没有见过这样的
[03908.30-03910.74] 我们所说的情况
[03910.74-03912.66] 就是他喝酒上脸的情况
[03912.66-03915.26] 这个喝酒商量的这个情况主要是
[03915.26-03917.00] 这它喝酒会里红
[03917.64-03919.04] 大家也没见过这个问题
[03919.04-03921.94] 喝酒商量和油脸和油确是和皮酒
[03921.94-03925.16] 那它喝皮酒为什么会喝酒商量和喝酒脸红呢
[03925.16-03927.46] 大家注意下有人喝酒脸红不是人说
[03927.46-03929.26] 哎呦他喝酒脸红了就要就觉得
[03929.26-03931.00] 它不能喝酒不是的
[03931.00-03933.64] 主要是因为它身体缺了点东西
[03933.64-03936.54] 缺了点什么呢是缺乏一权脱清美
[03936.54-03938.76] 所以在这里面我一般请问一下说
[03938.76-03941.26] 解酒解酒我们来看一下解酒问题
[03941.26-03943.22] 一般请问一下这个级有的分解
[03943.22-03944.46] 我把这个分解话出来
[03944.46-03946.26] 一般请问一下这个级有的分解
[03946.26-03947.82] 它可以也我们在这里说
[03947.82-03952.02] 主要一靠是一纯脱清眉和一权脱清眉
[03952.02-03954.66] 它通过干脏分裏这两种眉
[03954.66-03957.90] 然后就把我们所说的这个
[03957.90-03960.78] 酒精了就给它能够担心出去了
[03960.78-03962.10] 那我们一个一个来看
[03962.10-03964.10] 首先第一个就是我们所说的
[03964.10-03966.22] 当酒精进入人体之后
[03966.22-03967.50] 就是一般酒喝一句之后
[03967.50-03970.70] 它首先是在一纯脱清眉的折化之下
[03970.70-03972.78] 把这个东西转化成一权
[03972.78-03975.44] 然后以前又在以前脱行每个作用者下转化
[03975.44-03978.30] 又促酸 然后再会把这个促酸排出去
[03978.30-03979.94] 这是我们所说的这个
[03979.94-03982.34] 所以在这里大助理解酒的过程是在
[03982.34-03986.66] 以纯脱清美的基础之上先产生一权
[03987.78-03992.78] 然后在这个以前又被以前脱清美分解
[03992.78-03996.62] 分解之后形成促酸最后排出体外
[03996.62-03998.30] 这是我们整个解酒的过程
[03998.30-03999.70] 这个结就有原理大家注意一下
[03999.70-04001.70] 国口当中考过和就上脸的事
[04001.70-04003.42] 那这里面我们来看一下
[04003.42-04006.50] 他提到的这个为什么会出现和就上脸
[04006.50-04008.50] 和就上脸主要是谁在发布做呢
[04008.50-04010.70] 主要是这个以前在发布做有
[04010.70-04011.90] 大家注意一下这个以前
[04011.90-04012.50] 他有做有
[04012.50-04013.90] 因为以前他有一种作用
[04013.90-04015.70] 就是他可以让你的血管扩张
[04015.70-04017.50] 让毛血管扩张之后
[04017.50-04020.10] 那这种时候你就会显得咋的灭活我
[04020.10-04022.90] 你这个如果身体当中缺乏这个
[04022.90-04024.30] 以前脱清美的话
[04024.30-04025.90] 这个以前就代歇不下去
[04025.90-04029.58] 以全代形不出气的话就会鸡胆在身体当中
[04029.58-04030.90] 这个时候你就感觉
[04030.90-04033.86] 我们所说的面后的车情况就会出现了
[04033.86-04035.58] 所以喝酒商量的情况
[04035.58-04037.26] 我在这儿写好吧
[04037.26-04039.26] 如果在这里说到喝酒商量
[04042.82-04045.10] 那就是因为它在这里面缺乏什么
[04045.10-04046.74] 缺乏一圈脱行美
[04046.74-04049.70] 主要就是因为以前它能够让毛一群口口张
[04049.70-04051.66] 所以这个点大家一定要注意
[04051.66-04053.42] 这是第二道无所说的结就
[04053.42-04055.94] 第3个就是9后之后不能做的事
[04055.94-04058.58] 首先第1个最有之后不能立刻洗澡
[04058.58-04061.18] 第2个不可引荼农察主要就是因为洗澡的话
[04061.18-04062.14] 你看水温很高
[04062.14-04065.18] 它能出现人体的代谢或者是引荼农察
[04065.18-04066.78] 它都对什么对新造不好
[04066.78-04068.98] 所以喝大酒风险很高
[04068.98-04070.50] 所以在这里面大家注意一下
[04070.50-04071.54] 而这几个点呢
[04071.54-04072.98] 它如果综合考察的话
[04072.98-04075.02] 在国生考的这样的一个难度上
[04075.02-04076.10] 其实可以
[04076.10-04079.02] 就是它会以这样的难度来考察我们
[04079.02-04081.94] 所以这是我们在整个一纯当中
[04081.94-04083.70] 小辣要去掌握的 只是点
[04083.70-04084.74] 好吧 这是
[04084.74-04086.54] 我们所给到的关于研究
[04086.54-04089.18] 那算研究之后咱们再回国头来来看
[04089.18-04090.70] 这是这个酒这个东西
[04090.70-04091.98] 它到底怎么来的
[04091.98-04093.66] 这里面就会设计到另外一个问题
[04093.66-04094.86] 就是釀酒
[04094.86-04095.74] 这个釀酒
[04095.74-04098.34] 它本身是生物工程当中的
[04098.34-04100.98] 发酵工程也叫做微生物工程
[04100.98-04102.42] 所以我们来看下这个酒
[04102.42-04103.46] 它在书上说了
[04103.46-04106.18] 说釀酒主要是靠原材料本身
[04106.18-04108.38] 还有的糖类物质在教模或
[04108.38-04110.82] 细军等微生物的作用之下产生的
[04110.82-04112.82] 所以在这里面通版面19话出来
[04112.82-04114.54] 首先第一个要知道它属于什么
[04114.54-04116.86] 它属于发酵工程
[04116.86-04119.34] 就是这个9它一定是发酵来的
[04119.34-04121.66] 所以它是发酵工程当中的一会
[04121.66-04125.18] 我们在后面高兴技术当中会大家讲到发酵工程
[04125.18-04126.90] 比如说家里做葡萄酒
[04126.90-04128.34] 大家自己在家做葡萄酒的时候
[04128.34-04129.50] 就是把那个葡萄整一整
[04129.50-04130.98] 然后给它门起来
[04130.98-04133.46] 门起来是这样葡萄发酵的一国程
[04133.46-04135.86] 所以它属于发酵工程
[04135.86-04138.82] 所以它说是在微生物的中文之下产生的酒精
[04138.82-04140.42] 所以第一个是发酵工程
[04140.42-04144.34] 第二个一般酿制的过程就是它发觉过程是啥呢
[04144.34-04146.90] 是有电粉然后分解出来卖牙糖
[04146.90-04149.54] 然后再到葡萄糖最后产生酒精
[04149.54-04151.78] 所以这是它整个分解的一个流程
[04151.78-04154.86] 那第二个呢我们都知道我们经常会闻到这个酒箱
[04154.86-04155.94] 那好的那个酒
[04155.94-04157.22] 它文器来那个味道
[04157.22-04158.82] 真的是特别的干出来啊
[04158.82-04161.78] 这种酒纯的那种香味就很香
[04161.78-04163.94] 那酒的这个味道到底来自于什么呢
[04163.94-04165.06] 他们来注意下
[04165.06-04166.26] 酒的这个气味啊
[04166.26-04168.98] 它其实来自于一酸一指
[04168.98-04173.08] 这以酸一只它的形成和久的这个年份有很大的关系
[04173.32-04177.68] 久了年份约9以酸一只的味道就会越厚
[04177.94-04182.04] 所以在这里它说9箱不怕像子身考不战一点
[04182.30-04186.90] 说9箱不怕像子身是因为我们知道这个9箱能够传递出现
[04186.90-04191.50] 它说9箱主要来自于大助一下就是要以酸一只
[04191.76-04192.28] 这个是酸一只
[04192.54-04194.58] 这个就是我们所说的一纯
[04194.58-04203.22] 我们就把整个我们所说的酸件研合其他的这种有句话和物都给大家说了
[04203.22-04208.06] 在这里面我们来看一下有关于他的这些知识点的回顾
[04208.06-04211.94] 首先在酸件研究中我们先讲了酸酸主要给他讲的研酸
[04211.94-04214.30] 大助一下研酸是被酸的主要成分
[04214.30-04217.90] 于是我们就在这里讲的类酸过多或者是我们所说的
[04217.90-04220.54] 被酸过少的情况咱们如何处理
[04220.54-04222.54] 第二文从丁药要酸点综合
[04222.54-04225.88] 所以在这里没有图一些成酸性的肥罗水
[04225.88-04226.22] 对吧
[04226.22-04227.72] 那第二个我们就提到了简
[04227.72-04229.90] 在简当中我们讲了清晃耐
[04229.90-04232.68] 清晃耐当中我们给大家重点讲了肥罗
[04232.68-04233.98] 这个点一定要注意一下
[04233.98-04235.00] 这是肥罗
[04235.00-04237.64] 它的软硬程度由它的含建量所决定
[04237.64-04241.08] 第二肥罗能区屋是因为它还有增水机和清水机
[04241.08-04243.44] 那肥罗的软硬程度就把肥罗分成了
[04243.44-04245.34] 用造和软造
[04245.34-04247.38] 用造在这里是含建量高
[04247.38-04249.12] 区校国好用于习义服
[04249.12-04250.58] 但咱不用它系列
[04250.58-04252.82] 软糟的一般情况之下是函减了
[04253.06-04256.94] 第一 但是皮膚最硬小可以用于皮膚清潔
[04256.94-04258.50] 那是减当中最重要的
[04258.70-04259.94] 但还讲了眼
[04259.94-04263.50] 我们在眼当中主要讲的是我们所说的探尊轻娜
[04263.70-04265.38] 和探尊娜他们之间的区分
[04265.38-04267.06] 探尊娜叫做酥达
[04267.06-04268.90] 探尊轻娜叫做小酥达
[04268.90-04271.10] 所以第一个考点是在于他两个区分上
[04271.10-04272.18] 第二个考点就是
[04272.18-04274.34] 他能轻娜用作食品膨胸剧
[04274.34-04275.50] 但是会有材料
[04275.50-04278.02] 第三个就是他为什么会有小气孔
[04278.02-04280.70] 就是因为在这个过程中产生了气体
[04280.70-04282.62] 把满满都撑起来了之后
[04282.62-04284.74] 满头里面就会有一个一个孔
[04284.74-04287.06] 然后在下就讲到了探索美
[04287.06-04289.94] 探索美就是白粉擦手的白粉
[04289.94-04290.38] 对吧
[04290.38-04292.74] 然后在这里面西时汉业手
[04292.74-04294.74] 就不打滑 不会脱手
[04294.74-04296.50] 再一个就是流酸对
[04296.50-04299.82] 流酸变的就是我们去做常味检查的时候
[04299.82-04300.94] 要喝的那个备餐
[04300.94-04303.22] 用根据它的在为什么才流
[04303.22-04306.78] 造影的情况来检查为的健康程度
[04306.78-04308.82] 那这是我们提高的三件年
[04308.82-04312.66] 我们在讲误之讲的三件年之后还讲到了有机画合物
[04312.66-04316.96] 那在有机画合物里面我们讲了假玩假权和一纯
[04316.96-04320.00] 这里面首先第一个就是假玩当中的可然兵
[04320.00-04323.50] 大家一定要注意一下它是不可再生动员是要轻进动员
[04323.50-04328.10] 第二个呢 出在假权当中我们重点其实讲的是分码连荣业 对吧
[04328.10-04330.94] 分码连荣业的大家注意一下它的特性很重要
[04330.94-04332.44] 它是假权的水荣业
[04332.44-04334.18] 但並不意味著折甲圈和水
[04334.18-04336.12] 在這裡它還有一定的價存
[04336.12-04337.68] 這個點是非常重要的
[04337.68-04338.32] 第二個呢
[04338.32-04339.32] 折托它存
[04339.32-04341.22] 弱酸性就叫強的懷孕性
[04341.22-04343.08] 還能防腐敲毒漂白
[04343.08-04343.88] 防腐
[04343.88-04345.76] 但是不能用來泡什麼
[04345.76-04346.76] 泡海鮮
[04346.76-04347.32] 同時呢
[04347.32-04348.96] 大駐以芳馬綿還針對與
[04348.96-04350.20] 還有一定的腐實性
[04350.20-04351.12] 當然它的腐實性
[04351.12-04353.68] 只針對金屬那這些價權
[04353.68-04354.52] 最重要的呢
[04354.52-04356.60] 就是我們所說的一存
[04356.60-04358.04] 那這個一存在這裡面
[04358.04-04358.80] 大家要注意一下
[04358.80-04359.64] 蘇昇酒精
[04359.64-04361.48] 那第一個就是和酒的杜柱有關
[04361.48-04364.24] 要知道白酒和披酒所标的肚厨代表含一不同
[04364.24-04366.92] 第二酒精的主要用在一用酒精上
[04366.92-04369.24] 用酒精的濃度是75%
[04369.24-04370.84] 郭高布刑过低也不行
[04370.84-04372.08] 咱们知道为啥不行
[04372.08-04373.32] 给是不是给大家解释了
[04373.32-04375.80] 那酒精的濃度也有95%
[04375.80-04377.32] 可以用于气息消毒
[04377.32-04379.60] 摄像头的清洗
[04379.60-04381.60] 或者是我们常见的把火锅儿
[04381.60-04382.20] 对吧
[04382.20-04383.32] 像这些呢
[04384.04-04385.76] 其实都是95%的酒精
[04385.76-04387.52] 那怕讲了一个50%的酒精
[04387.52-04389.04] 可以用于物理降温
[04389.04-04392.88] 把我发烧的时候发烧生命的时候可以用它
[04392.88-04395.18] 然后这样我们讲了引用酒
[04395.18-04397.74] 有用酒那么讲了引酒加车最有加车
[04397.74-04402.36] 它的借点就是看师傅超过了80%超过了80%好客
[04402.36-04403.62] 第二我们讲了解酒
[04403.62-04406.96] 解酒主要是靠一纯脱星美和一全脱星美
[04406.96-04410.28] 准备一纯脱星美给它分解成一全
[04410.28-04415.06] 然后在我们所说的一全脱星美的作用之下
[04415.06-04417.46] 在把它分解成粗酸派出体外
[04417.46-04420.78] 如果身體當中缺乏以前脫清美的話
[04420.78-04423.86] 就說以前在身體當中堆疊變弱
[04423.86-04426.54] 毛群管擴張人的臉就會變紅
[04426.54-04427.82] 我們一定要注意一下
[04427.82-04429.34] 就研究過後不能立刻洗澡
[04429.34-04430.74] 也不能立刻引擦
[04430.74-04432.30] 最後一個我們說九十那來的
[04432.30-04433.34] 發覺而來的
[04433.34-04436.38] 九的七味就來自發覺過程當中所產生的
[04436.38-04437.42] 以算一致
[04437.42-04438.94] 這個就是我們所說的
[04438.94-04440.58] 有劍化合物
[04440.58-04442.22] 所以你看在最開始的時候
[04442.22-04443.26] 這個大說了
[04443.26-04445.10] 像化解支持這樣一個板塊
[04445.10-04446.32] 他再去学习的时候
[04446.32-04447.40] 他就会可能
[04447.40-04449.58] 相对来说会有一点哭躁
[04449.58-04450.98] 因为他离生活
[04450.98-04452.22] 很多的这种患悠物者
[04452.22-04453.46] 离生活比较远
[04453.46-04454.90] 就是哪怕我们都觉得说
[04454.90-04456.86] 我在生活当中总常见到他
[04456.86-04458.98] 但是如果我们那么贴进生活的话
[04458.98-04461.02] 其实很难改得到他的点
[04461.02-04463.42] 那么想要把这个点去给了基清处的话
[04463.42-04465.70] 就可以严重这样的一个框架
[04465.70-04467.26] 或者是这样的一个思维导图
[04467.26-04468.90] 把它输里的非常清晰
[04468.90-04472.66] 这个就是我给大家做回顾的
[04472.66-04473.54] 这样的一个原因
[04473.54-04476.36] 就是学习在不断的重复当中
[04476.36-04477.30] 不知道生怀
[04477.30-04479.94] 这个就是我们所说的物质
[04479.94-04481.10] 那讲完了物质之后
[04481.10-04482.50] 我们就来看一下第二点
[04482.50-04484.18] 这是各种各种物质之间
[04484.18-04486.62] 它有会发生一定的化学反应
[04486.62-04489.42] 这里面我们就来看一下第二个叫化学反应
[04489.42-04490.98] 在整个化学反应当中
[04490.98-04493.62] 我们要给大家去讲两个
[04493.62-04496.30] 第一个问题就是要看化学变化物理变化
[04496.30-04497.66] 这个地方的变念不会考
[04497.66-04498.50] 大家注意一下
[04498.50-04500.74] 化学变化物理变化的变念不好
[04500.74-04501.54] 考的是什么呢
[04501.54-04502.98] 考的是它俩的区分
[04502.98-04507.98] 大家注意化学变化物理变化的区分就看它是否生成新的物质
[04510.82-04512.38] 是否生成新物质
[04512.38-04515.18] 如果生成新物质了,那就叫化学变化
[04515.18-04518.38] 如果没有生成新的物质,那就叫做物理变化
[04518.38-04520.98] 所以他们的变化就在于是否生成新物质
[04520.98-04523.18] 这个地方在考试的时候会考案例
[04523.18-04525.78] 这段案例可能是百化的案例
[04525.78-04529.58] 也可能会考过古诗文,比如说币楚魔城真
[04529.58-04531.18] 比如说兵血销容
[04531.18-04532.90] 然后问你他属于什么变化
[04532.90-04535.30] 或者又考骂继续成悔类时干
[04535.30-04536.26] 然烧啊
[04536.26-04537.90] 那然烧一定是什么变化
[04537.90-04539.30] 然烧一定是画学变化
[04539.30-04540.14] 所以他在这里呢
[04540.14-04540.90] 会这么考啊
[04540.90-04541.90] 所以大家注意一下
[04541.90-04543.38] 这是第一个我们所说的
[04543.38-04543.90] 物理变化
[04543.90-04544.74] 一变化的区分
[04544.74-04546.18] 会考一些案例
[04546.18-04548.02] 就把我住一个点就行了
[04548.02-04550.42] 这个点本身难度是不大的
[04550.42-04551.66] 来开一个例子
[04551.66-04553.18] 他说股石子是古人
[04553.18-04554.54] 我们留下的宝贵财富
[04554.54-04556.14] 下来纸设计物理变化
[04556.14-04558.02] 这是没有产生心物者
[04558.02-04559.86] 也火烧不见
[04559.86-04567.36] 燃燒,彩燒,新的話就誤著不行,所以換句變化,辣句成會類似干,燃燒辣植,燃燒,花句變化。
[04567.36-04573.16] 鐵蠢磨成爭,鐵還是鐵沒有生成心物者,物理變化,暴著生中。
[04573.16-04578.42] 放煙花暴著,燃燒,對它是燃燒的過程,只不是距離燃燒,
[04578.42-04580.76] 那在這裡面也是,花句變化。
[04580.76-04584.76] 那所以它考驗力的時候,可能考得直白一點,也可能結合。
[04584.76-04586.76] 失葛来考察
[04586.76-04588.24] 在这里大家注意一下
[04588.24-04590.64] 照题选择的是四选项
[04590.64-04593.76] 这是我们所提到的内容
[04593.76-04595.84] 我们接下来看一下
[04595.84-04597.08] 在画学反应当中
[04597.08-04598.44] 比较常见的一种反应
[04598.44-04599.92] 就是养化反应
[04599.92-04601.00] 这个养化反应
[04601.00-04602.00] 他们来看一下
[04602.00-04604.32] 第一个就是养漫的养化反应
[04604.32-04606.36] 长期暴露在空戏当中
[04606.36-04607.84] 它可能才会产生
[04607.84-04609.20] 这个就是生修
[04609.20-04611.00] 所以生修是我们所说的
[04611.00-04612.20] 养漫的养化反应
[04612.20-04614.40] 咱们在前面讲体的手术给大家说了
[04614.40-04620.20] 铁,它技能防水用的防潮用防有化,就做双吸机
[04620.20-04625.10] 所以铁,暴露在抗击中装装,就和和杨器和水发生反应生成什么
[04625.10-04628.32] 杨化铁,所以铁修的主要物质大住一下
[04628.32-04631.82] 铁修的主要物质是杨化铁,只是第一个点
[04631.82-04636.98] 第二个,其实我们之前讲过,只是和前面一样,不说了,既然和水和杨器发生反应
[04636.98-04642.30] 这需要保存铁之品,你隔绝水,铁绝杨器是不可以
[04642.30-04644.60] 所以在这里面第二个方面就不讲了
[04644.60-04645.88] 大家在这里知道啊
[04645.88-04648.70] 生修的主要物质是一样话题
[04648.70-04649.42] 就可以了啊
[04649.42-04653.06] 只第一个我们所说到晚慢的这种画面变化
[04653.06-04656.12] 第二个呢就是相对来说比较
[04656.12-04658.68] 激烈的重画面变化就是然燒
[04658.68-04660.72] 然燒它其实有三个条件的
[04660.72-04663.04] 这三个条件的同们稍微有个印象就行了
[04663.04-04665.50] 具体它的隔立法支极法和冷却法
[04665.50-04668.80] 我们在后面讲到生活厂时的入一大详细说
[04668.80-04670.72] 我们在这个阶段只需要掌握
[04670.72-04672.26] 然燒需要三個條件
[04672.26-04673.70] 第一個叫可然物
[04673.70-04674.94] 第二要有駐然物
[04674.94-04677.60] 第三個要達到一定的溫度叫做招活電
[04677.60-04679.62] 人第一個東西擔有東西可以燒
[04679.62-04681.14] 那這時候才能找起來
[04681.14-04682.34] 那這叫可然物
[04682.34-04683.60] 第二要成叫駐然物
[04683.60-04684.40] 這是點起來之後
[04684.40-04686.26] 它能夠持續發生氧化反應
[04686.26-04687.48] 那這時候要駐然物
[04687.48-04689.56] 最常見的就是氧氣
[04689.56-04691.26] 第三個就是溫度一定要夠
[04691.26-04692.48] 如果溫度不高的話
[04692.48-04694.40] 這個東西沒有達到它的招活電
[04694.40-04696.48] 它也不可能符合燃燒的條件
[04696.48-04698.52] 所以在這裡就是這三個
[04698.52-04699.92] 我們所說的這三個電
[04699.92-04702.16] 那这三个点我们在后面回答详继介绍
[04702.16-04706.00] 这里大家只需要知道燃烧需要三个条件就OK了
[04706.00-04707.68] 那这是我们所提到的
[04707.68-04710.24] 第2个大的方面就画些反应
[04710.24-04713.68] 那第3个内容就是生活当中常见的画些知识了
[04713.68-04715.36] 这里面简单看一下就行了
[04715.36-04719.04] 第一个就是大家知道明凡是可以用来进水的
[04719.04-04722.16] 那明凡进水呢主要就是因为它是交体例子
[04722.16-04725.92] 所以在这里它说有这种三价的旅里子中和了
[04725.92-04728.56] 你杀当中的浮烈和所以所谓它承认下来了
[04728.56-04729.84] 这个看一下就行了
[04729.84-04732.16] 第二就是莫水它是一种交体
[04732.16-04733.88] 大家都知道那个莫水长时间
[04733.88-04735.76] 比如说你在那个地方你
[04735.76-04738.00] 擠出来了我们所说的一小盘
[04738.00-04738.44] 莫水
[04738.44-04739.82] 谁长了认诺你发现那小盘
[04739.82-04741.36] 莫水它变成了一个小球
[04741.36-04741.88] 对吧
[04741.88-04743.80] 这里面会为什么会变成这样呢
[04743.80-04746.20] 它说了因为莫水是一种交体
[04746.20-04748.00] 所以当莫水稿没有该跑的时候
[04748.00-04749.20] 水分正发了
[04749.20-04751.56] 所以它的所有的科律就擠在一块
[04751.56-04753.56] 就变成了一个小球那种感觉
[04753.56-04755.48] 这是我们所说的这两个
[04755.48-04756.88] 第三个点是雅高
[04756.88-04758.20] 这个点都没有注意一下
[04758.20-04760.44] 这里面需要大家重点掌握的第三点
[04760.44-04764.12] 所以牙膏它是一种复合成分构成分东西
[04764.12-04766.12] 所以它说牙膏是有粉末状的
[04766.12-04767.88] 摩擦记十分记等等啊
[04767.88-04768.68] 所搞出来的
[04768.68-04769.72] 第一个点它知道
[04769.72-04771.48] 牙膏之所以能够轻松压制
[04771.48-04773.36] 主要是因为由于它的什么
[04774.36-04775.40] 摩擦记来了
[04775.40-04776.92] 所以在这里我们标准一下
