[00000.00-00006.28] 我们接着来看有关于第七个明确当中的第2个部分就是我们经常提到的三星
[03434.64-03436.64] 这10个明确首先第一个我们明确了
[03436.64-03439.00] 说中国未来的发展必须有一个方向
[03439.00-03440.68] 必须有一个坚强的领导力
[03440.68-03441.92] 叫做中国共产党
[03441.92-03443.56] 那党领导我们干什么呢
[03443.56-03444.88] 在社会主义这条道路上
[03444.88-03447.12] 我们提到了一个总任务
[03447.12-03449.64] 总任务能提到了现代化和中华民族的
[03449.64-03450.56] 为他父亲
[03450.56-03453.52] 那小完成这个任务就要任情中国的实际情况
[03453.52-03456.24] 于是我们提出了叫做主要矛盾
[03457.12-03459.80] 人民日一增长的美好生活需要同
[03459.80-03462.28] 不平衡不充分发展之间的矛盾
[03462.28-03464.44] 结枉和解决这个主要矛盾
[03464.44-03466.08] 然后从而实现总任务呢
[03466.08-03469.92] 我们提到了5位体和4个全面
[03469.92-03472.04] 但是光有5位体和4个全面还不够
[03472.04-03473.76] 我们说了想要解决着谋断
[03473.76-03477.92] 我们还需要三个目标作为保障
[03477.92-03481.40] 这三个目标分别是全面身化改革的总标
[03481.40-03486.04] 从制度开始改制度形成体系体系用起来形成能力
[03486.04-03488.56] 但是改革提供动力没有办法为户稳定
[03488.56-03490.60] 于是我们提到了什么法制
[03490.60-03492.52] 在法制当中我们又提到了
[03492.52-03494.00] 建设法制体系
[03494.00-03495.80] 建设法制国家
[03495.80-03498.92] 还有一个就是我们提到的叫做强军目标
[03498.92-03503.60] 强军目标的话就是为中国的对外发展提供了一个坚强的一个后顿
[03503.60-03505.00] 大家应该听过一句话
[03505.00-03510.40] 叫做追言只在建风之上而真理永远只在大透社成分之内
[03510.40-03512.40] 没有强大国防的国家
[03512.40-03515.00] 它其实是没有办法走得很远的
[03515.00-03516.40] 所以在这里面说了
[03516.40-03519.92] 这个时候想要实现解决转毛的
[03519.92-03522.16] 除了有一些我们所说的具体可行的
[03522.16-03524.02] 措施5位底色全面之外呢
[03524.02-03525.96] 还需要一些其他的作品保障
[03525.96-03527.76] 所以我们提到了三个目标
[03527.76-03529.36] 除了这三个目标之外呢
[03529.36-03530.36] 我们还有一些内容
[03530.36-03532.88] 比如说在发展过程当中我们新增了
[03532.88-03534.88] 我们新增了几个
[03534.88-03536.08] 新增的这几个呢
[03537.20-03537.96] 大家要知道
[03537.96-03540.16] 一个是基本经济制度是新增的
[03540.16-03541.16] 还有一个就是我们说了
[03541.16-03542.64] 中国共产党是领投揚
[03542.64-03544.40] 那党的资深的那就非常重要
[03544.40-03546.40] 所以在这里我们提到要全面
[03546.40-03548.32] 从言知道对吧
[03548.32-03549.24] 但是刚才呢
[03549.24-03549.92] 我们又提
[03549.92-03551.80] 我们回味到这个三个目标当中
[03551.80-03554.32] 三目标你看 改革法制和强军
[03554.32-03557.94] 他更多的是从内部来去保证国家的评论性
[03557.94-03560.24] 但是我们也说了国家发展还有什么
[03560.24-03563.56] 还有外部外部就要一口我们中国特色的什么
[03563.56-03564.34] 大会外交
[03564.34-03567.92] 你大概对这10个明确在红官上有一个了解就行了
[03567.92-03570.68] 你这里面知道他拿两个西新增的桌
[03570.68-03571.12] OK了
[03571.12-03573.32] 只会在这里面我们讲了很多的续节
[03573.32-03576.38] 需要同一种去把这个续节去把它保住
[03576.38-03578.20] 这个就是新思想
[03578.20-03580.48] 他的一个科学体系
[03580.48-03583.40] 到这我们就给他说完了
[03583.40-03585.88] 说完了之后我们接着来往下看
[03585.88-03587.72] 我们在科学体系当中讲完了
[03587.72-03588.60] 他是什么
[03588.60-03591.28] 我们来做起到体来感受一下
[03591.28-03592.44] 下面第一个点他说了
[03592.44-03593.88] 过有之为主体不动摇
[03593.88-03595.16] 巴了巴了说了一大堆
[03595.16-03596.56] 说主道经济
[03596.56-03598.52] 然后是什么制度新保障
[03598.52-03600.04] 是执政地位是重要保障
[03600.04-03602.56] 说下一类关于国有经济理解不正确的事
[03602.56-03603.56] 开吓一些下
[03603.56-03605.44] 国有经济包括集体经济吗
[03606.56-03607.64] 上来就错了吧
[03607.64-03610.16] 國有經濟是國有集體是集體
[03610.16-03611.72] 它是不同的形式
[03611.72-03613.20] 那說了是我看到過它
[03613.20-03614.04] 它也有什麼
[03614.04-03615.56] 它也有水果有之經濟
[03617.32-03618.36] 所以A選上錯了
[03618.36-03618.72] 對吧
[03618.72-03619.84] 那照去選A了
[03619.84-03620.92] 看一下B選像
[03620.92-03622.56] 說國有經濟是製作
[03622.56-03625.64] 當然國有經濟是製作起主導作用
[03625.64-03627.08] 那這是B選像
[03627.08-03629.56] 國有經濟掌控的國家經濟名外
[03629.56-03630.32] 也正確
[03630.32-03630.60] 對吧
[03630.60-03632.08] 所以像國有經濟
[03632.08-03633.92] 同教高的生產品水平相適量
[03633.92-03635.24] 這個說法也正確
[03635.24-03636.52] 國有經濟的存在
[03636.52-03638.16] 就是公有之间级的存在
[03638.16-03639.52] 大家回味道一个点上
[03639.52-03641.72] 无论是公有之间级还非过的之间级
[03641.72-03645.04] 它的存在其实都是能够是要生产率水平发展的
[03645.04-03646.44] 所以第一体圈则的是
[03646.44-03647.28] N选项
[03647.28-03648.28] 第二体来看
[03648.28-03650.68] 在社会主义关键则的公有之间级下
[03650.68-03651.96] 社会主义过程度之间级下
[03651.96-03653.84] 多了多的公有之公有之
[03653.84-03655.96] 你都不需要想数一按什么分配
[03655.96-03657.28] 按老分配
[03657.28-03658.36] 咱们前面刚讲过
[03658.36-03658.60] 对了
[03658.60-03659.68] 所以第二体圈则
[03659.68-03660.40] 二闭
[03660.40-03661.12] 好
[03661.12-03664.68] 这个就是我们所提到的科学体系
[03664.68-03667.24] 那科技體系的主要內容我們前面也大說了
[03667.24-03671.20] 我們包括10個明確14個堅持和13方面的成就
[03671.20-03675.24] 但是這14個堅持當然了20大是16個
[03675.24-03676.92] 但是我現在沒有給大家講20大
[03676.92-03679.16] 所以你在這知道我說的是什麼就行了
[03679.16-03680.72] 14個堅持不太考
[03680.72-03682.80] 你看一下就行了說講說了是怎麼辦
[03682.80-03683.60] 這個不用點
[03683.60-03685.64] 最後一個就13個方面的成就
[03685.64-03687.88] 這個點也不是我們要掌握的重點
[03687.88-03690.72] 到這他們了解一下就OK了
[03690.72-03692.72] 這個就是整個
[03692.72-03694.06] 我们所说的西思想
[03694.06-03696.54] 它的主要的内容
[03696.54-03698.10] 那了解了主要内容之后
[03698.10-03698.50] 我们说了
[03698.50-03700.36] 我们除了知道它是什么之外
[03700.36-03701.86] 第二个我们要了解了解
[03701.86-03702.90] 这个思想
[03702.90-03704.36] 在线阶段
[03704.36-03706.42] 它说出的地位是什么
[03706.42-03707.00] 来看一下
[03707.00-03708.78] 西思想的历史地位
[03708.78-03709.88] 在这里面它说了
[03709.88-03711.84] 说西思在中国特首主义思想
[03711.84-03713.44] 也是说我们所说的西思想
[03713.44-03715.98] 它是当代中国买四主义
[03715.98-03717.82] 是时代的精华
[03717.82-03718.96] 是买四主义中国化
[03718.96-03720.32] 时代化的最新飞月
[03720.32-03721.98] 这个点物用之间
[03721.98-03724.54] 这个点他已经相对来说说得非常晚善了
[03724.54-03728.38] 所以把事务节六种权会对于这个思想的表述也拿出来
[03728.38-03729.90] 只要是跨拍的
[03729.90-03731.46] 就选就行了
[03731.46-03732.74] 比如说他说
[03732.74-03735.54] 心思想是科学职业选择
[03735.54-03736.06] 选呢
[03736.06-03738.62] 心思想是行动只能选择
[03738.62-03739.38] 选
[03739.38-03741.30] 所以在这里面没有什么太多了
[03741.30-03741.94] 在哪讲呢
[03741.94-03744.50] 他其实就是保证一个政治证据性就OK了
[03744.50-03745.78] 他后面又记住说了
[03745.78-03746.82] 说心思想
[03746.82-03747.58] 在这
[03747.58-03751.18] 说心思想是对前人理论的计程和发展
[03751.18-03752.42] 是最新成果
[03752.42-03753.78] 因为当然是最新成果
[03753.78-03755.90] 因为马上主义中国化时代化的内容
[03755.90-03757.06] 还没有提出其他的
[03757.06-03758.30] 所以他是最新成果
[03758.30-03759.18] 注意一下这个点
[03759.18-03760.90] 他是集体智慧的节径
[03760.90-03762.34] 这个点大家要能够
[03762.34-03764.74] 明确是集体智慧的节径
[03764.74-03766.30] 到这差不多了
[03766.30-03768.50] 但他的历史地位整体的靠好性
[03768.50-03769.30] 不是很强
[03769.30-03771.66] 所以在这部一大做过多最树了
[03771.66-03772.14] 好
[03772.14-03773.58] 这是他的历史地位
[03773.58-03774.82] 后面还有一个点就是
[03774.82-03775.70] 大家注意
[03775.70-03776.82] 说党的十六大
[03776.82-03777.82] 把十六大坏出来
[03777.82-03780.34] 你要知道心思想是什么时候写入党商的
[03780.34-03783.42] 石油大協務黨政卻沒黨的知道思想
[03783.42-03785.46] 協務黨政知道黨員了
[03785.46-03787.26] 但是協務縣把就知道人民了
[03787.26-03789.54] 所以縣把是13%人大
[03790.26-03791.02] 在入縣把
[03791.02-03793.14] 這個地方頂多是一個醫興級的電
[03793.14-03795.18] 你大概有個印象就OK了
[03795.18-03795.90] 所以在這
[03795.90-03797.62] 我們所說的整個新思想
[03797.62-03799.02] 在紅官上的內容
[03799.02-03801.58] 在這裡就給大家全部講完了
[03801.86-03802.30] 好
[03802.30-03804.14] 在這同一位一定要記得
[03804.14-03806.18] 回去的主板的框架樹里清楚
[03806.18-03806.42] 好吧
[03806.42-03807.74] 我們講了第一個
[03807.74-03811.50] 他解决的问题从18-18-19就流中全会不断丰富的发展
[03811.50-03814.30] 解决这些问题他提出了自己的理论关键
[03814.30-03817.46] 所以我们提到了他的晚上发展的过程
[03817.46-03819.90] 对吧,三次会议以及他的具体内容
[03819.90-03821.30] 就是10个明确
[03821.30-03825.54] 然后14个坚持以及13方面的成就
[03825.54-03828.34] 那具体的这些我们在前面已经给大家讲到过了
[03828.34-03830.34] 我就不主意给大家展开了
[03830.34-03832.82] 那最后一个点就是我们要明确他的地位
[03832.82-03834.58] 地位的话,跨他的你都选
[03834.58-03837.70] 只我在这里明确两个细节的点就是什么时候写入党章
[03837.70-03839.06] 确定为党的照思想
[03839.06-03840.70] 什么时候写入现反
[03840.70-03842.58] 大家注意一下这就不可以了
[03842.58-03843.10] 好吧
[03843.10-03846.54] 这个就是我们从红官上打整个新思想内容
[03846.54-03847.94] 全部给大家说完了
[03847.94-03851.46] 咱们整个新思想的总论到这里也就结束了
