[00000.00-00004.92] 上下課我們講了馬斯主義基本原理的導論了解了整個馬元說了什麼
[03838.76-03841.72] 這話說起來 你感覺說的就變化 對吧
[03841.72-03844.54] 美的東西是美食它美的
[03844.54-03845.78] 他其实在强刀什么
[03845.78-03847.42] 说一个东西好不好看
[03847.42-03849.46] 是有人来决定的吗
[03849.66-03850.46] 不是吧
[03850.46-03852.54] 是用美决定他的
[03852.54-03855.26] 但美是一个具体存在的事物吗
[03855.26-03856.94] 也不是一个具体存在的事物
[03856.94-03858.02] 那美到底是啥呢
[03858.02-03860.10] 在这里他就等同于这种精神和理念
[03860.10-03860.62] 对吧
[03860.62-03862.26] 那强调精神和理念
[03862.26-03864.14] 那他就属于为物还是为险
[03864.14-03865.06] 属于为心了
[03865.06-03866.38] 所以避选项也不行
[03866.38-03868.18] 所以从在机背感知
[03868.18-03868.98] 背感知
[03868.98-03870.18] 被谁感知
[03870.18-03872.78] 只要没有强调绝对精神绝对观念
[03872.78-03874.30] 就是被无而感知
[03874.30-03875.32] 被人感指
[03875.32-03878.66] 在这里面他是主观的一些数一位性主义
[03878.66-03879.24] 那不行
[03879.24-03879.86] 第四个形象
[03879.86-03882.26] 世界是一团有红的活活
[03882.26-03882.66] 对吧
[03882.66-03884.26] 这个活物形
[03886.06-03888.18] 那就数一红代的口罪如意
[03888.18-03889.42] 所以照体选择的是
[03889.70-03890.36] 四弟
[03890.36-03891.54] 照体选四弟
[03891.80-03892.10] 好
[03892.10-03893.86] 这是我们所说的关于
[03893.86-03894.56] 第一
[03894.82-03895.46] 三个点
[03895.46-03897.18] 就要折学到两大派点
[03897.38-03899.54] 前面折学的喊抑
[03899.54-03900.66] 折学的基本问题
[03900.66-03901.90] 一去折学的技朗派别
[03901.90-03903.06] 都在强斗什么问题
[03903.06-03904.18] 都在去谈
[03904.30-03905.02] 只割血
[03905.22-03906.70] 但是我们要学的是什么呢
[03906.86-03909.06] 我们要学的是马斯主义哲血
[03909.22-03911.34] 所以马斯主义哲血是哲血的一个分支
[03911.50-03914.10] 但是和他和哲血有区别就在于
[03914.30-03915.58] 马斯主义哲血是啥呢
[03915.70-03917.58] 同们在数上把这个此圈出来
[03918.02-03919.58] 然后标注一个一颗星
[03919.82-03922.74] 马斯主义哲血是科学的世界广方的
[03922.74-03924.90] 也就是马斯主义哲血说的是对的还是错的
[03925.06-03925.54] 是对的
[03925.54-03927.58] 他是正确的一种理论和观点
[03927.86-03930.10] 但是这种正确只用于谁哦
[03930.22-03932.50] 只用于马斯主义哲血
[03932.78-03933.74] 明白我的意思吧
[03933.74-03935.34] 他在考试的时候会怎么考
[03935.34-03936.86] 他会张官理戴
[03936.86-03937.86] 他这里会说
[03937.86-03940.86] 说哲学是科学的世界官方法乱
[03940.86-03942.18] 胡说八道
[03942.18-03944.50] 哲学是世界官方法乱的统一
[03944.50-03946.94] 是世纪系统化理论化的世界官
[03946.94-03949.30] 而并不一定哲学就全是对的
[03949.30-03950.06] 明白了吧
[03950.06-03951.14] 只有谁是对的
[03951.14-03952.94] 只有马斯主义哲学是对的
[03952.94-03956.42] 所以他把哲学贯执哲学身上那就错了
[03956.42-03958.22] 所以这个点经常会考察一个
[03958.22-03960.70] 判断体验或者是判断选项
[03960.70-03962.18] 但是只能做一个医生
[03962.18-03963.38] 没有办法单独命体
[03963.38-03964.10] 大家注意一下
[03964.86-03966.14] 这是马斯主义哲学
[03966.58-03968.78] 这里我们来看一看马斯主义哲学
[03969.06-03970.10] 马斯主义哲学
[03970.10-03971.86] 他其实是马斯主义
[03971.86-03973.10] 基本原理的一个部分
[03973.10-03973.46] 对吧
[03973.46-03976.38] 那作为一个马原的主要组成部分
[03976.38-03979.10] 他其实自身有自身的理论来源
[03979.10-03980.26] 那在这里来看一下
[03980.26-03982.46] 他的旅来源当中所给到的第一个
[03982.46-03983.54] 叫做接机器处
[03983.54-03985.30] 那谁需要这一套理论呢
[03985.62-03986.30] 窮人来
[03986.30-03988.02] 所以在这里是无产阶级
[03988.02-03988.66] 第二个
[03988.82-03990.62] 马斯主义哲学的理论来源
[03990.62-03991.42] 咱们前面说了
[03991.42-03992.66] 哲学来自于哲学
[03992.66-03994.30] 是德国的不电哲学
[03994.30-03995.94] 这两个点没啥好说的
[03995.94-03997.70] 理解一下就可以了
[03997.70-04000.94] 在这里面来看一下第三个
[04000.94-04002.98] 我们来看哲学的产生
[04002.98-04003.78] 我们前面说了
[04003.78-04005.38] 哲学的产生他语
[04005.38-04007.62] 具体科学之间有一定的关系
[04007.62-04008.22] 对吧
[04009.38-04011.22] 马斯主义哲学的产生
[04011.22-04013.74] 他语具体科学之间也分不开
[04013.74-04015.82] 所以来看一下马哲的产生
[04015.82-04017.86] 他都借借了哪些具体的理论
[04017.86-04019.98] 在这里面就借借了三个
[04019.98-04021.46] 叫个自然科学前提
[04021.46-04024.70] 包括西包學說西包本身是物質吧
[04024.70-04026.38] 所以脖翅了神窗論
[04026.38-04029.38] 能量手鋒於轉化歸綠歸綠是
[04029.38-04031.38] 哲學當中的一個非常重要的點
[04031.38-04033.22] 第三個就打耳門的計劃論
[04033.22-04035.14] 打耳門的計劃論是為強調
[04035.14-04037.06] 我們所說的植物動物
[04037.06-04039.38] 它是不斷的演變而來的
[04039.38-04040.82] 是為強調的是發展
[04040.82-04043.22] 而發展也是馬斯嘘哲學
[04043.22-04044.70] 非常重要的一個觀點
[04044.70-04047.18] 所以我們認為西包學說
[04047.18-04049.10] 能量手鋒於轉化歸綠
[04049.10-04059.00] 以大人的生物精化论是马自主义哲学产生的科学前提也被称着为19世纪的三大自然发现
[04059.00-04063.70] 所以在这里面他们两个是一个医行级的知识点的
[04063.70-04067.80] 主问的时候就比较职办说马哲产生自然科学前提是啥
[04067.80-04072.30] 西包规律大人文简单记就做西包规律大人
[04074.30-04078.80] 或者是有世纪自然科学的三大发现是啥还是这三个
[04078.80-04082.38] 所以这里面对于折血的产生点里面就这一个点
[04082.38-04085.40] 所以这是马斯主义折血是客血的
[04085.40-04087.56] 是官方的论这个魔码当中的
[04087.56-04089.40] 第二个点第二个点
[04089.40-04092.00] 那这是马主义产生的条件
[04092.00-04093.80] 那知道马主为什么会产生
[04093.80-04096.40] 今天我们来看一下马主也就是
[04096.40-04098.00] 他的一些特征的那些
[04098.00-04101.00] 马斯主义折血是客血的事业官方法论
[04101.00-04102.00] 你说得对吧
[04102.00-04103.70] 那你说得对你和其他的折血
[04103.70-04104.80] 我啥不样的地方
[04104.80-04107.00] 这个就叫做马主的特征
[04107.00-04109.64] 要把它和另外一个点去分开
[04109.64-04111.68] 但是同时不用在这个上面
[04111.68-04112.88] 花太多的心思
[04112.88-04114.36] 它只是一个医生级的点
[04114.36-04116.56] 把它和马斯主义的
[04117.88-04118.92] 马斯主义
[04118.92-04119.92] 我讲的先马一
[04119.92-04120.32] 好吧
[04120.32-04122.92] 把它和马斯主义的先名特征去分开
[04125.72-04126.52] 和马一的
[04126.52-04127.96] 先名特征去分开
[04127.96-04129.00] 这个先名特征
[04129.00-04130.36] 咱们在哪里讲过
[04130.36-04132.08] 咱们在导论里面讲过
[04132.08-04134.24] 只要能把这几个点去分开就可以了
[04134.24-04135.64] 我們來看一下
[04135.64-04136.80] 在這裡他提到的
[04136.80-04138.24] 馬斯祖義哲學
[04138.24-04139.68] 他了一個特徵
[04139.68-04141.28] 馬斯祖義哲學在這裡面
[04141.28-04142.60] 來看一下他所說的
[04142.60-04143.32] 他說
[04143.32-04144.44] 實踐的觀點
[04144.44-04145.60] 把這句話話出來
[04146.84-04148.92] 說實踐的觀點是
[04148.92-04152.72] 馬斯祖義哲學的首要的基本的觀點
[04152.72-04155.08] 因為覺得這個話有點思成相識
[04155.08-04156.80] 咱們在講導論的時候說了
[04156.80-04158.56] 實踐的觀點是
[04158.56-04162.52] 馬斯祖義的首要的基本的觀點
[04162.52-04165.08] 所以他们之间是连通着的
[04165.08-04167.00] 因为马资主义
[04168.16-04169.44] 包括马资
[04169.44-04172.68] 而马资当中还包括认识论的
[04173.92-04175.00] 所以这个点
[04175.24-04176.72] 它是一个连动的点
[04176.72-04178.16] 就是一个
[04178.64-04180.20] 挖控三个说法
[04180.20-04183.16] 叫实践的观点是马资主义
[04183.16-04187.44] 马资主义哲学认识论的首要的基本的观点
[04187.44-04188.48] 就是无论怎么样
[04188.48-04190.12] 就是一直在强调又干嘛
[04190.12-04191.84] 一直在强调去做
[04191.84-04193.52] 所以它是这三个的
[04193.52-04194.52] 时候的基本快点
[04194.52-04197.68] 而这三个内容是包含被包含的关系吧
[04197.68-04198.60] 所以这是第一个
[04198.60-04201.28] 大家要掌握这时间的观点的地位
[04201.28-04202.20] 第二个呢
[04202.20-04204.52] 就是对于马斯主义哲学来说
[04204.52-04207.60] 马斯主义哲学和其他哲学最不一样的地方
[04207.60-04208.24] 换一下
[04208.24-04211.76] 就区别于其他哲学最主要最根本的特征
[04213.12-04216.04] 就在于其他哲学都强调去认识世界
[04216.04-04217.80] 而他强调去改造世界
[04217.80-04219.64] 他是强调去做
[04219.64-04220.52] 他是强调去做
[04220.52-04226.14] 所以这是第二个我们所说的哲学的基本特征在这里墙掉实件
[04226.14-04228.20] 墙掉实件这个点非常重要
[04228.20-04230.50] 那马斯嘴哲学剧的特征哪些呢
[04230.50-04233.08] 在这里面他给到说实件
[04233.08-04237.16] 实件性和建议性是马斯嘴哲学最显著的特征
[04237.16-04239.46] 这个地方简单看一下就行了
[04239.46-04241.26] 主要就是我刚才给大家说的
[04241.26-04246.20] 他很容易把马斯嘴和马斯嘴哲学的特征会小
[04246.20-04249.70] 马斯嘴哲学有一个非常照的点
[04249.70-04254.70] 咱们前面讲到过说马克思主义他的根本托证
[04254.70-04256.70] 我猜大家已经忘了
[04256.70-04258.70] 他的根本托证
[04259.70-04260.70] 是三个吧
[04260.70-04267.70] 叫做实现基础之上的革命性和科学性的同意
[04271.70-04273.70] 这是马克思主义的根本托证
[04273.70-04276.70] 所以同样的最核心的其实是基础这句话
[04276.70-04281.26] 就是最三性方在一块就只有马斯主义
[04281.26-04284.74] 而马斯主义哲学的特征有两个
[04284.74-04288.98] 一个是最根本最主要的特征
[04288.98-04290.22] 叫做实件
[04290.22-04294.50] 一个是最显驻的特征叫做实件和阶级
[04294.50-04297.18] 这三个点非常非常像
[04297.18-04298.90] 就是因为他们很像
[04298.90-04302.14] 所以他们很容易在选项当中混小这来考
[04302.14-04303.22] 但是这个点
[04303.22-04305.14] 他本身可考性是有的
[04305.14-04307.70] 我们只是在这把他给大家驱训开
[04307.70-04310.26] 但是说他的科好性的强度特别强
[04310.26-04311.30] 也没有特别强
[04311.30-04312.30] 所以一定要记住
[04312.30-04314.10] 你说老师我记不住我已经毁了
[04314.10-04315.74] 你就OK你家已经毁了
[04315.74-04317.18] 你就把这个点锅拔我住
[04317.18-04317.82] 好吧
[04317.82-04320.18] 就是马斯主义的根本特征是三性
[04320.18-04321.66] 其他他如果把说
[04321.66-04325.62] 说哲学是实现性格面性科学性是他的根本特征
[04325.62-04326.30] 那就错了
[04326.30-04326.78] 没卖了吧
[04326.78-04327.54] 你如果记不住
[04327.54-04330.10] 你就记一个你反向记总科学吧
[04330.10-04331.50] 所以在这里把这句话
[04331.50-04334.06] 一定要把它合马哲学去看看
[04334.06-04335.74] 這是他的第一個特性
[04335.74-04337.34] 叫做實驗型和接近性
[04337.34-04340.26] 那第二個特性叫做科學型和革命性
[04340.26-04342.10] 這個點錢的了解一下就行了
[04342.10-04343.34] 和前面差不多
[04343.34-04344.70] 科學型中說得對
[04344.70-04346.30] 革命型的就是批判精神
[04346.30-04349.90] 所以這是馬速主義哲學的基本特徵
[04349.90-04350.90] 基本特徵
[04351.50-04352.70] 咱們做一道題
[04352.70-04353.78] 在這兒他給到
[04353.78-04356.06] 說下列官員馬斯主義
[04356.06-04359.14] 與馬斯主義哲學說法正確的事
[04359.14-04360.34] 來看一下一選項
[04360.34-04361.82] 說馬斯主義
[04361.82-04363.50] 注意案是主義
[04363.50-04366.54] 主意的直接赢人来源是哲学
[04366.54-04369.74] 谁来哲学哲学哲学哲学哲员哲学哲学
[04369.74-04372.78] 所以哲学哲学黄斯祖父仨
[04372.78-04375.66] 哲学哲学尔国固定哲学
[04375.66-04378.10] 黄斯祖父仨一的直接理论来源是三个不愤
[04378.10-04380.62] 哲学证明 sprín学 Designer和科sk
[04380.62-04382.24] 所以哲学哲学哲学坐下
[04382.24-04384.72] 避选像说十睱的观点
[04384.72-04387.06] 总之做题的时候
[04387.06-04389.86] 一点画题过的习惯 抓官司
[04389.86-04397.22] 是马斯主义,马斯主义,马斯主义哲学,记得能观念,没问题,首要的,基本的观念,对吧?
[04398.22-04415.38] 所以这是避选项,虽然像,说实现是马斯主义,根本的特征,马斯主义的根本特征几个,三个,那他就不对了,马斯主义去,是马斯主义哲学,区别于其他哲学的最根本的标志,才是实现性的,对吧?
[04415.38-04417.02] 来看一下三星
[04417.02-04420.58] 这三星是哲学的显出特征
[04420.58-04421.30] 错了吧
[04421.30-04423.18] 这三星是主义的显出特征
[04423.18-04425.10] 你看它是不是就很愿意在这
[04425.10-04426.26] 张观里代呀
[04426.26-04428.10] 所以你几乎住的时候怎么办
[04428.10-04429.14] 反向紧
[04429.14-04430.82] 直接这一个是满意的
[04430.82-04432.54] 其他的都是满哲的
[04432.54-04433.54] 就OK了
[04433.54-04435.30] 所以这是我们所说的照体
[04435.30-04438.22] 照体说了正确的只有第二个来
[04438.22-04439.10] 所以这要体
[04439.10-04440.22] 大家注意下旭
[04440.22-04440.98] 二闭
[04440.98-04442.22] 小二闭
[04442.22-04442.94] 好
[04442.94-04444.26] 这是我们所说的
[04444.26-04445.18] 这个内容
[04445.18-04448.86] 那这整个这一节咱们就讲完了
[04448.86-04449.74] 这一节呢
[04449.74-04450.98] 咱们来看一下整体的
[04450.98-04451.62] 这是点
[04451.62-04453.02] 讲了四个大的问题
[04453.02-04455.34] 折血的喊异折血的技朗问题
[04455.34-04456.34] 折血的派点
[04456.34-04458.58] 以及马斯主义折血
[04458.58-04459.90] 那在折血的喊异当中
[04459.90-04461.26] 分了两层考点
[04461.26-04461.98] 第一个就是
[04461.98-04463.74] 与世纪官和方法论的关系
[04463.74-04466.74] 第二就是与具体科学直接的关系
[04466.74-04467.06] 对吧
[04467.06-04468.98] 这是我们所说的分了这两层
[04468.98-04470.74] 那折血的技朗问题当中
[04470.74-04471.54] 就是第一个
[04471.54-04472.90] 思维和存在的关系
[04472.90-04476.46] 然后花分了维屋主义维薪主义可住了和不可知论
[04476.46-04479.46] 这一年考试的时候大家稍微注意一下可知论
[04479.46-04483.74] 而从我们所说的第一方面的问题又花分出来了
[04483.74-04485.18] 哲学的派比
[04485.18-04489.54] 哲学派比当中就有维屋和维薪考试的时候
[04489.54-04491.26] 观点展示是重点
[04491.26-04494.82] 在维屋主义当中协认上学的缺陷是重点
[04494.82-04498.54] 维薪主义和科官维薪主义的主义是看人
[04498.54-04499.82] 这是哲学
[04499.82-04504.18] 而说哲学没有过度到了马斯主义哲学是科学的学官方的
[04504.18-04506.14] 第1个考点就在于科学上
[04506.14-04510.46] 第2个就是会去分马斯主义哲学他产生的
[04510.46-04514.74] 虽然前提三个这是一个单选题或多选题
[04514.74-04518.46] 第2个就是去分马斯主义哲学和马斯主义的
[04519.10-04522.62] 可知道那在这里面大家只需要记住三句话
[04522.62-04526.82] 第1句话就是实现的观点是他们三个的手套的基本的观点
[04526.82-04531.42] 第二句话,我们所说的马斯主义,他的根本特征是三性
[04532.20-04537.32] 这个三性只有马斯主义有,如果他考战官理戴,你就知道他错了就可以了
[04537.32-04539.88] 这个就是整个这个框架的总结
[04540.14-04546.02] 同学们一定要这种框架一声,因为你用框架呼吸,他就会快很多,效果就会明显很多
[04546.28-04553.18] 这个框架我也帮助同学们整理好了,需要的同学呢,老规矩就在平倫去当中留言,就OK了
[04553.18-04556.00] 这是我们所说的马斯主义
[04556.00-04559.10] 哲学的区论到这就结束了
[04559.10-04561.82] 这一期的内容在这里就给大家说完了
[04561.82-04563.28] 内容会比较多
[04563.28-04565.22] 主要就是把所有的考点
[04565.22-04566.76] 几乎所有的考点都给大家
[04566.76-04567.78] 八角出来了
[04567.78-04570.30] 同学们一定要记得回去多多
[04570.30-04573.62] 复习把这个框架再拉出来再看一看
[04573.62-04576.82] 今天的这堂课我们就到这里就结束了
[04576.82-04579.46] 下一次课我们就正式走路到
[04579.46-04581.50] 哲学的真正的命题当中
[04581.50-04584.54] 从生活的事叫来审视者选感受者选
[04584.54-04588.30] 让者选回微生活让考点英雄作题我是节目
[04588.30-04589.58] 咱们下期再见啦
[04589.58-04590.30] 拜拜
