[00000.00-00001.80] 今天来聊聊
[03395.60-03398.08] 剛才人和馬是不都五張的特備好
[03398.08-03399.40] 不僅人拿五張特備好
[03399.40-03402.60] 而且他把五屏馬還刪在一塊一塊重風
[03402.60-03404.12] 而馬上的這些其實
[03404.12-03406.88] 手臨拿著大長的大腹頭狼壓爆
[03406.88-03408.24] 那五個馬一塊重風
[03408.24-03409.40] 你手臨有連著這個東西
[03409.40-03410.62] 就替了框老網錢窗
[03410.62-03412.72] 那坐在能力一定是超強的
[03412.72-03414.28] 那這只要打不兵的話
[03414.28-03415.32] 幾乎是一打一嘴
[03415.32-03417.58] 而當時的月費一看說好家活
[03417.58-03421.04] 說你這不就是靠著齊兵的衝擊力
[03421.04-03422.40] 那這還不好對付呢
[03422.40-03423.44] 所以當時幹嘛呢
[03424.16-03426.04] 挖豪勾就是挖坑
[03426.04-03427.32] 一到一到勾挖
[03427.32-03428.24] 挖完之後
[03428.24-03430.52] 就把金軍引到這個挖豪的這些地方來
[03430.52-03432.04] 所以這些食兵們
[03432.04-03433.44] 就躺藏在這些勾勵
[03433.44-03434.88] 那個馬一越過那個勾的時候
[03434.88-03436.76] 他們就拿那個槍去炸那個嘛
[03436.76-03438.40] 那個只要炸中一批嘛
[03438.40-03439.96] 其他五屏碼就全都倒了
[03439.96-03442.04] 所以在這種情況下你就會發現
[03442.04-03443.52] 打仗非常有碼
[03443.52-03445.80] 所以越加軍一直是聲明在外的
[03445.80-03448.48] 而這裡,越加軍聲明在外就會有一個問題
[03448.48-03449.48] 什麼問題呢?
[03449.48-03452.08] 就是他打的金軍結結敗退
[03452.08-03453.12] 那這個時候
[03453.12-03454.92] 我們所說的這個送高總
[03454.92-03457.12] 也就是這個難送的開國皇帝照購
[03457.12-03458.80] 它就會面臨一個問題
[03458.80-03459.76] 什麼問題呢?
[03459.76-03460.92] 就是如果
[03460.92-03463.12] 真的是我們所說的當時的降臨
[03463.12-03464.76] 把金軍打帶了之後
[03464.76-03467.28] 那這個時候皇帝到底誰來到呢?
[03467.28-03469.28] 当时送亏总确是已经死了
[03469.28-03473.28] 但是它的哥哥送亲总还在经过回忆活着呢
[03473.28-03476.68] 那如果在这种情况下你真的把几人打退了
[03476.68-03478.68] 那亲总皇帝一定是要放回来了
[03478.68-03480.98] 那放回来的话那这种情况下
[03480.98-03482.08] 它只要还活着
[03482.08-03483.38] 那这个皇位
[03483.38-03485.88] 可就不一定能够是这个照够的了
[03485.88-03488.88] 所以每每四老子这个照够心里
[03488.88-03491.28] 就总有一点想法和哥的
[03491.28-03491.98] 后来呢
[03491.98-03493.18] 它就做了一件事
[03493.18-03493.98] 什么事呢
[03493.98-03495.18] 在这里
[03495.18-03496.08] 在这
[03496.08-03499.64] 宋王總解除了月非等人的冰淳
[03499.64-03502.36] 然後與金簽訂了少新合約
[03502.36-03504.04] 那這種這個就被稱為
[03504.04-03506.44] 叫做少新合約
[03506.44-03508.24] 同時你們在這裡要知道
[03508.24-03511.68] 照顧他身上的第二件事叫做
[03511.68-03512.64] 少新合約
[03512.64-03514.72] 少新合約一個產院之盟
[03514.72-03516.96] 可不是一個時期的
[03516.96-03518.56] 產院之盟在北送
[03518.56-03519.96] 少新合約在什麼呢
[03519.96-03522.24] 少新合約在南宋
[03522.24-03523.72] 是高宗時期
[03523.72-03524.68] 是高宗時期
[03524.68-03525.48] 那就簽訂了
[03525.48-03529.44] 相信合意 商合意送朝像金沉沉
[03529.44-03531.76] 像經過沉沉 你是大哥 我是小弟
[03531.76-03534.84] 而先每年給我們所說的今50萬歲畢
[03534.84-03536.16] 你看這結果過程當中
[03536.16-03538.40] 其實就有一點驅入了
[03538.40-03540.84] 但是這個高總的他自己的考量
[03540.84-03542.00] 其實就是剛才不所說的
[03542.00-03543.56] 如果真的是把經過打透了之後
[03543.56-03546.84] 他這個皇帝還能不能做成這個兩說了
[03546.84-03549.28] 而且之後呢 就是商心合意之後
[03549.28-03554.40] 就要把他跌得失果和他母后接回來
[03554.40-03555.80] 但他哥当时还活着呢
[03555.80-03557.76] 就亚哥没提他哥的事
[03557.76-03560.04] 当时是和金国商量的时候呢
[03560.04-03561.80] 当时就说我可以给你钱
[03561.80-03562.32] 对吧
[03562.32-03564.12] 然后你把我丁换给我
[03564.12-03565.36] 你把我妈换给我
[03565.36-03567.36] 但是亚哥就没有提他哥的事
[03567.36-03569.20] 所以当年美态后的车价
[03569.20-03570.20] 起城难下的时候
[03570.20-03571.12] 送进中就跑去
[03571.12-03572.60] 抱着那个车屋路痛苦
[03572.60-03573.76] 就想回家
[03573.76-03575.12] 他说你回去告诉酒店
[03575.12-03577.20] 他说他只要把我接回去
[03577.20-03578.60] 我愿意出家做到事
[03578.60-03580.76] 三年毛草物凉母的甜就够了
[03580.76-03582.20] 我觉得不跟他争黄维
[03582.20-03583.92] 结果一直等到他死
[03583.92-03585.20] 他都没有回南宿
[03585.20-03587.12] 后来等到他死了之后
[03587.12-03588.76] 就把他金就把他
[03588.76-03590.00] 就是金国就把他
[03590.00-03591.24] 赚在了北方
[03591.24-03592.56] 这在北方与赚了
[03592.56-03594.16] 这个就是我们所说的
[03594.16-03596.56] 少星和一
[03596.56-03596.84] 商合一
[03596.84-03598.64] 商合一其实能够看得出来
[03598.64-03600.24] 他其实并不像产专制某
[03600.24-03601.00] 相对来说
[03601.00-03603.16] 带来的正面效果那么好
[03603.16-03604.32] 这是我们所说的
[03604.32-03605.12] 少星和一
[03605.12-03606.72] 而当谁有一个
[03606.72-03608.28] 是寫了一首十二
[03608.28-03609.32] 输分
[03609.32-03609.96] 输分说的想法
[03609.96-03611.24] 叫某传夜雪
[03611.24-03613.84] 瓜州肚天 秋风大散光
[03613.84-03616.16] 这里面提到了瓜州和大散光
[03616.16-03618.28] 其实就是当时我们所说的什么
[03618.28-03619.56] 送和金的
[03619.56-03621.36] 他们之间的这样一个人
[03621.36-03623.00] 这是国界线
[03623.00-03624.44] 他们之间这样的一个国界线
[03624.44-03625.32] 所以大家注意一下
[03625.32-03627.96] 这个是我们所说的关于南宋
[03627.96-03629.16] 有关于南宋
[03629.16-03630.80] 而这个宋行和业
[03630.80-03633.08] 也就是我们所说的南宋和金
[03633.08-03635.08] 他们两个之间这两个朝之间
[03635.08-03637.52] 对一了也将近90年左右的时间
[03637.52-03641.48] 也是一只互相的民政案诺
[03641.48-03643.44] 但是谁也吃不掉水
[03643.44-03645.08] 所以只到最后一个
[03645.08-03647.80] 我们所说的草原星期的一个更为强大的勇民族
[03647.80-03648.92] 把他来都团灭了
[03648.92-03650.76] 这个勇民族就是我们所说的
[03650.76-03651.56] 蒙古族
[03651.56-03653.08] 这说我们所说的蒙古族
[03653.08-03654.08] 所以在这里
[03654.92-03656.16] 咱们来看一下
[03656.16-03658.76] 在这里面刚才提到了一个康
[03658.76-03660.56] 我们所说的康径的军旬
[03660.56-03661.96] 这个点还要回过头来来看一下
[03661.96-03663.52] 这说我们所说的约飞
[03663.52-03664.60] 对于越飞的
[03664.60-03666.44] 大家其实都非常熟悉
[03666.44-03667.24] 都非常熟悉
[03667.24-03669.28] 最後我們所說的這個情困
[03669.28-03671.40] 它螢幕序有的這樣的一個罪名
[03671.40-03673.24] 摩佩了我們所說的這個月費
[03673.24-03677.08] 而月費就是我們剛才在最開始的手裡達提到的
[03677.08-03680.56] 我們要考察的人物和文學的對應當中的這個人
[03680.56-03683.40] 那這個月費它其實是非常典型的
[03683.40-03686.00] 我們所說的好方派的詞人
[03686.00-03687.20] 所以我們前面看到了
[03687.20-03689.80] 對吧叫做成本和實面
[03689.80-03692.04] 這寫的就是我們所說的金康支持的
[03692.04-03693.08] 這樣那個事情
[03693.08-03694.84] 所以首先月費它的失坐
[03694.84-03697.08] 大家要能够对有上第一个大家要注意
[03698.08-03699.08] 越费的失责
[03699.08-03700.44] 就是满姜红
[03701.04-03703.44] 这个满姜红其实咱们前面讲过了
[03703.44-03704.96] 在这不一单最树了
[03704.96-03707.12] 只是给大家去做一个全面的卢力
[03707.12-03708.16] 只第一个满姜红
[03708.36-03709.84] 第二个呢就大家知道
[03709.84-03712.24] 我们当时提到北苏和南宋
[03712.24-03714.84] 它其实有非常明显的炒在特征
[03715.04-03716.16] 这炒在特征在哪呢
[03716.16-03717.84] 就是在于北苏
[03718.04-03719.84] 它非常缺将领
[03719.84-03722.92] 就要北苏缺将南宋缺向
[03722.92-03725.22] 人是北松他有名的
[03725.22-03727.28] 我们所说的这种宰象
[03727.28-03729.32] 我们所说的不能说宰象
[03729.32-03731.92] 北松他这种大情军打仗的这个降量
[03731.92-03732.64] 他很缺
[03732.64-03734.92] 南松打仗的人猛得有很多
[03734.92-03737.00] 但是却非常有名的这种象材
[03737.00-03738.80] 所以在当时的南松
[03738.80-03740.84] 我们所说的南松缺乡
[03740.84-03745.12] 但是我们所说的打仗的军事人才有很多
[03745.12-03746.92] 当时就有一个非常有名的
[03746.92-03748.12] 叫做中心四酱
[03748.12-03749.48] 这个同行需要掌握
[03749.48-03751.60] 中心四件分别指的是
[03751.60-03754.40] 张俊还是中流光适合约飞
[03754.40-03757.52] 那大家也都知道约飞是最余有名的
[03757.52-03758.32] 这是第二个点
[03758.32-03761.32] 大家知道约飞是中心四件之一
[03761.32-03764.20] 第三个就知道和约飞有关的点顾
[03764.20-03767.24] 我们最常见的就要知道黄龙
[03767.24-03768.12] 知道黄龙
[03768.12-03769.08] 这个点也出来
[03769.08-03771.00] 大家知道是和约飞有关
[03771.00-03772.00] 大家知道约飞有关
[03772.00-03773.52] 这个就说我们所说的
[03773.52-03774.56] 难送
[03774.56-03774.84] 难送
[03774.84-03777.28] 它的一个抗金的英雄
[03777.28-03778.28] 大家知道
[03779.48-03781.84] 我们接着来往下看政权的更点
[03781.84-03783.44] 咱们刚才其实有说到
[03783.44-03785.76] 说经过和这个难送
[03785.76-03787.04] 在烧心和异之后
[03787.04-03788.04] 其实也是民政案
[03788.04-03789.72] 很多年是也吃不下谁
[03789.72-03790.96] 一直到谁出现
[03790.96-03792.32] 一直到我们所说的
[03792.32-03794.32] 蒙古高元上的一个更大的
[03794.32-03795.20] 语文民族出现
[03795.20-03797.16] 这个就说我们所说的蒙古族
[03797.16-03800.24] 蒙古对外发动很多的这种战争
[03800.24-03802.28] 比如说在这里给它博烈的叫
[03802.28-03805.28] 叫西道中亚俄罗斯难道印度和
[03805.28-03807.64] 然后还打我们所说的西下和金
[03807.64-03808.60] 还打下和金
[03808.60-03810.40] 人對外打的其實是非常某的
[03810.40-03811.70] 那這個打的時候呢
[03811.70-03812.56] 大家知道
[03812.56-03814.84] 一旦你看歷史總是今天的相似
[03814.84-03816.68] 蒙古他功能 西夏和金
[03816.68-03818.68] 西夏呢我們不需要在這裡做一掌
[03818.68-03820.44] 因為西夏是黨鄉與組
[03820.44-03823.72] 我們在考試過人當中其實很少會提到他
[03823.72-03825.24] 大家知道這個金
[03825.24-03826.52] 所以這裡大家知道
[03826.52-03828.76] 蒙古打經過的時候誰最高興的
[03828.76-03829.56] 送很高興
[03829.56-03831.96] 你發現歷史總是今人的相似吧
[03831.96-03834.04] 就好比說當年
[03834.04-03835.40] 經過大了國
[03835.40-03837.24] 然後送也很高興
[03837.24-03839.76] 但是结果可想着 其实当时也是一样的
[03839.76-03842.64] 因为当时经过对于我们所说的这个难送
[03842.64-03844.68] 它的压制情是比较强势的
[03844.68-03846.44] 所以蒙古功纲经过的时候
[03846.44-03847.48] 送过很高兴
[03847.48-03850.64] 于是送过就派人去跟蒙古
[03850.64-03852.52] 就说说你看 你这样吧
[03852.52-03853.76] 咱俩联合
[03853.76-03855.48] 然后一块灭了金
[03855.48-03857.32] 到时候一块灭金了之后
[03857.32-03858.60] 我给金的钱也再次给你
[03858.60-03860.60] 对吧 它还是打的这样的一个如一算盘
[03860.60-03862.84] 而金国当时也不知道是咋想的
[03862.84-03864.16] 金国它是这个脑魁录
[03864.16-03865.24] 也是有点奇怪
[03865.24-03867.04] 當時這個蒙古打經過
[03867.04-03868.44] 經過不去反患蒙古
[03868.44-03869.60] 反而想的是什麼的說
[03869.60-03870.14] 那你看
[03870.14-03871.08] 蒙古打我了
[03871.08-03872.08] 那我就去打送
[03872.08-03873.44] 那這種情況下你看
[03873.44-03875.00] 那這種送逃人就更生氣了
[03875.00-03875.32] 對吧
[03875.32-03876.32] 本來你就欺負我
[03876.32-03877.24] 現在人家打你
[03877.24-03878.56] 你把我欺負的更嚴重了
[03878.56-03879.56] 那這種情況下
[03879.56-03880.92] 那對於經過的這個反悍
[03880.92-03881.88] 會更激烈
[03881.88-03883.08] 所以該重情況之下
[03883.08-03884.44] 送和蒙古聯益之後
[03884.44-03886.48] 就把我們所說的經過給滅了
[03886.48-03887.96] 蒙古滅掉今之後
[03887.96-03888.88] 他又滅了誰呢
[03888.88-03890.36] 又滅了土波河
[03890.36-03891.00] 大理
[03891.00-03892.28] 那同邊就會想一下
[03892.28-03893.68] 蒙古滅了今
[03893.68-03895.60] 又满了土波和大理之后
[03895.60-03899.48] 现在的送就会变得格外的无助
[03899.48-03902.52] 这个送机会就可以说是被蒙古包围了
[03902.52-03903.92] 咱们来看一下
[03903.92-03906.80] 我说了蒙古谈满了金
[03906.80-03908.32] 对吧 金在这
[03908.32-03910.04] 我应该在这给通面圈出来
[03910.04-03911.60] 蒙古谈满了金
[03911.60-03915.16] 然后又满了我们所说的土波和大理
[03915.16-03916.92] 是外把西下给打下去了
[03916.92-03918.20] 而这是南宋
[03918.20-03920.88] 所以你看蒙古把这些地方都打下之后
[03920.88-03922.48] 可以说是南宋怎么样
[03922.48-03925.28] 南宋已经被蒙古包围了
[03925.28-03928.04] 南宋已经被蒙古包围了
[03928.04-03928.76] 那你想一下
[03928.76-03929.84] 把他们打了这话
[03929.84-03931.04] 能不收拾你们
[03931.04-03933.68] 所以接下来下一步就是搜拾我们所说的什么
[03933.68-03934.80] 就是搜拾南宋
[03934.80-03935.96] 就搜拾南宋
[03935.96-03937.08] 所以在搜拾南宋的
[03937.08-03938.68] 就过程到中就出现了
[03939.28-03940.28] 一个事情
[03940.28-03941.12] 什么事情呢
[03941.12-03943.36] 就是当时原军南下公团南宋
[03943.36-03945.60] 当时的太黄太后被抓走了
[03945.60-03947.12] 小黄地也被抓走了
[03947.12-03949.44] 然后在这种情况下的林安就被围了
[03949.44-03951.48] 因为当时南宋的都成就是行州
[03951.48-03952.36] 床州被圍了
[03952.36-03954.98] 床州被圍了之後的朝廷就像天下發出
[03954.98-03957.32] 其冰情往的這樣的一個照指
[03957.32-03958.64] 其冰情往
[03958.64-03959.32] 說來吧
[03959.32-03961.72] 我們就是要把皇帝什麼都搶回來
[03961.72-03963.12] 我們要維護送朝統治
[03963.12-03964.68] 結果那個照指發明之後
[03964.68-03966.60] 就文天想一個人想行了
[03966.60-03970.32] 所以文天想要當時恰好
[03970.32-03972.32] 就認了我們所說的這個宰相的這個位置
[03972.32-03973.96] 文天想一想就突然成了宰相的
[03973.96-03977.32] 因為當時原廠說要求送朝派宰
[03977.32-03979.80] 送去祥叔和傳國預起去頭想
[03979.80-03981.24] 然後當時的宰相跑了
[03981.24-03982.48] 照文天相来了
[03982.48-03983.84] 文天来了之后呢
[03983.84-03984.68] 你这种情况这样
[03984.68-03985.56] 它有成了宰相
[03985.56-03987.52] 然后文天相就开始
[03987.52-03988.76] 倒出去争兵
[03988.76-03990.96] 带领军队去进行其一反抗
[03990.96-03992.32] 但是文天相的最终
[03992.32-03993.20] 也是败了
[03993.20-03995.48] 因为当时我们所说的原炒
[03995.48-03997.20] 它派了一个非常有名的降领
[03997.20-03998.20] 这个降领性张
[03998.20-03999.84] 它把这个文天相打败了
[03999.84-04001.12] 文天相战略之后
[04001.12-04003.24] 它小福祉子山结果没死成
[04003.24-04004.24] 当时那个降领
[04004.24-04005.48] 就跟这个文天相说
[04005.48-04006.20] 说你啊
[04006.20-04007.92] 就写那个什么呢
[04007.92-04009.68] 就写一封投降信了
[04009.68-04013.62] 那当实际的天下就写了神了,就写了住民的国铃铃铃铛
[04013.62-04017.10] 还没有写头像细儿,而是写了住民的过铃铃铛
[04020.78-04022.80] 这里的大也很熟悉,对吧
[04022.80-04026.44] 铛人生子股、水无死、流举单心、赵汉清
[04026.44-04029.56] 然后就写,小而言之后的天下就被压网
[04029.56-04031.34] 我们所说的原炒大毒了
[04031.34-04034.66] 压网原炒大毒经过南京的时候,看到南京的那个景象
[04034.66-04036.06] 反正一些也很感慨
[04036.06-04037.46] 于是又写了一首詞
[04037.46-04039.66] 这词叫什么叫做金零一
[04039.66-04041.66] 金零不就是南京嘛
[04041.66-04043.26] 就写了金零一
[04043.26-04046.54] 金零一当时说的是草台离工
[04046.54-04047.58] 转西灰
[04047.58-04048.90] 骨云飘骨
[04048.90-04049.90] 复合一
[04049.90-04050.98] 后面这两句话
[04050.98-04053.42] 是我们在文学当中经常考到
[04053.42-04055.90] 叫做山河风景原无意
[04055.90-04058.10] 成国人民办一份
[04058.10-04059.74] 就是国家飘零
[04059.74-04061.90] 无所规遗的这样的一个状态
[04061.90-04063.26] 那这是我们所说的
[04063.26-04064.90] 他在區別压網大多的時候
[04064.90-04068.18] 國際領國南京的時候寫了這樣一個內容
[04068.18-04069.66] 然後後來就被压網了
[04069.66-04072.22] 我們原朝的地界最後就要被行行了
[04072.22-04074.38] 原定想在被行行之前
[04074.38-04076.38] 原定想就問那個砍頭那個貴子手
[04076.38-04077.86] 他說哪裡是南方
[04077.86-04079.02] 因為他在監獄待著久了
[04079.02-04081.02] 出來有點分清東西難被
[04081.02-04085.02] 所以當時這個貴子子給他看南方南送所在之地
[04085.02-04088.10] 所以文天想面對南方面向地主列中
[04088.10-04089.62] 面對大送的先進
[04089.62-04091.02] 加上富老行了個理
[04091.02-04093.84] 做了个军命时最后就被杀害了
[04094.10-04095.38] 这是我们所说的文天响
[04095.62-04097.16] 我们天响是非常典型的
[04097.42-04099.22] 如果是从文学角度来看的话
[04099.48-04101.52] 他也是非常典型的我们所说的什么
[04101.78-04104.08] 非常典型的好方派的词
[04104.34-04106.62] 在这里面他的两个词当中的两句
[04106.88-04107.66] 非常祝名的话
[04107.92-04108.94] 同学们一定要注意
[04109.20-04109.96] 这什么天响
[04110.22-04111.50] 那文天响抗的是什么
[04111.76-04112.78] 抗的是蒙古
[04113.04-04114.06] 所以文天响抗
[04114.32-04114.56] 原
[04114.82-04116.10] 越非抗的是什么
[04116.36-04117.14] 越非抗
[04117.64-04117.90] 金
[04118.16-04119.18] 越非是抗金
[04119.44-04120.20] 所以在这里面
[04120.20-04122.20] 一定要把他们两个
[04122.20-04125.20] 分开 朝代不同 朝代不同
[04125.20-04127.88] 这时候我们所说的文件想
[04127.88-04128.84] 在后面的话
[04128.84-04129.76] 就是176年
[04129.76-04131.28] 员朝完成了中国的同意
[04131.28-04132.92] 员朝完成中国同意之后
[04132.92-04134.28] 难送就就此呀
[04134.28-04136.44] 面网了 难送就就此妙了
[04136.44-04139.12] 这是我们所说的有关于整个送吵
[04139.12-04140.16] 他了一个更点
[04140.16-04141.16] 在送吵工的当中
[04141.16-04143.40] 就会出现我们所说的政权
[04143.40-04145.04] 并立和联力的情况
[04145.04-04145.96] 我们说了
[04145.96-04147.48] 灭掉了送吵的
[04147.48-04149.64] 其实我们所说的员吵
[04149.64-04152.00] 那就来看一下原炒它的一个具体情况
[04152.00-04152.88] 那首先第一个呢
[04152.88-04153.74] 大家注意一下
[04153.74-04156.04] 原炒的铁木针统一了盟谷
[04156.04-04156.56] 注意啊
[04156.56-04157.10] 第一个点
[04157.10-04159.30] 统谷的组体是铁木针统一了盟谷
[04159.30-04161.36] 是不是铁木针铁立了原炒呢
[04162.24-04162.84] 不是
[04162.84-04164.68] 它只是铁立了盟谷正确
[04164.68-04166.36] 而这个铁木针就是我们所说的
[04166.36-04167.16] 成绩似喊
[04167.16-04167.50] 对吧
[04167.50-04168.60] 咱们经常看到的
[04168.60-04170.16] 一代天交成绩似喊
[04170.16-04171.60] 只是万工社大流
[04171.60-04172.24] 那这个呢
[04172.24-04175.32] 就是我们所说的铁木针
[04175.32-04176.16] 什么意思
[04176.16-04177.64] 是京高的意思
[04177.64-04179.48] 在盟谷里当是京高的意思
[04179.48-04182.16] 那是不可佳声啊对吧其实也很贴气
[04182.16-04182.96] 这甜真
[04182.96-04184.56] 而成绩思涵是啥意思呢
[04184.56-04186.76] 成绩思涵就是拥有思涵的喊
[04187.76-04189.28] 这是广告天下他都有
[04189.28-04190.96] 那这个是我们所说的这个
[04190.96-04191.68] 甜真啊
[04191.68-04192.80] 甜真的儿子呢
[04192.80-04196.12] 也没有完成我们所说的这个原炒的建立
[04196.12-04198.48] 而是由他的孙子大距下第二个
[04198.48-04201.48] 是呼笔列建立了我们所说的原炒
[04201.48-04203.16] 叫国号为大元
[04203.16-04205.68] 然后定度大度也之间的北京
[04205.68-04208.80] 所以在这里两个细节是呼笔列建立的原炒
[04208.80-04211.36] 第二个就是为什么原炒叫做原炒呢
[04211.36-04213.28] 这个点在旁边标注意下
[04213.28-04215.00] 它是出自于一个文学
[04215.00-04216.00] 就是靠下一个文学
[04216.00-04219.36] 是取自一经当中有一罐
[04219.36-04221.60] 一经当中有一罐叫做大灾千元
[04223.64-04225.20] 叫做大灾千元
[04227.36-04228.64] 万物规示
[04228.64-04230.20] 其实取自于这个
[04230.20-04231.36] 所以大家一定要注意下
[04231.36-04233.88] 这是我们所说的建立了原炒
[04233.88-04234.68] 建立原炒
[04234.68-04236.68] 而原炒的完成了足复的同业
[04236.68-04238.32] 所以在这里是中国历史上
[04238.32-04241.20] 第一個有少數民族距離的政權
[04241.20-04243.68] 而當時原朝的江玉面就非常大
[04243.68-04245.16] 我們也經常會說
[04245.16-04246.96] 說原朝可以說是中國
[04246.96-04248.72] 古來史當中江玉面就最大的
[04248.72-04249.68] 大刀什麼層度呢
[04249.68-04250.28] 在這裡
[04250.28-04251.64] 這句話出來你要知道
[04251.64-04252.80] 形容是哪個朝代
[04252.80-04254.16] 叫做東京了祖
[04254.16-04255.44] 西極流沙
[04255.44-04257.36] 北於英山南月海表
[04257.36-04260.08] 漢堂急盛之時不急也
[04260.08-04262.92] 那他是在漢堂這麼強盛的事情
[04262.92-04264.68] 江玉都沒有這個時候大
[04264.68-04266.48] 當時大刀什麼程度
[04266.48-04267.56] 當時的話
[04267.56-04269.86] 如果说是原炒帝国的机圣使馅
[04269.86-04274.22] 大概是如果说是在我们所说的这个亚洲这个地方
[04274.22-04276.26] 差不多是有两千万平方公里
[04276.26-04278.82] 同时两千万平方公里啥概念
[04278.82-04283.56] 如果算上一个洛思维中心的建立的金融韩国和其他的一些什么
[04283.56-04285.74] 西亚的一些韩国等等放在块
[04285.74-04289.58] 当时蒙古人战了大概是四千万平方公里的面积
[04289.58-04291.88] 当时如果就只看中国的话
[04291.88-04296.74] 那就是我们所说的两千万平方公里面就是要相当之大了
[04296.74-04299.14] 但是原吵人,它沒有一點奇怪
[04299.14-04300.80] 這他們是少數民族證詢
[04300.80-04302.30] 所以他們入主中原之後
[04302.30-04304.74] 並沒有把我們所說的漢主人
[04304.74-04307.34] 或者是中原地區人民當作他自己的
[04307.34-04310.24] 這樣的一個我們所說的統治之下的人民群眾
[04310.24-04312.02] 比如說當時天下都是你了
[04312.02-04312.88] 那換句話說
[04312.88-04314.26] 你想要怎麼去統治
[04314.26-04316.90] 其實本質上應該好好地對在這些老百姓對不對
[04316.90-04317.70] 但他不
[04317.70-04319.42] 他有一個非常奇怪的想法是啥呢
[04319.42-04323.26] 就是来到中间地区还到处稍稍稍稍想略
[04323.26-04326.46] 而且在这过程中他还把人分出了三六九的
[04326.46-04328.54] 当时我们所说的这个汉人
[04328.54-04330.94] 是相对来说是比较低的一个人
[04330.94-04335.02] 所以在这里面就会穷借或者是受见压口和反抗
[04335.02-04337.50] 所以我们也能够看到在影视剧作与当中
[04337.50-04339.58] 去形容原炒它的统治
[04339.58-04342.62] 相对来说比较老百姓吃苦的
[04342.62-04345.98] 那就是大家所熟悉的一天图垣记
[04345.98-04348.22] 一天图垣记名叫干达的名叫抗原
[04348.22-04349.70] 为什么抗别的老百姓日子
[04349.70-04350.62] 过不下去了
[04350.62-04352.70] 所以原炒当时也比较矛盾
[04352.70-04354.94] 虽然它是低一个有少数民族建立的政权
[04354.94-04356.10] 但是没过多久
[04356.10-04358.70] 就被农民企业推翻了
[04358.70-04359.94] 就被农民企业推翻了
[04359.94-04362.58] 这个就是我们所说的整个原炒
[04362.58-04363.70] 它的一个句情况
[04363.70-04364.54] 它的工典
[04364.54-04366.14] 其实没有前面送炒
[04366.14-04367.02] 那么复杂
[04367.02-04370.02] 所以在这里我们就把它的支持典
[04370.02-04372.06] 收理卢卢出来就可以了
[04372.06-04374.06] 这个就是我们所说的原炒
[04374.06-04377.14] 我们就把整个送炒和原炒的更典
[04377.14-04378.70] 在这里给大家说清楚了
[04378.70-04379.94] 但是我前面给大家说了
[04379.94-04381.74] 就是我们掌握这个地方的
[04381.74-04382.38] 这是点的时候
[04382.38-04384.38] 同一们需要有第一个
[04384.38-04385.98] 有一个非常清晰的满路
[04385.98-04386.26] 对吧
[04386.26-04387.74] 这是第一个非常重要的点
[04387.74-04389.54] 第二个是在这个满路之上
[04389.54-04391.78] 它所对于那些世界里面的细节
[04391.78-04394.22] 要穷进世的罗列长
[04394.22-04394.90] 我掌握
[04394.90-04395.50] 对吧
[04395.50-04396.86] 所以就以这个为中心
[04396.86-04398.38] 我给同一们收理了一个
[04398.38-04400.34] 我们所说的这样的一个框架
[04400.34-04401.58] 这种框架在这里
[04401.58-04402.22] 我们来看一下
[04402.22-04403.82] 第一个是炒在耕铁
[04403.82-04404.78] 炒在耕铁那首先
[04404.78-04405.66] 第一个就是
[04405.66-04406.74] 我们所说的堂床
[04406.74-04408.68] 有周恩建立了后梁
[04408.68-04410.14] 最后推翻后梁
[04410.14-04412.12] 后堂主义去推翻一直到了
[04412.12-04413.28] 所说的后周
[04413.28-04414.44] 而后周的
[04414.44-04415.54] 我们所说的
[04415.54-04416.48] 基金同料
[04416.48-04418.10] 就是照框印
[04418.10-04418.90] 照框印
[04418.90-04419.72] 他的世界
[04419.72-04421.30] 成球冰变黄旁家神
[04421.30-04422.64] 建立了宋朝
[04422.64-04424.54] 而宋朝当时都
[04424.54-04426.78] 东京和他相关的
[04426.78-04429.74] 就是北宋四京或者他四个首都
[04429.74-04430.92] 大家知道是什么
[04430.92-04432.08] 而照框印
[04432.08-04432.78] 去是之后
[04432.78-04433.52] 他的弟弟
[04433.52-04435.20] 照框印成为了皇弟
[04435.20-04436.64] 所以在照框印时期
[04436.64-04446.54] 会发生一些事情,就是他结束了五代时果的分裂,但是在这时候和了国之间的这个问题,并没有得到很好的解决,对吧?
[04446.54-04458.14] 所以在这里,大家一定要注意一下,而到了后面的时候,在这里,我应该是把它切开,这个地方,这么写不太对,同时要注意一下,而到了后面的时候大家一定要明确。
[04458.14-04488.14] 我们所说的到了太宗的时候,他和了国之间的这个争端并没有结束,而是到了我们所说的真总的时候才结束了,对吧,所以在这里大家知道,我们就顺着这个速度往下旅游,在这里面太宗完了,就后我们说了太宗皇帝和我们所说的真总皇帝,就是这两个皇帝,它其实都在这里与解决被送和了国之间的问题,对吧,都在之旅解决被送和了国之间的问题,所以在这里怎么解决呢,第一个在太宗的问题,
[04488.14-04490.94] 在中国国内时期中正我们所说的了谣
[04490.94-04493.62] 所以当时比如说他和伊利修过这件的战争
[04493.62-04497.10] 如果提到了我们所说的这个洋家降的故事
[04497.10-04499.54] 提到我们所说的洋老灵工的话
[04499.54-04501.18] 大家知道其实和真农有关
[04501.18-04502.78] 真农派总有关
[04502.78-04504.26] 派总的儿子是真农
[04504.26-04506.06] 那这时候发生的事情就是
