[00000.00-00003.00] 在之前把整个朝代根理讲完了之后呢
[03561.08-03563.78] 一般請完想能夠呈現出這樣的一個狀態
[03563.78-03566.08] 它是燒至一次是不可能完成的
[03566.08-03567.28] 因為我們剛才說了
[03567.28-03569.04] 整个军养需要72的工学
[03569.04-03569.28] 对吧
[03569.28-03572.00] 所以稍质一次并不能完成
[03572.00-03573.48] 而是要多次稍质
[03573.48-03574.52] 比如说在这里
[03574.52-03576.04] 秋营总理文他就是
[03576.04-03577.64] 至少稍质两次
[03577.64-03579.04] 比次稍的时候
[03579.04-03580.92] 他那个原本稍质的那个
[03581.16-03582.12] 逃辞器
[03582.12-03583.84] 他上面是不是就列开了
[03583.84-03584.92] 列开了周团社会
[03584.92-03588.28] 就会有一些列文或者是文货
[03588.28-03589.64] 有列文和文路之后
[03589.64-03592.12] 然后稍了这次给他屠上香的又层
[03592.12-03593.52] 然后把这个又层
[03593.52-03594.84] 又放在里面去稍质
[03594.84-03596.44] 那个稍质的时候原本的又层
[03596.44-03599.52] 就会融化融化了之后
[03599.52-03600.28] 在这种情况之下
[03600.28-03602.60] 就会流入到这些文入当中去
[03602.60-03606.16] 所以在这里面就有了那种颜色流桃的感觉
[03606.16-03607.76] 所以他们就是这么来的
[03607.76-03609.04] 所以在这里的注意下
[03609.04-03611.80] 第三个特点就是它是有非常漂亮的
[03611.80-03612.64] 流闻的
[03612.64-03615.00] 所以在这里这是我们所说的军阳
[03615.00-03618.08] 你看这个颜色像桃下来的那种感觉
[03618.08-03620.52] 但它其实是稍微过程当中又曾融化
[03620.52-03623.28] 流入到了我们原本的灵风当中所形成的
[03623.28-03624.60] 非常非常美
[03624.60-03626.60] 同時沒有興趣的話可以去看一下在網上
[03626.60-03628.16] 它有大量的路徒片
[03628.16-03630.00] 這件非常精彈
[03630.00-03632.64] 這是我們所說的軍友軍友
[03632.64-03634.16] 這3點同時要注意
[03635.56-03637.36] 最後一個就是定擾
[03637.36-03639.12] 定擾第一個它的搖植在哪裡
[03639.12-03641.00] 大家知道是核能取揚
[03641.00-03642.20] 核能取揚
[03642.20-03643.72] 其實取揚是在寶貝
[03643.72-03645.44] 所以大家注意一下這是第一個
[03645.44-03646.92] 第二一個在這裡面
[03646.92-03647.68] 大家知道
[03647.68-03649.24] 我們所說的定擾
[03649.24-03650.40] 它是5大名要當中
[03650.40-03650.96] 第二點
[03650.96-03653.20] 唯一燒至白磁的搖炒
[03653.20-03654.74] 唯一稍微白色搖炒
[03654.74-03658.68] 我们之前在讲到此积的说提到文南京北白
[03658.68-03660.88] 北白当中其实指的是白此
[03660.88-03662.32] 唯一稍微白此搖炒
[03662.32-03665.08] 其实就是我们所说的定摇
[03665.08-03667.68] 像我们所说这里面提到了白此
[03667.68-03670.36] 还有一个点就是我们要回顾到之前
[03670.36-03671.68] 我们所讲到过的白此
[03671.68-03675.96] 它的一个起源最早可以追溯到北朝时期
[03675.96-03677.24] 这个点要注意
[03677.24-03678.64] 把它写在旁边
[03678.64-03681.00] 咱们其实在之前讲一道中有讲过
[03681.00-03682.16] 如果同样不记得的话
[03682.16-03683.30] 把他记得旁边
[03683.30-03686.12] 所以可以上述到北朝上个北朝
[03686.12-03687.12] 这是定义
[03687.12-03688.30] 定义要长长要
[03688.30-03689.72] 定要长长这个样子
[03689.72-03690.92] 白此 白此
[03690.92-03692.04] 非常好看 对吧
[03693.04-03694.88] 这是我们所说的官员
[03694.88-03696.52] 这次当中的无大年养
[03696.52-03698.04] 这所以也来讲的这么细
[03698.04-03699.62] 那也是因为各别地区的
[03699.62-03702.00] 施的案子考释已经开始考察得这么细了
[03702.00-03703.00] 我们考释的时候
[03703.00-03705.52] 往往都是得起大方能坚持小
[03705.52-03708.48] 所以这是点一定要尽量的小时
[03708.48-03709.16] 这样的话
[03709.16-03712.12] 我们在考释的过程当中才能更加细强
[03712.12-03713.40] 那些门门是上好场
[03713.40-03714.16] 有很多同学
[03714.16-03716.20] 他对于我们所说的
[03716.20-03718.20] 这个人文历史常识
[03718.20-03719.28] 会有产生很大理
[03719.28-03721.08] 一会说老师他的放在那么广
[03721.08-03722.60] 那我有必要去学他们
[03722.60-03724.92] 朋友们一定要记得任何的学习
[03724.92-03726.12] 应识于考试
[03726.12-03728.12] 我们所说的这个学习的过程
[03728.12-03730.28] 他是没有办法去避免的
[03730.28-03731.32] 因为你只有
[03731.32-03732.72] 现在手里有货
[03732.72-03734.44] 你才可能在考试当中
[03734.44-03735.80] 把它更好的发货出来
[03735.80-03737.20] 那怕你在考试当中
[03737.20-03738.48] 能够排除掉两选项
[03738.48-03740.68] 你的政绝率都会调到50%
[03740.68-03743.56] 所以在学习的前期知识也好
[03743.56-03745.44] 或者功夫也好一定是放在前期的
[03745.44-03747.32] 前期就是越全越好
[03747.32-03750.20] 而在这个全当中又能够体战有效的知识好点
[03750.20-03752.20] 把它变成相的理论框架
[03752.20-03754.04] 最后你复习的时候不是分数
[03754.04-03755.40] 而是翻华技框架
[03755.40-03757.24] 这样的话复习效率就会很高
[03757.24-03759.24] 然后再把这些你学过的知点
[03759.24-03760.20] 用到做体当中
[03760.20-03762.20] 它是一个层层毫地进的一个过程
[03762.20-03763.56] 所以在理论可能当中
[03763.56-03764.92] 我们尽量的做到全
[03764.92-03767.32] 也希望同时能够在理论的学习当中
[03767.32-03769.80] 就是知道它很难拍很困难
[03769.80-03772.78] 但是我们能够在这里面稍微的静下心
[03772.78-03775.38] 那他今天只听了一个支持业
[03775.38-03778.54] 了解了我们所说的这五大鸣鸟
[03778.54-03779.86] 那也是可以的
[03779.86-03781.62] 所以他是由九月为工内国场
[03781.62-03782.86] 希望同时不要放弃
[03783.86-03785.16] 这是我们所说的
[03785.16-03785.80] 这次业
[03785.80-03786.16] 好吧
[03786.16-03787.34] 我们就把这次业到这里
[03787.34-03788.54] 就给大家说完了
[03788.54-03791.16] 说了这次业等把这次业的内容
[03791.16-03793.00] 就做一个全面的收理
[03793.00-03794.18] 所以第一个朋友最起码
[03794.18-03794.68] 知道
[03794.68-03796.00] 支持业五大鸣鸟
[03796.00-03796.80] 都要拿五大
[03796.80-03799.80] 五大名耀都拿五个
[03799.80-03801.80] 就叫做官哥武令君
[03801.80-03803.80] 最起码这个点是完全要掌握的
[03803.80-03806.80] 那首先第一个就是五大名耀之手就是主要
[03806.80-03809.80] 主要那有主要为亏的称为
[03809.80-03812.80] 主要的地址 竟然叫主要就是武洲市
[03812.80-03814.80] 对吧 什么颜色天清色
[03814.80-03817.80] 什么特点 离皮泄转 芝麻花
[03817.80-03821.80] 人们对他的评价 四玉菲玉而胜与
[03821.80-03824.80] 第一个咱们就讲了 非常好看 还记得那个小茶福
[03824.80-03828.14] 第二就是官友 官友主要讲南宋官友
[03828.14-03831.88] 南宋官友是在林安主要是素面 对吧
[03831.88-03834.68] 但他有一个科典 就是资口铁族
[03834.68-03837.04] 但资口铁族被官友自身的科典
[03837.04-03841.76] 所以他注意 资口铁族
[03841.76-03843.92] 他并非官友自己的特点
[03843.92-03846.16] 而是哥友以后这样的特征
[03846.16-03847.84] 所以大家注意一下 就是官友
[03847.84-03850.40] 哥友的话其实来自于那个传说
[03850.40-03853.44] 最明显特点金斯铁线 这是他的文路
[03853.44-03854.98] 而军摇是最美的
[03854.98-03856.50] 就在我看来是最美的
[03856.50-03858.92] 首先第一个他在许昌的宇宙是
[03858.92-03860.52] 第二个呢就是他的颜色
[03860.52-03861.88] 虽然他是青子
[03861.88-03863.98] 但是他并非颜色就青色
[03863.98-03865.60] 所以他的颜色非常亮脸
[03865.60-03866.76] 原子于有辩
[03866.76-03867.76] 所以我们经常说
[03867.76-03869.48] 进一套以色出游
[03869.48-03872.00] 晚前他有非常漂亮的流闻
[03872.00-03872.90] 那这些流闻
[03872.90-03874.56] 同时稍微有印象就可以了
[03874.56-03875.36] 这是军摇
[03875.36-03876.80] 最后一个是定摇
[03876.80-03878.52] 定摇是在保定嘛
[03878.52-03879.64] 所以在这里
[03880.64-03882.28] 所以是在保定区摇
[03882.28-03884.80] 唯一烧至白此的按达注意下
[03885.92-03887.12] 唯一烧至白此的
[03887.12-03889.48] 而白此可以上述到非常时期
[03889.48-03894.60] 这是我们从武大名药当中给大家提炼出来的黄箱
[03894.60-03897.20] 这有黄箱给它记住非常重要
[03898.32-03901.48] 这是我们所提到的制子业制子业
[03901.48-03903.48] 除了制子业之外还有四之业
[03903.48-03905.64] 四之业在这里简单了解一下就行了
[03905.64-03908.80] 四之片反认发展在这不做中联掌握了
[03908.80-03910.72] 这是叫做首工业
[03910.72-03914.04] 经济发展的反而我们从农业讲到了首工业
[03914.04-03917.32] 当然还要讲一讲商业商业
[03917.32-03919.24] 商业当中我们要讲讲交子
[03919.24-03922.00] 讲讲是还要讲一讲无所说的对冒影
[03922.00-03923.52] 那其中最重要的就是
[03923.52-03925.84] 交子 其中最重要就是交子
[03925.84-03927.44] 人第一个同时就要讲我的点
[03927.44-03929.40] 就是交子出现在什么时期
[03929.40-03931.44] 往往考察时期和他的对应
[03931.44-03934.52] 要知道考出现在被送时期
[03934.52-03935.56] 被送时期
[03935.56-03936.52] 而不是在堂
[03936.52-03938.52] 咱们之前考卫一个体骂
[03938.52-03942.24] 有一个选项说的就是说肚腐
[03942.24-03944.00] 它可以用胶子去买东西
[03944.00-03946.68] 这种说法简直就是太寡张了
[03947.88-03948.76] 所以大家注意一下
[03948.76-03950.04] 这是我们所说的第一个
[03950.04-03952.64] 它出生的时间就做北宿
[03952.64-03955.28] 第二个就是它在哪里流通
[03955.28-03957.68] 主要是在四川内流通
[03957.68-03959.12] 主要是在四川内流通
[03959.12-03961.40] 为什么会在这里流通胶子呢
[03961.40-03963.76] 就此其实就是我们所说的指蔽
[03963.76-03966.60] 所以它是中国政府发行了最早的指蔽
[03966.60-03968.60] 为什么会在思川流通
[03968.60-03970.12] 因为思川这个地方
[03970.12-03971.68] 多铁手统
[03971.68-03974.04] 思川大家都知道铁胖是比较多的
[03974.04-03976.48] 所以在这里铁胖很多统胖很少
[03976.48-03979.96] 所以当时思川地区有通的主要是什么铁闭
[03979.96-03981.20] 而便会统闭
[03981.20-03983.16] 铁闭这个东西有很沉
[03983.16-03984.76] 大致到1000钱
[03984.76-03988.32] 它就大概是要中25级1000个统闭
[03988.32-03989.68] 就是1000个我们所说的
[03989.68-03990.84] 像那种小统胖的东西
[03990.84-03992.52] 它大概是25级重
[03992.52-03993.76] 那只是1000钱
[03993.76-03994.84] 那你要买个房子
[03994.84-03997.24] 那都是成百两的量的计算
[03997.24-03997.56] 对吧
[03997.56-04000.38] 那你这个所谓哪什么撤去拉这些铁铁
[04000.94-04002.32] 非常不方便交易
[04002.32-04003.92] 所以在这种情况说不方便交易
[04003.92-04005.70] 在咱早就咱就想了方法
[04005.70-04008.44] 说能不能找一个中介把铁铁存在的
[04008.54-04010.04] 然后那给我出去一个瓶正
[04010.04-04012.26] 我拿这个瓶正去市长的朋友通
[04012.26-04014.24] 那这个地方就出现了我们所说的
[04014.24-04015.98] 就出现了胶子
[04015.98-04018.08] 所以胶子是中国政府最早
[04018.08-04019.46] 正是发行了指避
[04019.52-04020.90] 那胶子长什么样呢
[04020.90-04021.70] 就是这个样子
[04021.70-04023.46] 其实它就是一个货币铁银正
[04023.50-04024.76] 就是一个货币银正
[04024.76-04030.56] 所以你看他说了 徒斯川外学 徒劳徒 徒劳周线
[04030.56-04033.66] 然后公司能够使用按照刘通行事
[04033.66-04035.56] 主要就是为了变于交易
[04035.56-04038.26] 所以出现了交子 就是指蔽 大家注意一下
[04039.16-04042.56] 三个系列点 北送四川最早发行的指蔽
[04042.56-04044.06] 这几个点 大家注意一下
[04044.06-04045.76] 这是我们所说的商业
[04045.76-04047.76] 交子就能够极大的提升
[04047.76-04052.06] 我们所说的商品交换的品率或者是品赐 只交子
[04052.06-04065.54] 第二个我们说了,既然说有了交子,就意味着,其实商品贸易比无通,非常的便法,于之你正常买买东西,不会再说到一些限制了,你买东西就比较方便了,买东西比较方便和什么的分不开呢?
[04065.54-04080.94] 和事的发展,分不开,所以来看一下,说上一句话说,送朝时,成中有反和事的界限,事分在成中,所以在这里,我们所说的早事和草事,所以那有时候事访事分开的,
[04080.94-04083.74] 而是的經營時間是有限的比如說早上幾點
[04083.74-04086.74] 這個事開門了 對吧 然後晚上幾點就沒有了
[04086.74-04088.74] 所以那個時候是有經營界限的
[04088.74-04092.14] 所以在這裡面 送朝的時候呢 經營界限被打破了
[04092.14-04095.34] 周筆不再去管 那百姓貿易往來
[04095.34-04097.14] 相對來說去比較方便
[04097.14-04099.74] 買賣護護方面 經濟發展贊助快樂
[04099.74-04102.74] 所以在這裡這是是的發展 式的發展
[04102.74-04104.14] 在這裡面 大助一下
[04104.14-04106.54] 這個送朝是式的發展指消最兩點
[04106.54-04108.94] 第一個 式訪的界限被打破
[04108.94-04113.02] 第二个经营时间也被打破了
[04113.02-04114.30] 经营时间也被打破了
[04114.30-04115.18] 所以这样的话
[04115.18-04117.10] 贸易是非常繁荣的
[04117.10-04118.70] 这是我们所说的关于
[04118.70-04120.54] 市的发展,市的发展
[04120.54-04122.06] 这个点了解下去行了
[04122.06-04124.22] 那第三一个就是对外贸易
[04124.22-04126.74] 刚才市市对内那间谍讲讲对外贸易
[04126.74-04129.82] 中国做一个地拉物博的这样的一个地区和国家
[04129.82-04132.78] 那他自古以来都会强调对外贸易的事情
[04132.78-04135.70] 那在对外贸易当中我们来看一下说送代的时候
[04135.70-04137.70] 海上的对冒义机构是
[04137.70-04138.52] 标注一下
[04138.52-04140.26] 送朝的海上对冒义机构是
[04140.26-04141.58] 适博斯
[04141.58-04142.74] 是博斯
[04142.74-04144.34] 这里面会要对比一个点
[04144.34-04145.38] 就是唐朝
[04145.38-04148.10] 它有负责对冒义管车的叫做
[04148.10-04149.26] 适博斯
[04149.26-04150.30] 是
[04150.30-04151.66] 这两个字还不太发言
[04151.66-04152.86] 适博斯是博斯
[04153.50-04155.82] 适博斯和适博斯
[04155.82-04157.20] 而这个
[04157.20-04159.50] 是这个私的前身
[04159.50-04161.14] 其实都是同玩对冒义的
[04161.14-04163.74] 而送朝的时候对冒义机构加强了
[04163.74-04166.26] 所以整体上经济发展非常繁荣
[04166.26-04167.82] 而到了明清的时候就开始
[04167.82-04169.86] 实行海济和弊弯所谓
[04169.86-04170.66] 而一任弊弯所谓
[04170.66-04172.54] 我相对来说就会落后
[04172.54-04174.26] 就出现了我们经济发展
[04174.26-04176.54] 比较落后挨打的情况
[04176.54-04178.26] 这个点大叫注意一下这
[04178.26-04179.62] 而后面到了远朝的时候
[04179.62-04182.02] 他说了全中是最重要的对氋一氋口
[04182.02-04183.46] 被预围当时的低大氋
[04183.46-04185.38] 同时这个点不用透露去激打
[04185.38-04186.74] 这个点咱们在前面讲
[04186.74-04189.46] 前汉的时候讲过哪个点
[04189.46-04192.54] 讲过海上撕图之路
[04193.74-04197.74] 讲过海上撕仇之路
[04197.74-04200.74] 我们在海上撕仇之路的时候给大家讲过
[04200.74-04202.74] 全州讲过广州
[04202.74-04205.74] 还讲一些我们所说的战疆等等这一地区
[04205.74-04206.74] 去到那的时候
[04206.74-04209.74] 我们在回头的时候把前汉时期的海上撕仇之路的
[04209.74-04212.74] 起发点 十发点去给了记忆下
[04212.74-04214.74] 好吧 这里面同们只需要记这一个就可以了
[04214.74-04216.74] 这次商业的发展
[04216.74-04217.74] 商业的发展
[04217.74-04220.74] 其实在这里同们只需要去实际的胶子就可以了
[04220.74-04224.74] 所以這是整個送給時期的政治和經濟社會
[04224.74-04227.74] 我們還是回歸到剛才的總結當中去
[04227.74-04230.74] 我們在整個送給時期當中的政治
[04230.74-04233.74] 我們講到了北送和原炒的政治度
[04233.74-04234.74] 書裏的一個框架
[04234.74-04237.74] 那個框架是需要同時去掌握的
[04237.74-04240.74] 第二個我們講到了經濟發展當中的致詞業的框架
[04240.74-04242.74] 也是要去掌握的
[04242.74-04245.74] 這個框架第一個是把烤點全露了
[04245.74-04247.74] 第二個就是在這裡凸顯了很多細節的點
[04247.74-04250.16] 第三个有了框架就会相对来说
[04250.16-04251.54] 清晰很多了
[04251.54-04253.16] 如果有空学需要就有框架的
[04253.16-04253.84] 还是一样的
[04253.84-04256.00] 你只需要在评论区当中
[04256.00-04258.30] 跟我说一声我就发给你就可以了
[04258.30-04260.24] 这个就是我们所说的整个
[04260.24-04261.00] 送给十七
[04261.00-04261.88] 能看得出来
[04261.88-04264.54] 送给也非常的繁荣也发荣
[04264.54-04264.90] 好
[04264.90-04266.74] 到这儿我们就把整个送源
[04266.74-04268.48] 全部都给大家讲完了
[04268.48-04270.88] 今天的内容咱们就到这里就结束了
[04270.88-04272.38] 相同学们回去的时候
[04272.38-04273.84] 能够多多的书里
[04273.84-04275.66] 大家有任何学习上的诉求
[04275.66-04278.08] 也可以添加老师的打一号
[04278.08-04279.50] 或者说在这个时候
[04279.50-04281.80] 在后台思信老师提出来大家
[04281.80-04284.10] 更想接触的听课的方式
[04284.10-04285.64] 可以给老师提出一些建议
[04285.64-04287.50] 我希望能够更好的帮助到大家
[04287.50-04288.20] 好吧
[04288.20-04290.20] 那阳光万里中凉山
[04290.20-04292.04] 咱们今天的课就到这里就结束了
[04292.04-04293.54] 咱们下一次课再见吧
[04293.54-04294.08] 拜拜
