[00000.00-00006.66] 好的,同学们,我们书接上回进入到第二节内容的学习,就是我们所说的先行
[05438.56-05439.48] 然后就把
[05439.48-05440.28] 先给处网了
[05440.28-05441.96] 说先的床中这个孩子以后
[05441.96-05443.32] 就是你了孩子了
[05443.32-05444.84] 然后这个国家以后
[05444.84-05446.36] 就后代都是你的人
[05446.36-05447.88] 然后来那个春天宁
[05447.88-05448.88] 春天宁
[05448.88-05451.24] 一花节目就把这个美女线过去了
[05451.24-05453.56] 结果孩子一出来果然被这位太子了
[05453.56-05454.68] 后来这个事情
[05454.68-05455.52] 他败伦
[05455.52-05459.24] 然后这个力源就找刺客把春天宁给杀了
[05459.24-05460.24] 所以在这里
[05460.24-05462.16] 就联系所说的一花节目的
[05462.16-05463.36] 這樣一個點顧
[05463.36-05465.20] 這是我們所說的有關於
[05465.92-05467.56] 戰國思工組的內容
[05467.76-05470.40] 當然在戰國世界還有很多其他的點顧
[05470.40-05471.76] 同你們了解一下就行了
[05471.76-05474.00] 比如說經過自前的大家都知道
[05474.00-05475.36] 還有合作聯合合作聯合
[05475.36-05478.00] 合作聯合是公司的演和蘇勤
[05478.00-05479.20] 他們兩個小去
[05479.20-05480.52] 適服各國家
[05480.52-05482.40] 一起來對抗情果
[05482.40-05483.80] 所以有了這個合作聯合
[05483.80-05485.40] 這裡面最為有名的人
[05485.40-05487.20] 其實是我們所說的蘇勤
[05487.20-05488.52] 蘇勤和他有關的點顧
[05488.52-05489.76] 一個是學量次谷
[05489.76-05491.48] 他是次谷的主人工
[05491.48-05492.96] 学长的主人公是谁呢?
[05492.96-05494.52] 学长的主人公是孙靖
[05494.52-05496.24] 比如说他很客口
[05496.24-05497.36] 这是学长祖国
[05497.36-05500.20] 总红百合说的是苏琴和张仪
[05501.48-05505.04] 说的是苏琴还有我们所说的张仪
[05505.04-05507.76] 但是苏琴就主张做什么呢?
[05507.76-05510.48] 就是各国家联合去对抗琴国
[05510.48-05512.48] 而我们所说张仪说不不不不
[05512.48-05513.68] 所以你不要对抗琴国
[05513.68-05514.60] 听到琴国没有用
[05514.60-05516.72] 他主张的是琴国统一六国
[05516.72-05519.12] 所以总红百合一宗一行
[05519.12-05522.32] 两人就是我们所说的归故子的两个同学还记得吧
[05522.32-05524.00] 一种一红消负之一任
[05524.00-05525.68] 还有一根就前就后公
[05525.68-05527.52] 前又后公就是苏琴
[05527.52-05529.00] 最开始的说加建平衡
[05529.00-05531.04] 然后也没有什么成就
[05531.04-05532.60] 所以他加理人对他都不好
[05532.60-05534.24] 当后来苏琴和公孙眼
[05534.24-05535.76] 定完了合作联合之后
[05535.76-05538.52] 他游税6个共同对抗秦国
[05538.52-05540.68] 大家都觉得苏琴这个人太了不起了
[05540.68-05542.16] 苏琴被半项
[05542.16-05544.48] 而且是配6个项隐
[05546.72-05547.72] 配6个项隐
[05547.72-05549.52] 地了当浪的腰上挂了一圈
[05549.52-05550.72] 起来国家就相应
[05550.72-05551.92] 它是六国相
[05551.92-05553.12] 所以贝六国相应
[05553.12-05554.84] 他家人一看我的天啊
[05554.84-05555.12] 对吧
[05555.12-05556.04] 这是苏琴嘛
[05556.04-05557.12] 所以看到苏琴之后
[05557.12-05560.88] 就开始前逐后工也行李
[05560.88-05562.96] 苏琴当然就说合制于此
[05562.96-05564.32] 然后当日家里人说
[05564.32-05565.52] 就其实他少子说说
[05565.52-05567.88] 我妹妹想到你有今天
[05567.88-05569.92] 所以就有了前逐后工这样的一个
[05569.92-05571.28] 后来总买官呗
[05571.28-05573.28] 就说苏琴的这个跡力比较好
[05573.28-05575.64] 和他的老师一块出门的时候
[05575.64-05579.44] 然后就看到了这个标文上的东西
[05579.44-05580.44] 就骑个马过去了
[05580.44-05582.24] 然后师父他那个老师跟他说
[05582.24-05583.24] 说能看清啊
[05583.24-05584.84] 然后他说我都记住了
[05584.84-05586.24] 那这种情况这下就是
[05586.24-05587.84] 走马官呗
[05587.84-05590.56] 那像这种历史点过还是一样的同一们
[05590.56-05592.24] 考察人物和时间的对应
[05592.24-05593.44] 所以同学们知道
[05593.44-05596.04] 战国时期和春秋时期的人物点过
[05596.04-05597.24] 所以特别多
[05597.24-05598.24] 特别多
[05598.24-05599.64] 这就是我们所说的
[05600.44-05601.84] 被关于战国时期
[05601.84-05602.84] 那战国之后
[05602.84-05603.64] 就是我们所说的
[05603.64-05606.36] 情过同六国建立了秦朝
[05606.36-05609.04] 这个就是我们所说的整个先秦时期
[05609.04-05611.04] 它的一个历史的根点
[05611.04-05612.64] 整先时期历史的根点
[05612.64-05614.64] 那这个先结实是先历史根点的理念
[05614.64-05615.44] 我们也知道
[05615.44-05617.64] 整个我们所说的这先秦时期
[05617.64-05620.88] 它其实也有很多灰狂的这样的一些制度在
[05620.88-05621.32] 对吧
[05621.32-05623.76] 我们就来看一下这些制度的内容
[05623.76-05626.44] 准定一个制度就是在先秦时期最有名的
[05626.44-05627.84] 就是分封制
[05627.84-05628.84] 就是分封制
[05628.84-05629.88] 那有微分封制的
[05629.88-05630.84] 大家也都知道
[05630.84-05632.24] 这是分封建国
[05632.24-05635.96] 那分分之是周王百一订了土地人民分别受语
[05635.96-05639.04] 王祖公成和先帝的贵族
[05639.04-05641.00] 大家注意一下 帝哥考虑出现了
[05641.00-05643.44] 分分之分分的训许是不能变的
[05643.44-05645.28] 你订是先风风给谁呢
[05645.28-05647.72] 你订是先分给王祖
[05647.72-05649.28] 你订是先分给王祖
[05649.28-05650.16] 我们说了
[05650.16-05652.08] 那还先分分王祖
[05652.08-05653.96] 一把好的地方分分给王祖
[05653.96-05656.88] 就是在周边滚为我们所说的周王
[05656.88-05660.16] 人家说打仗亲兄弟上任副子兵
[05660.16-05663.88] 所以就是在这个过程中先分封王组一广库周亡的地位
[05663.88-05665.00] 所以顺序不能变
[05665.00-05666.40] 第一个一定是王组
[05666.40-05667.28] 大家注意一下
[05667.28-05668.92] 在分封的过程中
[05668.92-05670.60] 就逐步形成了一个等级
[05670.60-05672.08] 虽然的这样的一个情况
[05672.08-05673.72] 也是我们所说的形成了
[05673.72-05675.08] 最上一集是天子
[05675.08-05676.36] 天子下着猪猴
[05676.36-05678.52] 猪猴下着清大夫清大夫下着是
[05678.52-05680.36] 也是一层领导一层
[05680.36-05682.08] 天子只能领导猪猴
[05682.08-05683.72] 能不能领导清大夫
[05683.72-05684.36] 不行
[05684.36-05686.56] 也就是说我们所说的在这种情况之下
[05686.56-05689.32] 这是我们所说的分封所形成的等级
[05689.32-05690.52] 善善所形容等級
[05690.52-05691.32] 当然了
[05691.32-05692.16] 我们要知道
[05692.16-05692.96] 这个分封治
[05692.96-05694.20] 它其实是我们所说的
[05694.20-05696.44] 到了桌草的手分封治是一个样子
[05696.44-05697.84] 但是我们一定要明确
[05697.84-05699.48] 我们所说的分封治
[05700.44-05702.96] 它变不是我们所说的桌草才有
[05702.96-05704.04] 分封治的时候
[05704.04-05705.76] 在商朝的时候就有了
[05708.40-05712.60] 商朝时就已经有了我们所说的分封治
[05713.40-05715.52] 商朝时就大住一下
[05715.52-05717.52] 就已经存在了分封治
[05717.52-05720.50] 主要那个时候分封的猪猴王比较少
[05720.50-05723.32] 到了我们所说的猪猪时期分封的
[05723.32-05724.48] 相对来说比较多
[05724.48-05727.66] 而在我们所说的商潮存在的分封这当中
[05727.66-05730.60] 它一般请问下是分封两个生血
[05730.60-05732.44] 一个是猴决,一个是博决
[05732.44-05734.76] 所以它只有猴和博这两个
[05734.76-05737.16] 到了我们所说的猪猪的时候
[05737.16-05739.88] 大家注意一下猪猪时候的分封之
[05740.96-05744.36] 它的这个分封的我们所说的这个决位
[05744.36-05747.16] 我一简单想猪猪猪时的决位
[05747.16-05753.04] 它就变成了我们所说的功 红 薄 质
[05757.76-05760.72] 这是我们所说的 它的这时候的绝位
[05761.00-05763.04] 那这种情况之下我们就会发现
[05763.28-05765.32] 其实我们所说的商潮和周潮
[05765.32-05768.16] 它的这个绝位其实是不一样的
[05768.40-05769.80] 它的这个绝位其实不一样的
[05769.80-05773.80] 大家知道一下 这是我们所说的这个分封制 分封制
[05773.80-05776.00] 和紛封之配套的大家都知道
[05776.00-05778.32] 我们说了那商朝其实又紛封之
[05778.32-05780.84] 但是商朝的紛封之为什么发展得不好
[05780.84-05782.44] 原因其实很简单
[05782.44-05785.44] 因为在商朝的紛封之的过程当中
[05785.44-05788.36] 它其实是没有相的制度去约束
[05788.36-05791.16] 我们所说的紛封出来的侯绝和伯绝的
[05791.16-05793.32] 所以它缺了李一和中法的约束
[05793.32-05795.92] 而到了周朝时候的紛封之能够形成
[05795.92-05798.88] 最开始形成重新骨约的这样的局面
[05798.88-05801.24] 只要是因为配套的制度有两个
[05801.24-05805.72] 来一起我们所说的配套分放之使用达到了很好的效果
[05805.72-05808.16] 就是我们所说的中法之后理越值
[05808.16-05811.76] 好 这是我们所说的分分制 大家要注意一下
[05811.76-05815.96] 来看一下说了 说下伤之后 叫做汉风简而言
[05815.96-05819.60] 说请军意而处 这里的风简 风简
[05819.60-05822.88] 就是我们所说的分封了 所说的分封
[05822.88-05825.60] 所以叫提选择第四个 第四个
[05825.60-05828.32] 好 这是我们所说分封制
[05828.32-05830.10] 那说了像这个分工质
[05830.10-05832.26] 它能够在周朝实行的特别好
[05832.26-05833.98] 只要是因为它受到了
[05833.98-05837.22] 中法质和理月制度的这样的一个约束
[05837.22-05837.56] 对吧
[05837.56-05839.58] 所以想要让分工质的效果
[05839.58-05840.20] 别门
[05840.20-05842.96] 这种情况之下就需要中法质来配合
[05842.96-05844.12] 中法质的话
[05844.12-05847.80] 其实实行续员关系来分配国家权利的
[05847.80-05848.04] 对吧
[05848.04-05851.20] 这就是世纪统治的一种制度
[05851.20-05853.16] 实行续员关系分配国家权利
[05853.16-05854.18] 会出现一个问题
[05854.18-05854.98] 什么问题呢
[05854.98-05857.12] 比如说就刚才无所说的世纪质
[05857.12-05861.84] 他既存在富死自己也存在兄中地坈
[05861.84-05864.88] 如果说现在我作为兄长
[05864.88-05867.36] 我人美了我的弟弟做了军王
[05867.36-05868.80] 我弟弟死了之后
[05868.80-05869.92] 这种情况之下
[05869.92-05872.40] 弟弟的王位应该给弟弟的孩子
[05872.40-05873.76] 还是给我的孩子呢
[05873.76-05875.92] 这种情况之下是不是就很不好说了
[05875.92-05878.88] 所以像这种暗宣关系分配国家全力种方式
[05878.88-05881.20] 他确实是世纪统治的一种
[05881.20-05883.20] 我们所说的非常有效的一种手段
[05883.20-05884.96] 但是他很容易引发什么
[05884.96-05886.16] 很容易发
[05886.16-05890.12] 那一段,就是包括内部它会出现很多的分钟
[05890.12-05894.80] 所以我们说了,那到了周朝,想要缺点这种分钟以为呼分分之
[05894.80-05897.88] 那在这种情况,这下,在周朝就确立了什么呢?
[05897.88-05900.60] 在周朝就确立了,第一张子机场质
[05900.60-05906.44] 比如说我们确实是事情质,但是不搞兄弟级了,而是搞复死子器
[05906.44-05912.60] 复死子器,我的孩子那么多,哪一个孩子能够成熙我的这个位置
[05912.60-05914.88] 而不会引起太大的分钟呢?
[05914.88-05943.84] 第一章子,第一章子,就是正期所生的大儿子。所以在这里面,中法是最大的特点,就是我们所说的什么,第一章子,基成之,第二章子,我们甚至经常会说到一句话,就是第一章子,他只要是正期的孩子,别晚他是傻的会的,第二的头的,别管是什么样子,他只要是第一章子,他就是我们所说的,基成者,就什么基成者,所以我们经常说就要立敌一找不以前。我只看你的身份,只看你的身份。
[05943.84-05946.68] 所以他就其他程度上減少了这种内乱
[05946.68-05949.64] 所以这是我们所说的宗法之 宗法之
[05949.64-05950.44] 之低个
[05950.44-05953.76] 宗法之能够很好地解决分封这套所带来的一些问题
[05953.76-05956.36] 那还有一个就是我们所说的李月制度
[05956.36-05959.92] 其实也可以減少分封之所带来的这些问题
[05959.92-05961.16] 李月李月
[05961.16-05963.56] 他其实是我们所说的周里
[05963.56-05968.40] 这是我们所说的中共作周里来约束我们所说的
[05968.40-05971.76] 王祖也好 贵祖也好工程也好老百姓也好
[05971.76-05973.98] 只是它每個人都自己應該做的事
[05973.98-05975.48] 對於自己遵守的制度
[05975.48-05976.98] 這個就叫做周里
[05976.98-05979.32] 當時我們所說的這個理約制度
[05979.32-05981.86] 大理300小理3000
[05981.86-05985.46] 也會它遵守的這種理解特别多
[05985.46-05986.46] 那這種理解呢
[05986.46-05987.82] 我們雖然覺得它很繁鎖
[05987.82-05989.98] 但它確實實起到了很大作用
[05989.98-05992.46] 在西州在2700年間
[05993.46-05995.40] 雖然有很多的外方問題
[05995.40-05996.90] 但是沒有內亂
[05996.90-05998.12] 就是我沒有聽我說
[05998.12-05999.68] 那個清大風的那個事
[05999.68-06001.88] 出現了問題把綜合一推翻了
[06001.88-06003.32] 沒有出現這種情況
[06003.32-06005.48] 所以我們所說的領域制度
[06005.48-06007.60] 其實起到了很好地這樣的一個效果
[06007.60-06008.88] 其實很好地一個效果
[06008.88-06010.08] 這是我們所說的
[06010.08-06011.32] 紛紛紛風紛
[06011.32-06012.28] 以及領域制
[06012.28-06013.28] 他們之間的關係
[06013.28-06015.60] 大家要知道這裡面的紛紛制度
[06015.60-06018.16] 它的細節點以及紛紛制度的細節點
[06018.16-06019.68] 這裡面的紛紛制
[06019.68-06021.04] 紛紛制和領域制度
[06021.04-06024.68] 它其實都屬於政治層面的
[06024.68-06026.60] 這些制度為什麼會產生
[06026.60-06027.48] 大家知道
[06027.48-06028.60] 我們所說的
[06029.68-06032.16] 经济基础决定上升建筑
[06032.16-06034.28] 它一定是有一个内在的经济
[06034.28-06036.44] 我们所说的这种经济的这种制度
[06036.44-06037.44] 导致了我们所说
[06037.44-06039.40] 它在外在表现形势上是这些
[06039.40-06042.08] 这个在经济层面的这个就是我们所说的叫做
[06042.08-06043.16] 紧天治
[06044.36-06045.64] 就叫紧天治了
[06045.64-06046.60] 所以大家注意下
[06046.60-06048.48] 我们来看一下接下来的紧天治
[06048.48-06050.64] 紧天治其实就是把这个土地
[06050.64-06052.20] 相这样的分开
[06052.20-06055.04] 这分开中间的这个是属于公显的
[06055.04-06057.12] 而其他这些是属于私填
[06057.12-06059.12] 但是虽然属于私填
[06059.12-06062.00] 你但是你只有什么,你只有使用全
[06062.00-06065.04] 换句话说我就简单用现在话来说,你只有使用全
[06065.04-06067.36] 这些思甜的,所有全规则谁呢?
[06067.36-06070.08] 所有全还是规周天子的
[06071.36-06075.68] 所以这些地,你能不能摆柱,不能摆柱,你再向周天子干嘛
[06075.68-06078.64] 久纳共复,按转,向周天子,久纳共复
[06078.64-06085.44] 所以我们经常会听到一句话,就普天之下,墨飞王土,帅土之兵,墨飞王城
[06085.44-06087.44] 那這種情況之下其實就說白了
[06087.44-06088.24] 一個點
[06088.24-06089.44] 第一個體現了什麼
[06089.44-06091.04] 所有的地都是周天子的
[06091.04-06092.48] 帥土之壁
[06092.48-06094.00] 普天之下墨飛王土
[06094.00-06095.04] 所有的地都他的
[06095.04-06097.68] 是不是在說的是這種景田的這種形式
[06097.68-06099.28] 歸周天的所有
[06099.28-06101.28] 帥土之壁墨飛王城
[06101.28-06103.20] 分封地上的這些豬厚
[06103.20-06104.64] 還是要笑中周天子
[06104.64-06106.08] 這是不是也是我們所說的
[06106.08-06107.44] 分封之的一種體現
[06107.44-06108.96] 所以在這裡面我們說了
[06108.96-06111.20] 前三個我們所說的這個制度
[06111.20-06112.40] 我們所給到的
[06112.40-06113.84] 它可能是政治層面上了
[06113.84-06115.84] 但到了我們所說的景田智
[06115.84-06119.12] 它其實就是這三個字都所產生的經濟更遠
[06119.12-06120.12] 經濟更遠
[06120.12-06122.12] 這是我們所說的景田智
[06122.12-06125.28] 但是景田智大家注意下到了後期景田智也
[06125.28-06126.32] 維持不下去了
[06126.32-06128.80] 歡迎說出現了土溫瓦解的情況
[06131.08-06132.56] 出現了土溫瓦解的情況
[06132.56-06134.72] 為什麼會出現土溫瓦解的情況呢
[06134.72-06135.80] 原因很簡單
[06135.80-06137.40] 就是因為在這種情況之下
[06137.40-06139.00] 鐵智能去出現了
[06141.20-06142.96] 鐵智能去一旦出現的話
[06142.96-06144.00] 什么变高了呢
[06144.00-06146.52] 以前你都用石头用木棒去耿地
[06146.52-06148.60] 但鐵之能距一旦出现了之后
[06148.60-06149.60] 在这种情况之下
[06149.60-06152.68] 我们就说了就是生产效率变高了
[06155.44-06156.84] 生产效率变高了之后呢
[06156.84-06158.32] 就是原本的那种
[06158.32-06159.40] 景田制度
[06159.40-06159.68] 对吧
[06159.68-06161.32] 原本的我们所说中景田制
[06161.32-06161.84] 这些呢
[06161.84-06163.44] 都是我们所说的思田
[06163.44-06164.72] 那这地中完了之后
[06164.72-06166.24] 你要像天子交共复的
[06166.24-06167.84] 但是因为生产效率高了
[06167.84-06169.44] 你把这些地中完了之后
[06169.44-06171.52] 你是不是还可以另开土地啊
[06171.52-06175.86] 那你离开了土地可不是原本在这些土地当中的
[06175.86-06178.98] 那这种离开了土地结了两世就不用怎么样
[06178.98-06180.74] 就不用向上交了
[06180.74-06181.70] 一分向上交了
[06181.70-06183.30] 那就请望这下我们都知道
[06183.30-06185.28] 那几天这土崩瓦解了
[06185.28-06186.30] 几天这土崩瓦解了
[06186.30-06189.06] 那几天这土崩瓦解了之后会导致有什么问题呢
[06189.06-06190.98] 就离开了土地不交税
[06192.00-06193.34] 离开了土地不交税
[06193.34-06196.74] 不交税的话那国家的土地就会变少
[06196.74-06200.10] 那就请望这下周天子能够遵收的这些税
[06200.10-06201.34] 是不是就会变少了
[06201.34-06204.30] 那這種情況下 你看開了4天了
[06204.30-06205.82] 這4天你不交稅
[06205.82-06208.54] 那就是說國家能夠收到的稅付就減少了
[06208.54-06211.10] 那國立相對來說就沒有那麼強射了
[06211.10-06213.42] 於是在戰國史基礎針對
[06213.42-06216.38] 我們所說的景點是土豐瓦解的這種情況
[06216.38-06218.70] 就搞了土地相的稅制改革
[06218.70-06220.62] 那其中最終點行的這個點
[06220.62-06222.06] 就是小大一去實際的
[06222.06-06224.30] 就是路國的出稅母
[06224.30-06225.74] 路國的出稅母干嘛呢
[06225.74-06226.70] 按母爭稅
[06226.70-06228.54] 也就是說不管你這個地
[06228.54-06230.78] 是原本景點值得這個土地了
[06230.78-06232.32] 你只要是中了地
[06232.32-06234.18] 你就在这种情况是要给我教税
[06234.18-06236.16] 那时候把他自己的这个思填
[06236.16-06237.58] 思字开肯的地
[06237.58-06238.58] 也算进去了
[06238.58-06241.28] 就是无论是你原本的这些还是你后开的
[06241.28-06242.30] 你都要教税
[06242.30-06243.28] 所以在这种情况
[06243.28-06245.12] 这些其实就是承认了土地
[06245.12-06246.66] 思有的合法性
[06247.68-06249.68] 都是承认了土地所有的合法性
[06249.68-06252.08] 所以在这里面大家注意一下这个点要注意
[06252.08-06253.56] 就是路过的出税目
[06253.56-06256.12] 承认了土地的思有合法性
[06256.12-06257.28] 承认土地思有合法性
[06257.28-06258.58] 如果你觉得思有不合法
[06258.58-06259.96] 你接板地墙不来就行了
[06259.96-06260.38] 对吧
[06260.38-06262.02] 你就用情况下你还让它交税
[06262.02-06264.42] 那就意味着它承认了你定开个土地
[06264.42-06265.50] 归你自己所有
[06265.50-06267.02] 你要像国家交税的
[06267.02-06268.42] 所以在这里大家注意下
[06268.42-06269.54] 路国的出税目
[06269.54-06271.34] 是中国奴业税的开端
[06271.34-06272.98] 是中国奴业税的开端
[06272.98-06275.34] 而这个奴业税一直到两千
[06275.34-06276.58] 就是在现级
[06276.58-06277.38] 现级段
[06277.38-06279.78] 就是到了两千零级年的手才废处
[06279.78-06281.02] 所以在这里大家注意下
[06281.02-06282.58] 这时候路国的出税目
[06282.58-06284.18] 这就是土地税制改革
[06284.18-06285.22] 当然了
[06285.22-06286.70] 土地税制改革
[06286.70-06288.02] 还有一些其他国家也有
[06288.02-06288.90] 以后我们再看
[06288.90-06290.54] 我们先来做一个列习
[06290.54-06291.72] 这里面它说
[06291.72-06294.74] 说努力制社会的土地国有制
[06294.74-06297.08] 努力制社会的土地国有制卖就只能是
[06297.08-06297.80] 紧天之
[06297.80-06299.14] 所以照替选择的是
[06299.14-06300.30] 谁选项
[06300.30-06301.06] 选项
[06301.06-06302.98] 我们刚才说到土地社会是改革
[06302.98-06304.78] 这个社会改革了了解下去行了
[06304.78-06306.82] 就是除了努力的出水母之外
[06306.82-06308.26] 其国也竟成土地改革
[06308.26-06310.10] 其国叫项地而吹争
[06310.10-06312.26] 但是它是按照土地的
[06312.26-06313.74] 好坏来争水的
[06313.74-06315.02] 这种情况之下
[06315.02-06316.74] 它只是按照土地好坏
[06316.74-06317.90] 这种争水的方式
[06317.90-06320.98] 但是並沒有說安裝母樹
[06320.98-06324.04] 所以沒有承認我們所說的土地
[06324.04-06325.08] 所有的合法性
[06325.08-06327.38] 所以大家只需要把其國和路國
[06327.38-06329.02] 能夠做一個對比就行了
[06329.02-06330.54] 其他的不需要再去掌握了
[06330.54-06332.50] 只不過在這裡做了一個相當的延伸
[06332.50-06334.54] 路國的出水母承認了合法性
[06334.54-06336.34] 而其或者相當是吹爭
[06336.34-06337.88] 這是地步好的
[06337.88-06339.02] 我就少爭一些
[06339.02-06341.90] 他並沒有說要在按照你效能母樹
[06341.90-06343.24] 來爭不上母樹
[06343.24-06344.40] 而是按定的好貴來
[06344.40-06345.30] 那這種情況之下
[06345.30-06346.90] 其實沒有暗母來
[06346.90-06350.26] 就是没有承认土地丝有没有承认土地丝有合法
[06350.26-06352.22] 所以只需要几个点就可以了
[06352.22-06355.98] 那么楚国的书田土还有正国的作出复
[06355.98-06357.26] 现在了解下就行了
[06358.26-06359.82] 这是我们所说的
[06360.98-06363.50] 所给到的先行时期的制度
[06363.50-06365.78] 那这个是我们所说的第五个大点
[06365.78-06368.82] 每一个时期都每一个时期的成就
[06368.82-06370.86] 先行时期又自己的成就
[06370.86-06373.42] 我们就来看一下先行时期的成就哪些
[06373.42-06375.14] 人第一个就是我们所说的
[06375.14-06377.78] 在下朝所形成的立法
[06377.78-06379.58] 叫做我们所说的立法
[06379.58-06380.62] 而不是法律的法
[06380.62-06382.94] 这个叫做下帝
[06382.94-06384.02] 那这个下帝这个点
[06384.02-06385.50] 同学要找问的是哪几项
[06385.50-06387.38] 哪几个我们所说的点
[06387.38-06389.14] 第一个就是我们所说的下帝
[06389.14-06390.54] 也就是我们所说的
[06390.54-06392.62] 它是一种
[06392.62-06394.62] 即时节的这样的一种方法
[06394.62-06396.06] 大家要知道这个下帝
[06396.06-06400.06] 它其实本身是阴阳和力
[06400.06-06402.22] 下帝它本身是阴阳和力
[06402.22-06403.22] 本身是阴阳和力
[06403.22-06405.82] 就是第一個需要大家去實際的這樣的一個點
[06405.82-06408.48] 那他這個陰陽合力就是我們常說的
[06408.48-06411.14] 我們去激濃時或者是記這種
[06411.14-06413.26] 時間實料的時候沒有兩種方法
[06413.26-06415.70] 第一種就是看越量的這種變化
[06415.70-06418.06] 那這種看越量的變化就做一陰力
[06418.06-06418.82] 就做一陰力
[06418.82-06420.18] 我們也就做越力
[06420.18-06421.14] 就做一陰力
[06421.14-06423.62] 那看越量的變化毀進
[06423.62-06424.98] 它一般請完之下是這樣的
[06424.98-06426.50] 越量的變化毀進
[06426.50-06428.18] 它一般請完之下就是
[06428.18-06430.42] 大約是三十天小約十二十九天
[06430.42-06432.18] 那如果按照十二月來算的話
[06432.18-06433.18] 我们就说我们的1年
[06433.18-06436.18] 其实只有3504天和3505天
[06436.18-06438.18] 我们现在说是365天
[06438.18-06439.18] 对吧
[06439.18-06442.18] 其实和我们现在的这样一个整体的时间对不上
[06442.18-06444.18] 所以在这种情况之下
[06444.18-06445.18] 我们说了
[06445.18-06447.18] 如果按照月亮的这样的一个
[06447.18-06448.18] 轨济来的话
[06448.18-06451.18] 我们就只有350几天
[06451.18-06452.18] 对吧
[06452.18-06453.18] 这种情况这还差十多天
[06453.18-06454.18] 那怎么办
[06454.18-06456.18] 于是为了迷捕我们所说的
[06456.18-06457.18] 这个即使上的这个出去
[06457.18-06458.18] 我们就出现了一个
[06458.18-06460.18] 叫做19年七论的说法
[06462.18-06467.22] 19年7月,我们从出现认语,这是第1个
[06467.22-06472.10] 第2个,那你说老师,你这次根据越量的变化轨迹来制定的下利
[06472.10-06474.46] 那你刚才说了,他是阴阳和利
[06474.46-06477.22] 这个阳指的是什么?阳指的是太阳
[06477.22-06481.18] 太阳的运动轨迹,一般情况下,我们就是24节气
[06481.18-06482.46] 就是24节气
[06482.46-06486.82] 所以在这里,我们说了,我们是又根据了24节气
[06486.82-06491.62] 太阳运动轨迹的变化,在这种情况下,我们又去制定了一下
[06491.62-06492.64] 我们所说的下利
[06492.64-06493.42] 所以下利
[06493.42-06494.44] 它一方面
[06494.44-06495.46] 它既反应
[06495.46-06496.24] 我们所说的
[06496.24-06497.34] 越南的变化委屈
[06497.34-06498.66] 同时越反应
[06498.66-06499.82] 太阳的运动委屈
[06499.82-06502.38] 就是二四节系它的变化情况
[06502.38-06504.60] 所以在这里我们说它是阴阳合力
[06504.60-06505.32] 大家注意一下
[06505.32-06506.34] 这第一个点
[06506.34-06507.80] 第二点就是下利
[06507.80-06509.54] 它最维点形的一个代表
[06509.54-06511.46] 就是我们所说的下小贑
[06511.46-06512.42] 下小贑
[06512.42-06513.14] 需要大家讲
[06513.14-06514.42] 就是下小贑
[06514.42-06515.62] 它的一个地位
[06515.62-06516.74] 它的一个地位
[06516.74-06518.02] 那下小贑的地位
[06518.02-06520.10] 就是我国最早的地方
[06520.10-06526.54] 这是我国最早的一反
[06526.54-06530.18] 所以这里里就要考察这两个细节
[06530.18-06531.06] 大家注意一下
[06531.06-06535.66] 这是我们所说的所给到的叫做下令
[06535.66-06536.86] 我们所说的下令
[06536.86-06541.30] 第二就是我们所说的青銅气
[06541.30-06544.82] 青銅气其实是在商潮时机繁荣起来的
[06544.82-06547.22] 所以青銅珠到也是商潮时机的
[06547.22-06548.82] 最主要的一个部门
[06548.82-06553.42] 那在青棚座也当中 最有名的就是我们所说的顶
[06553.42-06554.62] 就是我们所说的顶
[06554.62-06557.42] 那么说了顶他代表是支高武上的权力
[06557.42-06559.62] 所以顶这个东西集起珍贵
[06559.62-06562.62] 一般情况之下只能用了李气和冰气
[06562.62-06564.22] 李气和冰气不能做农具
[06564.22-06565.42] 大家一定要注意一下
[06565.42-06567.62] 那第二个就是我们所说的这个顶
[06567.62-06570.02] 这个顶他有三足顶和四足顶
[06570.02-06571.82] 三足顶一般都是圆的
[06571.82-06574.02] 四足顶的一般都是方顶
[06574.02-06577.42] 比如说我们在四足顶当中常见的后母物顶
[06577.42-06579.18] 就是以前所说的似母顶
[06579.18-06580.62] 或者说私杨方夫
[06580.62-06580.82] 对吧
[06580.82-06582.38] 这种都是我们所说的这种
[06583.26-06584.06] 似足顶
[06584.06-06584.78] 似足顶
[06584.78-06586.86] 大家知道这个轻童驻早一样
[06586.86-06589.46] 它其实是非常继高超的这样的一个
[06589.46-06590.22] 我们所说的
[06590.86-06591.86] 一向技术了
[06591.86-06593.70] 因为它把核筋放在一块
[06593.70-06594.98] 这是这几乡金属
[06594.98-06596.30] 它的容点都不一样
[06596.30-06598.78] 你又能够交住出来这么精美的东西
[06598.78-06600.02] 那这个东西简直
[06600.02-06603.10] 就是我们想象不到的这种高纳的种记忆了
[06603.10-06604.50] 所以在这里大家知道
[06604.50-06605.74] 我们所说的顶
[06605.74-06607.52] 第一個,他能常做用於什麼
[06607.52-06609.86] 只能不能做農具因為太經貴了
[06609.86-06611.50] 第二個就是頂了分類
[06611.50-06613.54] 第三一個就是我們在生活當中
[06613.54-06614.94] 現在常說的頂
[06614.94-06617.44] 一個是後母物頂,一個是四樣方尊
[06617.44-06618.54] 大家知道這個頂
[06618.54-06621.00] 現在在國家博物館當中有它的那個
