[00000.00-00005.92] 好,接着来学习一下马征英当中的第二章就是资本主义的本质
[03385.92-03387.46] 原本的有机购成
[03387.46-03389.38] 它就虽然从结果上来看
[03389.38-03391.04] 它和价值购成是一样的
[03391.04-03392.72] 因为你看它最终落脚点
[03392.72-03393.76] 落在價值過程
[03393.76-03396.00] 但是這裡面的有機構成有一個要求
[03396.00-03398.28] 就是這裡面的技術構成的變化
[03398.28-03400.40] 它這裡面有機構成的變化
[03400.40-03403.12] 必須是技術構成變化所決定的
[03403.12-03404.24] 換句話說
[03404.24-03406.68] 就是你一定要在體驗能中看到什麼
[03406.68-03411.16] 看到數量變化了引起了整個配比的
[03411.16-03412.48] 配比值發生變化了
[03412.48-03413.60] 才叫做有機構成
[03413.60-03415.92] 如果只是單純的單價變化
[03417.44-03418.72] 單價發生變化
[03418.72-03420.56] 導致這個數值發生變化
[03420.56-03421.68] 它就不叫做什麼
[03421.68-03422.92] 不叫做有句过程了
[03422.92-03424.44] 所以什么叫有句过程
[03424.44-03426.04] 是技术购成绪的
[03426.04-03427.88] 反应技术购成变化
[03427.88-03429.88] 一定是体肝当中的什么
[03429.88-03432.76] 人和物质间的数量发生变化
[03432.76-03435.04] 导致最终的数值变化
[03435.04-03436.72] 才叫做有句过程
[03436.72-03438.48] 而如果在这里面是
[03438.48-03440.04] 只是单价变化
[03440.04-03441.36] 不叫做有句过程
[03441.36-03442.40] 大家注意一下
[03442.40-03443.32] 举个简单的例子
[03443.32-03444.36] 比如说现在
[03445.28-03446.32] 我们所说的原本
[03446.32-03447.76] 二台机器和二十个工人
[03447.76-03448.24] 对吧
[03448.24-03449.04] 这二十的
[03449.04-03450.48] 现在我就开始
[03450.48-03457.24] 想要縮減生產,或者想要擴大生產,反正不管怎麼樣,我這個生工廠生產太太變點
[03457.24-03460.04] 怎麼變呢?假設我現在新增了舞台機器
[03462.48-03465.48] 新增了舞台機器,一台是一萬哦
[03465.48-03471.20] 然後現在我說了,新的舞台機器,但是人力成為有很高,我就開除了十個人
[03473.44-03478.60] 那這種情況之下你看,新增了舞台機器就是原本的什麼?機器數量發生變化了
[03478.60-03482.96] 对吧,那就是二十比上了多少加上五,是不是现在入台
[03482.96-03486.52] 那人数发生变化呗,发生了二十减确,十个人
[03486.52-03489.92] 人家说了,只是说了什么,只是说数量变了
[03489.92-03494.32] 对吧,那这种情况,数量变,会被导致有机构成的结果发生变化,当然会
[03494.32-03496.76] 因为它的单价没变,还是一比一
[03496.76-03501.12] 所以在这里面,你看它的数之构成就变成了,二十五比上
[03501.12-03504.96] 实,这种情况之下就是无比二这种情况
[03504.96-03507.52] 我们把这种你看数量变了
[03507.52-03510.32] 导致了我们所说的最终的数值发生变化了
[03510.32-03512.64] 这种就叫做什么,这种叫做有机构策
[03512.64-03515.96] 那看如果现在说,说按现在搞生产
[03515.96-03518.64] 搞生产干嘛呢,我们原本的人数不变
[03518.64-03521.36] 还是二是台机器,OK,还是二是个人
[03521.36-03523.76] 只会现在机器的价格上涨了
[03523.76-03526.72] 原本一万块钱,现在变成了什么?两万
[03526.72-03531.08] 这种机器价格上涨了,会不会引发刚才这个公式当中的数值变化
[03531.08-03533.48] 当然会,那这种情况之下就会变成什么呢?
[03533.48-03535.94] 我写在这儿,原本二十代机器,那边
[03535.94-03539.14] 二十个人,那边,但是现在什么呢?单价变了
[03539.14-03541.96] 原本一万块钱的一台机器现在变成了两万
[03541.96-03545.80] 然后呢,公子还是一人一万,那这种时候就变成了什么?
[03545.80-03551.12] 就变成了二十比上二十,然后成一多少?成一二比一
[03551.12-03552.84] 那就变成了我们所说的
[03553.80-03557.44] 二比一,你看这个数值翻翻成变化,数值翻成变化了
[03557.44-03559.76] 原本是一嘛,原本是一比一嘛
[03559.76-03561.80] 就是在原本的这个计算里面是一笔
[03561.80-03563.32] 那现在它变成了二笔
[03563.32-03569.48] 然后问说有这种价格或者单价引起的这个数值的变化算算有机构成
[03569.48-03571.28] 不算我还是那句话
[03571.28-03573.68] 有机构成一定是谁变所决定的
[03573.68-03575.88] 一定是技术构成变化所决定的
[03575.88-03578.60] 换句话说一定是数量变化所引起的
[03578.60-03582.40] 我们所说的这个数值变化才叫做有机构成的变化
[03582.40-03586.40] 如果只是单价变化没有提数量就不能算有机构成
[03586.40-03587.76] 所以有机构成就像
[03587.76-03589.76] 它相当于把两公是捏在一块
[03589.76-03590.80] 又在这个公式当中
[03590.80-03592.32] 既反应数量变化
[03592.32-03594.04] 又反应它的钱的变化
[03594.04-03596.28] 但是本身有机过程是数量变化
[03596.28-03598.48] 所决定的才能叫做有机过程
[03598.48-03599.32] 所以在这里面
[03599.32-03599.96] 大家注意一下
[03599.96-03601.24] 这是有机过程
[03601.24-03602.40] 它的一个点
[03602.40-03603.96] 所以有机过程就记住一块
[03603.96-03604.56] 技术过程
[03604.56-03607.08] 决定反应技术过程变化
[03607.08-03609.00] 那这里面就叫做有机过程
[03609.00-03609.96] 而有机过程
[03609.96-03612.08] 它更加强调的是我们所说的什么
[03612.08-03613.12] 技术过程变
[03613.12-03615.00] 也就是在我们所说的人
[03615.00-03617.52] 和机器的配比之间的数量变化
[03617.52-03620.92] 人和机器之间配比的数量变化同一门觉得
[03620.92-03623.00] 它是更傾向于买更多的机器
[03623.00-03625.08] 还是更傾向于买更多的人呢
[03625.08-03626.04] 咱们还是那个点
[03626.04-03628.84] 它其实更多的傾向是买更多的机器
[03628.84-03632.12] 那它如果更傾向买更多的机器会有什么问题
[03632.12-03634.60] 如果它的机器购买数量增加
[03634.60-03637.52] 会导致资本的有机构成会发生变化
[03637.52-03640.00] 有资本的有机构成会增加
[03640.00-03642.80] 那资本也有机构成增加会导致什么结果呢
[03642.80-03643.80] 咱们来看一下
[03643.80-03646.48] 当购买的机器数量变多就意味着
[03646.48-03648.62] 他需要的工人就會變少
[03648.62-03651.36] 那最終的結果只有大量的工人失業
[03651.36-03652.80] 但是這是一方面的問題
[03652.80-03654.56] 這是一方面工人會失業
[03654.56-03655.92] 但是另一方面是什麼
[03655.92-03658.00] 當你購買更多機器的時候
[03658.00-03659.40] 工人失業了確實不講
[03659.40-03661.40] 但是你機器的生產效率很高
[03661.40-03662.68] 你狂狂狂狂狂
[03662.68-03664.56] 生產出來了那麼多的東西
[03665.08-03667.04] 結果你頭放到市場當中
[03667.04-03668.00] 有沒有人買
[03668.00-03668.88] 沒人買
[03668.88-03669.44] 為什麼
[03669.44-03670.44] 因為我沒有錢
[03670.44-03671.72] 你都把我開除了拿到錢
[03671.72-03672.84] 買你生產的東西
[03672.84-03673.60] 那這個時候
[03673.60-03675.40] 經濟就陷入到了惡性循環裡面
[03675.40-03676.60] 什么惹性循环呢
[03676.60-03678.48] 一方面你购买大量的机器
[03678.48-03680.00] 生产效率特别的高
[03680.00-03681.48] 另一方面你开除了工人
[03681.48-03682.88] 工人没有收入所以
[03682.88-03685.32] 你卖高市场的当中东西他买不起 对吧
[03685.32-03687.88] 于是你这个时候东西就卖不出去
[03687.88-03689.44] 出现了产品的生云
[03689.44-03690.76] 那对于场价来说说
[03690.76-03692.40] 哎员出现产品生云了
[03692.40-03693.16] 那这就咋整了
[03693.16-03694.72] 那是不是咱们生产的东西
[03694.72-03696.08] 没有任何多人买呀
[03696.08-03697.36] 于是他又会做一个决定
[03697.36-03697.80] 干嘛呢
[03697.80-03699.96] 他说那我在这里
[03699.96-03701.68] 再去渐少生产吧
[03701.68-03704.20] 于是他就又开始开除工人
[03704.20-03708.36] 所謂生產但是生產的機器的效率永遠是快遇人的
[03708.36-03710.86] 有時候你裁員然後一方面裁員
[03710.86-03715.20] 另一方面你有減少劑設備但是你生產出來的東西還是沒有人買
[03715.20-03718.92] 經濟就會現入到無性的無限的樂趣循環的美所當中去
[03718.92-03722.36] 那這種情況之下99至90就會造成什麼經濟危機
[03722.36-03723.92] 所以經濟危機的實質是什麼
[03723.92-03728.28] 同時來看經濟危機的實質就是生產過生的危機
[03728.28-03730.32] 是生產什麼過生相對過生
[03730.32-03732.64] 原就是因為機器的生產效率太高了
[03732.64-03734.92] 你在我们在有机构成当中分析了
[03734.92-03736.48] 你购买的机器变多了
[03736.48-03738.00] 它的生产效率很高
[03739.12-03739.84] 这种情况下
[03739.84-03741.28] 产出的东西多不多
[03741.48-03743.52] 产出的东西很多
[03743.52-03745.88] 但是你觉得机器生产很好
[03745.88-03747.36] 于是你就开除了人
[03747.36-03748.88] 你开除了公然之后
[03748.88-03749.96] 公然手里怎么样
[03749.96-03750.80] 没钱
[03750.80-03752.36] 那公然手里没钱的话
[03752.36-03754.40] 你产出的东西能不能卖不出去
[03754.40-03755.44] 卖不出去了
[03755.44-03756.68] 卖不出去怎么办
[03756.68-03757.52] 卖不出去说
[03757.52-03758.12] 行了
[03758.12-03759.24] 进一步虽然成本
[03759.24-03760.20] 进一步才然
[03760.20-03762.32] 然后但是机器产出的还是那么多
[03762.32-03763.34] 还是买不出去
[03763.34-03765.40] 这个就叫做什么 生产过盛
[03765.40-03767.18] 但是生产的什么过盛
[03767.18-03768.20] 相对过盛
[03768.20-03771.02] 这个地方会考虑买一个点 叫做绝对过盛
[03771.02-03772.56] 那如果绝对过盛就错了
[03772.56-03773.84] 什么叫相对过盛呢
[03773.84-03775.12] 相对过盛就是
[03775.12-03776.66] 你产出的这个东西
[03776.66-03778.46] 并非是我不需要的
[03778.46-03779.46] 而是我怎么样
[03779.46-03780.74] 而是我买不起的
[03780.74-03781.52] 我为什么买不起
[03781.52-03782.66] 因为你把我
[03782.66-03783.56] 财员了
[03783.56-03784.34] 明白了吧
[03784.34-03785.86] 所以在这里面叫相对过盛
[03785.86-03788.18] 就是我有一种这一部分消费的需要
[03788.18-03789.46] 但是我确实是买不起
[03789.46-03791.00] 因为你把我财落哪有钱呢
[03791.00-03793.36] 所以经济无线的尾缩
[03793.36-03794.58] 一鲁鲁尾缩下来
[03794.58-03796.18] 经济危机就产生了
[03796.18-03801.18] 所以经济危机的本质就是生产相对过生
[03801.18-03802.00] 所以在这
[03802.00-03803.42] 大众爷一条主线
[03803.42-03805.22] 其实就已经苏里的非常清晰了
[03805.22-03807.92] 就是还是咱们刚才所苏里的那一点
[03807.92-03809.82] 咱们从头到尾再给得苏里面
[03809.82-03810.92] 大家不要像我默解
[03810.92-03812.54] 我多默解两面就记住了
[03812.54-03815.38] 首先第一个就是我们所说的
[03815.38-03818.86] 我们在生产过程当中
[03818.86-03819.66] 会有
[03819.90-03822.06] 老动过程和价值增值过程
[03822.06-03825.26] 所以我们在生产的价值增值过程里面
[03825.46-03827.18] 创造了什么 生育价值
[03827.18-03830.54] 为什么叫价值增值过程当中创造了生育价值来
[03830.54-03831.66] 跟着老实一起
[03831.66-03832.46] 你要么是话
[03832.46-03834.54] 要么是在公平当中打字都可以啊
[03834.54-03836.02] 价值增值过程
[03836.02-03837.74] 为什么会在价值增值过程
[03837.74-03838.82] 产生育价值呢
[03838.82-03840.82] 因为在这里面我多给你干活了
[03840.82-03842.26] 我多给你干活就意味着
[03842.26-03844.06] 我多付出了老动
[03844.06-03845.98] 我多付出的老动就叫做
[03845.98-03847.98] 生育 老动
[03847.98-03852.90] 而生育勞动是什么的原权是生育价值的原权
[03852.90-03856.30] 对不对 所以生育勞动是生育价值的原权
[03856.30-03858.74] 那你拿到这个生育价值能够用来干嘛呢
[03858.74-03860.78] 要么去吃喝玩乐小兽人生
[03860.78-03865.78] 要么去把这个东西去买人买材料 对吧
[03865.78-03870.26] 那你买人买材料目的为什么是为了加大对我的过去
[03870.26-03873.18] 所以在这里面去买人买材料在投入生产
[03873.18-03877.02] 那这个过程就叫做资本 资本 资本的过程
[03877.02-03880.30] 因为资本基礎就叫做盛鱼价值的资本化
[03880.30-03882.74] 就是把你剥削的这个钱再去买东西
[03882.74-03885.86] 所以他叫做资本基礎的过程
[03885.86-03889.06] 那你资本基礎99%资本基礎变得越来越多
[03889.06-03890.66] 买得东西人才误越来越多
[03890.66-03892.66] 那你的生产规模就会变大
[03892.66-03893.94] 那生产规模扩大
[03893.94-03895.42] 这个就是我们所说的什么
[03895.42-03897.34] 扩大再生产
[03898.54-03900.38] 就是我们所说的扩大再生产
[03900.38-03902.74] 所以一条主先出来了没同一们出来了
[03902.74-03906.14] 盛鱼劳动是盛鱼价值的原权
[03906.14-03908.88] 而生于价值是资本基礎的原权
[03908.88-03911.64] 而资本基礎是扩大在生产的原权
[03911.64-03913.54] 而扩大在生产就会意味着
[03913.54-03916.04] 你到底是买多少人多少机器多少物
[03916.04-03920.04] 那在这个扩大在生产当中就会摄一到它的比例配比问题
[03920.04-03922.78] 那就说就会提到资本的什么构成啊
[03922.78-03924.48] 有机构成
[03924.48-03927.76] 资本的有机构成是从两个构成当中推到出来的
[03927.76-03929.24] 一个叫技术构成
[03929.24-03930.64] 一个叫做价值构成
[03930.64-03935.14] 同样知道资本的有机构成是数量便还是前便
[03935.14-03944.34] 是數量變,是技術構成變化,反正叫技術構成決定,反正技術構成變化,所以在這裡面是數量,開始變化
[03944.34-03950.14] 那數量變化就是你到底買多少人,到底買多少物,我們說了,那一定要買得機器更多一點
[03950.14-03953.84] 所以這個時候,你會發現,有機構成會怎麼樣,會擴大
[03953.84-03958.24] 而有機構成一旦擴大就意味著,你買了更多的機器,淘汰了更多的人
[03958.24-03962.14] 你把人淘汰得越來越多,越來越多,它會導致一個結果
[03962.14-03964.96] 淘汰的人多了生产出来的东西卖不出去了
[03964.96-03967.78] 这时候就会怎么样生产过生
[03967.78-03971.10] 生产过生是你卖的这东西我不需要吗
[03971.10-03974.18] 不是我不需要是我要但是把我财了我没有钱卖不起
[03974.18-03975.20] 这种聚造什么
[03975.20-03976.98] 就要做相对过生
[03976.98-03978.28] 而这个相对过生
[03978.28-03980.06] 它其实就是资本主义的什么
[03980.06-03981.10] 资本主义危机的
[03981.10-03983.12] 实质所以经济危机
[03984.42-03985.40] 所以在这里面
[03985.40-03987.74] 同时来看一下是不是主线就出来了
[03987.74-03989.02] 所以在这个地方
[03989.02-03990.80] 困在生产会影响到有机构成
[03990.80-03995.00] 有机过程的提高会有生产的相对过生
[03995.00-03998.30] 而生产相对过生就是经济危机的实质
[03998.30-03999.50] 就是经济危机的实质
[03999.50-04001.80] 因为产生了过多的生育人口
[04001.80-04004.00] 所以导致了我们所说的经济危机
[04004.00-04005.80] 所以一条主线就是这个
[04005.80-04007.40] 几个概念是哪几个概念
[04007.40-04008.60] 第一个重点概念
[04008.60-04010.00] 生育价值
[04010.00-04012.80] 第二个重点概念有机过程
[04012.80-04013.70] 所以在这里面
[04013.70-04016.10] 就一个主线两个概念
[04016.10-04017.60] 这可能是最重要的
[04017.60-04019.20] 把超主线收理清楚
[04019.20-04020.10] 就OK了
[04020.10-04022.14] 好 那这个就是资本主义经理危机
[04022.14-04024.30] 资本主义经理危机在这我们也能看得出来
[04024.30-04027.54] 它其实有一个问题 就是它没有办法被解决掉
[04027.54-04029.82] 这是它如果还处在资本主义经理当中
[04029.82-04031.18] 它就没有办法被解决掉
[04031.18-04032.14] 问题在什么呢
[04032.14-04035.82] 一方面你要一脱于劳动者给你创造生育下旨
[04035.82-04037.10] 另一方面你还要干嘛
[04037.10-04039.66] 你还要去采料过多的劳动者
[04039.66-04041.26] 这是你激要满而跑
[04041.26-04042.62] 又不给满而吃草
[04042.62-04046.02] 你觉得你这种发展模式能够持续下去吗
[04046.02-04046.98] 持续不下去
[04046.98-04048.26] 所以满是说了什么
[04048.26-04050.14] 把说了资本主义的经济危机
[04050.14-04052.74] 靠资本主义自身根本没有办法解决
[04052.74-04054.42] 只有一个方法 什么方法
[04054.42-04055.42] 推翻它
[04055.42-04057.10] 推翻效的资本主义制度
[04057.10-04058.38] 建立社会主义制度
[04058.38-04060.30] 才能够彻底绝着某个
[04060.30-04061.22] 所以我们才说了
[04061.22-04062.98] 只有谁才能救资本主义
[04062.98-04064.98] 只有社会主义才能救资本主义
[04064.98-04066.82] 所以希望我们所说的
[04067.62-04069.50] 以后社会主义变不全球
[04069.50-04071.62] 就像李大招先生当年所说的
[04071.62-04072.34] 以后
[04072.34-04075.02] 是看将来的世界将是吃起的时间
[04075.02-04076.30] 因为只有推翻它
[04076.30-04077.98] 曾打破写有的这个怪创
[04077.98-04079.26] 所以我们才遇言
[04079.26-04081.38] 说资本主义中江会走向什么
[04081.38-04082.34] 面网 对吧
[04082.34-04083.62] 所以在这里面打住一下
[04083.62-04085.58] 这就是资本主义的本质
[04085.58-04087.98] 这就是属于资本主义运行的本质了
[04087.98-04088.58] 所以在这
[04088.58-04090.18] 到这里面的主线就输立清楚了
[04090.18-04091.46] 把主线输立清楚
[04091.46-04092.46] 其他就不成问题了
[04092.46-04094.82] 把生育价值和有机构仇搞定
[04094.82-04095.46] 卷了
[04095.46-04097.54] 这就要一条主线几个概念
[04097.54-04099.10] 说完这几个概念之后
[04099.10-04100.50] 最后还生一个基本概念
[04100.50-04101.82] 简单看一下就行了
[04101.82-04104.46] 这个地方是一个一星级的对应的点
[04104.46-04105.26] 他说呢
[04105.26-04106.98] 那在整个生产过程当中
[04106.98-04108.66] 你的钱是要不断寻的
[04108.66-04111.66] 我们把钱的这个寻还叫做资本寻
[04111.66-04113.78] 他们资本寻还分成三个隐段
[04113.78-04115.74] 第一个就是贡买隐段
[04115.74-04117.74] 你生产什么先要贡买原材料
[04117.74-04119.50] 这时候你在贡买隐段
[04119.50-04120.94] 你的这个钱就叫做什么呢
[04120.94-04123.54] 它是以货币资本的形式出存在的
[04123.54-04124.74] 因为你买东西
[04124.74-04125.82] 你出不了用钱买
[04125.82-04126.94] 所以在贡买隐段
[04126.94-04131.06] 你的资本是以货币资本的形式出现
[04131.06-04131.90] 所以在这里面
[04131.90-04133.38] 大家知道这是第一个
[04133.38-04135.42] 当你把钱花出去买回原材料之后
[04135.42-04136.42] 你出了搞生产
[04136.42-04138.18] 以受到进入到了生产阶段
[04138.18-04139.64] 那你搞生产阶段的时候
[04139.64-04140.52] 你只有时候
[04140.52-04142.12] 你所立拿的就是原材料
[04142.12-04143.72] 你的这个原材料就叫什么
[04143.72-04145.18] 就叫做生产资本
[04145.18-04147.14] 然后你就拿了原材料礦物生产
[04147.14-04147.84] 生产完了之后
[04147.84-04149.20] 你说要把东西卖出去
[04149.20-04150.18] 那把东西卖出去
[04150.18-04152.02] 到了销售阶段销售阶段
[04152.02-04152.74] 你只有时候
[04152.74-04155.22] 你所立拿的都是你生产出来的产成品
[04155.22-04156.58] 它就叫做商品资本
[04156.58-04158.08] 你把商品资本卖出去之后
[04158.08-04159.14] 受变成了钱
[04159.14-04160.80] 那这样的一圈就叫做什么
[04160.80-04161.70] 叫资本徐环
[04161.70-04163.30] 我这么说你就明白了
[04163.30-04164.20] 比如说现在
[04164.20-04166.40] 我们刚才的阶段你看三个阶段
[04166.40-04168.60] 对吧第一段叫做共买阶段
[04169.60-04170.64] 我解答写啊
[04170.64-04173.04] 第二个叫做生产阶段
[04173.04-04175.04] 第三个叫做销售阶段
[04175.04-04177.68] 这三个阶段分别对应了不同的资本
[04177.68-04179.24] 共买阶段你用的是钱
[04179.24-04181.68] 所以这时候它的资本叫货币资本
[04181.68-04184.20] 生产阶段你买回来远材料
[04184.20-04186.20] 这个时候就叫做生产资本
[04188.20-04190.56] 而销售阶段就是我们所说的
[04190.56-04192.76] 就是我们所说的商品资本
[04192.76-04194.30] 那你看他是怎么循环呢
[04194.30-04196.10] 他其实就是一圈一圈的循环呢
[04196.34-04197.98] 你看你的这个东西
[04197.98-04199.80] 他最开始在公美街段是钱
[04199.80-04201.40] 然后买回来源材料进生产
[04201.60-04203.28] 雖然出来了产品之后怎么样
[04203.28-04204.78] 把产品再变成钱
[04204.78-04205.90] 是不是又变成了货币
[04205.90-04207.80] 然后再拿货币去买源材料
[04207.80-04210.00] 再进行生产再变成产品
[04210.00-04211.32] 再变成钱
[04211.32-04211.96] 再去买
[04211.96-04214.28] 这一圈大助一下转一圈
[04215.92-04218.40] 他转一圈的这个钱转一圈的过程就要什么
[04218.40-04220.68] 就要做资本循环
[04220.68-04221.88] 就要资本循环
[04221.88-04224.40] 所以所謂的資本徵划就是這個錢專利圈
[04224.40-04226.52] 同時需要知道考的就是這個對應
[04226.52-04228.32] 在什麼階段他叫做什麼資本
[04228.32-04230.52] 這個點是一個醫興級的這一點
[04230.52-04231.88] 能夠給他對應上去行了
[04231.88-04233.36] 你買東西你到底要用錢呢
[04233.36-04235.16] 你生產到底要用材料嗎
[04235.16-04237.56] 你最後產出的東西就是產產品了
[04237.56-04238.32] 商品嘛
[04238.32-04238.72] 對吧
[04238.72-04240.88] 所以這一圈就叫做資本徵划
[04240.88-04242.76] 那這個錢他可不只專意圈
[04242.76-04244.48] 他是無限刺的專行好幾圈
[04244.48-04246.08] 那他專行好幾圈就叫什麼
[04246.08-04247.48] 就叫做資本周總
[04247.48-04249.68] 所以咱們來看一下什麼叫資本周總
[04249.68-04253.26] 说资本周转是周日父子不断循环的一个资本循环过程
[04253.26-04254.80] 就是那个钱转好几川
[04254.80-04257.10] 等一川的川资本周转
[04257.10-04259.40] 那资本周转和什么有关呢?大株一下
[04259.40-04261.46] 资本周转和三个要素有关
[04261.46-04264.28] 第一个叫资本周转的速度大株一下
[04264.28-04268.62] 速度就是紫的这个钱赚一川它的快慢程度
[04268.62-04269.90] 那同一块来想一下
[04269.90-04272.46] 如果资本周转的速度越快
[04272.46-04273.74] 那这种情况之下
[04273.74-04276.30] 是不是他变化的速度就越快呀
[04276.30-04278.10] 所以在这里面叫资本周转
[04278.10-04308.00] 叫周末时间,或者做了词术,都可以,自本周转的速度,自本周转的速度,它可以用什么来恒聊,大致一下,可以用时间和词术来恒聊,我们来看一下时间和词术是怎么样的,就是这个快慢用时间和词术来恒聊,这个时间就叫做自本周转的时间,词术就叫它的周转的词术,那什么叫词间的,时间的你看,就是从一个循环到下一个循环的时间见格,
[04308.00-04310.08] 這是它賺一圈到底用多少時間
[04310.08-04312.48] 那這個就叫做資本周轉的時間
[04312.48-04313.12] 那資本周轉的
[04313.12-04315.56] 就是一年中它賺的次數多少
[04315.56-04318.04] 那如果它比如說兩千塊錢
[04318.04-04319.96] 兩千塊錢它一年中
[04319.96-04322.32] 在一年中如果賺十次
[04322.32-04324.96] 那它的資本周轉次數就是十
[04324.96-04326.44] 那如果它賺20次
[04326.44-04328.40] 那這種情況之下次數就是20
[04328.40-04330.80] 那你覺得賺十次好賺20次好
[04330.80-04332.08] 當然是賺20次好
[04332.08-04334.28] 因為賺20次就因為它賺的圈塊
[04334.28-04335.88] 這個周轉速度就會快
[04335.88-04336.32] 對吧
[04336.32-04337.76] 所以在這裡面打就要知道
[04337.76-04339.04] 只是时间和次数
[04339.04-04340.08] 那同们来看一下
[04340.08-04341.48] 资本周转
[04341.48-04345.32] 他如果说周转一次的时间比较短的话
[04345.32-04348.00] 那就意味着时间周转时间短
[04348.76-04350.96] 就意味着周转的怎么样
[04350.96-04353.12] 周转的快对吧
[04353.12-04354.80] 而周转一次的时间短
[04354.80-04356.56] 就意味着次数多
[04356.56-04358.56] 次数多也意味着他怎么样
[04358.56-04360.08] 他的资本周转快
[04360.08-04361.36] 资本周转快就意味着
[04361.36-04363.28] 市场当中的产品训划快
[04363.28-04365.28] 经济总体来说是相上的
[04365.28-04366.64] 所以在这里你要知道
[04366.64-04369.14] 資本周轉的快慢
[04370.34-04372.78] 資本周轉的快慢和時間成什麼點
[04372.78-04374.84] 從反比時間越短周轉越快
[04374.84-04376.62] 和次數長證比
[04376.62-04379.38] 到這同門只要得出這一個結論就可以了
[04379.70-04381.48] 其他的都不需要了
[04381.48-04382.18] 下都不需要了
[04382.18-04384.04] 這個就有資本周轉
[04384.04-04386.34] 所以在這裡這本訊話是賺一圈
[04386.34-04388.92] 資本周轉是賺好多圈多圈
[04388.92-04391.72] 那他賺的圈數的快慢和什麼關呢
[04391.72-04394.04] 和他的時間和他的次數的管
[04394.04-04396.60] 和時間成反比和次數長證比
[04396.60-04398.06] 就好像你在操場跑不一樣
[04398.06-04400.28] 你跑一圈這個就叫做自本周轉
[04400.28-04402.22] 你跑無限刺圈這個就叫做
[04402.22-04403.96] 你跑一圈叫自本學環
[04403.96-04406.62] 你跑無限刺圈就叫做自本周轉
[04406.62-04408.50] 那你周轉和什麼有關呢
[04408.50-04409.92] 你周轉的這個速度
[04409.92-04411.36] 你轉圈這個速度
[04411.36-04412.40] 很你的時間有關
[04412.40-04414.12] 你跑的時間越短
[04414.12-04414.90] 就意味著
[04414.90-04416.08] 你轉圈的速度越快
[04416.08-04417.02] 這不反比嗎
[04417.02-04419.12] 如果你再相同的時間的內
[04419.12-04420.60] 一個小時真的別人跑了
[04420.60-04421.88] 二十秒你跑了五十圈
[04421.88-04422.58] 那你看
[04422.58-04423.92] 你這個時候相同的時間
[04423.92-04426.48] 周转次数月多周转的就会怎么样
[04426.48-04427.24] 月快
[04427.24-04428.78] 周圆一跑步是一个道理
[04428.78-04430.32] 所以在这大家知道
[04430.32-04432.36] 这叫资本周转和资本循环
[04432.36-04434.92] 这让我们整个资本主义的本质
[04434.92-04436.20] 大家说清楚了
[04436.20-04439.54] 所以在整个资本主义本质继续运行规律当中
[04439.54-04442.34] 我们就叫做一条主线几个概念
[04442.34-04444.92] 一条主线在盛余价值上
[04444.92-04447.48] 几个概念就在于我们所说的
[04448.24-04450.02] 从盛余价值开始
[04450.02-04451.32] 然后连通资本基来
[04451.32-04453.10] 然后连通资本主义经济危机
[04453.10-04453.62] 对吧
[04453.62-04455.62] 然后在这里面就叫做一条主线
[04455.62-04456.90] 几个概念在这里就搞成
[04456.90-04457.86] 剩余价值的概念
[04457.86-04459.18] 有机构成的概念
[04459.18-04460.42] 劳动力成为商品
[04460.42-04461.54] 以及货币转化的资本
[04461.54-04463.46] 他们之间的关系就OK了
[04463.46-04465.02] 所以在这里面大家就把主线
[04465.02-04466.26] 数里兴助行了
[04466.26-04467.30] 那劳动力成为商品
[04467.30-04468.14] 货币转化的资本
[04468.14-04468.82] 咱们都说了
[04468.82-04471.38] 它有次前提和条件
[04471.38-04472.38] 这是第一个点
[04472.38-04473.58] 第二点的在这里
[04473.58-04474.86] 我们说了剩余价值
[04474.86-04475.90] 它的一个基本概念
[04475.90-04477.74] 要知道剩余价值的喊异
[04477.74-04478.78] 公然创造的
[04478.78-04481.26] 生产过程创造交换过程实现
[04481.26-04481.70] 对吧
[04481.70-04482.98] 那这是盛余价值
[04482.98-04484.26] 盛余价值是在
[04484.90-04487.18] 劳动生产过程当中产生的
[04487.18-04490.66] 于是盛余价值产生于产品的价值增值过程
[04490.66-04492.02] 那在这里面打扰知道
[04492.02-04494.42] 那盛余价值是盛余劳动闯造的
[04494.42-04497.06] 那我就要延成盛余劳动时间两种方法
[04497.06-04498.54] 绝对和相对
[04498.54-04500.78] 打之道谁变谁不变
[04500.78-04503.58] 绝对盛余价值的生产是延长工作日
[04503.58-04504.02] 对吧
[04504.02-04506.78] 相对盛余价值做短标劳动时间
[04506.78-04509.74] 那盛余价值他是橫量剥削情况的
[04509.74-04510.82] 怎么橫量呢
[04510.82-04512.62] 用盛宇家值率来红量
[04512.62-04514.46] 所以在盛宇家值率当中讲了
[04514.46-04516.26] 安慕皮而等岸比为
[04516.26-04517.38] 或者叫做
[04518.18-04520.86] 盛宇老动时间比上辆老动时间
[04520.86-04521.38] 对吧
[04521.38-04522.98] 和他相对应的概念叫
[04522.98-04524.14] 利润率批批批
[04524.14-04525.94] 批批批一定是小鱼岸批批
[04525.94-04527.70] 因为资本家给资本买嘛
[04527.70-04529.02] 这是盛宇家值
[04529.02-04530.98] 不许来的盛宇家值可以干嘛呢
[04530.98-04532.06] 可以搞生产
[04532.06-04533.02] 于是就了
