[00000.00-00004.08] 好,我们接下来看第六节就是新西技术
[03243.24-03250.24] 那有的手机呢,下面可能还带个翻个,就是,你扣上去就把这个案件折住了,这就开始了,是这样的手机。
[03250.24-03253.24] 在这种手机下,你可以发现它这个皮目其实就是什么?
[03253.24-03261.24] 就是一个,黄律色的偏向内面的颜色的一个品,对吧,上面就只能显示,比如说,这是几个,有几个新号,
[03261.24-03264.32] 这是写的是中国电信中国一共中国联统
[03264.32-03267.38] 然后下面有几个什么电话版
[03267.38-03269.44] 然后短信就这么几个
[03269.44-03269.94] 对吧
[03269.94-03272.00] 然后或者下面有几个按键之类的
[03272.00-03274.04] 所以它这是最开始的这种手机
[03274.04-03275.06] 那周首机呢
[03275.06-03278.40] 它不需要我们所说的非常多的这种信心的这种传说
[03278.40-03279.94] 你没设定就打个电话呀
[03279.94-03281.20] 或者发短现就可以了
[03281.20-03283.26] 那是最开始的时候就要二级
[03283.26-03284.52] 后来有了三级
[03284.52-03285.44] 三级记住什么呢
[03285.44-03287.36] 三级记住出现了彩评手机
[03287.36-03292.10] 彩平手机比如说弄机
[03292.10-03294.76] 我印象当中特别印象特别深的
[03294.76-03297.38] 像我们所说的弄机模特弄了
[03297.38-03299.08] 那一看到了彩平手机的时候
[03299.08-03301.70] 它的整体上还是按键的
[03301.70-03303.88] 那个手触平手机很好很少
[03303.88-03306.60] 但是它这种按键就变得特别的好看了
[03307.88-03310.06] 你看那个手机在彩平手机之这里面
[03310.06-03311.14] 都变成了颜色
[03311.14-03313.58] 然后能放彩零二发土皮二啥的
[03313.58-03313.86] 对吧
[03313.86-03315.78] 它这个是没有特别大的种体积了
[03315.78-03317.38] 什么电线也没了 都没有了
[03317.38-03318.86] 而且品目边的比较大了
[03318.86-03320.38] 那这是到了三季的时候
[03320.38-03321.98] 那只有时候你的三季
[03321.98-03323.70] 你一个月可能只需要多少呢
[03323.70-03326.02] 我记得我那个时候用手机的时候
[03326.02-03328.14] 可能一个月就是30照左右就够了
[03328.14-03329.10] 这30照干嘛呢
[03329.10-03330.50] 我可以上科学空间
[03330.50-03331.06] 那吧
[03331.06-03332.22] 那科学空间加点问题
[03332.22-03333.30] 才能加点出来
[03333.30-03334.66] 又或者我可以看小时候
[03334.66-03336.10] 那当时一个小说才多大
[03336.10-03337.10] 当时一个小说
[03337.10-03337.78] 最大
[03337.78-03338.74] 非常大的小说
[03338.74-03340.42] 200个可以我当时我都觉得完了
[03340.42-03341.18] 没谁了
[03341.18-03342.18] 那200
[03342.18-03343.46] 那都在看好长时间
[03343.46-03345.58] 那你那个时候30个季就够了
[03345.58-03348.30] 后来不断的发展就出现了我们所说的什么
[03348.30-03349.30] 触瓶手机
[03349.30-03350.94] 到了触瓶手机的时候
[03350.94-03353.38] 其实最开始的时候就是我们所说的什么
[03353.38-03355.58] 结果它就是四季时代一个来了
[03355.58-03357.22] 触瓶手机最开始
[03357.22-03359.26] 大家之前用的那个苹果
[03359.26-03359.90] 会什么呢
[03359.90-03361.38] 它的苹果就变成了这样
[03361.38-03361.90] 对吧
[03361.90-03363.66] 它下面有一个案件
[03363.66-03365.30] 那这种情况下是四季
[03365.30-03366.62] 四季的时候你会发现
[03366.62-03368.54] 你原得用30折的你还够吗
[03368.54-03368.94] 不够了
[03368.94-03370.14] 这时候你一个月的流量
[03370.14-03372.14] 可能就达到了十个季
[03372.14-03373.94] 甚至说20个季
[03373.94-03374.90] 没什么会这样
[03374.90-03376.70] 因为我们所说的四季
[03376.70-03378.62] 它下行速度非常快
[03378.62-03379.52] 什么叫下行的
[03379.52-03381.86] 四季主打的一个招牌就是下行速度快
[03381.86-03384.90] 也就是它的下载速度会比其他位要快
[03384.90-03386.78] 这种情况下就有了四季
[03386.78-03388.98] 比如说你下一个图片就要二十个季
[03388.98-03390.40] 你下二十个
[03390.40-03391.74] iM20招
[03391.74-03392.82] 你下一个电影
[03392.82-03393.98] 可能用了更多
[03393.98-03394.30] 对吧
[03394.30-03395.50] 这个就是四季
[03395.50-03396.40] 我们所说的
[03396.40-03397.76] 像十个十季
[03397.76-03398.78] 是50个季
[03398.78-03399.80] 是前进来的主要
[03399.80-03402.02] 还给你全全国不限量
[03402.02-03402.30] 对吧
[03402.30-03403.18] 就列随这种
[03403.18-03406.58] 这个其实就是四季主打的是下行速度快
[03406.58-03407.86] 就是他下感掉快
[03407.86-03410.30] 但是这几年的时候还都是出平手机
[03410.30-03412.70] 但是我们现在的通信技术到了几季
[03412.70-03414.38] 通信技术到了五季
[03414.38-03418.02] 五季他的主要的一个和四季的区别就什么呢
[03418.02-03419.46] 他不仅下行速度快
[03419.46-03421.10] 他的下行速度没谁了
[03421.10-03422.42] 大家现在有五季下感东西
[03422.42-03423.82] 就发现是否非常快
[03423.82-03426.74] 他最为王牌的不是他的下行速度快
[03426.74-03428.26] 而是他的上行速度
[03428.26-03429.94] 说老师上行上的人
[03429.94-03432.56] 就是把你現在手裡所有東西
[03432.56-03434.68] 上傳到網路空間的速度
[03434.68-03438.96] 你發現現在傳出東西上網上傳東西特別慢
[03438.96-03441.36] 你如果傳的比較小還行
[03441.36-03443.48] 比如說你如果只傳一個什麼
[03443.48-03445.78] 如果只傳一個什麼100個照顧
[03445.78-03447.28] 什麼200個照顧
[03447.28-03449.32] 30照顧照顧這種表態
[03449.32-03450.84] 那你現在你伸很多的人
[03450.84-03452.80] 他那個文件動作20個計務
[03452.80-03454.14] 10個計霸10個計
[03454.14-03455.24] 你這時候你雜誌
[03455.24-03456.70] 你這時候上傳是會特別慢
[03456.70-03458.48] 那就只能用閃,就用網盤
[03458.48-03459.32] 毛盘呢
[03459.32-03460.40] 你百度往盘
[03460.40-03461.88] 然后他还给你线素
[03461.88-03462.84] 你没有这个会员
[03462.84-03463.72] 你还传不了
[03463.72-03467.00] 所以我们就会发现你在上传东西的手底个速度慢
[03467.00-03467.56] 第二个呢
[03467.56-03468.72] 就是很多的这个软件
[03468.72-03470.20] 人家上传大文件的时候
[03470.20-03471.40] 他总会跟你说句话
[03471.40-03472.88] 说文件过大师傅
[03472.88-03475.04] 那个文件如果一旦压缩的话
[03475.04-03476.76] 他的话之千西度就会怎么样
[03476.76-03478.84] 就会很胡哩
[03478.84-03479.08] 对吧
[03479.08-03480.04] 这就是看不清
[03480.04-03480.24] 对吧
[03480.24-03482.36] 就咱们所看到那种什么默默护的
[03482.36-03483.20] 大家现在都说
[03483.20-03484.84] 能视频做几拍了吧
[03484.84-03486.08] 就随这种对吧
[03486.08-03486.72] 所以你看
[03486.72-03491.78] 它如果一旦上速便慢的話,它就會出現我們所說的之後,非常糊的這種情況
[03491.78-03496.62] 所以武器它可以從根本上改變上行速度比較慢的,這樣一個問題
[03496.62-03502.78] 所以武器的優勢在什麼呢?同標準一下,武器的優勢就遠傳輸速力高,可靠性高
[03502.78-03507.32] 你可以指揮一個,你就可以指揮一個,你就指揮傳輸速力高
[03507.32-03511.02] 這個傳輸速力呢,其實就代表是它的上行速度
[03511.02-03513.38] 如果说真的在武器这个地方
[03513.38-03515.38] 我们所说的主打上行的话
[03515.38-03517.70] 人类的生活发生非常大的颠覆
[03517.70-03519.54] 女原本传一个记得文件
[03519.54-03521.26] 现在可能要了一两分钟
[03521.26-03523.10] 都觉得一两分钟好像很快了
[03523.10-03525.86] 但是如果是武器全覆盖的话
[03525.86-03527.46] 这个时候你可能传一个记得
[03527.46-03528.54] 就是只需要几秒钟
[03528.54-03530.46] 你拖就刷一下就过去了
[03530.46-03533.54] 而武器它如果一旦完成了上行速度
[03533.54-03535.66] 就是我们所说的实实的这种
[03535.66-03539.26] 我们所说的这种叫什么叫做上传
[03539.26-03542.54] 你就可以实现很多我们以前做不到的事情
[03542.54-03544.02] 比如说远程手术
[03544.02-03547.02] 现在敢给什么我们所说的这种远程
[03547.02-03548.86] 跟着它手术其实不太敢的
[03548.86-03550.10] 因为武器没有覆盖的话
[03550.10-03551.62] 你远程手术做不到的
[03551.62-03553.14] 因为网络会有延迟
[03553.14-03555.18] 你看武器上行速度快
[03555.18-03557.62] 它导致的结果就是它的延迟会怎么样
[03557.62-03558.58] 会很低
[03558.58-03561.06] 它的延迟就在比如说这边做着手术
[03561.06-03561.98] 这个专家在哪儿
[03561.98-03563.46] 专家现在南级度假的
[03563.46-03565.18] 然后现在突然有一个病人
[03565.18-03566.82] 然后他就必须要这个专家
[03566.82-03567.86] 来给他主到
[03567.86-03568.94] 但专家会过来怎么办
[03568.94-03571.76] 如果5G实现的就可以开电
[03571.76-03574.32] 或者开这种现场直播的形式
[03574.32-03577.34] 然后我就可以清晰的看到它的病造在哪里
[03577.34-03579.32] 然后告诉主导于生怎么切切除呢
[03579.32-03580.20] 是不是就可以
[03580.20-03580.98] 这是5G
[03580.98-03582.38] 因为它继高请又快
[03582.38-03583.48] 击攻是统部的
[03583.48-03585.66] 但是如果是在四季这种情况下行不行呢
[03585.66-03586.68] 四季这种情况不行
[03586.68-03588.66] 一个四季上行速度很慢
[03588.66-03590.44] 它可能这边开了四季那边说
[03590.44-03591.72] 我看一下这个病造
[03591.72-03593.66] 然后把人肚子都给人拿开了
[03593.66-03594.68] 然后那边讲的看
[03594.68-03595.64] 然后往一下卡了
[03595.64-03596.54] 好不容易呢
[03596.54-03598.90] 然后传速过来之后发现不是高清的
[03598.90-03601.14] 你这种情况这下是没有办法实现什么
[03601.14-03601.74] 1D的
[03601.74-03605.10] 但是如果说5G上流速度打开了
[03605.10-03608.90] 这种远程的实实的种东西就可以实现了
[03608.90-03610.86] 什么搞一个现象大直播
[03610.86-03611.30] 对吧
[03611.30-03614.46] 搞一个我们所说的这种远程的种一老手说
[03614.46-03615.74] 远程的种会谈
[03615.74-03618.18] 等等这些都可以在5G之下实现
[03618.18-03621.06] 所以5G最为突出的一个优炎
[03621.06-03623.22] 就是我们所说的传书速度快
[03623.22-03624.22] 延迟地
[03624.22-03625.82] 这是我们所说的这5G
[03625.82-03627.62] 所以一动通信技术到了5G
[03627.62-03629.10] 真的是可以改变生活了
[03629.10-03629.76] 武器呢
[03629.76-03631.34] 但现在没有办法实现
[03631.34-03632.70] 我们所说的普及
[03632.70-03635.42] 因为南不是在于武器的这个技术
[03635.42-03637.02] 武器技术南是一方面
[03637.02-03638.26] 另一方面是什么呢
[03638.26-03639.78] 另一方面就是武器
[03639.78-03640.82] 它实现全覆盖
[03640.82-03642.82] 它需要很多的机站
[03642.82-03644.46] 主要是剑机站比较难
[03644.46-03645.54] 不知道大家有没有听过
[03645.54-03647.02] 武器它有一个外号
[03647.62-03649.10] 武器的外号叫什么呢
[03649.10-03651.10] 武器的外号叫做吞电收
[03651.10-03653.50] 就是想要实现武器机站的全覆盖
[03653.50-03655.26] 它对电量的需求特别的让
[03655.26-03657.58] 它的号电力也是原源超过司机的
[03657.58-03665.26] 所以你看我们国家说搞电力的这种工程的这种建设
[03665.26-03669.06] 比如说三下水电站,白和它水电站,你看白和它水电站
[03669.06-03672.30] 美丽方米的发电效率是高于三下的
[03672.30-03677.10] 这种情况这件其实就为武器它的记不发展打下了经识的基础
[03677.10-03678.62] 所以我们期待的武器发展
[03678.62-03682.62] 但是武器后面就是六级,六级后面七级,七级后面是什么
[03682.62-03684.82] 七级以后可能就不叫七了
[03684.82-03686.62] 但是叫什么 咱也不知道
[03686.62-03689.94] 因为我也没有看到过相关的这种
[03689.94-03693.10] 我们所说的技术的研发在去给7G命名
[03693.10-03696.52] 但是相传说是到了7G之后就不在叫
[03696.52-03698.76] 几G几G了 可能就有新的别称
[03698.76-03700.44] 所以这是我们所说的武器技术
[03700.44-03703.90] 那在花在说会来 在现在的一种通行技术当中
[03703.90-03705.94] 华为的技术是要有点击的
[03705.94-03708.62] 所以在这里面 华为早在前面的时候
[03708.62-03711.06] 是不是就已经开始去不几我们所说的这个
[03711.06-03712.26] 6G的发展
[03712.26-03715.26] 所以真心的祝福華為
[03715.26-03715.66] 好吧
[03715.66-03717.26] 因為我們也看到了現在華為
[03717.26-03718.86] 他突破了相的其他的
[03718.86-03719.76] 這種芯片的封鎖
[03719.76-03720.76] 從原本的
[03720.76-03722.36] 我們看到的最開始的時候
[03722.36-03724.46] 美國和加拿大那一系列的搜擇做
[03724.46-03725.76] 然後把他自己
[03725.76-03726.56] 逼到了這個份上
[03726.56-03729.26] 到現在他有自己的強娜這種研發
[03729.26-03730.86] 所以國會崛起
[03730.86-03732.86] 這是讓我們值得很驕傲的
[03732.86-03734.06] 但是國會崛起
[03734.06-03735.06] 或者是國家
[03735.06-03736.56] 這樣一個企業的崛起
[03736.56-03737.56] 他的另一個方面
[03737.56-03739.36] 其實就意味著他的什麼
[03739.36-03740.86] 他的技術的崛起
[03740.86-03742.16] 所以這是我們所說的武器
[03742.16-03744.16] 所以我们经常说5G点变生活
[03744.16-03745.64] 其实一点都不化涨
[03745.64-03746.92] 第二里面的场景
[03746.92-03748.36] 就可以在这种西基基数
[03748.36-03750.52] 不断的发展之下变成现实
[03750.52-03752.04] 所以在这里面大家注意一下
[03752.04-03755.36] 这是5G叫第5代移动通信
[03755.36-03756.44] 第5代移动通信技术
[03756.44-03759.08] 在合备是在那里面的说考误一个判断体
[03759.08-03760.92] 也就是今年还去年的说考的
[03760.92-03763.36] 当时就说什么5G指的是什么
[03763.36-03765.04] 然后当时给了一个什么
[03765.04-03766.88] 什么第1几代移动通信
[03766.88-03767.96] 那一个判断体
[03767.96-03769.24] 所以同样不要说
[03769.24-03771.12] 老实这些点都好简单好小
[03771.12-03772.64] 当然他确实是可靠点
[03772.64-03775.76] 还记得咱们最开始给大家说的科技厂时的
[03775.76-03777.48] 他的一个学习的方法
[03777.48-03779.30] 他的本质其实就是在于
[03779.30-03782.20] 以书本为蓝等结合实政不断拖展
[03782.20-03784.60] 书上的东西如果都没有掌握基础
[03784.60-03785.64] 掌握全面的话
[03785.64-03787.68] 其实你想要再去把高
[03787.68-03789.28] 想要通过我们所说的
[03789.28-03790.52] 这种预测的题目
[03790.52-03792.08] 然后去提升自己的话
[03792.08-03793.92] 还是有一定的风险在的
[03793.92-03795.56] 所以咱们现在有时间听课
[03795.56-03799.28] 我呢也有充足的时间给大家把这个东西讲的
[03799.28-03801.68] 这么细致 那咱们就一味不来
[03801.68-03804.68] 好 那这个就是我们所说的这个武器
[03805.68-03807.08] 那么接着再来看一下
[03807.08-03809.08] 那在通英政府当中除了武器之外呢
[03809.08-03811.28] 我们再来看一下还有一个叫兰雅技术
[03811.28-03814.48] 兰雅这个呢其实没有什么好说的
[03814.48-03817.88] 兰雅在这里面 大家知道这做短剧离之可以了
[03817.88-03820.88] 这短剧离的无限通信技术 这做兰雅
[03820.88-03822.88] 大家现在什么兰雅技啊
[03822.88-03824.36] 咱们的那个手表来比如说
[03824.36-03826.48] 我的设备都是华为的 耳机啊
[03826.48-03829.68] 还有我的手表 还有我的平板电脑
[03829.68-03830.68] 都是一样的 对吧
[03830.68-03832.12] 你看我如果现在带着
[03832.12-03833.08] 而且带着脸着
[03833.08-03836.36] 或者是脸着我的手机的话
[03836.36-03838.64] 如果我抓着发了
[03838.64-03839.68] 我现在区一楼
[03839.68-03841.92] 但是我不拿手机下了
[03841.92-03843.40] 我的这个蓝蕾还能播放吗
[03843.40-03844.12] 不能播放
[03844.12-03844.36] 对吧
[03844.36-03846.64] 其实我是从客厅到厨房
[03846.64-03848.12] 它就有点不太好用了
[03848.12-03849.72] 你看除了这个就是什么
[03849.72-03850.44] 蓝牙技术
[03850.44-03853.44] 它就说我们所说的叫做短剧的
[03853.44-03854.52] 无限通信技术
[03854.52-03856.44] 所以大家就记得短剧的就可以了
[03856.44-03858.44] 第四个叫做藍牙
[03859.44-03861.92] 第2个第2个大技术
[03861.92-03862.92] 通信技术
[03862.92-03865.68] 第3个技术就叫做机光技术
[03865.68-03867.84] 机光技术在这里简单了解机科
[03867.84-03868.84] 不作为重点找握
[03868.84-03871.72] 机光被称为最快的刀
[03871.72-03874.08] 最准的尺和最亮的光
[03874.08-03875.72] 这是我们所说的机光
[03875.72-03876.88] 机光能够用来干嘛
[03876.88-03878.08] 机光可以用来切割
[03878.08-03879.44] 大家都听过机光手术
[03879.44-03880.80] 进使眼机光手术
[03880.80-03881.96] 它可以用来切割
[03881.96-03882.96] 可以用来汉接
[03882.96-03884.16] 还可以用来通信
[03884.16-03885.96] 咱们前面提到的光导
[03885.96-03887.32] 先为光导通信
[03887.32-03888.36] 它其实就是什么
[03888.36-03890.88] 光信通信主要就是靠疾光
[03890.88-03891.80] 还有我们所说的
[03891.80-03893.52] 疾光雷打等等这系列的
[03893.52-03894.36] 大家知道
[03894.36-03895.24] 这是我们所说的
[03895.24-03896.16] 疾光技术
[03896.16-03897.68] 这不做重点掌握
[03897.68-03899.76] 也几乎在近几年的考试里面
[03899.76-03900.80] 在疾光这块
[03900.80-03902.28] 也没有太考察过他
[03902.28-03903.48] 简单了解机客案
[03903.48-03904.68] 这是疾光
[03904.68-03905.68] 第四个呢
[03905.68-03906.40] 就是在
[03906.40-03907.76] 西西基础当中
[03907.76-03908.76] 非常证的一个
[03908.76-03909.24] 叫做
[03909.24-03910.44] 西西基础
[03910.44-03911.24] 应用
[03911.24-03912.08] 在西西基础
[03912.08-03912.92] 应用这个地方
[03912.92-03913.80] 咱们来看一下
[03913.80-03915.08] 它给到了这么几个点
[03915.08-03921.36] 第一个呢 周术大数据 大数据呢 这几年没有考 同们只需要对于大数据 有一个基本的概念就行了
[03922.24-03928.40] 什么的个大数据呢 数据大概都知道吧 数据是现在我们所说的运游非常重要的一个
[03928.90-03934.54] 这是各大我们所说的这种用户 平台啊 它所搜集到的这个东西
[03934.80-03939.66] 这个就是我们所说的这个大数据 大数据 大数据 我举个简单的立法 你比如说
[03940.42-03942.72] 像我们比较长线的
[03942.72-03945.02] 不是大水水水的数据
[03945.02-03948.10] 它对于我们所说的这些商家呀
[03948.10-03949.64] 或者平台的一个重要作用
[03949.64-03953.22] 它可以实现私人定制或者经准定位
[03953.22-03956.80] 也说它会对数据的用户数据进行分析
[03956.80-03958.60] 就简单例子比如说美团
[03961.40-03963.46] 就想一下比如说美团
[03963.46-03964.74] 它就有什么样的功能
[03964.74-03966.52] 比如说我今天中午我想吃啥呢
[03966.52-03967.80] 我想吃饭自肉
[03970.36-03971.64] 然后我就会
[03971.64-03974.32] 在美团里面输入把字肉对吧
[03974.32-03975.92] 然后假设知是美团
[03975.92-03977.56] 我打开那个APP的页面
[03977.56-03978.56] 然后上面是黄色的
[03978.56-03981.28] 然后在这里面有一个搜索框放了一个放大镜
[03981.28-03983.80] 然后在这里我写上了把字肉
[03983.80-03985.40] 然后点击搜索之后
[03985.40-03987.36] 它就会在这里面给你谈出来各种
[03988.28-03990.76] 比如说什么大名把字肉
[03990.76-03991.64] 然后这里面
[03991.64-03992.64] 这里面
[03992.64-03993.76] 大名把字肉
[03993.76-03995.84] 然后这里面给它家的把字肉的商标
[03995.84-03998.36] 还有这个什么眼睛碰肉对吧
[03998.76-03999.72] 眼睛碰肉
[03999.72-04000.56] 然后给它商标
[04000.56-04002.10] 反正就是开开给你一顿
[04002.10-04003.06] 就是这么推
[04003.06-04004.60] 然后我就点完外卖了
[04004.60-04005.42] 点完外之后呢
[04005.42-04006.12] 我周图车了
[04006.12-04006.96] 之后我下午讲完
[04006.96-04008.12] 可晚上有个了
[04008.12-04010.08] 然后又一次打开了美团的软件
[04010.08-04011.60] 我再一次打开美团软件的时候
[04011.60-04012.60] 发生了什么事
[04012.60-04013.28] 我发现话
[04013.28-04015.20] 他的手叶上给我推的
[04015.20-04016.48] 第一个推件就是什么
[04016.48-04017.28] 就是把字肉
[04017.28-04018.60] 他为什么这么一推件
[04018.60-04021.00] 因为他捕着到了你的信息
[04021.00-04022.32] 所以咱们现在经常上网
[04022.32-04023.28] 开完笑说什么
[04023.28-04024.48] 说大数据技术我
[04024.48-04025.28] 我愿意看
[04025.28-04027.60] 对完你比如说我喜欢看小毛小狗的视频
[04027.60-04028.92] 我还喜欢看睡哥呢
[04028.92-04030.84] 就我喜欢这下我就看到那个单独留言
[04030.84-04033.12] 你们就是大数据技术我还会再来的
[04033.12-04035.76] 那他其实就是通过你不停地去搜索
[04035.76-04038.36] 同一个或同一类的这种视频也好
[04038.36-04039.16] 信息好
[04039.16-04042.28] 他就会后台收益到你的数据从而怎么样
[04042.28-04043.00] 定位到你
[04043.00-04043.36] 对吧
[04043.36-04045.32] 这个就叫做数据的用途
[04045.32-04046.64] 那大数据是什么呢
[04046.64-04049.24] 大数据就是数据无限度
[04049.24-04050.12] 大数据呢
[04050.12-04052.52] 其实用在我们所说的这种数据
[04052.52-04053.76] 综合处理能力上
[04053.76-04054.60] 你看他说了
[04054.60-04056.24] 说无法在一定时间范围
[04056.24-04060.84] 只能用常委软件进行补着处理和管理的数据合级
[04060.84-04064.76] 这种情况之下就把这些数据合级是成为大数据
[04064.76-04066.16] 大数据就是大量
[04066.16-04068.12] 对于这些数据的会总分析
[04068.12-04072.56] 它一方面可以实现对于我们所说的商家是非常有用的
[04072.56-04075.00] 第二个对于国家的发展也是超级有用的
[04075.00-04076.40] 所以这是我们所说大数据
[04076.40-04078.28] 大数据大数据大量的数据
[04078.28-04079.48] 就这么去计就行了
[04079.48-04082.52] 就不是像一个平台它能够处理料的
[04082.52-04084.52] 它可能是无数的信息的会总
[04084.52-04085.24] 大数据
[04085.24-04087.80] 大数据对于数据分析
[04087.80-04089.44] 它就需要更强的机算能力
[04089.44-04091.00] 所以它就要配合我们所说的
[04091.00-04092.20] 超级机算
[04092.20-04094.24] 以及超算量子机算等等
[04094.24-04095.60] 这个就是大数据
[04096.24-04097.24] 大家出一下
[04097.24-04099.00] 第二就是允剧算
[04099.00-04099.88] 允剧算的大家
[04099.88-04101.04] 简单看一下就行了
[04101.04-04102.44] 就速度引起用体出来的
[04102.44-04103.24] 允剧算概念
[04103.24-04104.12] 但这里面
[04104.12-04105.74] 机户没有考察过于
[04105.74-04106.64] 允剧算
[04106.64-04107.60] 所以这个点
[04107.84-04108.84] 过就可以了
[04108.84-04110.72] 第三个点需要同们去注意
[04110.72-04112.16] 在新机会应用当中的
[04112.16-04113.68] 第三个点就是人工智能
[04113.68-04115.92] 这个点需要同们做一重点掌握了
[04115.92-04120.24] 这个人工智能在咱们其实之前给大家说过
[04120.24-04123.76] 就是我们所说的21世纪的三大监端技术
[04123.76-04127.04] 三大监端技术咱们在讲金工城的时候
[04127.04-04130.24] 是否给大家说过金工城是生工城的核心
[04130.24-04134.68] 然后说了他和那米科技人工智能并成为214季
[04134.68-04135.96] 214季
[04135.96-04139.32] 并成为21世纪的三大监端技术
[04139.32-04143.64] 咱们在前面其实是把金工城和那米科学给大家讲完了
[04143.64-04146.16] 接下来我们来看一下人工智能
[04146.16-04148.92] 人工智能这几年是比较热的
[04148.92-04150.68] 最开始的说从谷歌的那个
[04150.68-04152.60] Lumuda那个机器人开始
[04152.60-04154.16] 说当时说的是什么
[04154.16-04156.24] 说有一个程序人检测了他的那个
[04156.24-04157.60] Lumuda那个机器人
[04157.60-04159.60] 跑上生成了人的这种意识
[04159.60-04162.12] 然后那个时候人们就开始对人工智能开去恐慌
[04162.12-04164.68] 结果在那个消息发完之后
[04164.68-04167.00] 几年就是在2020年年底的时候
[04167.00-04167.96] 就出现了什么
[04167.96-04169.64] 就出现了菜的机梯
[04169.64-04172.08] 这里面主要都是在什么的英雄上
[04172.08-04173.62] 在人工智能的用上
[04173.62-04175.22] 那我們就來看一下這個人工智能
[04175.22-04176.28] 他說的是什麼
[04176.28-04177.12] 他人工智能
[04177.12-04177.88] 檢稱
[04177.88-04179.60] 這個不用畫單也那都知道
[04179.60-04180.00] 對吧
[04180.00-04182.72] 都是研究如何用用計算機的軟件
[04182.72-04184.62] 用家來模擬人類某些
[04184.62-04185.86] 智能行為的
[04185.86-04186.52] 基礎理論
[04186.52-04188.12] 這個就要做人工智能
[04188.12-04189.40] 也就是類人的這些
[04189.40-04189.76] 對吧
[04189.76-04191.16] 來模擬人的這些
[04191.16-04192.52] 這個就有人工智能
[04192.52-04193.28] 人工智能
[04193.28-04194.76] 他現在的身份
[04194.76-04195.72] 小同標準一下
[04195.72-04197.12] 比如說
[04197.12-04199.08] 機器人你家裡只能有
[04199.08-04200.40] 比如說天模經靈
[04200.40-04201.40] 小愛同學
[04201.40-04202.88] Ciri 小意
[04202.88-04203.20] 对吧
[04203.20-04204.72] 像这些都是我们所说的
[04204.72-04206.12] 人工只能的一些体现
[04206.12-04207.60] 这个就叫做继续人
[04207.60-04208.76] 只过这种继续人
[04208.76-04210.56] 叫通用人工只能
[04210.56-04211.92] 这是我们所说的一个
[04211.92-04214.96] 第二个就是人工只能可以用在语言时别上
[04214.96-04216.48] 这个语言时别
[04216.48-04219.04] 他主要就是根据你自身的声音来听
[04219.04-04220.20] 这个就语言时别
[04220.20-04221.40] 或者是无人价视
[04221.40-04224.08] 现在无人价视是一个非常重要的一个概念
[04224.08-04226.24] 比如说前一段时间在徐安心区
[04226.24-04228.40] 他其实有很多的这种阿布主
[04228.40-04230.44] 他已经去到了这个徐安这边去
[04230.44-04233.48] 朝市去做了無人駕食的公交车
[04233.48-04236.08] 主大就是一个平衡快速安全
[04236.08-04238.12] 所以这是无人駕食以及新西处理
[04238.12-04241.12] 所以人工只能运用的方便还是比较多的
[04241.12-04242.76] 只剥在这里面大家注意一下
[04242.76-04246.32] 你把这里面的运言食别图像食别给它画出来
[04246.32-04249.20] 这人工只能它能用用到我们所说的什么
[04249.20-04250.00] 食别领域
[04250.00-04251.80] 但是它这个食别有一个要求
[04251.80-04254.40] 这人工只能它对运言可图像的食别
[04254.40-04256.32] 要求就在于这些运言也好图像也好
[04256.32-04257.64] 它就具有我们所说的什么的
[04257.64-04258.40] 唯一性
[04260.44-04262.44] 就有微信
[04262.44-04264.78] 就是他是你自身所擁有的
[04264.78-04265.88] 你自身的一個特性
[04265.88-04267.28] 就是他除了運用語言
[04267.28-04268.28] 圖像視別之外
[04268.28-04269.88] 他的視別就所以可以運用到什麼
[04269.88-04270.88] 質問視別
[04270.88-04271.88] 紅摩視別
[04271.88-04274.12] 就是他可以運用到加密範圍當中
[04274.12-04276.52] 但是他就要求是你自身的
[04276.52-04277.72] 獨一我二的這種
[04277.72-04279.44] 所以在這個視別就上要求
[04279.44-04280.72] 他就有一定的微信
[04280.72-04281.88] 這是我們所說的
[04281.88-04283.40] 叫做人工智能
[04283.40-04285.64] 所以這個人工智能的運用領域
[04285.64-04286.48] 和運用範圍
[04286.48-04288.00] 需要同一面去掌握
[04288.00-04290.52] 这是我们所说的第三个点
[04290.52-04292.48] 它运用的第三个方面人工只能
[04292.48-04296.04] 那它运用的第四个方面就是我们所说的各种各样的技术
[04296.04-04298.20] 这个技术同时要做重点掌握
[04298.20-04299.52] 掌握到什么程度呢
[04299.52-04301.76] 第一个就是掌握到这几个字母
[04301.76-04303.24] 它的含义都是什么
[04303.24-04304.52] 它代表的是什么
[04304.52-04308.72] 第二个要知道这一位的VR-A2Gi-MR它的应用是什么
[04309.92-04311.36] 这个地方大家注意一下
[04311.36-04312.60] 是一单位
[04312.60-04315.08] 机会没有考察过VR-A2MR这些
[04315.08-04316.40] 但是什么可能会考察的
[04316.40-04320.40] 国生考可能会考察所以在这里面大家要注意一下
[04320.40-04325.40] 那使人在这我们来看一下这个VRVR的话咱们都知道叫做虚拟现实技术
[04325.40-04326.40] 把虚拟现实化出来
[04326.40-04330.40] 它说是一种可以创建或体验虚拟世界的访真系统
[04330.40-04333.40] 所以它利用机算机生成一种模拟环境
[04333.40-04337.40] 所以虚拟VR它其实就是搞一个什么假的
[04337.40-04340.40] 咱们现在有很多VR体验管或者是VR体验的这种
[04340.40-04342.40] 就是带一个VR眼睛
[04342.40-04343.40] 这种就可以了
