[00000.00-00002.74] 好的,我们接着来往下看
[03591.70-03594.58] 研究常常打 一直打到那儿 打到重庆
[03594.58-03598.74] 然後當時打到重庆之后日本人的想法是什麼
[03598.74-03600.66] 日本人當時的想法就是想走呼籲
[03600.66-03603.14] 當年的那條線就是兩路夾劑
[03603.14-03604.14] 小戰略中國
[03604.14-03607.06] 低陸是從東道西第二路是從北道南
[03607.06-03609.54] 你看他當時的路線就是從北道南打
[03609.54-03610.46] 大家還記得吧
[03610.46-03612.46] 從北道南從東北一路推到
[03612.46-03615.90] 我們所說的這個徐州江蘇
[03615.90-03617.62] 然後這是從北道南
[03617.62-03619.54] 然後從東道西從東道西怎麼打
[03619.54-03621.02] 沿着长江这个地方打
[03621.02-03622.54] 只是两路加机
[03622.54-03624.70] 然后想要干嘛的小战狱撕穿
[03624.70-03626.26] 然后想要脚面过冥的
[03626.26-03627.46] 所以在这里面
[03627.46-03630.78] 当时的整体的情况和局势
[03630.78-03632.38] 可以说是非常非常的严峻
[03632.38-03634.74] 在家人讲解是他那边投入的人数票
[03634.74-03636.46] 多他又开始更加
[03636.46-03637.98] 消几的这种抗战
[03637.98-03640.54] 所以在这种情况之下整个抗战人的局势
[03640.54-03641.74] 是对我国
[03641.74-03643.54] 对我们民族是非常不利的
[03643.54-03645.86] 所以当时为了扭转这样的一个局势
[03645.86-03648.34] 当时我们在丁后发展点挺好
[03648.34-03650.90] 那就说怎么样得来个刺激的 来个大的
[03650.90-03652.44] 于是就有了无所说的这个
[03652.68-03653.72] 百团大战
[03653.98-03655.00] 百团大战的具体过程
[03655.00-03656.28] 大家知道谁指挥的
[03656.54-03659.10] 时间大知道1940年下半年 那时间呢
[03659.34-03660.88] 时间就是啊 朋友怀
[03661.14-03663.18] 朋友怀指挥860.15个团
[03663.18-03666.52] 21万兵力在华北发动了一次大规模的对日行战
[03666.52-03668.06] 这个就叫做无所说的
[03668.30-03669.34] 百团大战
[03669.84-03671.90] 百团大战大助一下大小战斗
[03672.66-03674.46] 184亿次
[03674.46-03678.82] 公客居点29.1% 缉底4.5000 缉底
[03678.82-03680.58] 所以在这里面大家注意下
[03680.58-03682.14] 这时候我们所说的这个百团大战
[03682.14-03683.62] 所以它的整个
[03683.62-03687.26] 我们所说的战斗的规模来看是最大的
[03687.26-03691.30] 所以在这里面同时标注一下是中国共产党独立发动的
[03692.30-03694.18] 大致下党独立发动的
[03694.18-03696.86] 规模最大持续时间最成
[03696.86-03699.78] 战果最丰富的这样一个战亿
[03699.78-03703.26] 这个就是我们所说的在战略相似结果它的一个过程
[03703.26-03706.20] 所以你看他主要就是為了牛轉局勢
[03706.20-03709.52] 對吧咱們剛才說了從東北到滑北
[03709.52-03711.06] 然後打到滑北這個地方
[03711.06-03713.50] 然後開始上海
[03713.50-03714.80] 上海之後呢江蘇
[03714.80-03717.14] 打到江蘇的時候發動了南京大圖沙
[03717.14-03717.80] 對吧
[03717.80-03720.42] 然後還有我們所說的這個徐州會戰
[03720.42-03721.76] 那在徐州會戰之後
[03721.76-03723.64] 我們說了這是從北
[03723.64-03724.44] 往南
[03724.44-03726.52] 然後呢就開始從東往西
[03726.52-03727.90] 到了徐州到江蘇這塊
[03727.90-03729.46] 沿著長江往西大
[03729.46-03731.48] 這是從東往西
[03731.48-03732.52] 所以你看沿著長江
[03732.52-03734.52] 那一直打高重轻啊 当时对吧
[03734.52-03735.52] 所以打完重轻了
[03735.52-03736.52] 他要干嘛呢
[03736.52-03737.52] 他战警司出来脚灭
[03737.52-03738.52] 我们所说的关于那
[03738.52-03739.52] 那这种情况之下
[03739.52-03741.52] 我们要扭转机是百分大战
[03741.52-03743.52] 所以在华北地区这个地方
[03744.52-03746.52] 发动了百分大战
[03746.52-03748.52] 所以这是我们所说的战略相迟阶段
[03748.52-03751.52] 所以华北地区发动的这个战争
[03751.52-03754.52] 在我们所说的中国康战争史上写下了
[03754.52-03755.52] 逛回的一夜
[03755.52-03757.52] 那这是我们所说的战略相迟阶段
[03757.52-03759.52] 所以在相迟阶段当中
[03759.52-03761.52] 可以了
[03761.52-03762.52] 武漢会战
[03762.52-03764.52] 抵护根据地的建立以及我们所说的
[03764.52-03765.52] 百分大战
[03765.52-03767.52] 这是我们所说的在相持结端
[03767.52-03768.52] 而在相持结端之后
[03768.52-03771.52] 最后一个结端就是在战略反弄结端
[03771.52-03773.52] 战略反弄结端同学们了解一下就行了
[03773.52-03775.52] 战略反弄结端是在
[03775.52-03777.52] 一有四五年八月十五号
[03777.52-03778.52] 对吧
[03778.52-03779.52] 一系列打完之后
[03779.52-03781.52] 八月十五号日本地交同行数
[03781.52-03783.52] 九月二号千数之后
[03783.52-03785.52] 抗战争顺利结束
[03785.52-03787.52] 这个就是我们所说的整个
[03787.52-03790.56] 全民族抗戰 過程
[03790.56-03792.48] 所以大家都知道戰爭
[03792.48-03795.56] 其實相當的產烈的這樣的一個事情
[03795.56-03798.12] 所以這是我們所說的全民族的抗戰
[03798.12-03800.60] 就把整個抗戰爭整個經過
[03800.60-03801.88] 都給大家說完了
[03801.88-03804.08] 說完了 抗戰爭整個經過之後
[03804.08-03806.88] 咱們還有一些其他的一些重要的事件
[03806.88-03808.04] 要輸禮一下
[03808.04-03809.92] 我們就來看一下在抗戰當中
[03809.92-03811.92] 我說了能夠取得最終的勝利
[03811.92-03814.12] 它其實和中間的一系列的我們所說的
[03814.12-03815.32] 其他事件分不開
[03815.32-03819.16] 那我就来看一下在看着战争中又发生了哪些其他的事情
[03819.16-03821.72] 那首先第一个就是六节六中全会
[03821.72-03824.52] 所以同时们第一个把六节六中全会话出来
[03824.52-03828.64] 在整个看着战争当中我们来看一下1938年9月
[03828.64-03830.42] 时间大概不用机
[03830.42-03832.98] 同时就大概知道六节六中全会
[03832.98-03834.52] 它有这么个事就行了
[03834.52-03837.72] 所以有3,9,29,好到10月6号召开的
[03837.72-03840.92] 在六节六中全会当中同时注意一下
[03840.92-03845.26] 蒙州东统治在这里面做了一个报告
[03845.26-03847.32] 这个报告叫做论新階段
[03847.32-03849.36] 在这个论新階段当中提出了一个命体
[03849.36-03852.44] 同把这个命体化出来叫马斯主义中国化
[03852.44-03854.74] 同时把马斯主义中国化这个点标注出来
[03854.74-03858.58] 要知道马斯主义中国化这个点是谁提出来的
[03858.58-03861.92] 大家知道马斯主义中国化这个点是毛泽东统治
[03862.16-03862.94] 提出来的
[03862.94-03864.72] 所以它经常会考一个单线体
[03864.72-03868.56] 就问马斯主义中国化首次提出是在哪次会议
[03868.56-03871.96] 留些六中全会 哪个人要知道是谋言业
[03871.96-03874.68] 所以在这里面大家知道马斯主中国化
[03874.68-03876.24] 那有了马斯主义中国化
[03876.24-03879.96] 其实就是说把马斯和中国的距禁情况下结合
[03879.96-03881.56] 也就是走一条什么路
[03881.56-03883.92] 走一条实施求世的道路
[03883.92-03887.44] 所以在六中全会提到马斯主义中国化的命题
[03887.44-03891.44] 它其实是理论自觉和成熟的一个标志
[03891.44-03893.96] 所以大家注意下 这是六界六中全会
[03893.96-03895.60] 因為在這次會議當中
[03895.60-03897.16] 我們就開始有了自己的
[03897.16-03898.56] 什麼完整的理論
[03898.56-03899.60] 在那種理論之下
[03899.60-03901.40] 貓弓思想是不是就逐漸的
[03901.40-03903.04] 我們所說的不斷發展
[03903.04-03904.00] 不斷壯大
[03904.00-03905.48] 所以最終形成了一個
[03905.48-03906.80] 科學的理論體系
[03906.80-03907.88] 所以這是我們所說的
[03907.88-03909.44] 六階 六中全會
[03910.44-03911.72] 這第一個大家追下
[03911.72-03913.36] 除了六階六中全會之後
[03913.36-03914.40] 咱們來看一下
[03914.40-03916.36] 第二個非常重要的一個事情
[03916.36-03917.44] 第二個這個重要的事情
[03917.44-03918.16] 就是什麼呢
[03918.16-03919.36] 就是說我們所說的這個
[03919.36-03921.04] 言安 整封運動
[03921.04-03921.88] 言整封運動
[03921.88-03922.88] 為什麼會有
[03922.88-03925.70] 大家注意一下是因为1941年
[03925.70-03927.44] 大家都这1941年还在扣任战争
[03927.44-03929.78] 就是在扣任战争打了这个期间
[03929.78-03933.24] 日本军队他对于抵护开始进行了大走道
[03933.24-03936.44] 因为咱们刚才不是讲到了我们所说的百壳大战
[03936.44-03937.98] 百壳大战这个事情
[03937.98-03939.28] 一旦打出来之后
[03939.28-03941.32] 他其实是发生了两个效果的
[03941.32-03942.34] 一个效果是什么呢
[03942.34-03944.34] 就是让国民脑也下了一跳
[03944.34-03946.44] 国民脑脑脑实就说了说天
[03946.44-03949.36] 中国共产党俭的下个军队发展的这么快
[03949.36-03951.68] 我在这面战争当中投入了那么多的人
[03951.68-03953.60] 吸收那么多的人可以说就是是
[03953.60-03954.36] 收钱
[03954.36-03956.04] 把钱和人都收进去了
[03956.04-03957.48] 结果在这种情况之下
[03957.48-03959.52] 中国共产党在后面发展这么大
[03959.52-03961.40] 所以讲究是本来就打得很累
[03961.40-03963.60] 三九年的手机已经开留点消息抗战了
[03963.60-03964.88] 百分钟当然出会更
[03964.88-03965.88] 就开始干嘛呢
[03965.88-03967.04] 就开始融控
[03967.04-03968.00] 就开始消控
[03968.00-03968.32] 对吧
[03968.32-03969.64] 所以在这里面这是一方面
[03969.64-03970.64] 另一方面是谁呢
[03970.64-03972.40] 对日本有一个很大的衝机
[03972.40-03973.88] 因为最开始日本
[03974.56-03976.20] 他把他所有的经历
[03976.20-03977.64] 都放在了谁的身上
[03977.64-03979.12] 放在了国民党的身上
[03979.12-03982.20] 因為他恰恰沒有想到在敵後也有這麼大的力量
[03982.20-03985.26] 所以在敵後他發現這麼大力量之後日本幹完呢
[03985.26-03986.80] 日本就開始對敵後
[03986.80-03987.56] 竟然走到
[03987.56-03989.10] 就一方面他拉龍獎金什麽
[03989.10-03990.90] 另一方面日本對敵後竟走到
[03990.90-03992.44] 實行三光政策
[03992.44-03994.74] 當時三光是哪三光那也都聽到我
[03994.74-03996.26] 就是收光
[03996.26-03997.82] 殺光以及強光
[03997.82-03999.86] 當時都中國居民死傷
[04000.36-04001.64] 80予問人
[04001.64-04003.18] 所以在這種情況之下呢
[04003.18-04004.20] 我們都知道
[04004.72-04006.52] 這是在日本這一款
[04006.52-04008.82] 而日本這一款實行三光
[04008.82-04010.96] 在略之后日本人有去拉龙奖劫时
[04010.96-04012.30] 对吧 奖劫时在这种情况
[04012.30-04013.42] 这下就发动了什么
[04013.42-04014.30] 晚难失辨
[04014.30-04015.36] 就是咱们前面说的
[04015.36-04017.08] 靠民族同于战略造造破坏
[04017.08-04018.42] 所以就发动了晚难失辨
[04018.42-04020.22] 所以在这里面咱们就可以这么去记
[04020.22-04021.90] 它的时间就是1940年
[04022.34-04023.34] 百分大战
[04025.14-04028.18] 百分大战对我们所说的日本造成了衝机
[04028.18-04030.70] 所以1941年日本事情了三光正策
[04033.62-04035.70] 而对奖劫时也造成了衝机
[04035.70-04038.22] 所以国民党这一边发动了晚难失辨
[04038.82-04044.72] 这事实就穿起来了,所以发动了我们所说的,玩的事变
[04047.52-04054.52] 所以在这里面,我们所说的,这是白痕大战之后,这两个情是对于抗战来说,其实都不是什么?
[04054.82-04061.82] 都不是非常乐观的一件事,所以我们要干嘛呢,我们要在1942年想方设法,去讨论或者想方设法去看,
[04061.82-04064.12] 然后根据低也怎么建设
[04069.38-04071.74] 才能够解决现有的这样的一个问题
[04071.74-04073.46] 对吧 所以才开展了什么
[04073.46-04076.42] 所以才开展了我们所说的整风运动
[04076.74-04079.74] 所以你看敌人的策略三光政策
[04079.74-04081.54] 对吧 那我们又自己的策略
[04081.54-04083.94] 所以就开展相当整风运动
[04083.94-04086.46] 所以这是整风运动它体出来的一个背景
[04086.46-04087.34] 大家知道
[04087.34-04090.06] 那整风运动咱们来看一下具体它说的是什么
[04090.06-04097.74] 它整封運動是在1932年2月1945年的4月在黨內開展的馬斯主義教育運動也是思想解放運動
[04097.74-04100.06] 我們來看一下整封運動它的具體情況
[04100.06-04101.42] 所以同樣標準圈一
[04101.42-04108.86] 整封運動的開始的標誌是1911年某輪統治做了一個報告叫做改造我們的學習
[04108.86-04112.86] 在這裡面是整封運動的開始整封運動的開始
[04112.86-04117.26] 由於在這裡面它想進一步確定的是什麼呢?就是現實的情況是這個樣子
[04117.26-04120.24] 我们党内虽然取得了一系列的战争的胜利
[04120.24-04121.78] 也在自己的发展过程中
[04121.78-04123.04] 不断的发展状态
[04123.04-04125.20] 但是一吊遵循实际情况
[04125.20-04126.72] 因为当时在打扰的时候
[04126.72-04128.38] 或者是在党内发展的时候
[04128.38-04130.46] 出现了一系列的其他那些思想
[04130.46-04132.38] 比如说不考虑实际情况
[04132.38-04133.50] 就从经验触发
[04133.50-04134.88] 只是很可怕的一件事
[04134.88-04135.28] 对吧
[04135.28-04136.96] 所以在这里面我说了就从
[04136.96-04138.62] 沿整个运动梦动通说了
[04138.62-04140.30] 我们做了一篇报告
[04140.30-04141.42] 就改造我们的学习
[04141.42-04143.62] 开展开始后召全的
[04143.62-04145.98] 做什么实施求世的路线
[04145.98-04148.38] 所以在这里这是沿整风运动的开始
[04148.38-04151.16] 所以大家知道开始的标志改造我们的学习
[04151.16-04153.76] 那沿整风整风到底整什么风呢
[04153.76-04156.42] 我们来看一下沿整风运动的内容
[04156.42-04159.06] 所以它的内容在这里面同样也要注意
[04159.06-04161.40] 沿整风运动的内容包括这么几个
[04161.40-04164.66] 第一个叫反对主关主义一整顿学风
[04164.66-04167.82] 画下来反对中派主义一整顿党风
[04167.82-04169.70] 反对党八谷一整顿什么
[04170.42-04173.86] 文风什么叫反对主关主义一整顿学风呢
[04173.86-04175.40] 大家注意一下主关主义
[04175.40-04176.42] 它其实就是什么
[04176.42-04180.14] 就是从我想我的想法出发
[04180.14-04182.86] 比如说我们竟然看以前那个宗餐廷里面对吧
[04182.86-04185.22] 就是黄特名演员
[04185.22-04186.54] 它有一个有一句话
[04186.54-04188.18] 就是在网上大家经常调卡
[04188.18-04190.06] 说我不要你觉得我要我觉得
[04190.06-04191.38] 当然还记得这句话了
[04191.38-04192.42] 它说的这个
[04192.42-04194.46] 我不要你觉得我要我觉得
[04194.46-04195.86] 那它其实说我要我觉得
[04195.86-04198.30] 就是从我自己主观认为出发
[04198.30-04199.10] 这种就要什么
[04199.10-04200.50] 就叫做主关主义
[04200.50-04202.90] 主关主义它就是从经验
[04202.90-04204.12] 和教条触犯
[04204.12-04207.12] 它其实是非常可怕的脱离实际的一个情况
[04207.12-04211.16] 而当实面领着我们所说的中国共产党所面领的实际情况
[04211.16-04214.66] 这是康人战争的战场上以及周华民族的实际情况就是这样
[04214.66-04216.48] 你不可能说过取得了一点点成效
[04216.48-04218.50] 我就只来行了 可没死了 对吧
[04218.50-04219.54] 这只能什么行了
[04219.54-04221.88] 所以它要反对主观主义整顿学峰
[04221.88-04225.72] 也就是要求重新数据或者再一次去数据什么
[04225.72-04226.98] 实施求世的路线
[04226.98-04230.56] 所以这个反对主观主义整顿学峰
[04230.56-04233.64] 它其实是批判那种脱离实际的情况
[04233.64-04236.84] 它是这些内容当中最主要的一项内容
[04238.84-04239.92] 所以大家注意一下
[04239.92-04241.96] 实际三项内容当中最主要的一个
[04241.96-04243.84] 反对主要主要一整个学风
[04243.84-04246.24] 第二个反对中派主要一整个党风
[04246.24-04249.28] 有时候我们现在已经是面临的这样一个情况了
[04249.28-04249.76] 对吧
[04249.76-04251.60] 那党内它产成一些思想的分析
[04251.60-04252.88] 其实也很正常
[04252.88-04254.80] 但是有思想上的分析并不意味着
[04254.80-04257.40] 你要把这个党内分裂成小的团体
[04257.40-04258.48] 这样只能不行问你说
[04258.48-04259.36] 我和谁是一派的
[04259.36-04260.36] 我和谁是一派的
[04260.36-04262.92] 这不就打整个力量就削弱了嘛
[04262.92-04265.12] 所以就反对中太主义一整个什么
[04265.12-04265.60] 党风
[04265.60-04267.48] 你不要给我搞那些乱七八糟的
[04267.48-04267.84] 对吧
[04267.84-04270.60] 第三个就放在党八五一整个文风
[04270.60-04272.00] 同时就是一样的
[04272.00-04274.52] 就是再一次强调不经验不叫调
[04274.52-04276.56] 所以在这里面这是我们所说的
[04276.56-04278.40] 所给到的整风运动
[04278.40-04279.20] 整风运动啊
[04279.20-04280.96] 大陈下这三项内容一出来
[04280.96-04283.04] 他真的是他为什么叫做一次
[04283.28-04285.52] 马斯教运动一次思想解放运动啊
[04285.52-04287.28] 就是讨论的问题
[04287.28-04290.56] 这就是一个在不断的追求真理的一个过程
[04290.56-04292.98] 这是这个整碰运动它一旦出来之后
[04293.76-04297.28] 大家也知道它的结果就出现了党内空间团结的情况
[04297.28-04298.40] 它就有一点说
[04298.40-04300.20] 你有很多的这样的一些想法
[04300.20-04301.56] 我们就去体制的想法
[04301.56-04303.68] 然后让这些想法不停的去碰装
[04303.68-04307.92] 最终能够产生什么样的心的真理或者是理论
[04307.92-04311.00] 所以在言者不运动当中就出现很多有趣的现象
[04311.00-04311.72] 比如说
[04311.72-04314.24] 大家一件可能都比较不一样
[04314.24-04316.48] 对吧 或者是这种想法理论不一样
[04316.48-04319.16] 但是大家的出发点是一样的中间也是一样的
[04319.16-04320.00] 那就有请玩这点
[04320.00-04321.80] 就会引起广泛的讨论
[04321.80-04323.40] 你比如说当时谁呢
[04323.40-04326.00] 就是王明 打印机还记得王明吧
[04326.00-04328.60] 对吧 就是咱们在长征当中讲过他
[04328.60-04332.88] 当时王明是从苏联回来之后又去到了演安
[04332.88-04334.96] 然后王明他的思想路线
[04334.96-04338.08] 其实和猫野野猫东同志的分歧
[04338.08-04339.16] 其实是很大的
[04339.16-04340.88] 大家知道当时的演安
[04340.88-04343.80] 当时的演安是著名的康征军政大学
[04343.80-04345.40] 就是康人军政大学的所在地
[04345.40-04346.88] 就所有的全国的热血性能
[04346.88-04349.60] 想看这样的信念都会来到言言来学习的
[04349.60-04351.00] 康区言学习干嘛呢
[04351.00-04352.32] 就是在平地上学
[04352.32-04353.32] 然后搬个小板段
[04353.32-04354.44] 就在那里面上课
[04354.44-04356.84] 所有给这些青年上课到老师
[04356.84-04358.00] 都是共产党人
[04358.00-04359.16] 就轮发尔上课
[04359.16-04360.96] 就那个时候那些青年学生
[04360.96-04363.00] 可能听到毛泽东同志讲课
[04363.00-04363.96] 到乘同志讲课
[04363.96-04364.96] 这来同志讲课
[04364.96-04365.92] 租泽东这讲课
[04365.92-04367.36] 毛明讲课等等
[04367.36-04369.56] 就是这些共产党人轮发尔给大家上课
[04369.56-04371.52] 那当时这些上课当时最初欢迎的
[04371.52-04373.72] 其实就是王明 王明的客罪手欢迎
[04373.72-04375.20] 而且欢迎到什么程度
[04375.20-04377.52] 大家是个呼类的他的性别
[04377.52-04380.16] 就是亲切的称王明为王明妈
[04380.16-04381.32] 王明上客的时候
[04381.32-04383.32] 给大家讲故事讲理论
[04383.32-04384.72] 就给大家说学理论
[04384.72-04386.84] 学好理论才能掌握精彩
[04386.84-04388.16] 才能为国家做供系
[04388.16-04390.32] 同学们看他在下面计设学理论
[04390.32-04391.80] 毛同志下离可以来
[04392.44-04393.80] 然后就呼类大家干嘛
[04393.80-04395.16] 呼类大家到農村去
[04395.16-04396.84] 对吧 学生们就是考持的见面
[04396.84-04398.60] 到農村去结合实际情况
[04398.60-04399.76] 学生们当时盟了
[04399.76-04401.16] 对吧 听不懂 听不懂谁的
[04401.16-04404.24] 所以你看像這種在黨內的這種激烈的這種討論
[04404.24-04406.40] 它其實就是思想解放的一個什麼
[04406.40-04407.56] 一個體現
[04407.56-04410.36] 所以大家注意一下這是我們所說的第二個它的內容
[04410.36-04412.52] 這是反對主溫主義整個學峰
[04412.52-04414.12] 反對中派主義整個黨峰
[04414.12-04416.52] 反對黨大股一整個文峰
[04416.52-04418.32] 這是我們所說的內容
[04418.32-04419.68] 那雙彎它的內容之後
[04419.68-04420.60] 我們來看一下
[04420.60-04422.64] 那沿整個運動它是由食有中的
[04422.64-04424.28] 又開始就要結束
[04424.28-04425.80] 開始是在1943
[04425.80-04427.04] 我們所說的41年
[04427.04-04429.24] 的結束是在1945年
[04429.24-04430.36] 所以同時我們大家注意一下
[04430.36-04431.76] 1945年結束
[04431.76-04436.06] 又數年結束的標誌是召開了中共六界七中全會
[04438.36-04440.86] 在六界雄文權會當作形成了一個決議
[04440.86-04441.76] 什麼決議呢
[04441.76-04443.00] 叫做關於
[04443.96-04444.76] 若干
[04445.86-04447.36] 歷史問題的決議
[04451.76-04453.76] 關於若干歷史問題的決議
[04453.76-04454.76] 在這個決議當中
[04454.76-04456.26] 他主要要解決什麼事呢
[04456.26-04458.36] 在這個決議當中他主要要解決的
[04458.36-04463.28] 就是反思总结 为什么咱们在之前的革命道路当中会出现一些临的问题
[04463.28-04466.40] 它其实是对之前问题的一个经验的总结
[04466.40-04470.00] 所以在这里面大家注意一下 这是我们所说的 它结束的标志
[04470.00-04475.08] 而这个我们所说的 六界七龙权会关于若干利什么体的决议出台
[04475.08-04477.00] 大家注意一下 它的地位就很重要
[04477.00-04481.00] 这个决议是中国共产党历史上 第一下历史性决议
[04481.00-04487.14] 大罪一下 相这样的决议 我党在历史上一共几个
[04487.40-04491.24] 相这样的决议 我党在历史上一共有只有三个 大罪下
[04492.26-04495.60] 他是第一个 我党在历史上一共有三个 三个
[04495.84-04500.72] 这是第一个 第二个是什么呢 第二个是在改革开放之后所形成的
[04500.96-04507.36] 叫做建国以来关于弱干历史问题的决议 这是在 我把第二个写的旁边
[04507.62-04509.68] 第二个就是建国以来
[04511.00-04518.64] 关于若干历什么体的据异
[04518.64-04521.36] 好吧 这是再给开放之后所形成的
[04521.36-04523.52] 那他要解决的就是反思什么
[04523.52-04525.60] 反思 心中我成立了
[04525.60-04527.44] 我们为什么说我要建设受助一
[04527.44-04529.48] 但中间出现了走完路的情况
[04529.48-04530.72] 所以在总结问题
[04530.72-04532.36] 所以这是第二相据异
[04532.36-04533.84] 那第三相据异是什么
[04533.84-04536.80] 第三相据异之中是我们在实正当中
[04536.80-04545.80] 前幾年的大熱點在石油街6中全會當中所提到的什麼關於黨的百年順鬥重大成就和歷史經驗的決議
[04545.80-04550.04] 就是19界6中這個點結合實正來
[04550.04-04561.80] 這是關於黨的百年順鬥重大成就
[04561.80-04566.80] 和歷史經驗的決議
[04568.80-04570.80] 後面都決議,我就不寫了
[04570.80-04572.80] 和歷史經驗的決議
[04572.80-04574.80] 所以在這裡面大家注意一下
[04574.80-04576.80] 這是我們所說的有關於
[04576.80-04579.80] 6階輕鬆權,我們所說的這三項決議
[04579.80-04581.80] 第一個是弱干歷史問題的決議
[04581.80-04583.80] 從中國共產黨成立來
[04583.80-04585.80] 到6階輕鬆權會中間發生的問題
[04585.80-04587.80] 反思總結做好下一步路
[04587.80-04590.80] 第2個是建國議,來新國成立之後
[04590.80-04592.80] 想想心中我成立之後出現的問題
[04592.80-04593.96] 那第三個決議幹嘛呢
[04593.96-04596.04] 是有接六人權會不再去總結問題
[04596.04-04597.00] 而是總結什麼
[04597.00-04598.36] 重大成就
[04598.36-04600.80] 咱們在過去一百年當中取得哪一成就
[04600.80-04603.72] 變把這些成就所形成的好的經驗
[04603.72-04605.16] 發揚到下一個階段
[04605.16-04607.12] 兩個百年分東五個要當中去
[04607.12-04609.16] 所以在整個中國共產黨立場
[04609.16-04611.24] 一共就這三項立時決議
[04611.24-04612.12] 所以大家注意一下
[04612.12-04613.28] 這是我們所說的
[04613.28-04615.88] 有關於嚴整奉運動
[04615.88-04617.56] 那嚴整奉運動的結論是什麼呢
[04617.56-04618.52] 那同學就能看到
[04618.52-04621.80] 第一個就是有了死似求世的路線
[04621.80-04623.34] 那證明了這一點方針政策
[04623.34-04624.28] 只能不會跑篇
[04624.28-04626.20] 第二個反對雙派主義整個導風
[04626.20-04627.72] 收拾把黨內領成了什麼
[04627.72-04628.44] 一股上
[04628.44-04630.80] 所以嚴者奮運動之後出現的情況
[04630.80-04632.48] 就是黨內出現了空間
[04632.48-04634.60] 空前團結的一個情況
[04634.60-04637.08] 那這是我們所說的嚴安整奮運動
[04637.08-04639.48] 那只是在這嚴者奮運動
[04639.48-04641.72] 那雙嚴整奮運動咱們再往下來看一下
[04641.72-04645.32] 在下面這個地方提到了另外一個點
[04645.32-04647.40] 就是中共其他同一門注意下
[04647.40-04649.40] 中共期大它是在什麼時候召開的呢
[04649.40-04650.64] 1945年
[04650.64-04652.18] 同時在旁邊標準一下
[04652.18-04654.40] 它是在靠日戰爭勝利前期召開的
[04656.80-04659.78] 在靠日戰爭勝利前期召開
[04664.68-04666.60] 這個點很容易和哪個回銷呢
[04666.60-04668.08] 和7家2中全會回銷
[04671.12-04673.96] 但住在7家2中全會不是在靠日戰爭勝利前期
[04673.96-04676.20] 而是在解放戰爭勝利前期
[04677.40-04678.94] 我们后面会讲到
[04682.78-04685.24] 而是在解放战争生理前夕
[04685.24-04687.38] 他召开到这两个点考卫次
[04687.38-04692.12] 考卫就会小说中共期大事在解放战争生理前夕召开的
[04692.12-04694.94] 然后在中共期大当中提出了三大月两组奉
[04694.94-04695.56] 同一没看
[04695.56-04696.86] 对 没问题
[04696.86-04698.20] 然后三大月两组奉
[04698.20-04699.80] OK 也对结果
[04700.20-04701.98] 错在时间上大助一下
[04701.98-04704.28] 所以这两个时间大点要明确
[04704.28-04705.82] 所以第一个点大家要知道
[04705.82-04707.14] 就是我们所说了
[04707.14-04708.60] 中共期大开照开的时间
[04708.60-04709.98] 看着任事训练显夕
[04709.98-04711.32] 那第二个就是中共期大开
[04711.32-04712.08] 干了什么事
[04712.08-04712.68] 开归呢
[04712.68-04714.68] 一定是会形成相的报告的
[04714.68-04716.48] 所以在中共期大当中形成了
[04716.48-04718.20] 叫做论连和政府
[04718.20-04719.42] 它是毛东思想当中
[04719.42-04720.82] 非常赵的一项住座
[04720.82-04722.14] 那在论连和政府当中
[04722.14-04723.36] 提出了党的三大
[04723.36-04724.16] 优良作风
[04724.16-04725.68] 最需要同一门记住的
[04725.68-04727.62] 它的三大优良作风是哪三个
[04727.62-04728.50] 同一标注意下
[04728.50-04730.46] 这做理论连续实际
[04730.46-04732.06] 密切连续群众
[04732.06-04733.18] 依据批评语
[04733.18-04733.86] 做批评
[04733.86-04735.58] 这是党的三大
[04735.82-04737.42] 两座风同没有注意下
[04737.42-04740.02] 这是在中共期待当中所提到的
[04740.02-04742.42] 那中共期还做理件事什么事呢
[04742.42-04743.22] 大家注意一下
[04743.22-04744.34] 第二项内容
[04744.34-04746.06] 也是在这里同时想圈删
[04746.06-04747.22] 就中共期待
[04747.22-04748.94] 把某东同志的思想
[04748.94-04750.90] 某东思想写入党招
[04750.90-04752.22] 却里面党的招思想
[04752.22-04754.82] 所以这次我们所说的这几项内容
[04754.82-04755.46] 大家注意下
[04755.46-04756.42] 这是中共期待
[04756.42-04758.30] 就做了这么非常了不起的事
[04758.30-04760.26] 在这里面一直到中共期待
[04760.26-04761.22] 这个地方大家注意下
[04761.22-04762.42] 其实我们是在
[04762.42-04768.42] 靠着战争 胜利之前把党的中大会议的内容都给大家讲了一遍
[04768.42-04772.42] 我们在考试的时候大家注意一下 除了我刚才所说的时间主线
[04772.42-04774.42] 我们在这里一直是给大家时间主线来说的
[04774.42-04778.42] 但他有的时候也会考察一些会议和内容的对应对吧
[04778.42-04780.42] 会议和内容的对应怎么办
[04780.42-04782.42] 通常说说老师 我只有说有时候
[04782.42-04784.42] 单纯就看主线 我能记得住
[04784.42-04787.42] 但有时候到考厂 我一下子就有点掉度不起来
[04787.42-04790.42] 这时候你就需要一些什么的口觉作为辅助
[04790.42-04794.58] 我们在这就把党的重大会议给大家去变一个口觉
[04794.58-04798.94] 他们记得旁边就党的重大会议叫做一旦立党
[04800.22-04806.50] 然后二大立刚三大国共要合作
[04809.78-04812.90] 然后四大领导
[04814.94-04815.94] 公龙盲
