[00000.00-00003.24] 同時們好 歡迎來學習經濟學的板塊
[00003.24-00007.24] 我是劫瑞老師 那今天我們要進入到一個新的科目的學習
[00007.24-00009.72] 這個科目就叫做經濟學
[03688.20-03689.80] 给你还是给我
[03689.80-03691.60] 这个地方其实会设得到什么
[03691.60-03693.20] 会设得到自己呢
[03694.56-03695.40] 所以你看
[03695.40-03696.76] 不同部门之间的竞争
[03696.76-03698.08] 可以出现劳动者和
[03698.08-03700.44] 资金他的一个劳动分配
[03700.44-03701.80] 这个就叫做什么
[03701.80-03703.28] 竞争及制
[03703.28-03704.52] 我们就会发现
[03704.52-03705.68] 有了竞争
[03705.68-03708.56] 这些要素才能在市场当中怎么样
[03708.56-03710.68] 不断的劳动起来
[03710.68-03711.80] 因为有竞争
[03711.80-03713.40] 才会出现要素的什么
[03713.40-03714.08] 劳动
[03714.08-03715.68] 所以在这里面竞争及制
[03715.68-03716.84] 它身上就出现了
[03716.84-03718.44] 这么几个点 大家标注一下
[03718.44-03721.12] 第一个就是竞争机制他的一个地位
[03721.12-03722.72] 同时在旁标主
[03722.72-03726.64] 竞争机制它是我们刚才所说的市场机制当中
[03726.64-03727.92] 内在机制
[03727.92-03730.64] 现在旁边它是内在机制
[03730.64-03732.44] 为什么叫内在
[03732.44-03735.40] 正是因为有竞争的存在才使得要素
[03735.40-03738.92] 能够在市场当中原源不断的循环
[03738.92-03740.32] 所以在这里大家注意一下
[03740.32-03741.92] 它是一个内在机制
[03741.92-03742.88] 大家要注意
[03742.88-03744.64] 那第二个点就是要知道
[03744.64-03746.00] 为什么会产生竞争
[03746.00-03749.00] 为什么我会在市场当中去竞争原材料消费者
[03749.00-03751.36] 去竞争劳动者和资金
[03751.36-03752.84] 是咱俩嫌的吗
[03752.84-03755.80] 在这里方时间用不完了去跑了市场当中竞争
[03755.80-03757.12] 不是的 大家注意一下
[03757.12-03759.12] 竞争的直接原因
[03759.12-03761.80] 就是因为我想要赚更多的钱
[03761.80-03763.08] 我也要比你赚的多
[03763.08-03764.80] 所以竞争的直接原因是什么
[03764.80-03766.40] 是 主力
[03768.40-03771.08] 竞争争产生的直接原因是主力
[03771.08-03772.04] 大家要注意一下
[03772.04-03774.60] 这里面我们就讲到这就会发现
[03774.60-03776.18] 在價格機制當中
[03776.18-03778.08] 我們說了價格機制是整個什麼
[03778.08-03781.24] 市場機制的核心市場沒有價格機制
[03781.24-03782.28] 不能運行
[03782.28-03784.28] 但是市場沒有進裝機制
[03784.28-03785.68] 市場當中的右速
[03785.68-03787.96] 就不能得到充分的流動
[03787.96-03789.92] 所以在這裡面大家注意一下
[03789.92-03792.88] 進裝機制和價格機制
[03792.88-03794.04] 現在旁邊
[03794.04-03796.52] 進裝機制和價格機制是最重要
[03796.52-03797.80] 最基本的機制
[03800.36-03801.16] 最重要
[03801.16-03802.52] 最基本的機制
[03804.60-03807.10] 最重要最基本的机制
[03807.10-03808.10] 大家注意一下
[03808.10-03809.60] 这个点考察过
[03809.60-03810.60] 这个点考察过
[03810.60-03812.60] 所以从这里面一共盘出来三个考点
[03812.60-03814.60] 第一个竞争机制的地位
[03814.60-03816.60] 第二竞争机制产生的直接原因
[03816.60-03821.60] 第三个价格机制和竞争机制被称率叫最重要最基本的机制
[03821.60-03822.60] 大家注意一下
[03822.60-03823.60] 这第三个竞争
[03823.60-03824.60] 没有女生我多
[03824.60-03825.60] 这个东西他就会显得
[03825.60-03827.60] 没有那么珍贵了
[03827.60-03828.60] 所以在这里大家注意一下
[03828.60-03831.60] 这是第三个叫做竞争机制
[03831.60-03834.68] 金融机的说完了之后,咱们再来看一下
[03834.68-03840.24] 第四个也是市场机制当中的最后一个机制,去叫做风险机制
[03840.24-03842.36] 咱们来看一下风险机制说的是什么呢?
[03842.36-03849.68] 它说风险机制是市场活动,同期有利,亏捉和产品、资金相互联系相互作用的机制
[03849.68-03852.84] 老实他都说了些啥呀?同样不用去管他的概念啊?
[03852.84-03855.92] 同样在风险机制旁边写上,第一个点
[03855.92-03861.48] 想圈一,就是,你只要在提案中看到,不把雞蛋放在一個藍子裡
[03863.92-03868.88] 不把雞蛋放在同一個藍子裡
[03870.08-03875.32] 那這個時候體現的中是什麼?體現的就是風險機制
[03875.32-03880.12] 啊,這個時候體現就是風險機制,這個地方靠理解形的題目,當生之這麼好的
[03880.12-03881.92] 说不把雞蛋放在同一个蓝子里
[03881.92-03882.94] 他体现的是什么
[03882.94-03885.50] 这个时候就知道是分散风险
[03885.50-03887.30] 那就这个叫做风险机制
[03887.30-03888.70] 对任何一个企业来说
[03888.70-03891.78] 你会发现他是靠比如说他是靠本行业
[03891.78-03892.46] 做起来的
[03892.46-03893.94] 当然他做来做去女孩
[03893.94-03895.48] 他什么行业都会设计
[03895.48-03896.50] 我准个简单历子
[03896.50-03898.04] 不知道大家有没有注意过
[03898.04-03898.94] 这个是谁呢
[03898.94-03900.54] 就是大家现在看到的广告
[03900.54-03902.32] 这是今年过节不收理
[03902.32-03903.84] 收理指收脑白金 对吧
[03903.84-03904.68] 脑白金呢
[03904.68-03906.04] 他其实是始于住的
[03906.04-03908.02] 捐人机所谓所搞出来的保健品
[03908.02-03910.08] 大家知道始于住最开始是做什么
[03910.08-03910.80] 发家的嘛
[03910.80-03913.92] 十一周最开始不是做保健品发家的
[03913.92-03915.84] 他应该我记得不太清楚
[03915.84-03918.32] 他应该是这张大学当中的一个学生
[03918.32-03919.80] 他最开始的时候做的是
[03919.80-03921.96] 计算机这个方向的
[03921.96-03924.00] 那做完计算机这个方向之后
[03924.00-03926.20] 后来的时候他就又开始干嘛呢
[03926.20-03927.60] 去投楼市
[03927.60-03930.04] 你看他就开始做什么房地产这个行业
[03930.04-03932.48] 因为他最开始在国内做计算机的时候
[03932.48-03934.08] 国内那种没有改革开放
[03934.08-03936.44] 也就意味着没有给他同行业的竞争者
[03936.44-03938.00] 所以他最开始做的时候
[03938.00-03939.12] 做得非常的好
[03939.12-03941.16] 因为他就是这个行业当中的独一份
[03941.16-03942.70] 但是随着改了开放之后
[03942.70-03944.50] 各种各样的国外的软件
[03944.50-03945.76] 他就用舞蹈中国了
[03945.76-03947.56] 他就当时实书觉得说
[03947.56-03948.22] 哎买
[03948.22-03949.48] 我这个时候没有市场了
[03949.48-03950.76] 于是他就在想那怎么办呢
[03950.76-03952.96] 我就赶紧想想怎么去转型
[03952.96-03954.22] 于是他就开始做什么
[03954.22-03955.00] 做房地产
[03955.00-03956.96] 而最开始的实义住的居然集传
[03956.96-03958.58] 大家都知道他会闯过一次
[03958.58-03959.08] 对吧
[03959.08-03960.48] 那破闯过一次的主要原因
[03960.48-03962.82] 就是他当时该罗的这样一个原因
[03962.82-03964.52] 但是后来的时候他就做保健皮
[03964.52-03965.92] 做其他的恢复过来了
[03965.92-03966.98] 那都是后患
[03966.98-03970.38] 那么就会发现他的商业行为的路景
[03970.38-03972.78] 他结了和其他的很多都很像
[03972.78-03974.98] 你比如说像我们所说的阿里
[03974.98-03976.78] 阿里他最开始是做电商的
[03976.78-03978.38] 抬我们设议到房产行业
[03978.38-03980.38] 当然有抬我们设议到我们所说
[03980.38-03981.58] 老百姓日常生活
[03981.58-03983.18] 你的恶了吗和他有关系吧
[03983.18-03985.98] 你的悠悔悔悔是不和他有关系
[03985.98-03988.38] 也就是他现在不单单只是做电商
[03988.38-03990.98] 房地产有失业足球对吧
[03990.98-03992.58] 这是我们所说的体育
[03992.58-03993.58] 他是不都有设计到
[03993.58-03995.18] 他这么做的原因是什么
[03995.18-03998.74] 它这么做的原因其实就是在分散风险
[03998.74-04000.30] 所以所谓的风险机制
[04000.30-04002.54] 大家注意一下如何促进自然的配置
[04002.54-04004.02] 这是你要分散风险
[04004.02-04006.02] 你要开闭其他的塞道的时候
[04006.02-04009.38] 你就要把这些人才误头到其他塞道里面
[04009.38-04011.02] 这时候就促进了什么
[04011.02-04012.54] 自然的流动
[04012.54-04015.82] 这个就是我们所说的叫做风险机制
[04015.82-04018.38] 风险机制当中的最高重形式是什么呢
[04018.38-04019.50] 同一标主圈
[04020.22-04021.66] 坏下切破产
[04021.66-04025.14] 邪破产是风险机制的最高形势
[04025.14-04027.38] 所以在这里把最高层次挂出来
[04027.38-04030.42] 你同时没看有红雪遗放到邪破产
[04030.42-04032.26] 下意是就会觉得完了
[04032.26-04033.86] 根本就不是一个好事
[04033.86-04035.34] 邪破产实在是太可怕了
[04035.34-04037.38] 其实不是这个样子
[04037.38-04038.06] 大主意下
[04038.06-04040.54] 邪破产可能对邪来说不是好事
[04040.54-04041.82] 但对市场来说
[04041.82-04044.66] 它某种层部上其实是意味着一家好事的
[04044.66-04047.54] 一个邪艳能承担的最高风险助的什么
[04047.54-04048.42] 就是破产
[04048.42-04049.74] 但它为什么会破产
[04049.74-04050.72] 同一想一下
[04050.72-04053.32] 破產的原因就是經營补山
[04053.32-04054.64] 旗也沒有錢了
[04054.64-04056.38] 最終會導致什麼破產
[04056.38-04059.16] 那你看本來對一個企業運動來說
[04059.16-04060.62] 它如果是一個好的企業的話
[04060.62-04061.64] 它會在市場當中
[04061.64-04063.96] 原源不斷的創造更多的財富
[04063.96-04065.54] 那它破產就意味著
[04065.54-04067.72] 它這個行業其實就已經不是什麼
[04067.72-04068.72] 招養行業了
[04068.72-04072.36] 它手裡現有的這些人財務的這些資源
[04072.36-04075.40] 那它其實沒有辦法維持這個企業的運行
[04075.40-04076.86] 它如果破產的話
[04076.86-04079.20] 它手裡現有的人財務
[04079.20-04081.56] 可能会流向更好的领域
[04081.56-04082.68] 所以企业破产
[04082.68-04085.04] 它其实是一种资源的配置形式
[04085.04-04087.72] 这现在的这些优胜烈它的企业
[04087.72-04089.52] 已经被讨太掉了这企业
[04089.52-04091.08] 它手里所用的这些资源
[04091.08-04093.08] 意味着可以流向更好的领域
[04093.08-04094.88] 对于市场资源的配置来说
[04094.88-04097.16] 它其实是有正相的一面的
[04097.16-04099.56] 所以企业破产是风险机制的什么
[04099.56-04100.68] 一种做的形式
[04100.68-04102.56] 而且是最高层次的
[04102.56-04104.28] 大家要注意一下这个点
[04104.80-04105.56] 所以大家注意
[04105.56-04108.20] 这是我们所说的叫做四个机制
[04108.20-04110.44] 所以市场机制在去考试的时候怎么考试
[04110.44-04112.80] 首先第一个考察市场机制都拿些
[04112.80-04114.48] 所以现在我们要知道四个
[04114.48-04117.24] 第二个在这里面两星期的支持点有两个
[04117.24-04118.56] 一个是价格机制
[04118.56-04120.04] 还有就是刚才所说的
[04120.04-04121.24] 竟争机制
[04121.24-04122.64] 这是市场机制
[04122.64-04124.16] 我们问的说了市场机制
[04124.16-04126.76] 它能够促进自然的流动
[04126.76-04128.20] 具体怎么促进流动呢
[04128.20-04129.64] 咱们也给大家去说了
[04129.64-04131.28] 这是我们所说的第一个
[04131.28-04133.28] 叫做市场机制
[04133.28-04134.40] 折市场机制
[04134.40-04135.64] 那讲完了市场机制
[04135.64-04137.92] 咱们在市场机制当中还给大家去讲到
[04137.92-04141.72] 第二点,第二点是什么呢?叫做市场经济的基本规律
[04141.72-04147.60] 这是无论任何经济的运行,它都要遵选的一些规律,这些规律就叫做什么?
[04147.60-04153.44] 基本规律,这个基本规律存税的考察,一星期的实际性的点,非常的简单
[04153.44-04158.16] 大家来看一下,基本规律有哪些,第一个叫做价值规律
[04158.16-04162.32] 价值规律咱们在马斯主席正义经济学当中,也大家去讲过,对吧
[04162.32-04171.32] 叫价值维率说商品的价值是有社会标劳动时间所决定的商品交换以价值量为基础实行等价交换
[04171.32-04177.32] 但是在外在的表现形式上价格违烙价值上价不动
[04177.32-04182.32] 对吧 那这个就叫做价值维率 它是市场经济运行的一种维率形式
[04182.32-04189.32] 所以这个价值维率它促进了或者是我们所说的市场经济本质上价值维率条件下的经济
[04189.32-04190.64] 所以在这里他说了
[04190.88-04192.12] 一个考点就出来了
[04192.12-04192.72] 就这一个
[04192.84-04194.76] 所以价值规律师市场经济当中
[04195.00-04197.96] 基本规律或者叫做最基本规律都OK
[04197.96-04199.76] 就这三个当中最基本的
[04199.76-04201.24] 这第一个叫做价值规律
[04201.44-04203.60] 第二个叫做竞争规律
[04203.60-04205.52] 竞争规律就是主体之间
[04205.52-04208.28] 中国利益他呈现出来的规律模式
[04208.28-04210.68] 这个就要做竞争规律
[04210.68-04211.96] 含意没啥歌口的
[04211.96-04214.40] 大家记得有竞争规律这种形式就行了
[04214.72-04217.24] 第三个就要做共求规律
[04217.24-04220.82] 就是共取的变化对市场经济的影响
[04220.82-04224.16] 我们刚才说了公布英求 公过于求
[04224.16-04227.22] 那这个就叫做什么 共取规律
[04227.22-04228.76] 大学要找过的点就是
[04228.76-04232.08] 经济基本规律 只有三个
[04232.08-04234.40] 没有其他的 尤其只有三个
[04234.40-04237.20] 在这里有没有风险规律
[04237.20-04239.52] 没有同学你不要把这个
[04239.52-04241.56] 机制和规律证换了
[04241.56-04243.10] 好吧 这里面只有三个
[04243.10-04244.62] 没有所谓的风险规律
[04244.62-04246.68] 这次三个当中 最基本的就是
[04246.68-04248.96] 假期规律 知道到这就可以了
[04248.96-04253.16] 这是我们所说的叫做市场经济的基本规律
[04253.16-04257.88] 知道市场经济它是如何配置资源是透过市场机制
[04257.88-04260.48] 也知道市场经济它的运行要尊重
[04260.48-04262.56] 我们所说的市场经济的基本规律
[04262.56-04264.20] 第三个来看一下
[04264.20-04266.84] 就是我们现在所谓的市场经济
[04266.84-04269.16] 它到底有什么样的特点
[04269.16-04270.96] 这个市场经济的特点
[04270.96-04272.48] 大家注意一下有这么几个
[04272.48-04274.60] 我需要其他的我没有强调的
[04274.60-04275.48] 去记得呢
[04275.48-04277.32] 大家只需要有个印象就行了
[04277.32-04278.44] 我需要大家去记得
[04278.44-04279.52] 我会让大家去说
[04279.52-04280.68] 大家在说话做标注
[04280.68-04281.48] 就OK了
[04281.48-04282.92] 第一个市场经济
[04282.92-04283.48] 他说了
[04283.48-04285.52] 他的第一个特征就是要产权的
[04285.52-04286.16] 确定性
[04286.16-04287.40] 这个不用去被
[04287.40-04288.88] 你稍微了解一下就行了
[04288.88-04290.24] 什么叫做产权呢
[04290.24-04290.92] 产权呢
[04290.92-04291.68] 就是所有权
[04291.68-04292.92] 几期付出权益
[04292.92-04293.64] 换一会说呢
[04293.64-04295.12] 就是这个东西规谁所有
[04295.12-04295.88] 以及这个东西
[04295.88-04297.32] 他说产权的好处
[04297.32-04298.08] 规谁
[04298.08-04299.92] 这个就叫做产权
[04299.92-04301.88] 那在市场建议当中产权是什么
[04301.88-04302.60] 确定的
[04302.60-04304.20] 留在整个市场经济疫情到乱说
[04304.20-04305.36] 这个东西规寻
[04305.52-04307.08] 规较还是规自己
[04307.08-04308.60] 规及体还出规个人
[04308.60-04311.32] 在市场经济当中是非常明确的
[04311.32-04312.28] 你说老师
[04312.28-04314.12] 他是明确的那就意味着
[04314.12-04316.52] 在我们所说的之前的计划经济
[04316.52-04318.76] 或者是我们强调的在中国市
[04318.76-04320.76] 受过主义上经济改革当中
[04320.76-04321.96] 所形成的
[04321.96-04323.44] 比如说我们之前所说的
[04323.44-04324.88] 以义化为主
[04324.88-04327.52] 以经济为傅的这种模式之下的经济模式
[04327.52-04329.08] 和他比来看的话呢
[04329.08-04333.68] 他这个市场经济产权的去年性非常非常值
[04333.68-04336.58] 明确以前的东西你说他是公家的
[04336.58-04338.98] 还是私家的,还是公司都有的
[04338.98-04341.68] 你这种情况之下有很多情况会分不清
[04341.68-04344.08] 我们在后面会大家讲到现在节制度
[04344.08-04346.88] 那个地方会大家做一个明确的产势
[04346.88-04349.08] 所以在这里产权的去年性大家就知道
[04349.08-04350.78] 东西规矩非常明确
[04350.78-04352.78] 比如说现在我们就是市场经济
[04352.78-04355.58] 我说那个手机你买的规定明确
[04355.58-04356.58] 非常明确的
[04356.58-04358.58] 所以这个就有个产权的确定性
[04358.58-04359.38] 这第一个
[04359.38-04360.82] 第二个同标注意下
[04360.82-04363.78] 这个点偶尔会考察一个实际性的题目
[04363.78-04367.22] 第二个就是市场参与主体的平等性
[04367.22-04369.14] 就是大家在出上有一句话
[04369.14-04372.02] 这是市场主体的地位是平等的
[04372.02-04373.06] 因为地位平等
[04373.06-04375.22] 所以它的交易都是什么
[04375.22-04376.58] 都是自愿的
[04378.02-04380.90] 它的交易都是自愿的
[04380.90-04381.78] 所以在这里面
[04381.78-04384.18] 这种市场参与主体的平等性
[04384.18-04385.62] 只要是在市场当中
[04385.62-04393.82] 参与经济活动无论你是个人还是政府还是组织还是企业
[04393.82-04398.22] 你只要在这个市场当中参与经济活动
[04398.22-04401.22] 大家注意一下 我做的是经济活动啊买卖东西
[04401.22-04403.02] 那无论你是哪一种内向
[04403.02-04405.22] 你们之间的地位都是平冷的
[04405.22-04407.42] 比如说我现在做一个什么呢
[04407.42-04411.02] 我是一个小的这样个各体工商户的一个小老板
[04411.02-04412.02] 我卖啥呢
[04412.02-04413.42] 我卖提起菜
[04413.42-04415.74] 妹妹母求爬啊,母求爬什么的
[04415.74-04418.18] 然后我隔壁中神,我隔壁中施政府
[04418.18-04421.46] 然后突然有一天,施政府这个财购,就过来来我这
[04421.46-04424.42] 然后就开始说,说我们现在要准备打个比赛
[04424.42-04427.42] 对吧,我们那个现在世内又开始打比赛了
[04427.42-04430.06] 打个比赛,来我这呢,买东西
[04430.06-04434.94] 那你看,施政府,来我这买,运动服,买母求,买母求爬
[04434.94-04437.26] 他能不能进来就会跟我说,来小在
[04437.26-04440.42] 我现在做施政府,我来你这买东西了,不给钱
[04440.42-04441.58] 你干什么都给我交出来
[04441.58-04442.86] 他可能会这样的
[04442.86-04444.02] 那和强道无意
[04444.02-04445.10] 他只是不能的
[04445.10-04445.62] 对吧
[04445.62-04447.02] 我们在这种情况之下
[04447.02-04448.06] 我们地位是平冷的
[04448.06-04448.94] 他只能跟我说
[04448.94-04449.66] 说老板
[04449.66-04451.18] 来来来给我来几套
[04451.18-04452.86] 多少多大码的运动服
[04452.86-04454.70] 然后给我来几个球派来几个球
[04454.70-04455.70] 我说你们要干嘛
[04455.70-04456.94] 他说还还用说吗
[04456.94-04457.70] 我又打比赛了
[04457.70-04458.98] 我是AU真不错
[04458.98-04459.50] 你看
[04459.50-04461.14] 我把东西给他把钱给我
[04461.14-04462.94] 在这样的一个过程当中
[04462.94-04463.54] 注意
[04463.54-04465.58] 在市场经济活动当中
[04465.58-04467.10] 他是政府我是个人
[04467.10-04468.70] 但是我比他爱头吗
[04468.70-04469.34] 并不
[04469.34-04470.78] 我们之间的地位是什么
[04470.78-04471.62] 平等的
[04471.62-04472.56] 所以這個叫什麼
[04472.56-04475.16] 叫叉语市場主體的平等性
[04475.16-04475.76] 大家注意一下
[04475.76-04477.18] 經常會考察到這個點
[04477.18-04478.20] 做一個選項
[04478.20-04479.38] 我判定挺出現
[04479.38-04480.54] 只是第二個
[04480.54-04481.52] 第三個
[04481.52-04483.12] 做市場活動的競爭性
[04483.12-04485.62] 就是市場主體之間是存在最有競爭的
[04485.62-04486.84] 這個沒想好說的
[04486.84-04489.54] 咱們在競爭機制和競爭規律的地方
[04489.54-04490.70] 都提到我競爭性
[04490.70-04492.26] 這個了解一下就可以了
[04492.26-04493.26] 第四個點
[04493.26-04494.10] 同時不要注意一下
[04494.10-04494.86] 這個點
[04495.38-04497.26] 是一個醫生級的實際的點
[04497.26-04497.90] 我們說了
[04497.90-04499.26] 市場經濟活動當中
[04499.26-04503.22] 所有的经济行为都要按照相逗规则和规范做事
[04503.22-04506.38] 那就意味着市场经济就有一个什么法制性
[04506.38-04511.66] 所以旁边写成一句话经常会出现在叛论提到的中就叫做市场经济
[04513.38-04516.62] 市场经济也是法制经济
[04520.22-04521.82] 市场经济也是法制经济
[04521.82-04523.90] 或者说这个法制都OK
[04523.90-04527.90] 市场经济是法制经济
[04527.90-04529.40] 这种说法是对的还错的
[04529.40-04530.10] 大家知道
[04530.10-04531.90] 种说法是政确的
[04531.90-04532.90] 这种说法政确的
[04532.90-04533.90] 这是第四个
[04533.90-04536.40] 是市场经济行为的法制性
[04536.40-04538.90] 第五个是市场体系的开放性
[04538.90-04539.90] 这个没啥好说的
[04539.90-04541.40] 我们现在追求的叫做
[04541.40-04542.90] 同一开放
[04542.90-04544.90] 竞争有序的市场经济格局
[04544.90-04545.90] 大家注意一下
[04545.90-04546.90] 这个是我们所说的
[04546.90-04548.90] 市场经济的开放性
[04548.90-04549.90] 一共就这么几个
[04549.90-04550.90] 经济的核征
[04550.90-04551.90] 这个就是我们所说的
[04551.90-04552.90] 市场经济
[04552.90-04555.90] 咱把市场经济简单的回顾一下
[04555.90-04556.90] 首先第一个我们说了
[04556.90-04563.90] 市场经济他是市场配置起逐到地位的经济模式
[04563.90-04564.90] 对吧
[04564.90-04568.90] 这里面市场配置起逐到的经济模式叫做市场经济
[04568.90-04571.90] 而市场通过什么来配置资源呢
[04571.90-04575.90] 我们说了市场通过市场机制来配置资源
[04575.90-04579.90] 所以在市场经济当中我们第一个讲了市场机制
[04579.90-04583.08] 上机制同样注意低个点要知道有几个机制
[04583.08-04585.78] 四个价格机制共求机制
[04585.78-04588.08] 竞争机制和风险机制
[04588.08-04592.44] 两星期的考点在于价格机制和竞争机制上
[04592.44-04594.24] 什么是价格机制呢
[04594.24-04596.62] 价格机制叫价格影响
[04596.62-04599.86] 工球从而影响自然的流动
[04599.86-04601.16] 所以在价格机制当中
[04601.16-04602.68] 对后多出来的觉得
[04602.68-04606.02] 和价格机制是市场机制的核心机制
[04606.02-04608.58] 而价格机制的内容小同们去掌握
[04608.58-04612.16] 包括價格形成運行以及價格條件
[04612.16-04613.18] 最重要的是什麼
[04613.18-04615.70] 是價格形成機制
[04615.70-04617.16] 這是第一個價格機制
[04617.16-04618.48] 第二共球機制就是
[04618.48-04620.82] 共球會影響到什麼
[04620.82-04623.02] 共球會影響到價格
[04623.02-04625.46] 從而影響到資源的流動
[04625.46-04628.10] 但是我們經過分析會發現
[04628.10-04631.58] 價格機制和共球機制分布開
[04631.58-04633.32] 所以在這裡面出現了一句話
[04633.32-04634.70] 在這台車考點
[04634.70-04638.54] 說這兩個機制是同意過程的不同表現
[04638.54-04639.82] 在本質上是一致的
[04639.82-04641.26] 這句話經常會出現在
[04641.26-04642.38] 判斷停裡面
[04642.38-04643.46] 這是價格機制
[04643.46-04644.82] 那除了價格機制之外
[04644.82-04645.74] 還有一個機制叫
[04645.74-04646.66] 競爭機制
[04646.66-04647.30] 無說了
[04647.30-04648.26] 競爭競爭
[04648.26-04650.90] 就是競爭市上當中的資源班
[04650.90-04651.50] 那就看
[04651.50-04652.78] 咱們是不是同好
[04652.78-04653.62] 如果是同好
[04653.62-04655.18] 咱們就強強源材料
[04655.18-04656.34] 強強消費者
[04656.34-04657.54] 咱們如果不是同好
[04657.54-04658.62] 咱們就要強一強
[04658.62-04659.54] 我們所說的
[04659.54-04660.74] 老動力
[04660.74-04662.18] 強強資金等等
[04662.18-04663.34] 這是競爭
[04663.34-04663.94] 我們說了
[04663.94-04665.10] 為什麼會產意競爭
[04665.10-04666.18] 為什麼要和你強
[04666.18-04667.10] 就是因為我想比你
[04667.10-04668.38] 轉更多的錢
[04668.38-04671.18] 那这里面就能记住产生的直接原因
[04673.02-04674.86] 两个字就叫做主力
[04674.86-04675.94] 那第二个我们说了
[04675.94-04676.90] 正是为竞争
[04676.90-04678.82] 我们就会觉得这个东西格外人贵
[04678.82-04679.26] 对吧
[04679.26-04682.98] 那这个时候大家都会参与到市场要素的竞争当中
[04682.98-04685.54] 那整个市场要素就会原本不断的
[04685.54-04686.82] 去进行流动
[04686.82-04688.18] 那所以我们才说了
[04688.18-04689.70] 竞争机日他是什么
[04689.70-04691.98] 他是一个内在调解机制
[04691.98-04694.18] 而竞争机日和价格机制
[04694.18-04697.26] 一个是确定了市场当中的价格月刑
[04697.26-04700.34] 他是一个核心另外一个初进了市场当中的
[04700.34-04702.74] 我们所说的资源的不断流动
[04702.74-04703.66] 所以我们说了
[04703.66-04706.74] 价格机制和竞争机制是最重要最基本的
[04706.74-04707.74] 两个机制
[04707.74-04708.98] 这是竞争机制
[04708.98-04711.22] 除了竞争机制之外就是风险机制
[04711.22-04712.42] 风险机制我们说了
[04712.42-04715.22] 就是不把机带放在同一个蓝字里
[04715.22-04717.06] 你要去开闭其他的赛道
[04717.06-04719.46] 你就要把人财务投入到其他赛道当中
[04719.46-04720.82] 那你投入人财务
[04720.82-04723.22] 其实就是在初进最连的流动
[04723.22-04726.38] 而然风险机制当中最重要的就是企业破产
[04726.38-04728.68] 這是市場機制
[04728.68-04731.50] 市場機制促進市場經濟的運行
[04731.50-04734.94] 市場經濟的運行要遵循一些基本規律
[04734.94-04736.46] 規律以後有幾個
[04736.46-04737.42] 大家知道三個
[04737.42-04738.92] 規律當中最基本的
[04739.44-04741.22] 是價值規律
[04741.22-04742.70] 這是基本規律
[04742.70-04743.92] 有了基本規律之後
[04743.92-04744.82] 我們就要來看一下
[04744.82-04745.98] 市場經濟
[04745.98-04748.66] 它作為一種獨特的經濟運行模式
[04748.66-04749.74] 它有什麼特點
[04749.74-04752.18] 特徵特徵一個有五個
[04752.18-04754.10] 但是我們做了重點長度的有兩個
[04754.10-04755.90] 第一個參與主題的評論
[04755.90-04758.42] 第二把经济行为的法制性
[04758.42-04759.70] 所以我们对我出来一个结论
[04759.70-04763.94] 就市场经济也是法制经济或者是法制经济
[04763.94-04769.22] 这个就是我们所说的关于经济市场理论当中的
[04769.22-04771.30] 前两个点大家要注意一下
