[00:00:00] 好,那我们就沿着这样一条主线来主意来看一下这些具体的事件。
[00:59:59] 那正式形成之后我们就可以,
[01:00:01] 你看联合国民党去看展国民大革命,
[01:00:04] 去进行相当的北伐啊,
[01:00:06] 所以这是我们所说的国民革命,
[01:00:08] 那有了我们所说的这样的一个帮手,
[01:00:11] 那其实接下来就可以再进行下一步的
[01:00:13] 我们所说的北伐战争了,
[01:00:15] 那只不过在北伐之前呢,
[01:00:17] 我们在这里面还召开了一次,
[01:00:19] 就是我党内部召开了一次会议啊,
[01:00:21] 就是在1925年的时候召开了中共四大,
[01:00:24] 中共四大在上海召开,
[01:00:25] 讨论什么问题呢,
[01:00:26] 是公农革命同盟问题啊,
[01:00:29] 所以在这里面他提到了,
[01:00:30] 就是四大领导公农忙嘛,
[01:00:32] 所以在这里面就强调了领导权和
[01:00:35] 公农同盟军的问题啊,
[01:00:37] 所以在这里面这是中共四大啊,
[01:00:39] 那中共四大召开完了之后,
[01:00:41] 紧接着在次年,
[01:00:42] 我们就发动了北伐战争,
[01:00:43] 那北伐战争的大家注意一下,
[01:00:45] 北伐主要打三大军阀,
[01:00:47] 这三大军阀分别是谁呢,
[01:00:49] 我们在书上简单的标注一下就行了,
[01:00:51] 这三大军阀呢,
[01:00:52] 分别是吴佩服,孙传芳和张作霖,
[01:00:55] 那这个就是我们要打这三大军阀,
[01:00:57] 其实他们都是袁四凯死后,
[01:01:00] 所产生的这样的军阀,
[01:01:02] 当时呢,大家知道吴佩服,
[01:01:04] 他其实是直系军阀,
[01:01:08] 而我们所说的这个,
[01:01:10] 直系军阀当中的这个吴佩服呢,
[01:01:12] 他当时呢,
[01:01:13] 主要是主管的是江西,
[01:01:15] 然后还有江苏,还有湖北这样的一些地方啊,
[01:01:18] 后来的时候呢,
[01:01:19] 这个吴佩服去世之后呢,
[01:01:21] 就有了这个孙传芳啊,
[01:01:22] 他是直系军阀,
[01:01:23] 那当时的军阀除了直系之外呢,
[01:01:25] 还有谁呢,
[01:01:26] 直系主要是吴佩服、孙传芳,
[01:01:28] 那当时呢,还有我们所说的这个婉系,
[01:01:30] 婉系军阀主要是谁,
[01:01:32] 婉系军阀就当时的段琪瑞政府,
[01:01:34] 那大家其实也听过啊,
[01:01:36] 什么叫做军阀混战呢,
[01:01:38] 就大家都想当老大,
[01:01:39] 叫军阀混战,
[01:01:40] 而段琪瑞政府呢,
[01:01:42] 他当时主要控制的地方,
[01:01:44] 是安徽山东浙江福建,
[01:01:46] 等等这些地方啊,
[01:01:47] 所以这是段琪瑞,
[01:01:48] 那当时还有一个,
[01:01:49] 就是奉系军阀,
[01:01:51] 奉系,大家知道奉天吧,
[01:01:53] 奉天不是在瀋谣嘛,对吧,
[01:01:54] 所以在这里面,
[01:01:55] 奉系军阀就是谁呢,
[01:01:56] 张作林,
[01:01:57] 主要就是东北那咖的的,
[01:01:59] 所以在这种情况之下,
[01:02:00] 军阀混战,
[01:02:01] 那当时的这三大军阀干嘛,
[01:02:03] 都想互相干掉对方,
[01:02:04] 成为老大,
[01:02:05] 于是就出现了军阀,
[01:02:06] 内部的黑痴灰,
[01:02:08] 1920年的时候呢,
[01:02:09] 直系军阀啊,
[01:02:10] 打掉了我们所说的这个,
[01:02:13] 晚系军阀,
[01:02:14] 所以晚系呢,
[01:02:15] 当时在1920年之后呢,
[01:02:16] 就推出了舞台,
[01:02:18] 那这个时候晚系没有了,
[01:02:19] 那就变成谁和谁之间的战争呢,
[01:02:21] 那就变成了,
[01:02:22] 直系和奉系之间的,
[01:02:23] 军阀混战,
[01:02:24] 也就是直奉大作战,
[01:02:26] 当时二年的时候,
[01:02:27] 打过一次,
[01:02:28] 当时呢,
[01:02:29] 张作林没有打过,
[01:02:30] 我们所说的,
[01:02:31] 不佩服他们,
[01:02:32] 奉系军阀战败,
[01:02:33] 二四年的时候,
[01:02:34] 又卷土重来啊,
[01:02:35] 当时张作林,
[01:02:36] 就又开始去打直系啊,
[01:02:37] 当时呢,
[01:02:38] 就是冯翔岛阁,
[01:02:39] 奉系呢,
[01:02:40] 就控制了整个北京,
[01:02:41] 当时整个局面,
[01:02:42] 就是非常的混乱,
[01:02:43] 所以我们才说了,
[01:02:44] 要干嘛呢,
[01:02:45] 要打倒军阀,
[01:02:46] 除内乱,
[01:02:47] 本来呢,
[01:02:48] 我们就要是,
[01:02:49] 团结一切力量,
[01:02:50] 要移植对外呢,
[01:02:51] 现在军阀混战,
[01:02:52] 老百姓热,
[01:02:53] 过得也不好,
[01:02:54] 所以在1926年的时候,
[01:02:55] 就决定,
[01:02:56] 出师北伐,
[01:02:57] 去讨伐他们,
[01:02:58] 讨伐,
[01:02:59] 吴佩服孙传芳,
[01:03:00] 张作林啊,
[01:03:01] 当时整个,
[01:03:02] 我们所说的,
[01:03:03] 他们这三大军阀,
[01:03:05] 人数是不是挺多的,
[01:03:06] 而当时的北伐军,
[01:03:07] 多少呢,
[01:03:08] 当时的北伐军,
[01:03:09] 十万人,
[01:03:11] 十万人呢,
[01:03:12] 兵分三路,
[01:03:13] 去讨伐他们,
[01:03:14] 虽然兵分三路啊,
[01:03:15] 但是战力,
[01:03:16] 非常非常的惊人,
[01:03:17] 当时在北伐军,
[01:03:18] 作战的时候啊,
[01:03:19] 先攻下了哪儿呢,
[01:03:20] 先攻下了湖南,
[01:03:21] 打完湖南之后,
[01:03:22] 一路打到湖北,
[01:03:23] 打到湖北之后,
[01:03:24] 就联克,
[01:03:25] 听四条,
[01:03:26] 贺圣条,
[01:03:27] 那当时,
[01:03:28] 我们所说的,
[01:03:29] 听四条战役,
[01:03:30] 贺圣条战役,
[01:03:31] 对吧,
[01:03:32] 那就是我们所说的,
[01:03:33] 在北伐战场当中,
[01:03:34] 那这是我们所说的,
[01:03:35] 整个在打仗的过程当中,
[01:03:37] 非常猛啊,
[01:03:38] 所以就一直在打,
[01:03:39] 打到之后呢,
[01:03:40] 就把后面,
[01:03:41] 就跑到江西,
[01:03:42] 把孙传芳,
[01:03:43] 我们所说的就,
[01:03:44] 剿灭了,
[01:03:45] 吴佩服的这个主力呢,
[01:03:46] 也最后被剿灭了,
[01:03:48] 最后吴佩服跑到哪儿去呢,
[01:03:49] 跑到了四川去啊,
[01:03:50] 吴佩服这个人,
[01:03:51] 比较有意思啊,
[01:03:52] 他也算是一个,
[01:03:53] 比较有风骨的人啊,
[01:03:54] 就是被打跑了之后,
[01:03:55] 跑到了四川,
[01:03:56] 在晚年的时候,
[01:03:57] 就是在吴佩服晚年的时候呢,
[01:03:58] 当时日本小扶植,
[01:04:00] 我们所说的这个,
[01:04:01] 傀儡政权,
[01:04:02] 当时就想拉拢谁呢,
[01:04:03] 当时就想拉拢这个,
[01:04:04] 吴佩服,
[01:04:05] 但是想要拉拢吴佩服呢,
[01:04:06] 吴佩服这个人呢,
[01:04:07] 虽然是军法,
[01:04:09] 但是他也,
[01:04:10] 特别瞧不上日本人,
[01:04:11] 当时日本人说,
[01:04:12] 怎么拉拢他呢,
[01:04:13] 就说吴佩服,
[01:04:14] 不是那个时候,
[01:04:15] 日子过得有点苦,
[01:04:16] 给吴佩服送钱,
[01:04:17] 第一天呢,
[01:04:18] 给吴佩服送了,
[01:04:19] 多少呢,
[01:04:20] 送了五万银元,
[01:04:21] 吴佩服一看,
[01:04:22] 五天都给送钱了,
[01:04:23] 正好也缺钱,
[01:04:24] 照单全收,
[01:04:25] 把那个当时的,
[01:04:26] 日本的那个,
[01:04:27] 大佐,
[01:04:28] 赢进来,
[01:04:29] 喀喀跟人聊天,
[01:04:30] 聊的就是,
[01:04:31] 风声水起的,
[01:04:32] 就开始咱们吹,
[01:04:33] 吹到什么程度,
[01:04:34] 有一念周,
[01:04:35] 给你把天上飞机打开来,
[01:04:36] 然后呢,
[01:04:37] 聊完之后呢,
[01:04:38] 当时那个大佐都梦圈了,
[01:04:39] 还没有谈此番来的目的,
[01:04:40] 吴佩服说送客,
[01:04:41] 那当时大佐回去之后,
[01:04:43] 就在想,
[01:04:44] 为什么,
[01:04:45] 问题还没说,
[01:04:46] 就给我送客了呢,对吧,
[01:04:47] 觉得说,
[01:04:48] 是我五万块钱给少了,
[01:04:49] 第二天又拉着钱,
[01:04:50] 就来了,
[01:04:51] 又是我们所说的,
[01:04:52] 拉了五万银元过来,
[01:04:53] 这已经十万了,对吧,
[01:04:54] 拉了之后呢,
[01:04:55] 当时,
[01:04:56] 哎呀,
[01:04:57] 吴佩服非常开心,
[01:04:58] 进来聊天,
[01:04:59] 来来来,
[01:05:00] 为你聊一下,
[01:05:01] 哎呀,
[01:05:02] 我当时想当年,
[01:05:03] 我多猛,对吧,
[01:05:04] 我当军阀的时候,
[01:05:05] 统领多少万人,
[01:05:06] 然后我和你们日本的天皇,
[01:05:07] 然后,
[01:05:08] 我还是他二大爷,
[01:05:09] 还是怎么样,
[01:05:10] 就是跟人聊,
[01:05:11] 聊完了之后,
[01:05:12] 聊到后面,
[01:05:13] 也是给人家一通吹噓,
[01:05:14] 日本就觉得说,
[01:05:15] 想要拉拢他,
[01:05:16] 可能这是要看,
[01:05:17] 日本的诚意,
[01:05:18] 所以第三天,
[01:05:19] 又拉着钱过来了,
[01:05:20] 又拉着钱过来之后,
[01:05:21] 吴佩服陪人家喝酒吃饭,
[01:05:22] 吃完饭之后呢,
[01:05:23] 又给人送走了,
[01:05:24] 当时日本人,
[01:05:25] 就摸不着头脑,
[01:05:26] 说已经送了三次钱,
[01:05:27] 他说同意还是不同意,
[01:05:28] 第四天的时候,
[01:05:29] 这个日本啊,
[01:05:30] 他就想要,
[01:05:31] 派人去看一下,
[01:05:32] 这个吴佩服的,
[01:05:33] 他的这个,
[01:05:34] 就是具体,
[01:05:35] 他的这个想法是怎么样的,
[01:05:36] 结果第四天,
[01:05:37] 吴佩服怎么样的,
[01:05:38] 闭门卸客不见,
[01:05:39] 堂堂的以前的一代军法,
[01:05:40] 陪你吃喝玩三天,
[01:05:41] 差不多得了,对吧,
[01:05:43] 你别蹬鼻子上脸了,
[01:05:44] 所以就没拉拢他来,
[01:05:45] 所以就被吴佩服这个人呢,
[01:05:47] 也是比较有意思的,
[01:05:48] 到了万年,
[01:05:49] 这是我们所说的,
[01:05:50] 在整个北伐战争当中啊,
[01:05:51] 这是从湖南打到湖北,
[01:05:53] 然后呢,
[01:05:54] 最后到了江西,
[01:05:55] 把孙胜芳剿灭了,对吧,
[01:05:56] 那吴佩服孙胜芳
[01:05:57] 都被打完了,
[01:05:58] 那最后就剩一个张作丽,
[01:06:00] 那其实,
[01:06:01] 北伐是有可能成功的,
[01:06:02] 但恰恰是在这个时候,
[01:06:09] 发动了反革命的政变,
[01:06:10] 所以同学们来看一下,
[01:06:11] 在整个北伐战争当中啊,
[01:06:13] 在北伐快要胜利的时候呢,
[01:06:15] 蒋介石和汪精卫分别发动了,
[01:06:17] 塞尔和乔五反革命政变,
[01:06:19] 塞尔反革命政变是谁发动的呢,
[01:06:21] 是蒋介石发动的,
[01:06:23] 乔五反革命政变是谁呢,
[01:06:24] 是汪精卫发动的,
[01:06:26] 当时发动这个政变的时候呢,
[01:06:28] 是因为这个蒋介石啊,
[01:06:29] 他把这个国民政府,
[01:06:31] 有一部分分裂出来了,
[01:06:32] 签到哪儿了,
[01:06:33] 签到的南京,
[01:06:34] 所以当时呢,
[01:06:35] 就我们所说的这个南京国民政府,
[01:06:38] 而当时乔五反革命政变,
[01:06:39] 主要是谁呢,
[01:06:40] 就是汪精卫,
[01:06:41] 汪精卫和蒋介石啊,
[01:06:42] 其实互相看不上的,
[01:06:43] 就是他俩互相不对付,
[01:06:45] 汪精卫呢,
[01:06:46] 当时是国民党当中的
[01:06:47] 元老级的人物,
[01:06:48] 二十多岁的时候干嘛去呢,
[01:06:49] 二十多岁的时候,
[01:06:50] 北上独身一人,
[01:06:51] 刺杀当时的这个,
[01:06:53] 北京就是清朝政府的社政王,
[01:06:56] 埋雷要给人炸死,
[01:06:57] 结果没炸死,
[01:06:58] 没炸死之后呢,
[01:06:59] 失败了,
[01:07:00] 但是一下子就名声就出来了,
[01:07:02] 大家都知道有这么一个反政府,
[01:07:04] 就反清政府的这么一个人,
[01:07:06] 那这个就是我们所说的汪精卫,
[01:07:08] 而蒋介石是什么呢,
[01:07:09] 蒋介石对于汪精卫来说,
[01:07:10] 感觉像个后生,
[01:07:11] 而且他是一个疏生的感觉啊,
[01:07:13] 所以贼看不上他,
[01:07:14] 所以在这种情况之下呢,
[01:07:16] 他们两个互相不对付,
[01:07:17] 于是国民政府就分裂出来了两个,
[01:07:19] 分裂出来两个之后呢,
[01:07:20] 当时蒋介石大肆捕杀中国共产党,
[01:07:23] 所以发动了四二反革命政变,
[01:07:25] 而我党当时想的是什么呢,
[01:07:26] 说那竟然蒋介石和汪精卫互相不对付,
[01:07:29] 可能可不可以利用他俩之间的不合,
[01:07:31] 让国民党出现内斗呢,
[01:07:33] 于是我们就想要去找一找汪精卫,
[01:07:35] 去谈这个事儿,
[01:07:36] 结果还没有走到汪精卫家门口的时候,
[01:07:39] 发动了敲误反革命政变,
[01:07:41] 整个白色恐怖,
[01:07:42] 所以在这种情况之下,
[01:07:44] 四二敲误反革命政变就预示着什么呢,
[01:07:46] 就预示着国民党和中国共产党的合作,
[01:07:49] 结束了,
[01:07:50] 所以在这里面就提到了一个点,
[01:07:52] 叫什么呢,
[01:07:53] 叫第一次国共合作正式破裂,
[01:07:56] 也就是第一次国共合作失败,
[01:07:58] 那北伐战争也就怎么样,
[01:08:00] 也就到此就结束了,
[01:08:02] 所以在这里面就有了我们所说的,
[01:08:05] 四一二还有我们所说的敲误反革命政变,
[01:08:08] 但是在这里面大家要注意一下,
[01:08:10] 这里面四二和敲误反革命政变,
[01:08:12] 虽然都预示着,
[01:08:13] 就两个放在一块预示着,
[01:08:15] 第一次国共合作全面失败,
[01:08:17] 但是他们两个各自之间呢,
[01:08:19] 还有一些稍微的不同,
[01:08:21] 同样标注一下,
[01:08:22] 这个四二反革命政变呢,
[01:08:24] 它仅是当时以蒋介石为首的这个国民党,
[01:08:26] 是不是在上海发动了我们所说的对于,
[01:08:30] 中国共产党的这种武装政变,
[01:08:32] 大肆屠杀中国共产党员,
[01:08:34] 它其实当时在四二反革命政变的时候,
[01:08:36] 其实不单单是屠杀共产党员,
[01:08:38] 它也是屠杀什么,
[01:08:39] 国民党左派,
[01:08:40] 也就是汪静卫这一伙人,
[01:08:42] 所以这个时候呢,
[01:08:43] 四二反革命政变只是让这个国共合作,
[01:08:45] 遭到了严重的摧残啊,
[01:08:47] 所以它是,
[01:08:48] 什么呢,在旁边写上,
[01:08:50] 它其实是大革命的部分失败,
[01:08:52] 就是只有一半嘛,
[01:08:55] 它是大革命的,
[01:08:56] 标志着大革命的部分失败,
[01:09:00] 是国民革命从胜利走向失败的转折,
[01:09:11] 而是从胜利走向失败的这样的一个转折点,
[01:09:14] 那这是我们所说的四一二反革命政变,
[01:09:17] 而七一五反革命政变呢,
[01:09:19] 其实才是什么,
[01:09:20] 才是国共合作的最后破裂,
[01:09:22] 在这里面就写四个字,
[01:09:23] 就是最后破裂就可以了。
[01:09:28] 所以它有的时候,
[01:09:29] 会在这两个事件当中呢,
[01:09:30] 考得比较细,
[01:09:31] 那大家也就要知道是怎么回事儿啊,
[01:09:33] 那这是我们所说的这个,
[01:09:35] 北伐战争啊,
[01:09:36] 北伐战争,
[01:09:37] 好,那这是北伐最终以失败告终啊,
[01:09:39] 那北伐战争到了后期的时候,
[01:09:41] 还有一个事件就是改旗意志,
[01:09:43] 这个改旗意志,
[01:09:44] 大家知道和张学联有关就可以了,
[01:09:45] 在这不作为一个重点掌握了,
[01:09:47] 那这是我们所说的国民大革命时期啊,
[01:09:50] 那我们就把这一个时期的内容,
[01:09:52] 给大家去梳理完成了,
[01:09:53] 那梳理完成之后呢,
[01:09:54] 咱们来做一个简单的,
[01:09:56] 我们所说的这样一个思路的回顾啊,
[01:09:58] 我们说了,
[01:09:59] 西民主主义革命的开端是在五四运动,
[01:10:01] 因为五四运动工人阶级登上历史舞台,
[01:10:04] 而五四运动为中国共产党的成立,
[01:10:06] 做了,
[01:10:07] 我们所说的什么,
[01:10:08] 做了思想和干部上的准备,
[01:10:10] 所以在五四运动之后,
[01:10:12] 有了工人阶级,
[01:10:13] 我们就开始筹备建政党,
[01:10:15] 陈都秀李大昭先生,
[01:10:16] 南辰北里相约建党,
[01:10:18] 于是在1921年,
[01:10:19] 召开中共一大,
[01:10:21] 成立了中国共产党,
[01:10:22] 并且在中共一大当中,
[01:10:24] 通过了中国共产党,
[01:10:26] 岗领,
[01:10:27] 是个岗领性文件,对吧,
[01:10:28] 所以在一大的时候,
[01:10:29] 叫一大立党,
[01:10:30] 我们知道有了党,
[01:10:31] 但是这个党要干什么,
[01:10:32] 这个党要干什么,
[01:10:33] 是在什么时候定下来的,
[01:10:35] 是在中共二大,
[01:10:36] 所以中共二大的时候,
[01:10:38] 我们说了二大干嘛呢,
[01:10:39] 二大立岗,
[01:10:40] 所以在中共二大的时候,
[01:10:42] 我们就制定了,
[01:10:43] 民主革命岗领,
[01:10:44] 最高岗领,
[01:10:45] 最低岗领,
[01:10:46] 就是中国革命的,
[01:10:47] 两步走,
[01:10:48] 三步走,对吧,
[01:10:49] 中国革命的三步走,
[01:10:50] 是哪三步,
[01:10:51] 第一个,
[01:10:52] 中国内,
[01:10:53] 自己太乱了,
[01:10:54] 第一个,
[01:10:55] 打倒军阀,
[01:10:56] 处内乱,对吧,
[01:10:57] 那第二个,
[01:10:58] 谁欺负我们把身杆跑,
[01:10:59] 赶走,
[01:11:00] 帝国主义,
[01:11:01] 第三一个,
[01:11:02] 建立民主共和国,
[01:11:03] 这是二大,
[01:11:04] 叫二大立岗,
[01:11:05] 二大除了,
[01:11:06] 告诉我们,
[01:11:07] 要干什么之外,
[01:11:08] 还通过了一个党章,对吧,
[01:11:09] 那我们说了,
[01:11:10] 二大立岗,
[01:11:11] 明确了干什么,
[01:11:12] 打倒军阀,
[01:11:13] 处内乱,
[01:11:14] 就难住了我们,
[01:11:15] 所以我们说了,
[01:11:16] 那要打倒军阀,
[01:11:17] 处内乱,
[01:11:18] 就要联合,
[01:11:19] 可以联合的力量,
[01:11:20] 联合谁,
[01:11:21] 联合国民党,
[01:11:22] 所以在中共三大的时候,
[01:11:23] 讨论,
[01:11:24] 要以个人身份,
[01:11:25] 加入国民党,
[01:11:26] 实现国共合作,
[01:11:27] 那是我们的想法,
[01:11:28] 人家带不带着我们玩,
[01:11:29] 那要看看人家,
[01:11:30] 所以1924年,
[01:11:31] 就有了我们所说的什么,
[01:11:32] 国民党一大,
[01:11:33] 国民党一大,
[01:11:34] 最后,
[01:11:35] 说那行吧,
[01:11:36] 咱们一起搞合作吧,
[01:11:37] 所以国民党一大,
[01:11:38] 标志着国共合作,
[01:11:39] 正式形成,
[01:11:40] 所以国共合作干嘛呢,
[01:11:42] 去搞国民革命啊,
[01:11:43] 国民革命就是,
[01:11:44] 打倒军阀,
[01:11:45] 处内乱,
[01:11:46] 所以1924年到1927年,
[01:11:48] 是国民革命时期,
[01:11:50] 而在1924年,
[01:11:51] 召开国民党一大之后,
[01:11:53] 标志着国共,
[01:11:54] 第一次合作,
[01:11:55] 正式形成,
[01:11:56] 1926年初十被罚,
[01:11:58] 打吴佩服,
[01:11:59] 孙传放和张作林,
[01:12:00] 吴佩服和孙传放的主力,
[01:12:02] 被打掉之后,
[01:12:03] 还剩下张作林一个,
[01:12:04] 结果这时候发动了什么,
[01:12:07] 在415反革命政变,
[01:12:08] 在415反革命政变这个里面,
[01:12:10] 于是就有了我们所说的什么,
[01:12:12] 国共合作的破裂,
[01:12:14] 大家要知道,
[01:12:15] 412是部分失败,
[01:12:16] 那715是我们所说的什么,
[01:12:18] 715它其实就是我们所说的,
[01:12:20] 最后破裂,
[01:12:22] 那这两个事情,
[01:12:23] 加在一块儿就说白了,
[01:12:24] 是什么,全面破裂了,
[01:12:25] 是全面破裂了,
[01:12:26] 那这个呢,
[01:12:27] 就是我们所说的叫做,
[01:12:28] 国民革命时期,
[01:12:30] 叫国民革命时期,
[01:12:31] 好,那这个时期,
[01:12:33] 先到这儿就结束了,
