[00000.00-00002.00] 大家好 我是杰瑞
[00002.00-00004.00] 这奖批战次应合的考试知识
[03807.12-03808.88] 这里面还要有一个自然
[03808.88-03811.96] 那人對自然進行改造 你怎麼改造啊
[03811.96-03814.68] 你坐在那小你就能給他改造啦
[03814.68-03815.72] 他只能不行的
[03815.72-03819.24] 你要改造自然一定要借助一定的方式 對吧
[03819.24-03822.36] 所以人類改造自然就一定要有一定的方式
[03822.36-03825.96] 所以從這裡面就能夠拆分出來生產力
[03825.96-03828.68] 想要構成他 他就需要好幾個方面的內容
[03828.68-03830.00] 首先第一個 內容人
[03830.00-03831.96] 第二 內容自然第三個
[03831.96-03835.28] 但有一個東西能夠把人可能自然連接在一塊
[03835.28-03841.84] 而这三个内容它其实就是生产力的三个方面的实体性要素
[03841.84-03843.64] 所以咱们来看一下在这里
[03843.64-03846.92] 这生产力它的要素的一宫包含两种形式
[03846.92-03849.24] 一种叫做实体性要素
[03849.24-03850.88] 什么叫实体性要素呢
[03850.88-03852.80] 看能见摩的招的
[03852.80-03855.44] 一种叫做非实体性要素
[03855.44-03858.24] 非实体性要素就是看不见摩不着
[03858.24-03862.04] 但是它确实有用按照这种叫非实体性要素
[03862.04-03868.18] 通常需要掌握的是在这里去分实体型要素和非实体要素的那些
[03868.18-03870.12] 首先来看一下实体的要素吧
[03870.12-03871.00] 咱们说了
[03871.00-03873.82] 叫人从自然当中或举务的能力
[03873.82-03875.24] 所以首先带有人
[03875.24-03877.66] 其次带有自然在有一个
[03877.66-03879.90] 还有一个东西能把人和自然怎么样
[03879.90-03881.74] 连接起来对不对
[03881.74-03884.90] 这个就是我们所说的刚才那个方式
[03884.90-03888.14] 这个其实从含意当中拆解出来的
[03888.14-03889.94] 它的一个内容
[03889.94-03890.20] 对吧
[03890.20-03891.64] 它的一个实体应要素的构成
[03891.64-03893.64] 那么说的话,过于直摆了
[03893.64-03895.84] 对吧,咱们需要一些专业化的一些数据
[03895.84-03897.04] 把它在包装一下
[03897.04-03898.84] 10点要速当中水分在我人
[03898.84-03900.24] 我们把这个人称为啥呢
[03900.24-03902.64] 这个人称之为叫做,劳动者
[03904.24-03906.04] 所以数上给到第一个叫劳动者
[03906.04-03908.04] 对吧,人利用自然改造自然
[03908.04-03911.64] 你改造的自然被称之为叫做,劳动对象
[03912.84-03915.24] 你要改造自然总为是有一个改造的对象
[03915.24-03919.04] 对吧,那这里面能够连接人和自然的这种方式
[03919.04-03921.44] 就称之为叫做劳动自量
[03921.64-03926.46] 所以劳动资料他其实是物质生产的一些条件的总合
[03926.46-03928.76] 所以在这里就叫做劳动资料
[03928.76-03931.00] 所以在这里面大家一定要注意一下
[03931.00-03933.00] 我们所说的第一点就出来了
[03933.00-03934.56] 大家要明确在这
[03934.56-03938.28] 要知道10点要素包括三个方面的
[03938.28-03939.00] 内容
[03939.00-03940.44] 包括三个方面的内容
[03940.44-03941.80] 那么来看一下
[03941.80-03944.04] 假设现在我是一个農民
[03944.04-03944.88] 我要干嘛呢
[03944.88-03945.84] 我要重地
[03945.84-03947.28] 農民重地
[03947.28-03949.04] 它其实就是一个生产的过程
[03949.04-03953.24] 人農民重地重拳多少量是其实就是它生产力的一个体现
[03953.24-03956.16] 農民重地当中的農民就是老动者
[03956.16-03958.32] 他中的这个地就是被改造的对象
[03958.32-03960.16] 那他怎么去中这个地呀
[03960.16-03961.72] 我用手跑坑
[03961.72-03964.12] 然后用手坑坑之后把种子弄在里面
[03964.12-03966.04] 然后多个两角他说长出来了
[03966.04-03966.92] 其实不是的
[03966.92-03968.76] 我们想要把这个地重好
[03968.76-03971.16] 这个过程当中就一定要运动到什么
[03971.16-03973.88] 就一定要运动到生产工具
[03975.40-03979.00] 所以在老动资料当中有一个非常照的内容就叫做
[03979.00-03980.54] 生产工具
[03980.54-03982.20] 生产工具越先进
[03982.20-03983.16] 那就意味着
[03983.16-03985.14] 生产力水平就会越高
[03985.14-03986.68] 你比如说像原始社会
[03986.68-03988.74] 原始社会那真的是靠天吃饭
[03988.74-03990.40] 那就用造了成大说的话说
[03990.40-03991.80] 网友坑买点土实
[03991.80-03993.08] 1235对吧
[03993.08-03995.38] 你这有手你能长快多少
[03995.38-03996.92] 你没法说
[03996.92-03997.18] 对吧
[03997.18-03998.72] 所以那有时候生产力水平很低
[03998.72-04000.24] 为什么生产力水平低
[04000.24-04002.56] 因为那有时候就做斗根火中
[04002.56-04004.86] 他那有时候根帝的根据都不好用
[04004.86-04006.14] 你就拿个木头
[04006.14-04008.44] 然后绑个你谋制的一块石头
[04008.44-04011.20] 然后拿东西去离地
[04011.20-04011.60] 对吧
[04011.60-04014.00] 我们所说的股肆或者是累肆嘛
[04014.00-04015.36] 就用这个东西跑开了
[04015.36-04016.56] 用这种东西重地
[04016.56-04018.32] 那你一天能跑多少地呢
[04018.32-04018.64] 对吧
[04018.64-04021.68] 所以那个时候你发现生产工具和落后
[04021.68-04024.12] 所以它生产效率低下
[04024.12-04025.28] 上一效率低下
[04025.28-04027.40] 那它长出来的东西就少了
[04027.40-04029.80] 所以在这里面我发现生产工具
[04029.80-04031.44] 当它是累肆的时候
[04031.44-04033.40] 那它的生产效率就会变低
[04033.40-04034.76] 但你今天不一样了
[04034.76-04036.52] 你今天你搞计划大生产
[04036.52-04037.56] 那你这好加火
[04037.56-04039.80] 那个脱拉机往那个地理一走
[04039.80-04042.00] 你稍微我可能把你家所有的地都翻完了
[04042.00-04042.60] 对吧
[04042.60-04045.36] 那你看生产工具先进生产效率就高
[04045.36-04048.08] 那同样的时间的那你长出来的东西
[04048.08-04049.28] 你创造的
[04049.28-04051.08] 我们所说的这些东西
[04051.08-04051.92] 他就会怎么样
[04051.92-04052.92] 他就会多
[04052.92-04055.04] 所以在这里我们就得出来一个结论
[04055.04-04057.04] 就生产工具越先进
[04057.04-04059.56] 他的生产效率就会越高
[04059.56-04061.64] 他的生产力水平就会越高
[04061.64-04063.04] 所以在这里就会越换
[04063.04-04067.08] 叫生產工具是紅梁生產歷水平的
[04068.08-04072.24] 生產歷水平的主要標誌
[04074.64-04078.84] 這做生產工具是紅梁生產歷水平的主要標誌
[04078.84-04080.88] 所以你就知道生產工具用來紅梁什麼
[04080.88-04082.88] 用來紅梁生產歷
[04082.88-04083.96] 用來紅梁生產歷
[04083.96-04087.36] 這個點是一個非常重要的細節點
[04087.36-04090.04] 大家要注意一下這個一定要注意
[04090.04-04092.44] 這是我們所說的生產工具
[04092.44-04096.16] 但生產工具有說家裡的粗透稿頭等等這些東西
[04096.16-04097.08] 同學想一下
[04097.08-04100.48] 如果我現在把生產工具家裡的粗透稿頭
[04100.48-04101.08] 本來就以下
[04101.08-04102.08] 我就給他
[04102.08-04103.52] 讓他那個田田地頭上
[04103.52-04106.32] 然後我把土地也放在那兒
[04106.32-04108.24] 把種子和化肥也放在那兒
[04108.24-04111.28] 你想一下這個粗透能自己跑開去
[04111.28-04112.32] 種這個東西
[04112.32-04114.40] 然後化肥自己是不是跑到地裡
[04114.40-04115.68] 就撒了滿地都是
[04115.68-04116.60] 其實不是的
[04116.60-04118.16] 單純的有生產工具
[04118.16-04120.76] 單純的有土地也有勞弄對象
[04120.76-04122.56] 他其实没有办法会作用
[04122.56-04124.96] 想让生产力发挥出来
[04124.96-04126.76] 这里面的厨头稿后一号
[04126.76-04129.48] 这里面我们所说的土地总之以后
[04129.48-04133.36] 必须要为人所使用才能创造出来生产力吧
[04133.36-04134.52] 所以我们才说了
[04134.52-04136.20] 在整个生产过程当中
[04136.20-04137.24] 劳动者
[04137.24-04141.36] 他其实是一个怎么样最火月的要素
[04142.76-04144.36] 是最火月的要素
[04144.36-04145.56] 他起到什么作用
[04145.56-04147.56] 他起到了是主导作用
[04147.56-04148.40] 没有人的话
[04148.40-04150.20] 这里的生产工具你再先进
[04150.20-04151.78] 这里面的牢动对象
[04151.78-04153.02] 你拥有的再多
[04153.02-04155.06] 那它其实也创造不出来东西
[04155.06-04156.36] 所以在这里我们才说了
[04156.36-04158.14] 人才是最活躍的因素
[04158.14-04159.42] 这个就叫做
[04160.44-04161.46] 实体性要素
[04161.46-04162.74] 所以实体性要素的考点
[04162.74-04163.26] 规达总结
[04163.26-04164.02] 三个方面
[04164.02-04165.76] 第一个要知道实体性要素包困
[04165.76-04166.58] 一些内容
[04166.84-04167.74] 知道牢动者
[04167.74-04169.14] 牢动资料和牢动对象
[04169.14-04171.06] 第二个在实体要素当中
[04171.06-04172.74] 橫量生产率水平的事
[04172.98-04174.02] 生产工具
[04174.02-04175.42] 因为生产工具越先进
[04175.42-04176.58] 上了水平越高
[04176.58-04179.38] 其中最活躍的因素能够起到主要作用的
[04179.38-04182.42] 没卡住不行,没有他生产力度发出出来了
[04182.42-04183.72] 这个就是里面的
[04183.72-04185.40] 人就是里面的人
[04185.40-04189.88] 那一共是这三个考察店,大家注意一下,这叫做实体的药速
[04189.88-04192.76] 我们看能见摩的招能够感知的道德
[04192.76-04196.28] 但是在整个生产当中,还有一些看不见摩不着
[04196.28-04200.36] 但是能够起到非常大众的,正叫做飞翅体性药速
[04200.36-04204.28] 飞翅体的药速最重要的是我们所说的科学技术
[04204.28-04207.80] 所以科学技术身上有一些细节的考虑,大家注意一下
[04207.80-04210.08] 神帝哥,科学技术越先进
[04210.08-04212.06] 那就意味着你的生产水平怎么样
[04212.06-04212.98] 越高嘛
[04212.98-04214.92] 所以我们现在才说了科技革命
[04214.92-04216.18] 走在前一样的国家
[04216.18-04218.00] 它就能够引力有世界几万年
[04218.00-04219.40] 到平同志当年也说了
[04219.40-04221.12] 说科技术是第一生产力
[04221.12-04221.96] 为什么呀
[04221.96-04223.36] 他们想想历史
[04223.36-04225.02] 给我们的竟然教训就知道
[04225.02-04227.28] 当年英国搞了第一次工业革命
[04227.28-04230.16] 英国越成为世界第一大调国
[04230.16-04231.32] 我们当时说了
[04231.32-04234.20] 对吧是海伤的这种大主
[04234.20-04235.48] 建立了日落的帝国
[04235.48-04237.64] 虽然他在搞职民和亲率
[04237.64-04242.12] 但是你不得不承認第一次科技革命給他帶來的是先進的身材率水平
[04242.12-04245.08] 第二次和第三次科技革命主要發生在美國
[04245.08-04249.08] 美國目前依舊是處在世界強國的地位上
[04249.08-04251.88] 所以在這裡面我們就發現科技技服業先進
[04251.88-04253.48] 身材的水分就越高
[04253.48-04257.24] 所以科學技術代表的是先進的身材率水平
[04257.24-04258.84] 所以在旁邊顯示第一句話
[04258.84-04263.00] 叫科學技術是先進的生產力的集中體現
[04263.00-04267.08] 叫先進生產力的集中體現和主要標準
[04267.64-04273.04] 先剩產力的集中體現和主要標誌
[04273.04-04278.44] 這個就是科學技術
[04278.44-04280.16] 大陸下科學技術很量的
[04280.16-04281.60] 可不是一般的生產力
[04281.60-04283.40] 而是先進的生產力
[04283.40-04285.40] 因為科技一直走在前段和前線
[04285.40-04287.28] 所以大家注意下這是第一個點
[04287.28-04288.84] 但第二點大家在這裡
[04288.84-04289.84] 進一步去分析一下
[04289.84-04292.68] 我們說了一旦搞出來一個什麼樣的技術
[04292.68-04294.32] 就是類雖然的東西
[04294.32-04295.36] 我们觉得呢
[04295.36-04297.40] 平时又点该可不到塔
[04297.40-04297.72] 对吧
[04297.72-04299.88] 我们只知道这个技术和先进
[04299.88-04301.08] 但这种技术呢
[04301.08-04303.72] 它其实不能单独发作有
[04303.72-04305.32] 比如说我在这两天里的绝的历载
[04305.32-04307.36] 我现在搞出了一项技术
[04307.36-04308.80] 哎妈 老了不起了
[04308.80-04310.40] 我都感觉我有这项技术之后
[04310.40-04312.44] 我都就是能够让中国
[04312.44-04315.16] 实现中华民族伟大事情提前20年
[04315.16-04315.96] 那一看
[04315.96-04317.52] 我这里面光红口白呀
[04317.52-04319.48] 给你说这样的一个技术
[04319.48-04321.80] 我哪怕把这个技术的配方告诉你了
[04321.80-04323.12] 你看不到效果
[04323.12-04324.76] 这个技术能能发挥罪
[04324.76-04326.06] 发挥不了作用
[04326.06-04327.84] 零说技术他这个东西
[04327.84-04329.84] 他就是很难去言表
[04329.84-04330.16] 对吧
[04330.16-04331.06] 技术这个东西
[04331.06-04333.20] 他就是一个无形的这样的一个内容
[04333.20-04335.44] 所以技术本身是无形的
[04335.44-04336.44] 烤发挥罪用
[04336.44-04339.28] 他就一定要衣服于点什么东西
[04339.28-04340.08] 你比如说
[04340.08-04340.88] 我现在说了
[04340.88-04343.04] 是我搞出来了一个技术发明
[04343.04-04345.60] 然后这个技术发明能够推动
[04345.60-04347.04] 人工智能的发展
[04347.04-04348.80] 你看我搞的这些技术
[04348.80-04350.96] 如果不应用到人工智能的领域
[04350.96-04352.96] 你打知道他能不能推动到他
[04352.96-04356.32] 所以包括生產力當中所提到的科學技術也是一樣的
[04356.32-04359.00] 科學技術這個東西它本身是無形的
[04359.00-04361.28] 它就只是一項技術
[04361.28-04366.32] 這種技術它是沒有辦法自己放的那種發揮中的
[04366.32-04368.80] 它一定要負責在其它要負責上
[04368.80-04370.88] 所以科學技術它是一種什麼
[04370.88-04372.08] 負責性的要素
[04372.08-04373.92] 也就是對於生產力來說
[04373.92-04375.12] 科學技術要發揮作用
[04375.12-04377.36] 它用把科學技術用在人的身上
[04377.36-04379.92] 要把這種科學技術用在生產工具的身上
[04379.92-04383.28] 就是因为它必须要衣服与其它的要素而存在
[04383.28-04385.10] 所以它是复主性的要素
[04386.54-04389.28] 所以在这同时写到复主性的要素
[04389.28-04393.04] 它一定要衣服在别的上面它才能发挥作用
[04393.04-04394.88] 那导致的一个节我就什么呢
[04394.88-04398.84] 就是科学技术它没有办法直接转化生产力
[04400.16-04403.96] 来旁边就不能直接转化为生产力
[04403.96-04411.08] 它必須應用在其它的要素質上
[04411.08-04412.72] 所以不能直接轉換
[04412.72-04413.72] 不能直接轉換
[04413.72-04415.16] 你用用在人身上
[04415.16-04417.52] 你要不用在勞動對象身上
[04417.52-04419.16] 要不用在生產工具身上
[04419.16-04420.60] 反而左人眼睛大家就知道
[04420.60-04422.68] 它沒有辦法直接轉換
[04422.68-04423.88] 沒有辦法直接轉換
[04423.88-04425.76] 這個就是我們所說的
[04425.76-04427.60] 叫做非實體要素當中
[04427.60-04428.60] 科學技術
[04428.60-04431.20] 這裡面的生產力的所有的點
[04431.20-04431.88] 大家注意一下
[04431.88-04433.76] 它都是實際性的點
[04433.76-04435.96] 而且他比较喜欢靠細節
[04435.96-04439.36] 大家要注意就是生產力
[04439.36-04441.56] 生產力水平會決定什麼呢?
[04441.56-04444.00] 大家注意一下生產力水平會決定
[04444.00-04444.96] 實際上關係
[04444.96-04447.12] 所以我們接下來看一下第二個概念
[04447.12-04448.96] 就叫做生產關係
[04448.96-04450.36] 當然什麼是生產關係呢?
[04450.36-04455.24] 它生產關係是人們在物質生產過程當中所截成的經濟關係
[04455.24-04457.76] 這種就被稱為叫做生產關係
[04457.76-04460.76] 大家在這裡把生產關係的點去的標出來
[04460.76-04464.10] 首先第一個,生產關係他是一種經濟關係
[04464.10-04466.98] 所以經濟關係就在生產環節產生的
[04466.98-04470.38] 所以他不是人和人之間的正是關係和其他的交往關係
[04470.38-04471.98] 他是一種經濟關係
[04471.98-04476.04] 第二個,生產關係他只發生在與人與人之間
[04476.04-04478.88] 所以他處理的是人與人之間的問題
[04478.88-04480.82] 所以這個就生產關係
[04480.82-04482.46] 而生產力處理的是什麼呢?
[04482.46-04486.36] 大家注意一下,生產力處理的是人與自然之間的關係
[04489.36-04490.46] 所以大家注意一下
[04490.46-04494.80] 所以在这里面这叫做第二点,他是人人之间的建立关系
[04494.80-04499.42] 第三个点,大家知道生长关系他是不以人的意识被转移的
[04502.76-04506.58] 在旁边,他不以人的意识被转移
[04509.40-04510.42] 不以人的意识被转移
[04510.68-04514.52] 老师那,不以人的意识被转移怎么还叫人人之间的建立关系
[04514.78-04517.34] 大家注意一下,生长关系到底如何
[04517.60-04520.16] 它其实不能是个人所控制的
[04520.16-04522.68] 它是生產歷所決定的
[04522.68-04525.04] 所以生產關係只能有生產力決定
[04525.04-04526.68] 它不能有其他因素決定
[04526.68-04530.32] 所以我們說它是不以人的意義來轉移的大注意下
[04530.32-04531.80] 老實它這個點放在這兒
[04531.80-04534.20] 啥用在之前的山東的血量
[04534.20-04535.76] 那一口是在時候考察過
[04535.76-04537.52] 移到小小的題目
[04537.52-04539.16] 大致說以下關生產關係
[04539.16-04540.40] 說法正究錯的事
[04540.40-04541.64] 其中有一個選項說了
[04541.64-04545.00] 說生產關係是只不以人的意志為轉移的經濟關係
[04545.00-04546.00] 證明了對對
[04546.00-04549.04] 當然對首先它是在生產過程當中所形成的
[04549.04-04550.32] 必然是经济关系
[04550.32-04550.92] 第二一个
[04550.92-04553.24] 他只受生产力影响
[04553.24-04555.40] 所以在这里面他不以人的一直为转移
[04555.40-04558.32] 所以在这里大家知道这是生产关系
[04558.32-04561.20] 所以这是第一个小达去实际的电
[04561.20-04563.00] 从生产关系的含意到中
[04563.00-04564.16] 知道他的考虑
[04564.16-04566.20] 我说了生产关系生产关系
[04566.20-04567.60] 他是一种经济关系
[04567.60-04569.84] 那种经济关系到底包括哪些呢
[04569.84-04572.68] 这里面就包括生产关系的构成
[04572.68-04573.96] 生产关系的构成
[04573.96-04576.40] 要从竞胎和动胎两个角度来看
[04576.40-04577.94] 这里面需要同样掌握的
[04577.94-04579.48] 就是从竞太花的来看
[04579.48-04581.22] 这个点是一个两星期到
[04581.22-04583.04] 实际型和理解型的点
[04583.04-04584.08] 标注出来
[04584.08-04585.88] 说从竞太上来看
[04585.88-04586.80] 生产关系
[04586.80-04589.10] 它包含的具体内容包括第一个
[04589.10-04591.50] 叫生产资料所有知情事
[04591.50-04592.28] 第二个
[04592.28-04594.64] 人们在生产过程当中的地位和
[04594.64-04595.40] 相伍关系
[04595.40-04597.88] 第三一个叫做产品分配形式
[04597.88-04598.80] 所以在这里面
[04598.80-04602.12] 大家知道第一个生产关系主要包括三个方面
[04602.12-04605.20] 第一个生产资料所有知情事指的是什么呢
[04605.20-04606.80] 只得是东西规谁所有
[04607.80-04608.60] 打指到啊
[04608.80-04610.40] 生染资料所有这形式
[04610.40-04612.60] 只得是东西规谁所有
[04612.80-04614.80] 所以所有这就是规数的问题
[04615.00-04616.00] 如果这个东西呢
[04616.20-04617.52] 他归大家所有
[04617.52-04618.20] 同们想一下
[04618.60-04619.60] 在我们国亚当中
[04619.60-04620.80] 东西归大家所有
[04620.80-04622.00] 他是公路还是思要
[04622.20-04624.00] 如果东西归大家所有
[04624.00-04625.60] 他就叫做公有
[04626.00-04627.40] 如果东西只会
[04627.60-04628.80] 少部分人所有
[04628.80-04629.80] 归我自己所有
[04629.80-04630.80] 那他就叫做什么有
[04630.80-04632.60] 他就叫做思有
[04632.80-04634.40] 所以生产资料所有这形式
[04634.40-04637.36] 代表我們所說的東西歸水
[04637.36-04639.32] 到底是公有還是私有
[04639.32-04640.88] 那這個叫生產資料
[04640.88-04642.04] 所知形勢
[04642.04-04644.12] 那生產資料所知形勢之下
[04644.12-04646.24] 大家繼續往後思考問題
[04646.24-04648.64] 如果在這個過程當中
[04648.64-04650.28] 生產資料歸大家所有
[04650.28-04652.40] 假設大家現在是什麼呢
[04652.40-04654.12] 大家現在是炒房的工人
[04654.12-04655.52] 現在有一個廠房
[04656.80-04658.16] 這個生產資料歸誰呢
[04658.16-04659.56] 這個生產資料歸你
[04660.64-04661.36] 那你看
[04661.36-04663.40] 這個廠房有很多的人
[04663.40-04666.44] 有很多的我们所说的什么原材料等等
[04666.44-04668.12] 这个场方是归你的
[04668.12-04669.40] 这有时候就意味着
[04669.40-04671.76] 他的所有知情是私有呗
[04674.00-04675.56] 那这是有这么一个场方
[04675.56-04677.48] 然后你呢做一个老板
[04677.48-04679.00] 你就开始共有我
[04679.00-04679.80] 共有我
[04679.80-04680.48] 共有我呢
[04680.48-04682.12] 来这个场方里面给你打工
[04682.12-04684.40] 那我一天每天都给你干很多的火
[04684.40-04685.80] 然后一天24个小时候
[04685.80-04687.72] 他们都给你干出25个小时候来
[04687.72-04688.80] 我简直我就是老模
[04688.80-04689.60] 我就是标击
[04689.60-04689.88] 对吧
[04689.88-04690.56] 都快累死了
[04690.56-04691.48] 但是我不觉得
[04691.48-04692.60] 我觉得被老板争钱
[04692.60-04693.32] 我很开心
[04693.32-04693.64] 对吧
[04693.64-04695.00] 没有我的真程付出
[04695.00-04696.64] 老板怎么别受靠海
[04696.64-04697.16] 所以在这里
[04697.16-04698.36] 我就每天去工作
[04698.36-04700.60] 周亿把所有的产品都生产完了
[04700.60-04702.16] 把所有的产品都生产完了
[04702.16-04704.68] 之后就开始卖钱了
[04704.68-04705.08] 对吧
[04705.08-04706.28] 那同们来思考
[04706.28-04708.52] 在这个生产过程当中的两个问题
[04708.52-04709.08] 第一个
[04709.08-04710.04] 工厂归你
[04710.04-04710.80] 你是老板
[04710.80-04711.36] 我呢
[04711.36-04712.72] 就是一个打工的
[04712.72-04712.92] 对吧
[04712.92-04715.00] 就是一个用个打工混的打工人
[04715.00-04715.40] 你看
[04715.40-04716.44] 你是老板
[04716.44-04717.44] 我是打工者
[04717.44-04718.72] 我看到你的时候
[04718.72-04719.60] 我对你的态度
[04719.60-04720.44] 一定是工竞的
[04720.44-04722.36] 还是对你赐之一比
[04722.60-04725.68] 我对你的态度一定是非常非常攻击的
[04725.88-04728.20] 有没有说在日常生活当中我看到老板之后
[04728.20-04729.96] 我当时我当着老板面就说
[04729.96-04731.88] 我说老子今天来给你上班了
[04731.88-04733.12] 你好自为之
[04733.12-04734.32] 我今天来给你打工
[04734.32-04735.56] 你不要给连不要连
[04735.56-04736.44] 我做一个员工
[04736.44-04737.72] 能能跟老板说这样的话
[04737.72-04738.52] 我只能不能啊
[04738.52-04739.24] 我跟着说这样的话
[04739.24-04740.40] 是不是早就把我开了
[04740.40-04741.92] 那能不能出现那种
[04741.92-04742.92] 我今天来给你的上班
[04742.92-04743.60] 我一看到老板
[04743.60-04744.12] 我就是说
[04744.12-04745.00] 配
[04745.00-04746.52] 仇恶的资本价
[04746.52-04747.16] 不要连你
[04747.16-04748.28] 我今天来给你上班
[04748.28-04749.64] 我真的问每天给你上班之后
[04749.64-04750.96] 我都感到无比的可信
[04750.96-04752.52] 能不能趁回老板说话
[04752.52-04756.88] 不行 原因在什么 你们的地位不一样 他老板你是人工
[04756.88-04760.46] 所以在这里面你会发现 当你战友生产资料的时候
[04760.46-04763.28] 所有资 生产资料归你所有的时候
[04763.28-04767.36] 你就会发现 你和我之间的地位怎么样不一样
[04767.36-04772.74] 所以在这里面 你看一下 你是老板 你了不起 对吧 你是老板 你了不起
[04772.74-04776.08] 那你了不起 我这个时候就要对你怎么样 工竞一点
[04776.08-04780.44] 那这个时候就是能说明我们之间的地位和关系平平的
[04780.68-04783.44] 我们之间的地位和关系不平的
[04783.64-04787.60] 那你看 这是我做一个打工人 对吧 我面臨的这样的一个现状
[04787.72-04790.40] 那我做一个打工人 我前天看看给你工作了之后
[04790.60-04796.32] 咱们的这个工厂 它生产出来的这个东西最后都投放到市场上都卖了
[04796.48-04799.64] 而且卖的那是相当之不错呀 那简直卖的老好了
[04799.76-04802.28] 最后你争了一个一 对吧 小专一个一
[04802.48-04805.88] 那你小专了一个一的时候能不能这时候你做一个老板说
[04805.88-04808.24] 你说啊呀 我看你打工真不容易
[04808.24-04810.24] 你简直就是一个优秀的啊呀
[04810.24-04811.12] 就是老模呀
[04811.12-04813.24] 每天看你工作 我感觉你命都没了
[04813.24-04814.40] 我非常的感动
[04814.40-04817.40] 然后你把这个一当中拿出9千万发给我
[04817.40-04818.40] 你觉得可能吗
[04819.28-04820.64] 之间不可能的 对吧
[04820.64-04822.80] 所以你看在这个过程中
[04822.80-04823.80] 卖了钱了
[04823.80-04825.52] 所有东西卖了钱了之后
[04825.52-04827.80] 谁分得多 老板分得多
[04829.16-04830.68] 卖了钱 老板分多
[04830.68-04832.52] 对吧 老板分得多就意味着什么
[04832.52-04835.52] 就意味着这里面的产品分配
[04835.52-04837.06] 它其实是规審的
[04837.06-04840.40] 产品分配它其实是规生产资料的所有者的
[04840.40-04842.72] 所以同这里同论人物出来一个道理
[04842.72-04845.20] 什么道理呢?在这里咱们来总结一下
[04845.20-04845.76] 来看
[04845.76-04848.74] 当生产资料规你所有的时候
[04848.74-04850.16] 炒房是你的时候
[04850.16-04853.48] 我们之间的地位和关系就会发生不平的
[04853.48-04855.12] 因为东西是你的
[04855.12-04857.44] 所以在最后分配的时候要给你怎么样
[04857.44-04858.40] 分得多
[04858.40-04859.52] 所以在这里面
[04859.52-04861.06] 你看我标率的这个地方
[04861.06-04862.08] 同论能够看到
[04862.08-04863.68] 我标率的这个地方
[04863.68-04866.50] 收产资料所有的商品和关系的产品分配形式
[04866.50-04869.24] 它就是生产关系
[04869.24-04872.20] 而这三个收产关系的东西最重要的是哪个
[04872.20-04874.12] 是生产资料所有质
[04874.12-04876.40] 因为它决定了地位和关系
[04876.40-04879.00] 它决定了产品分配形式
[04879.00-04880.64] 所以在这里面大家注意一下
[04880.64-04883.00] 有一个细节上的考点就出来了
[04883.00-04885.96] 就是在这同们看一下书上说了
[04885.96-04888.40] 收产资料所有质把所有质化出来
[04888.40-04890.08] 说收产资料所有质形式
[04890.08-04891.28] 是在收产关系的东西
[04891.28-04893.28] 使用地位作用的
[04893.28-04893.78] 没有问题
[04893.78-04895.28] 它决定后两个
[04895.28-04898.28] 同时它是区分社会制度的根本标志
[04898.28-04899.28] 区分社会制度
[04899.28-04901.28] 同把社会制度标志出来
[04901.28-04903.28] 把前面的决定标志出来
[04903.28-04905.28] 收拾自己的规大家所的时候
[04905.28-04906.28] 社会就是公有制
[04906.28-04908.28] 收展自己的规模自己所有的所
[04908.28-04909.28] 社会就是什么字
[04909.28-04910.28] 思有制
[04910.28-04913.28] 所以它是区分社会制度的主要标志
[04913.28-04915.28] 而且因为它起到决定作用
[04915.28-04917.28] 所以收展自己的所务制也被称为
[04917.28-04918.28] 在后面补充一化
[04918.28-04920.28] 战统制地位的生产关系
[04921.28-04926.28] 在旁邊叫戰統治地位的生產關係
[04928.28-04930.28] 戰統治地位的生產關係
[04930.28-04932.28] 因為他有的時候會考
[04932.28-04934.28] 但他不直接給說什麼
[04934.28-04935.28] 這是生產資料所指
[04935.28-04938.28] 他反而會給到一話說戰統治地位的生產關係
[04938.28-04940.28] 那在生產關係當中
[04940.28-04941.28] 但戰統治地位的
[04941.28-04943.28] 那一定還是所有指
[04943.28-04944.28] 所以在這裡面
[04944.28-04946.28] 需要統治去掌握的
[04946.28-04948.28] 就是所有指他的一個地位
[04948.28-04949.28] 這個點
[04949.28-04952.32] 我们刚才讲的生产关系包含的三个方面内容
[04952.32-04955.88] 以及从三个方面内容当中所推演出来的所知的地位
[04955.88-04958.04] 其实都是集中在什么的考察上
[04958.04-04961.36] 都是集中在实际形停目的考察上
[04961.36-04963.40] 但是我们刚才说了它也会考什么体验
[04963.40-04964.84] 会考理解形停目
[04964.84-04967.20] 那然后考理研停目这时候咱咋证
[04967.20-04968.00] 大家注意一下
[04968.00-04969.36] 它考理研停目的时候
[04969.36-04974.88] 往往就是让它去区分生产关系和生产力经济出的上限住
[04974.88-04976.00] 那怎么去区分呢
[04976.00-04980.34] 就从所知形势和分配形势下手
[04980.34-04981.26] 大家注意啊
[04981.26-04984.14] 如果你在一个体验当中看在他的强调成问题呢
[04984.14-04986.24] 看见他在强调所有权的问题
[04986.24-04990.46] 比如说农村宅基地改革对所有权权手进行了
[04990.46-04991.96] 再次的重圣说明
[04991.96-04993.88] 看到了强调了所有权
[04993.88-04995.72] 看到了什么功有智
[04997.00-04999.10] 看到了什么按楼分配
[05001.84-05002.72] 等等啊
[05002.72-05003.80] 这种什么呢
[05003.80-05005.66] 这种经济制度
